species,D,n_classifiable,mean_M3_full,sd_M3_full,mean_M3_bio9,mean_nuisance_fraction
Pimelea serpyllifolia,0.30615877536489844,53,-0.09667385757374805,0.12112245157868144,-0.23116791002645004,0.29929935132674323
Pinguicula vulgaris,0.25765306122448983,56,0.0006177106815029897,0.05138764248773219,-0.01976170426246147,0.12174998466152162
Piqueria trinervia,0.02856542743121193,69,0.09012716008584745,0.07404225886450132,-0.009094953105330471,0.3150374764474054
Pittosporum revolutum,0.1356335514574658,41,-0.10591657699492633,0.1768900107688433,-0.16386763351751946,0.12256077617048934
Plantago media,0.14201183431952646,52,0.06581655169890097,0.09387878188800916,-0.023086569977508804,0.23186233163768818
Polycalymma stuartii,0.3168282548476453,76,-0.031211742156400376,0.08860785361074397,-0.07575394634764429,0.08234958950259812
Polygala comosa,0.3796646836127636,43,0.020611942472920232,0.07396453768737284,-0.015991506200188348,0.27440520367271465
Portulaca suffrutescens,0.24732461355529134,58,0.01652962859214028,0.08754876920828406,-0.0016312132321908142,0.03540638630014254
Potentilla concinna,0.04788816180844746,82,-0.2840991252313521,0.11867206416648146,-0.31713806521847165,0.05624340535640992
Potentilla indica,0.339753086419753,45,-0.21991285728346785,0.1839309132383012,-0.2704132087022161,0.10799133639884402
Potentilla simplex,0.05191111111111102,75,-0.33203150918467855,0.0928137372215863,-0.3622070131253135,0.05511112741878743
Primula elatior,0.4851367419738407,58,-0.07679422982810301,0.10461658599853829,-0.15706465784160079,0.2463011319711489
Prunus mahaleb,0.07396449704142016,52,0.0823174324940427,0.05916425832795213,-0.011207619363701796,0.28427066091325603
Pseudo-fumaria lutea,0.028979238754325065,68,-0.25563867904600024,0.10247638091985707,-0.316748758325559,0.12689956514917278
Pseudognaphalium affine,0.07049375371802502,82,-0.1969774944361171,0.13004234796653333,-0.2810572177879009,0.17376465233117572
Pulmonaria obscura,0.4092349479402445,47,0.03566137181256133,0.07986073587312911,-0.009874252279898556,0.14100390198528717
Pultenaea villosa,0.030295857988165587,65,-0.13219263512694432,0.12373794253526646,-0.1709495341643697,0.07083628704896681
Purshia stansburyana,0.32986111111111116,48,0.017508922786065934,0.08218509351168635,-0.03415676264714465,0.12601016836833126
Pycnanthemum virginianum,0.04595155709342569,85,0.06127638648352595,0.06326221973654547,-0.016893192959794637,0.2686419441089286
Pyrola elliptica,0.0,44,0.048025403377338245,0.09701101387917864,-0.019183317645227883,0.23174542845104937
Ranunculus kuepferi,0.07306521390802745,79,-0.03240480336467558,0.05804608788472403,-0.059486652523272635,0.07162291616587124
Ranunculus lyallii,0.08204081632653049,70,-0.0006165569953192941,0.08318037171451338,-0.043833274791629996,0.11405831337520557
Ranunculus trichophyllus,0.07779401022644272,74,-0.02687340127499373,0.06481362356242197,-0.07604910675547746,0.11254149340845634
Ranunculus uncinatus,0.2675619834710743,44,-0.15363895453021703,0.1429855702970211,-0.2806812860628625,0.27690779401092275
Rhododendron canadense,0.345679012345679,45,0.03656897802049981,0.0641500985164806,-0.012074112799452112,0.14911543127193985
Rhododendron catawbiense,0.4765625,48,0.032964770275589673,0.07735204438938556,-0.013668469930863987,0.15744105958399957
Rhododendron pseudochrysanthum,0.21120000000000005,50,0.10906177709801941,0.06519979812604651,0.005609004979402422,0.22637548361182736
Rhododendron tomentosum,0.03224939532383764,61,0.06904640033212377,0.07136369213787568,-0.005406196922745644,0.19118273722421214
Rhynchospora colorata,0.11072664359861584,51,0.03829330032146459,0.0811872022654907,-0.019830942069806907,0.15420278880326257
Rorippa palustris,0.1461325270849081,63,-0.16559908815973293,0.14738261087134555,-0.27359917915059134,0.232194921554809
Rosa blanda,0.6135999999999999,50,0.0056490368598833786,0.06326911778759424,-0.02553644663124296,0.07160791645680328
Rosa multiflora,0.05475104146002763,71,0.040697776850409664,0.08539431161410257,-0.02366855103284748,0.18119358021910686
Rubus chamaemorus,0.15755053507728878,58,0.030384929279806003,0.08468312467776143,-0.01746028190619917,0.166124539857617
Rubus odoratus,0.4919999999999999,50,0.05354048872808804,0.08108515985328592,-0.005685006234044582,0.14163624092624566
Rubus trivialis,0.0,61,0.03571008244135241,0.05462532941901235,-0.009539689528154786,0.1044186644925162
Rudbeckia triloba,0.026311111111110952,75,-0.24418569234802,0.09441231547320252,-0.3044486510611895,0.16072370508060063
Sagittaria lancifolia,0.09652398735995393,59,0.024360946773010844,0.09405478767066829,-0.034667168044721725,0.1659389434857304
Sagittaria latifolia,0.05709342560553643,68,0.0067860954961591535,0.07834026675235141,-0.05014189617673993,0.18760446078766915
Sairocarpus pusillus,0.2520281233098973,43,0.004635033902288076,0.06405576734586815,-0.019838812214209876,0.13809974999816269
Salvia amarissima,0.47896709704289875,49,0.019290098574480295,0.058446951702872285,-0.006793134074780501,0.15007142542578375
Salvia hispanica,0.5020155872077399,61,0.024375975978302294,0.07853008249590247,-0.00837206759349526,0.23275516359377638
Salvia lavanduloides,0.501584427342689,47,0.044721822224990125,0.11091229034673084,-0.00620851242412382,0.29601097037323504
Salvia polystachia,0.505137912385073,43,0.0415696903949424,0.12319050280545855,-0.0011598219038768428,0.3081644827046591
Salvia prunelloides,0.18663194444444442,48,0.014037988053890118,0.06586536719504488,-0.005199487922079236,0.14516973935972502
Salvia verticillata,0.6064049586776861,44,0.14934878658311843,0.128833810335634,-0.0030298007126790556,0.4351476298655761
Sambucus mexicana,0.3402646502835538,46,0.013158079403366812,0.09503252582741797,-0.07158915027713579,0.3074713402544385
Sanguinaria canadensis,0.20761245674740492,68,-0.03368250776225787,0.09005001222394612,-0.05854670102494939,0.06908793885369813
Satureja montana,0.09611111111111115,60,0.0654593319980119,0.07353932446419176,-0.0065164766899574195,0.18283143609469363
Saxifraga granulata,0.02856542743121193,69,0.017835166140231822,0.07188851398428815,-0.030591849672981737,0.14578731434788647
Saxifraga tridactylites,0.3173076923076923,52,0.08575325222177463,0.10459960427479881,0.0003976504910685582,0.2086622080896648
Scilla bifolia,0.31526336024605917,51,0.005976147754572508,0.022362238349638484,-0.0018477239205796573,0.07843269483278548
Scilla luciliae,0.4481470841712152,59,0.0037517264380977256,0.019061230987698064,-0.003251237844696002,0.04787538573133245
Scilla verna,0.43033509700176376,63,0.023854618372652216,0.048525438339695116,-0.015076752838129853,0.14024362822012693
Senecio mohavensis,0.11524334251606971,66,-0.11531043073045649,0.1265685206533896,-0.19216903664117513,0.1634209309796907
Senecio ovatus,0.0,43,-0.169897401748927,0.11472460249622053,-0.29506994737616943,0.2521743570125933
Senecio triangularis,0.16171224732461342,58,-0.18665164027768139,0.12108163138021652,-0.277555692726948,0.18084723294639135
Senecio vernalis,0.024092801903628835,82,-0.2792858272744108,0.10208223698348501,-0.3382198437355557,0.10617689793896541
Senegalia berlandieri,0.17774251140646702,71,0.04949735172887413,0.0671086829405456,-0.01389811302975074,0.20937078033989567
Senna artemisioides,0.0,75,-0.13359285762631787,0.12329553703595961,-0.1883607388259258,0.09370058783385761
Senna hebecarpa,0.25350837483024,47,-0.12470529386677764,0.13598958390498614,-0.21955957722644034,0.21064683875404602
Sericocarpus linifolius,0.0,52,0.09426343069525799,0.07535272767552517,-0.007090870557217218,0.3035624427277669
Sesbania drummondii,0.16528925619834722,44,-0.1419330432374448,0.17463992573953133,-0.2025203849910281,0.12980527635284791
Sidalcea candida,0.13955144179423273,53,0.026569205258937616,0.09114574654824341,-0.03591926511807204,0.18339399196316247
Sideranthus spinulosus,0.06733369388858823,86,-0.20253274433668622,0.11810526770014503,-0.2497854310798107,0.07608524385656643
Sisymbrium irio,0.08804733727810632,65,-0.1360966763371312,0.156166144521176,-0.26215757346138385,0.26315966877530955
Sixalix atropurpurea,0.2573927530195752,49,0.06273534798221042,0.09518709841411724,-0.00130865118051074,0.12592037171726622
Solanum crispum,0.5428681276432141,51,0.040587327482496736,0.08169649403517629,-0.016628191260118066,0.18066044922851254
Solanum elaeagnifolium,0.5475258098967605,53,0.008578610372999252,0.0832630529593184,-0.03400607490752564,0.11857873572123016
Solanum furcatum,0.2543402777777778,48,0.0006579964367786408,0.12821821041977008,-0.05577786266765047,0.21864370724979817
Solanum laxum,0.19184027777777768,48,0.019676318157247467,0.07333624072928727,-0.0276409830633277,0.1307733662658128
Solanum lycopersicum,0.5094517958412098,46,-0.08763075707863542,0.162536093953712,-0.1672354829886212,0.21045155237751006
Solanum pseudocapsicum,0.5102880658436215,54,0.0019162047094678284,0.10953324657851414,-0.043589368746777796,0.13828995788634707
Solidago ptarmicoides,0.11998685075608151,78,0.038547111082166345,0.0772825975354495,-0.019995445388666943,0.1415037446156329
Solidago uliginosa,0.1472,50,-0.21758578658084776,0.12242836416397979,-0.27911513511792796,0.11180278253832977
Solidago virgaurea,0.0,63,-0.19676876426866918,0.09744409047345165,-0.2882206324296021,0.1743610412983716
Sparaxis tricolor,0.5776627218934911,52,-0.02509214848829165,0.11244802522213719,-0.06526592306132004,0.11194189078366915
Sphaeralcea ambigua,0.3224852071005917,52,0.07668501083551758,0.08160197108240234,0.03815711032177448,0.07743339194935318
Sphaeralcea coccinea,0.19329024315173904,57,0.07811478899707751,0.0647096363015242,0.04878626387611267,0.05765021850790739
Stachys palustris,0.6479177934018389,43,0.0948596126140393,0.11315737350567738,-0.015307571128034455,0.24623565516141352
Stevia serrata,0.05752595155709339,68,0.09449559904233401,0.06506373298984379,0.004625578199409511,0.2523439067902207
Streptosolen jamesonii,0.06499999999999995,60,-0.04868546613742642,0.14009027171575159,-0.08146717908524642,0.07085877310080042
Stypandra glauca,0.25053862726992915,57,0.00631532413964661,0.05268437900120481,-0.014090923591692471,0.1208458821783774
Symphyotrichum puniceum,0.2325702393340271,62,0.05987751851783876,0.06603383501892848,-0.022948411945667945,0.2290780751747788
Symphyotrichum subulatum,0.1379757785467126,68,0.0636687247669259,0.10144523206631852,-0.028014075398565944,0.19698452572465472
Symphytum officinale,0.5189035916824196,46,0.08140263446986501,0.11055169565247906,-0.015199449893129302,0.29073022844080504
Symplocos tinctoria,0.5175308641975309,45,0.01978387874282618,0.1166213264684054,-0.05294960946574644,0.18029634102484443
Talinum fruticosum,0.35416666666666663,48,0.00033267586008777286,0.05684514929322967,-0.021079733573930327,0.05528580477886025
Talinum paniculatum,0.422716049382716,45,0.09673726495047721,0.12381527169516134,-0.009420973821230532,0.2053405158509675
Tanacetum vulgare,0.02325259515570921,85,-0.20906914670545468,0.12258553482980858,-0.2610022075907015,0.0883401172481631
Taraxacum erythrospermum,0.23111111111111104,75,-0.22946841446836388,0.14517988857816344,-0.2732515510126928,0.07526117505025166
Telekia speciosa,0.031737773152965554,62,-0.12684323883954332,0.1222740384449184,-0.22223403255268112,0.2070377843248447
Tetratheca thymifolia,0.5590277777777778,48,-0.004019451156520641,0.031312609955990826,-0.018231595063478184,0.07025378984385998
Thysanocarpus curvipes,0.25854639471416263,59,0.10423567126441967,0.10821528343043214,-0.012622562745476427,0.2887003151799689
Tiarella stolonifera,0.1049382716049383,54,0.07747528927271764,0.058239727518574445,-0.02119142055909731,0.39828126078124415
Tinantia erecta,0.5659259259259259,45,0.015516247238965776,0.07886166532006555,-0.011521271169974933,0.15541058044362596
Tithonia tubaeformis,0.08072916666666652,48,-0.12566409492973038,0.19510993072576605,-0.1695423481833409,0.14070969644294967
Trachymene composita,0.12444444444444436,60,0.0861273213100628,0.09036205274364534,-0.0001123134783673442,0.2122520285268648
Tragopogon porrifolius,0.7076446280991735,44,0.034130609968795356,0.10468367680272603,-0.025024109306853167,0.23775904901506983
Trifolium incarnatum,0.27144970414201186,52,0.22223264965694708,0.12583951228711385,0.030459374044730616,0.3798111003713426
Trifolium repens,0.07986111111111094,72,0.06635655337790285,0.07085152414202209,-0.011915353092966818,0.2690251914745017
Tripolium pannonicum,0.16040816326530616,70,0.0800840125199987,0.06943532401915782,-0.018276844977708165,0.24389955916263922
Triteleia laxa,0.2956194571351787,61,0.005571578399514151,0.04104554700725833,-0.010041533528860449,0.07982731064317179
Trixis inula,0.0,83,-0.22173690522216752,0.12098447287481383,-0.2816847943198441,0.11610329385148317
Trollius albiflorus,0.20031217481789798,62,-0.04406522809074596,0.12980482026401524,-0.0888463711193218,0.1294954579508997
Turnera subulata,0.33944444444444444,60,-0.06676577387232087,0.1301462344434369,-0.09470057679365332,0.07875070173486808
Verbascum thapsus,0.2921597633136095,52,-0.13476348281017006,0.16433397407071565,-0.21375042250174922,0.1715312876384216
Verbena rigida,0.52978515625,64,0.004067456300499651,0.04818539344815524,-0.015404370505275874,0.10403464325652655
Veronica cymbalaria,0.2921597633136095,52,0.0538347421916137,0.09153001473247922,-0.046502187312643065,0.3702249520159229
Veronica longifolia,0.46944294213088145,43,0.07773758100948192,0.06605761837085675,-0.009146630671142282,0.3408124718029864
Veronica officinalis,0.08677685950413205,66,0.07921287522767345,0.07614591586428113,-0.012046395674709484,0.2694732223159381
Veronica polita,0.5423553719008264,44,0.02655965540622166,0.057255710787586185,-0.02064987453048708,0.16530727635621026
Veronica prostrata,0.3918183524113342,73,0.08855262229721267,0.06625340075015848,-0.012054514954190469,0.29025768752303815
Veronica spicata,0.38677431757016534,51,0.05526319396082009,0.08656463657097456,-0.0063923477347575365,0.3099916008483615
Vicia lathyroides,0.5975056689342404,42,0.00624700599577739,0.0651910527406654,-0.01521134766913432,0.14260726884084315
Viminaria juncea,0.036351165980795574,54,-0.161974684289388,0.11809096800984747,-0.20222229705639372,0.07060492645261919
Vincetoxicum hirundinaria,0.297086368366285,62,0.029638476212683233,0.09413738219026449,-0.06515686792353409,0.33033781778484855
Viola blanda,0.07679999999999998,50,0.053681837553929655,0.05169362642633011,-0.030320199440310388,0.2879375155180017
Viola cucullata,0.33944444444444444,60,0.030268021470781236,0.05503961292610761,-0.0045585634377796926,0.1329199045445059
Viola hirta,0.16757396449704154,65,0.006930713809006408,0.03159135732760937,-0.010188633950083792,0.08630741602569715
Viola lutea,0.5776631620710176,71,-0.12657208368915748,0.12635814033207354,-0.14414760730724469,0.08288089427624527
Viola mirabilis,0.4886621315192743,42,0.04192813798115726,0.06450760917026972,-0.022793802805278162,0.17107331267933798
Viola pedunculata,0.0,73,-0.24345194993910582,0.10345307063640025,-0.27728064723926865,0.058735562971075614
Viola rostrata,0.33499320959710266,47,0.03865142814487025,0.05739577996877208,-0.009664566730121948,0.12863482255651684
Viola tricolor,0.5328925619834712,55,-0.04239908629665864,0.07356159550655698,-0.06182618281510551,0.09303104979568996
Viscaria vulgaris,0.31666666666666676,60,0.09448919917920405,0.09742810766074218,-0.010961527474118594,0.22416952503594706
Vitex agnus-castus,0.42603550295857995,52,0.08657520551473277,0.10919092959579513,-0.002808297322144255,0.3750420916989676
Whipplea modesta,0.031737773152965554,62,0.050771975148575385,0.05423103308308974,-0.006586365237586984,0.18498334050555726
Wyethia angustifolia,0.11865234375,64,-0.19905061746574648,0.16740365391472303,-0.23140992873796568,0.060255225139772245
Zanthoxylum americanum,0.19132653061224492,56,-0.0032018427970970575,0.1474360886026869,-0.1251138708962781,0.26167926691746274
Zephyranthes atamasco,0.32719999999999994,50,-0.04049159434475573,0.12465493897151314,-0.06994360277945051,0.07801821109164458
