species,D,n_classifiable,mean_F_M3,mean_B_M3,mean_Dsig_M3,mean_flower_nuisance,n_component_rows
Palafoxia texana,0.34614576769586214,69,0.09619250352837612,0.22708052735283682,-0.13088802382446074,0.2199285176677512,69
Palustricodon aparinoides,0.06243496357960443,62,0.011662903829200643,0.16520297883166474,-0.15354007500246414,0.08633518781901206,62
Papaver somniferum,0.6144000000000001,50,0.025535548646126074,0.12619337812087553,-0.10065782947474947,0.17036212099789133,50
Patersonia sericea,0.2844444444444445,75,-0.027144995848740916,0.1658563271992824,-0.1930013230480233,0.023892366046022354,75
Pavonia hastata,0.258512396694215,55,0.05151232022561283,0.1373960156197767,-0.0858836953941639,0.16931805026796362,55
Pedicularis sylvatica,0.510410469958358,41,0.07283824355072792,0.17507466418500867,-0.10223642063428076,0.1431690101418494,41
Penstemon davidsonii,0.21760000000000002,50,0.006631628676108309,0.057328429065473425,-0.05069680038936512,0.10567347617245228,50
Perideridia kelloggii,0.04759071980963725,82,0.08488406803218108,0.3399644809287725,-0.2550804128965914,0.1903397261100675,82
Persicaria capitata,0.3326124567474048,68,0.08084472453297274,0.17178493464789293,-0.09094021011492022,0.17235853094299672,68
Phacelia hastata,0.22625000000000006,40,0.1587625220372954,0.20409281767512638,-0.045330295637831,0.35155490544425466,40
Philotheca spicata,0.5122865472719701,49,0.04951237237562881,0.2133174134904837,-0.16380504111485483,0.15748899018749646,49
Phyllota phylicoides,0.039200000000000124,50,-0.11920675464076538,0.2522931935344138,-0.37149994817517923,0.13332344265331822,50
Physocarpus malvaceus,0.08317580340264641,69,0.05772382424578507,0.1076242225855041,-0.04990039833971901,0.3260748524827554,69
Pigea calycina,0.4621487603305785,55,0.006120762142097236,0.2020169928059621,-0.19589623066386494,0.1130748519387941,55
Pimelea prostrata,0.033323757540936416,59,0.08887311315993235,0.07981994725337015,0.009053165906562225,0.26123458282197687,59
Pittocaulon praecox,0.12070759625390237,62,-0.04093857638510722,0.17292306343755848,-0.2138616398226657,0.2119148357072012,62
Platysace lanceolata,0.0,72,0.08038542526586473,0.21817304257343034,-0.1377876173075656,0.24127549040732582,72
Plumbago zeylanica,0.06658739595719365,58,0.050526780197443034,0.14772028398068,-0.09719350378323693,0.1681684488009433,58
Polygala virgata,0.6287499999999999,40,0.029873087183154283,0.14836264537610755,-0.11848955819295329,0.20405947736709754,40
Pontederia azurea,0.3705621301775147,52,0.030374574978485443,0.08753909496655997,-0.05716451998807453,0.15635435349653415,52
Portulaca amilis,0.07852447041636235,74,0.026229756475571304,0.16427041460894493,-0.13804065813337366,0.04890336385157282,74
Portulaca pilosa,0.059228650137741035,66,0.032382473322349996,0.1814830850326833,-0.14910061171033331,0.0948411546360719,66
Portulaca umbraticola,0.6039150354019158,49,-0.12517426199680748,0.2255657282185315,-0.35073999021533897,0.040466435541176085,49
Primula pauciflora,0.5293005671077504,46,0.015515557762057524,0.21960896106291758,-0.20409340330086004,0.1080680578752196,46
Primula vulgaris,0.3348765432098766,72,-0.041021879034454097,0.0870047119635844,-0.1280265909980385,0.1361361538596867,72
Prunus ilicifolia,0.2543402777777778,48,0.09452619738559549,0.1269724816209794,-0.03244628423538388,0.26870236080424403,48
Pseudognaphalium californicum,0.13624567474048432,68,0.07898709289930111,0.23439489796705734,-0.15540780506775623,0.19713768557114714,68
Pseudorchis albida,0.5207939508506616,46,-0.039934474594864856,0.14455773278391557,-0.18449220737878044,0.34075552073463117,46
Ptilotus exaltatus,0.08072916666666652,48,0.2006285294711574,0.2412329952758829,-0.04060446580472549,0.3516546962102533,48
Pulmonaria mollis,0.06500000000000006,60,0.0032904604756116436,0.1740816323884154,-0.17079117191280374,0.1791722807690924,60
Pulsatilla pratensis,0.4973230220107079,41,0.08117009446210338,0.21472471118601602,-0.13355461672391258,0.44493319070485465,41
Pultenaea spinosa,0.0,51,-0.17097142262612883,0.18508549074050962,-0.35605691336663847,0.05263555743791711,51
Quincula lobata,0.1542503283918184,73,-0.0030957444308705047,0.15960381633662346,-0.16269956076749395,0.09121380029566684,73
Rafinesquia californica,0.0,53,0.025273565846230753,0.26088140207301,-0.2356078362267793,0.126446440308525,53
Rafinesquia neomexicana,0.09209157127991663,62,0.025670883968897478,0.21647076166405207,-0.1907998776951546,0.095265487422333,62
Ranunculus auricomus,0.0,73,-0.3049219011090827,0.12500642589444044,-0.4299283270035232,0.08141265292774125,73
Ranunculus glaberrimus,0.02739197530864179,72,-0.3041782166525373,0.12866403980783092,-0.43284225646036817,0.07926149552446315,72
Ranunculus glacialis,0.33058587658721317,67,0.004982878714858533,0.07909991586946243,-0.07411703715460387,0.1480517839378268,67
Ranunculus polyanthemos,0.05191111111111102,75,-0.2873417490629274,0.14598606128773284,-0.43332781035066015,0.08408628704752642,75
Raphanus raphanistrum,0.48335315101070153,58,-0.0360992736057569,0.22126636883464565,-0.25736564244040255,0.19032840011755578,58
Ratibida pinnata,0.07535563244905807,51,-0.1522340519403462,0.13684982231797677,-0.289083874258323,0.22269412131221406,51
Rhexia alifanus,0.4019753086419754,45,0.010026421149219865,0.20420655067372018,-0.19418012952450034,0.04089972405523822,45
Rhododendron columbianum,0.039200000000000124,50,0.049012363770829896,0.10996236389879466,-0.06095000012796477,0.19422093516686104,50
Richardia grandiflora,0.06718192627824005,58,0.036733128463203285,0.1591447898576231,-0.12241166139441984,0.11238588292010823,58
Roldana barba-johannis,0.0,54,-0.0909949234500122,0.1424378483601466,-0.23343277181015887,0.13272117775798364,54
Romanzoffia sitchensis,0.1138659320477502,66,0.0327754533846184,0.10879674149515112,-0.07602128811053273,0.23946885595090722,66
Rosa rubiginosa,0.673913043478261,46,-0.0054505641433008414,0.11228121905318134,-0.11773178319648218,0.0964679391709149,46
Rosa woodsii,0.546639231824417,54,0.007955172688888582,0.1216273792698073,-0.1136722065809187,0.06991658407577284,54
Rubus hispidus,0.03570247933884296,55,0.0356800689105479,0.15793296315011845,-0.12225289423957049,0.238461834402458,55
Rubus parviflorus,0.17381656804733736,52,0.03406989437164353,0.091697569818755,-0.05762767544711148,0.16312773155556742,52
Rubus pubescens,0.0992865636147443,58,0.02099918147299571,0.140110035377829,-0.11911085390483332,0.20120335551141255,58
Ruellia metziae,0.028163265306122343,70,-0.002126727475096274,0.20405056709074604,-0.2061772945658423,0.020753856912320394,70
Ruellia simplex,0.3985890652557319,63,-0.0036095414613447102,0.15713599486246446,-0.16074553632380917,0.07675517141370715,63
Sabatia angularis,0.50439453125,64,0.01606299530668495,0.1509424831883881,-0.13487948788170315,0.08402668224703956,64
Sabatia campestris,0.3455621301775146,65,-0.031158900361227527,0.1769630317161931,-0.20812193207742063,0.03043540227176444,65
Sagittaria platyphylla,0.03570247933884296,55,0.017547525897794725,0.08997926438221969,-0.07243173848442497,0.17284589603297557,55
Salsola australis,0.2962500000000001,40,0.05042222459596234,0.2831246134019475,-0.2327023888059852,0.14064048464932927,40
Salvia coccinea,0.1721536351165981,54,0.046858199805821475,0.22408655541342598,-0.1772283556076045,0.07214916136398614,54
Salvia longispicata,0.5376000000000001,50,0.029047926628442113,0.1531643428053502,-0.1241164161769081,0.1819292730832684,50
Salvia lyrata,0.1484044598231451,51,0.04604620677947724,0.22870781468895193,-0.18266160790947464,0.16216200570619235,51
Salvia misella,0.5425347222222223,48,0.031642099526950095,0.17882310990028152,-0.1471810103733314,0.15648364012547158,48
Salvia nemorosa,0.3319452706722189,41,0.0384715050982542,0.16118245887176577,-0.1227109537735116,0.35303220193912555,41
Salvia texana,0.19024970273483943,58,-0.011450738378370746,0.21760708196100761,-0.2290578203393784,0.07850938569890951,58
Salvia tiliifolia,0.4296,50,0.053188932177719146,0.13709297148385113,-0.08390403930613198,0.24088628381120802,50
Sambucus nigra,0.06198034769463345,63,0.07353147540333815,0.021391966685262248,0.05213950871807592,0.33837976882325227,63
Scaevola crassifolia,0.25954861111111116,48,0.07261232245594994,0.1785863662831156,-0.10597404382716567,0.19208154202616778,48
Scaevola nitida,0.499054820415879,46,0.0344678220775057,0.12757342859425536,-0.09310560651674966,0.14457781439952147,46
Schelhammera undulata,0.5559076505205975,47,0.00748170344765456,0.1082345814559136,-0.10075287800825908,0.07853238194605354,47
Scutellaria serrata,0.3178980228928201,62,0.039033709763594916,0.1677627219837473,-0.12872901222015246,0.13779799901298123,62
Sedum acre,0.0,55,-0.23905906478446526,0.10574130479246929,-0.34480036957693466,0.14743363221140138,55
Senecio odoratus,0.02739197530864179,72,-0.22931019137637776,0.1654247078871587,-0.3947348992635365,0.13298418070285808,72
Senecio viscosus,0.13989752728892846,67,-0.191812513612312,0.22786561022176244,-0.4196781238340744,0.12888385425730856,67
Senna lindheimeriana,0.05475104146002763,71,-0.23217741184159038,0.2139267795550903,-0.4461041913966807,0.07965692753604957,71
Sidalcea sparsifolia,0.5036982248520709,52,0.013649094413128478,0.25940385073596695,-0.2457547563228385,0.0975846693938541,52
Silene dioica,0.2055150884495317,62,0.05087942783577357,0.1533580383312361,-0.10247861049546252,0.13315414990902402,62
Silene gallica,0.2344045368620038,46,0.0788601223731882,0.19350988586816165,-0.11464976349497348,0.20686939901935994,46
Silene rotundifolia,0.200960219478738,54,0.06276577713819809,0.17393086458350396,-0.11116508744530583,0.10993496017309727,54
Silphium integrifolium,0.03702385190459245,53,-0.21947361011953626,0.12815330824904084,-0.3476269183685771,0.1630835369712892,53
Simethis mattiazzi,0.24266975308641958,72,0.023490295164408904,0.1879578664849872,-0.1644675713205783,0.12739641666502274,72
Smallanthus uvedalia,0.041647804436396596,47,-0.2632241830452118,0.08171826304697834,-0.34494244609219016,0.1314358925105267,47
Solanum americanum,0.3047520661157024,44,-0.00490450715638245,0.17482479312925514,-0.1797293002856376,0.22674941698351,44
Solidago hispida,0.10609567901234562,72,-0.1481902008030354,0.2351464524049128,-0.3833366532079482,0.22244215273574858,72
Sphaerolobium minus,0.03570247933884296,55,-0.13299943902671704,0.2142137000619418,-0.3472131390886588,0.1250854524005708,55
Spiraea douglasii,0.38846880907372405,46,0.11008815622217227,0.15430489713293838,-0.0442167409107661,0.21261388376400694,46
Spiranthes australis,0.3367626886145405,54,0.06988953839858514,0.21828947034565319,-0.1483999319470681,0.15191361360905928,54
Stellaria pubera,0.031242126480221843,63,0.05275744525819357,0.13603511236158575,-0.08327766710339216,0.20122001491468922,63
Stephanomeria exigua,0.07852447041636235,74,0.04258137555339756,0.28936822025646836,-0.24678684470307086,0.09381479869188794,74
Strophostyles helvola,0.4556811421772755,41,0.03875764177409574,0.19963391053877846,-0.16087626876468272,0.13527816932115938,41
Symphyotrichum pilosum,0.06733369388858823,86,0.06430942818234525,0.20242374081184253,-0.1381143126294973,0.19969753347808747,86
Tagetes minuta,0.48,50,-0.008007848049878044,0.1966419509518614,-0.20464979900173952,0.3073636884702066,50
Tanacetum parthenium,0.09849890369370895,77,0.003604944109035276,0.12343528039924097,-0.11983033629020562,0.15317173393772632,77
Tecoma stans,0.03570247933884296,55,-0.24362853987900362,0.15033630317703564,-0.3939648430560393,0.05413711444567013,55
Thalictrum pubescens,0.05475104146002763,71,0.06583557480491438,0.10637599550054905,-0.04054042069563466,0.3618118011177248,71
Thalictrum tuberosum,0.13955144179423273,53,0.007257556432573768,0.21564972741532945,-0.20839217098275567,0.12747445383125042,53
Thelesperma filifolium,0.0,71,-0.23927452035529803,0.2483480401090771,-0.4876225604643752,0.07354333535118261,71
Thunbergia grandiflora,0.37966468361276373,43,0.030521430912717373,0.03891369718777493,-0.008392266275057547,0.14101766483807987,43
Thymbra capitata,0.6451247165532881,42,0.05601784909501457,0.22980013829498672,-0.17378228919997218,0.16902196279830797,42
Thymus praecox,0.5560493827160493,45,0.08978650662080481,0.14348372823137398,-0.05369722161056918,0.31294913863325724,45
Tradescantia occidentalis,0.2354528588294823,77,-0.005026816023168143,0.21230617429834892,-0.21733299032151704,0.03311510929263052,77
Trichostema lanceolatum,0.5175619834710743,44,0.10283870207638207,0.2663091052136657,-0.1634704031372836,0.2693176683875268,44
Trifolium campestre,0.054012345679012475,72,-0.19886724594020716,0.17354151834829834,-0.37240876428850556,0.14875568579107512,72
Trifolium depauperatum,0.5377999094612946,47,0.09182466874416965,0.1922224116645473,-0.10039774292037756,0.24916697280324432,47
Trifolium hybridum,0.19132653061224492,56,0.10857106745901134,0.18171684556606701,-0.07314577810705569,0.22514562045763534,56
Trifolium lupinaster,0.5490196078431373,51,0.05362632561255408,0.14016220744006821,-0.08653588182751411,0.22469744561215244,51
Trigonotis peduncularis,0.07956464627509863,73,0.02793704944299633,0.20124070165761895,-0.17330365221462263,0.1935549490581129,73
Tropaeolum tricolor,0.42184964845862627,43,0.08378489623944002,0.19640993095073153,-0.1126250347112915,0.25028679815945387,43
Tulipa sylvestris,0.15244536940686781,62,-0.24418383140616517,0.18944443184508478,-0.43362826325125,0.07420130943209162,62
Verbesina occidentalis,0.037721893491124314,52,-0.1824882377167054,0.1455292913220983,-0.3280175290388036,0.19606843281835562,52
Vernonia gigantea,0.5169760072430964,47,0.03463261393766715,0.1721571373335921,-0.13752452339592497,0.291880531903679,47
Vernonia noveboracensis,0.4767397154940407,51,0.030778618325916118,0.16868542173999823,-0.13790680341408215,0.25059021098987966,51
Veronica alpina,0.3565181174510621,49,-0.004060999121763626,0.12038106422754766,-0.12444206334931128,0.2954518059639939,49
Veronica anagallis-aquatica,0.13234841489689142,57,0.07640669195874254,0.1700410897098649,-0.09363439775112235,0.2534352314667506,57
Veronica elliptica,0.35941043083900226,42,0.043963381470978134,0.15228589067221807,-0.10832250920123992,0.28946865772578945,42
Veronica lyallii,0.1225477022305832,61,0.07010191597431502,0.19367912662203693,-0.12357721064772188,0.20831977681012026,61
Veronica regina-nivalis,0.43950850661625707,46,0.06222081468374813,0.119566668476994,-0.05734585379324589,0.2209547453009,46
Viburnum edule,0.09171075837742515,63,0.05767093170858915,0.16705912007901355,-0.10938818837042445,0.236008154132729,63
Vicia ludoviciana,0.5105462412114657,43,0.047402147899082425,0.20145863584513612,-0.1540564879460537,0.17175896810122024,43
Vicia onobrychioides,0.10679957280170882,53,-0.0026673489138077625,0.21201704857363382,-0.2146843974874416,0.15330374533906066,53
Vicia sativa,0.6014814814814814,45,0.01614498690334512,0.1341414510132445,-0.11799646410989939,0.11227378822786985,45
Vicia sepium,0.46619794483504595,43,0.07652434965952773,0.10201980986232217,-0.025495460202794456,0.3004778303161944,43
Vicia tetrasperma,0.07830070803831746,49,0.07090292496169097,0.19030426559434693,-0.11940134063265595,0.16448169112592315,49
Viola adunca,0.33357988165680474,52,0.015157519477743011,0.12786166305938546,-0.11270414358164244,0.10656658168500255,52
Viola cornuta,0.42085798816568043,52,-0.0006479401779087841,0.07733312274027679,-0.07798106291818556,0.07491438521750213,52
Viola filicaulis,0.0,46,0.05907595318241267,0.08085798066131726,-0.02178202747890461,0.23221071309561847,46
Viola hastata,0.031737773152965554,62,-0.304475215092979,0.1562445944208404,-0.46071980951381936,0.07042777003556161,62
Voyria aphylla,0.06887755102040805,56,-0.274300158834945,0.06140826933479799,-0.335708428169743,0.06142384861786073,56
Wahlenbergia capensis,0.47896709704289875,49,0.021622710810360643,0.25269245570882537,-0.23106974489846469,0.19466945768272462,49
Xyris ambigua,0.1608996539792389,68,-0.2536293748858013,0.22239421632061088,-0.4760235912064122,0.10748331939897471,68
Xyris caroliniana,0.49855201603920696,67,-0.11689075565065467,0.26501580962603355,-0.38190656527668826,0.07016304053026136,67
Zinnia elegans,0.4262152777777779,48,0.016269857703523658,0.12341334948565215,-0.10714349178212851,0.09959876536240608,48
Zizia aptera,0.0,77,-0.2574887656660603,0.19340963271843772,-0.45089839838449797,0.1817599319225583,77
