species,genus,family,n_classifiable,D,second_fraction,maximum_span_km_after_observer_cap,log1p_span_primary,maximum_span_km,log1p_span_sensitivity,mean_latitude,abs_mean_latitude,pollination_guild_raw,pollination_guild_mapped
Gompholobium huegelii,Gompholobium,Fabaceae,66,0.3673094582185492,0.2424242424242424,1627.075119065327,7.395153687429999,1627.075119065327,7.395153687429999,-38.351483731394,38.351483731394,mixed,mixed
Goodenia ovata,Goodenia,Goodeniaceae,74,0.0525931336742147,0.027027027027027,1523.045198749909,7.329123393779183,1522.991280564098,7.32908801481559,-37.086981444153,37.086981444153,mixed,mixed
Grevillea alpina,Grevillea,Proteaceae,42,0.5770975056689343,0.4047619047619047,639.1642571543026,6.461724795227876,638.2701099127481,6.460327072280705,-37.004383458577,37.004383458577,mixed,mixed
Grevillea lavandulacea,Grevillea,Proteaceae,46,0.1247637051039697,0.0217391304347826,714.5319099989216,6.573026196183617,714.5319099989216,6.573026196183617,-35.111415803898,35.111415803898,mixed,mixed
Guzmania monostachia,Guzmania,Bromeliaceae,45,0.4404938271604938,0.2222222222222222,2939.612852324807,7.986373291781087,2939.612852324807,7.986373291781087,6.200254761014,6.200254761014,,
Hedypnois rhagadioloides,Hedypnois,Asteraceae,61,0.0322493953238376,0.0163934426229508,18876.72610392822,9.845737993035502,18876.72610392822,9.845737993035502,27.780917497156,27.780917497156,mixed,mixed
Helenium autumnale,Helenium,Asteraceae,81,0.0,0.0,8483.357009528809,9.045979395130292,3933.056215649101,8.277426288539104,40.999999763252,40.999999763252,,
Helianthus divaricatus,Helianthus,Asteraceae,57,0.0677131425053862,0.0350877192982456,2251.7160146621377,7.719891884845379,2187.556761383878,7.690997592499263,39.201164695956,39.201164695956,,
Hepatica acutiloba,Hepatica,Ranunculaceae,59,0.0333237575409364,0.0169491525423728,2083.7470615821603,7.642402813483986,2080.6686790446693,7.640925100605914,40.992226643330994,40.992226643330994,,
Hibbertia cuneiformis,Hibbertia,Dilleniaceae,62,0.1222684703433923,0.0483870967741935,2451.848743761788,7.805005380621406,2451.848743761788,7.805005380621406,-34.106921908488,34.106921908488,,
Hibiscus denudatus,Hibiscus,Malvaceae,52,0.3565088757396449,0.1346153846153846,1709.10423288103,7.444309602540218,1750.088852864712,7.467993075067354,30.464494317207,30.464494317207,,
Hofmeisteria fasciculata,Hofmeisteria,Asteraceae,56,0.1670918367346938,0.0535714285714285,880.3678010332937,6.781475020124178,880.3678010332937,6.781475020124178,24.809783512676,24.809783512676,,
Homogyne alpina,Homogyne,,50,0.3656,0.14,2362.0117322467963,7.767692242154183,2362.0117322467963,7.767692242154183,46.283025465645,46.283025465645,mixed,mixed
Hyacinthoides non-scripta,Hyacinthoides,,61,0.1504971781779092,0.081967213114754,8617.491632966474,9.061665363771496,8721.947076304434,9.07371242727099,51.004185072467,51.004185072467,mixed,mixed
Hypocalymma robustum,Hypocalymma,Myrtaceae,47,0.2670891806247171,0.0638297872340425,315.1223597069479,5.75612935290131,315.1223597069479,5.75612935290131,-32.438223564523,32.438223564523,,
Iliamna rivularis,Iliamna,Malvaceae,52,0.2122781065088758,0.0576923076923076,1711.7629338129868,7.445863096343614,1711.7629338129868,7.445863096343614,45.513945893547,45.513945893547,,
Ipomoea cairica,Ipomoea,Convolvulaceae,48,0.5720486111111112,0.2083333333333333,19805.364416201093,9.893758600195085,19615.747264112644,9.884138932632736,-3.28827987362,3.28827987362,,
Ipomoea pes-caprae,Ipomoea,Convolvulaceae,48,0.5512152777777778,0.1875,19874.11955437814,9.897223954819063,19689.34269463717,9.887883575983349,4.679829971279,4.679829971279,,
Jacobaea adonidifolia,Jacobaea,Asteraceae,75,0.0263111111111109,0.0133333333333333,915.7943513279936,6.820883184650039,915.7943513279936,6.820883184650039,43.346561932328,43.346561932328,,
Jaumea carnosa,Jaumea,Asteraceae,75,0.051911111111111,0.0266666666666666,2535.5775822278865,7.838571042869718,2535.5775822278865,7.838571042869718,39.07052136414,39.07052136414,,
Johnstonella angustifolia,Johnstonella,,60,0.0,0.0,993.574171912392,6.902314677626938,827.4841063003,6.719597652977479,33.547464372103,33.547464372103,,
Lachenalia reflexa,Lachenalia,Asparagaceae,54,0.0713305898491085,0.037037037037037,8733.187859781512,9.075000242834284,8735.073821025884,9.07521614815799,-33.720578721413,33.720578721413,,
Lamprocapnos spectabilis,Lamprocapnos,Papaveraceae,60,0.1550000000000001,0.0666666666666666,11546.114244368831,9.35419083576009,11546.114244368831,9.35419083576009,42.936839929711006,42.936839929711006,bees,bee
Lantana involucrata,Lantana,Verbenaceae,56,0.1945153061224489,0.0892857142857142,2895.4146815180097,7.971228934386644,2895.4146815180097,7.971228934386644,22.811814172197,22.811814172197,,
Lathyrus japonicus,Lathyrus,Fabaceae,47,0.5015844273426889,0.2978723404255319,11432.063345385111,9.344264730100846,11735.477002820937,9.370456963409,51.097058732511,51.097058732511,mixed,mixed
Lathyrus palustris,Lathyrus,Fabaceae,41,0.62819750148721,0.2926829268292683,10439.943665920102,9.253490246807695,10439.943665920102,9.253490246807695,49.947257074069,49.947257074069,mixed,mixed
Lathyrus pratensis,Lathyrus,Fabaceae,71,0.0817298155127951,0.028169014084507,19874.63148728224,9.897249711962802,8883.69750532893,9.092085694463767,52.990210844976,52.990210844976,mixed,mixed
Lepidium campestre,Lepidium,Brassicaceae,68,0.2076124567474049,0.1176470588235294,10886.030447097732,9.29532749252444,10886.030447097732,9.29532749252444,44.483737800336,44.483737800336,mixed,mixed
Lepidium fremontii,Lepidium,Brassicaceae,72,0.0798611111111109,0.0416666666666666,870.335578591934,6.770027182320619,856.9437167394183,6.7545384991305,35.995900626406,35.995900626406,,
Leucaena leucocephala,Leucaena,Fabaceae,49,0.3898375676801332,0.2653061224489796,19999.17946334293,9.903496525663016,19995.757841546947,9.903325431472568,6.950728057653,6.950728057653,,
Leucopogon affinis,Leucopogon,Ericaceae,65,0.0596449704142012,0.0307692307692307,1527.542878387289,7.332070193529695,1527.542878387289,7.332070193529695,-34.174531327668,34.174531327668,,
Leucopogon microphyllus,Leucopogon,Ericaceae,68,0.028979238754325,0.0147058823529411,982.6718074012824,6.891292312355327,982.6718074012824,6.891292312355327,-33.582416920461,33.582416920461,mixed,mixed
Ligustrum obtusifolium,Ligustrum,Oleaceae,61,0.0322493953238376,0.0163934426229508,12726.710351456542,9.451536812959228,4717.067399830037,8.459154545543843,40.086191521931,40.086191521931,,
Linum catharticum,Linum,Linaceae,57,0.1009541397353033,0.0350877192982456,19958.83138661816,9.901477102265554,19958.83138661816,9.901477102265554,35.657163991613004,35.657163991613004,mixed,mixed
Linum lewisii,Linum,Linaceae,69,0.5402226423020373,0.463768115942029,5017.755165300129,8.520937206895066,4913.9524898922855,8.500037366185063,44.69259385497801,44.69259385497801,,
Lithospermum canescens,Lithospermum,Boraginaceae,79,0.0,0.0,2900.3755901109885,7.972940244927821,2705.118795386393,7.903270708501194,43.090800567478,43.090800567478,,
Lobelia erinus,Lobelia,,64,0.26806640625,0.140625,19787.84405225461,9.892873626191024,19685.95620172028,9.887711573686586,12.944369512735,12.944369512735,mixed,mixed
Loeselia glandulosa,Loeselia,Polemoniaceae,52,0.632396449704142,0.2884615384615384,3396.72396082127,8.130861063152576,3396.72396082127,8.130861063152576,20.244469138098,20.244469138098,,
Ludwigia peruviana,Ludwigia,Onagraceae,43,0.0,0.0,19866.695815170504,9.896850365820653,19866.695815170504,9.896850365820653,9.752433471789,9.752433471789,,
Lupinus arizonicus,Lupinus,Fabaceae,46,0.2003780718336484,0.0652173913043478,1018.1482219076282,6.9267224808465,1502.5732401651387,7.315599714354968,33.516973030974,33.516973030974,,
Lupinus havardii,Lupinus,Fabaceae,60,0.126111111111111,0.05,304.307396538789,5.721319126564259,235.9249362030817,5.467743366085701,29.36915441833,29.36915441833,,
Lupinus microcarpus,Lupinus,Fabaceae,47,0.5667722951561793,0.1702127659574468,10161.563814205596,9.226466033216976,10161.96870861558,9.226505874181496,24.520075473282,24.520075473282,,
Lysimachia loeflingii,Lysimachia,Primulaceae,64,0.14697265625,0.046875,19989.732489328708,9.903024069610945,19963.204553739168,9.901696176667,9.845592567624,9.845592567624,,
Lysimachia quadrifolia,Lysimachia,Primulaceae,66,0.059228650137741,0.0151515151515151,2011.4997553058363,7.607132887705549,2013.176021517781,7.607965468425568,40.877499464395,40.877499464395,,
Malacothrix saxatilis,Malacothrix,,63,0.0619803476946334,0.0158730158730158,450.5422232785394,6.112668886266451,450.5422232785394,6.112668886266451,34.079916312484,34.079916312484,,
Malva moschata,Malva,Malvaceae,53,0.481310074759701,0.2264150943396226,9776.87858687296,9.187877826092077,8905.721818026941,9.094561531107043,48.67132226591399,48.67132226591399,mixed,mixed
Malva thuringiaca,Malva,Malvaceae,58,0.4114149821640903,0.1896551724137931,9617.131603572716,9.171405304793767,9617.131603572716,9.171405304793767,51.637540812949,51.637540812949,mixed,mixed
Mazus miquelii,Mazus,Mazaceae,61,0.4934157484547166,0.4426229508196721,12654.28371842978,9.445830092200833,12654.28371842978,9.445830092200833,37.303269756533,37.303269756533,,
Mecardonia procumbens,Mecardonia,Plantaginaceae,50,0.2688000000000001,0.16,19700.047392280085,9.888427080433576,19700.047392280085,9.888427080433576,14.631354850933,14.631354850933,,
Medicago lupulina,Medicago,Fabaceae,69,0.1361058601134215,0.0579710144927536,20008.409569362386,9.903957920363954,19725.639831097185,9.889725276914966,32.19908986425,32.19908986425,mixed,mixed
Medicago marina,Medicago,Fabaceae,75,0.0767999999999999,0.04,3979.6036691526447,8.289188762443386,3979.6036691526447,8.289188762443386,40.007295814612,40.007295814612,,
Melaleuca citrina,Melaleuca,Myrtaceae,40,0.40875,0.15,18125.2784745822,9.805118013763964,18125.2784745822,9.805118013763964,-31.367669313746,31.367669313746,,
Melastoma candidum,Melastoma,Melastomataceae,52,0.7071005917159763,0.3076923076923077,7368.266839958945,8.905073501260658,7368.266839958945,8.905073501260658,19.999862964044,19.999862964044,,
Melastoma malabathricum,Melastoma,,41,0.6329565734681737,0.3902439024390244,13001.3458208945,9.47288506792605,13001.3458208945,9.47288506792605,-4.719729707161,4.719729707161,mixed,mixed
Melothria pendula,Melothria,Cucurbitaceae,52,0.176775147928994,0.0769230769230769,19880.154080885724,9.897527530884028,19880.154080885724,9.897527530884028,24.365490882259,24.365490882259,,
Micranthes petiolaris,Micranthes,Saxifragaceae,49,0.0,0.0,665.1067435285103,6.501449933265966,665.1067435285103,6.501449933265966,36.02751140793,36.02751140793,,
Mitchella repens,Mitchella,Rubiaceae,49,0.0399833402748854,0.0204081632653061,3188.1834683840084,8.067520196990175,3491.80671471458,8.158460908238455,37.551707039851,37.551707039851,,
Moraea flaccida,Moraea,Iridaceae,51,0.3752402921953095,0.196078431372549,11662.833897288525,9.36424821351677,11662.833897288525,9.36424821351677,-34.026249094893004,34.026249094893004,,
Muscari armeniacum,Muscari,Asparagaceae,80,0.0721874999999998,0.0375,19385.5880054014,9.872336766038009,19384.92341330485,9.872302484425996,34.565382981516,34.565382981516,mixed,mixed
Muscari botryoides,Muscari,Asparagaceae,65,0.0880473372781063,0.0461538461538461,11397.119882324245,9.341203698178225,10297.126533337376,9.239717267706496,46.612305521773,46.612305521773,mixed,mixed
Myosotis latifolia,Myosotis,Boraginaceae,76,0.375,0.25,18548.02849868482,9.828172694625565,18410.16441355836,9.820712521198114,33.019642978573,33.019642978573,,
Myosotis laxa,Myosotis,Boraginaceae,65,0.0889940828402365,0.0307692307692307,19919.32571481822,9.899495882150404,19919.32571481822,9.899495882150404,19.222182607663,19.222182607663,mixed,mixed
Myosotis sparsiflora,Myosotis,Boraginaceae,74,0.0777940102264427,0.0405405405405405,4632.21176344597,8.441005592001263,4632.211763445969,8.441005592001261,53.900045110697,53.900045110697,mixed,mixed
Myrica gale,Myrica,Myricaceae,40,0.3037500000000001,0.1,8415.440720244129,9.03794230055555,8415.440720244129,9.03794230055555,49.539438997075,49.539438997075,wind,wind
Myrtus communis,Myrtus,Myrtaceae,67,0.2102918244597906,0.1194029850746268,10738.937373394683,9.281724536890795,5148.586166946524,8.546671634496358,40.029069825441,40.029069825441,mixed,mixed
Nama hispida,Nama,Boraginaceae,61,0.6057511421660844,0.2622950819672131,2010.7002549606584,7.606735541473425,2010.7002549606584,7.606735541473425,30.750173198945,30.750173198945,,
Navarretia heterodoxa,Navarretia,Polemoniaceae,65,0.4373964497041419,0.3230769230769231,126.26160683198373,4.846244864096015,126.26160683198373,4.846244864096015,37.466604454186,37.466604454186,,
Nelumbo nucifera,Nelumbo,Nelumbonaceae,43,0.6414277988101676,0.3953488372093023,19823.500352664018,9.894673843293344,19673.147461630848,9.8870607412988,24.505737859756,24.505737859756,mixed,mixed
Nicandra physalodes,Nicandra,Solanaceae,45,0.5175308641975308,0.2222222222222222,19891.56121447996,9.898101132511249,19476.26373183359,9.8770031018187,11.464027105135,11.464027105135,mixed,mixed
Nicotiana longiflora,Nicotiana,Solanaceae,51,0.075355632449058,0.0392156862745098,14707.977749832438,9.596213317627496,14707.977749832438,9.596213317627496,-32.305874347027995,32.305874347027995,,
Ochna serrulata,Ochna,Ochnaceae,59,0.4699798908359667,0.3389830508474576,18687.72323507404,9.835675585386069,18687.72323507404,9.835675585386069,-27.175115521048,27.175115521048,,
Odontites luteus,Odontites,Orobanchaceae,66,0.0298438934802571,0.0151515151515151,3800.913055135254,8.243259654595219,3800.913055135254,8.243259654595219,44.462688955342,44.462688955342,mixed,mixed
Olearia lirata,Olearia,Asteraceae,68,0.028979238754325,0.0147058823529411,957.1795509858964,6.865035183150432,957.1795509858964,6.865035183150432,-38.346265631554,38.346265631554,mixed,mixed
Olsynium biflorum,Olsynium,Iridaceae,47,0.2978723404255319,0.1063829787234042,983.8435104679796,6.892482755929157,983.8435104679796,6.892482755929157,-52.121046302291,52.121046302291,,
Omphalodes verna,Omphalodes,Boraginaceae,62,0.3668054110301768,0.2419354838709677,2638.4683097272773,7.878332778026518,2638.4683097272773,7.878332778026518,51.137817711701,51.137817711701,mixed,mixed
Oreomecon alpina,Oreomecon,Papaveraceae,73,0.2927378495027211,0.1780821917808219,2011.2887673197304,7.6070280434459745,2011.2887673197304,7.6070280434459745,46.203167470834,46.203167470834,,
Ornithopus compressus,Ornithopus,,52,0.1420118343195264,0.0769230769230769,19953.30890117819,9.901200384018066,19953.30890117819,9.901200384018066,15.161240451192,15.161240451192,mixed,mixed
Oxalis violacea,Oxalis,Oxalidaceae,50,0.6232,0.24,3357.424669316605,8.119227294595788,2406.2638374529984,7.786246044344811,37.439447135673,37.439447135673,,
Oxytropis campestris,Oxytropis,Fabaceae,45,0.4612345679012345,0.1555555555555555,9122.574088787103,9.118616901997656,9122.574088787103,9.118616901997656,51.34230471457701,51.34230471457701,,
Papaver dubium,Papaver,Papaveraceae,44,0.5619834710743802,0.3636363636363636,19982.84418353291,9.902679435273958,19982.84418353291,9.902679435273958,37.841943678763,37.841943678763,mixed,mixed
Parthenium confertum,Parthenium,Asteraceae,82,0.0240928019036288,0.0121951219512195,1272.002404634444,7.149133487506482,1272.002404634444,7.149133487506482,29.32353430149,29.32353430149,,
Passiflora mixta,Passiflora,Passifloraceae,41,0.3367043426531826,0.0975609756097561,8010.18199383726,8.988593593949485,8010.18199383726,8.988593593949485,0.421315120307,0.421315120307,mixed,mixed
Pectis multiseta,Pectis,Asteraceae,82,0.0,0.0,195.6826436446867,5.281591483803245,195.6826436446867,5.281591483803245,23.615485013745,23.615485013745,,
Pectis papposa,Pectis,Asteraceae,79,0.0,0.0,1920.6962820769488,7.560963555231274,1681.0485466159505,7.427767702551548,32.976552625214,32.976552625214,,
Penstemon speciosus,Penstemon,,60,0.0327777777777777,0.0166666666666666,1520.3278416983603,7.327338812556045,1520.3278416983603,7.327338812556045,42.280145256062,42.280145256062,,
Pentanema squarrosum,Pentanema,Asteraceae,42,0.0464852607709751,0.0238095238095238,4009.768538264264,8.296738157364556,4009.768538264264,8.296738157364556,46.161414358032,46.161414358032,mixed,mixed
Persicaria nepalensis,Persicaria,Polygonaceae,61,0.2918570276807309,0.0655737704918032,19846.62740554876,9.895839752802686,19846.62740554876,9.895839752802686,21.176991737483,21.176991737483,,
Persicaria pensylvanica,Persicaria,Polygonaceae,72,0.1315586419753086,0.0416666666666666,8990.823480868956,9.104070941254506,4636.084864047391,8.441841185722241,39.683114194807,39.683114194807,,
Phlomoides tuberosa,Phlomoides,Lamiaceae,63,0.3764172335600906,0.1111111111111111,9529.280677744538,9.16222944823391,9529.280677744538,9.16222944823391,51.626518593407,51.626518593407,,
Phlox diffusa,Phlox,,78,0.2287968441814595,0.1025641025641025,1800.8869350636105,7.496589692061947,1787.5767880930089,7.489175492131912,43.488762376631,43.488762376631,bumblebees,bee
Phlox longifolia,Phlox,Polemoniaceae,71,0.4784764927593732,0.2394366197183098,1968.2040766614573,7.585384718093896,1952.355334204599,7.577303857084194,42.095947684418,42.095947684418,,
Phlox roemeriana,Phlox,Polemoniaceae,63,0.3335852859662385,0.1904761904761904,362.7539635892785,5.896477714891707,362.7539635892785,5.896477714891707,29.96279590525,29.96279590525,,
Pimelea serpyllifolia,Pimelea,Thymelaeaceae,53,0.3061587753648984,0.1886792452830188,1294.352719013125,7.166538306941997,1294.352719013125,7.166538306941997,-37.920889947417,37.920889947417,mixed,mixed
Pinguicula vulgaris,Pinguicula,Lentibulariaceae,56,0.2576530612244898,0.0714285714285714,9704.316493061062,9.180429106412028,9063.752667714412,9.112148838505025,57.092776765331,57.092776765331,mixed,mixed
Piqueria trinervia,Piqueria,Asteraceae,69,0.0285654274312119,0.0144927536231884,1401.4892999336157,7.246004008086904,1401.4892999336157,7.246004008086904,19.922677538066,19.922677538066,,
Pittosporum revolutum,Pittosporum,Pittosporaceae,41,0.1356335514574658,0.073170731707317,2107.3286382270885,7.653650797997268,2107.3286382270885,7.653650797997268,-30.944401190906,30.944401190906,mixed,mixed
Plantago media,Plantago,Plantaginaceae,52,0.1420118343195264,0.0769230769230769,9291.697891538275,9.136984197778744,8957.362682114272,9.100342752899476,51.658851549541,51.658851549541,mixed,mixed
Polycalymma stuartii,Polycalymma,Asteraceae,76,0.3168282548476453,0.1973684210526315,1651.994678730964,7.410343878657321,1651.994678730964,7.410343878657321,-30.37053431582,30.37053431582,,
Polygala comosa,Polygala,Polygalaceae,43,0.3796646836127636,0.1627906976744186,5895.967089640848,8.682193445120229,5895.967089640848,8.682193445120229,52.132150936942,52.132150936942,mixed,mixed
Portulaca suffrutescens,Portulaca,Portulacaceae,58,0.2473246135552913,0.0689655172413793,1332.3477991478258,7.1954482007359335,1332.3477991478258,7.1954482007359335,31.212421976247,31.212421976247,,
Potentilla concinna,Potentilla,Rosaceae,82,0.0478881618084474,0.0121951219512195,2074.247875827328,7.63783588376027,2074.247875827328,7.63783588376027,49.557974214091,49.557974214091,,
Potentilla indica,Potentilla,Rosaceae,45,0.339753086419753,0.1333333333333333,19875.913926613302,9.89731423308054,19920.56189765767,9.899557936581754,28.858366506868,28.858366506868,mixed,mixed
Potentilla simplex,Potentilla,Rosaceae,75,0.051911111111111,0.0266666666666666,3202.350707365856,8.07195263701696,3124.6543357210094,8.047398927682737,40.439467898293,40.439467898293,,
Primula elatior,Primula,Primulaceae,58,0.4851367419738407,0.4137931034482758,7514.757720226781,8.924757124812457,7309.149158237571,8.897018957219315,51.133729238012,51.133729238012,mixed,mixed
Prunus mahaleb,Prunus,,52,0.0739644970414201,0.0384615384615384,19598.94517150423,9.883282047842464,19598.94517150423,9.883282047842464,44.675996127501,44.675996127501,mixed,mixed
Pseudo-fumaria lutea,Pseudo-fumaria,Papaveraceae,68,0.028979238754325,0.0147058823529411,9451.899967081716,9.154076848234803,19537.36307626865,9.880135149122866,49.410955449564,49.410955449564,,
Pseudognaphalium affine,Pseudognaphalium,Asteraceae,82,0.070493753718025,0.0365853658536585,5190.738768539829,8.554823942892359,5190.738768539829,8.554823942892359,29.636965458231,29.636965458231,,
Pulmonaria obscura,Pulmonaria,Boraginaceae,47,0.4092349479402445,0.1702127659574468,8374.043220772846,9.033011517369246,3745.1362426214696,8.22848025250322,53.208891790152,53.208891790152,mixed,mixed
Pultenaea villosa,Pultenaea,Fabaceae,65,0.0302958579881655,0.0153846153846153,1193.5555456384084,7.085529466847053,1190.8147689500329,7.083232440374067,-29.872998819449,29.872998819449,,
Purshia stansburyana,Purshia,Rosaceae,48,0.3298611111111111,0.2083333333333333,1633.9135825863875,7.399345227247271,1148.7687295923024,7.047316096430688,37.088489101797,37.088489101797,,
Pycnanthemum virginianum,Pycnanthemum,Lamiaceae,85,0.0459515570934256,0.0235294117647058,2170.6552184878765,7.683244929267367,2170.270530216972,7.683067772993385,42.162592601487006,42.162592601487006,,
Pyrola elliptica,Pyrola,Ericaceae,44,0.0,0.0,3834.5999767354415,8.252081149214098,2884.59527561403,7.967486492359693,45.00706013236599,45.00706013236599,,
Ranunculus kuepferi,Ranunculus,,79,0.0730652139080274,0.0379746835443038,569.838066164321,6.347105572524681,569.838066164321,6.347105572524681,45.587940979924994,45.587940979924994,,
Ranunculus lyallii,Ranunculus,Ranunculaceae,70,0.0820408163265304,0.0428571428571428,547.8111198104075,6.307754338251606,545.2116731599341,6.303006580396615,-43.812749324432,43.812749324432,,
Ranunculus trichophyllus,Ranunculus,,74,0.0777940102264427,0.0405405405405405,19805.930609481195,9.893787186218022,19805.930609481195,9.893787186218022,25.098134185097003,25.098134185097003,mixed,mixed
Ranunculus uncinatus,Ranunculus,Ranunculaceae,44,0.2675619834710743,0.1590909090909091,2399.92262810885,7.783608370841067,2399.92262810885,7.783608370841067,46.103237489769,46.103237489769,,
Rhododendron canadense,Rhododendron,Ericaceae,45,0.345679012345679,0.2222222222222222,1952.0809004855032,7.5771633537184355,1951.2862928628351,7.576756422644202,45.315609157294006,45.315609157294006,,
Rhododendron catawbiense,Rhododendron,Ericaceae,48,0.4765625,0.1875,794.3545456786431,6.678787984646631,787.9957456327475,6.67076092873089,36.64228717490701,36.64228717490701,,
Rhododendron pseudochrysanthum,Rhododendron,Ericaceae,50,0.2112,0.12,299.4782170570167,5.705375262352855,299.4782170570167,5.705375262352855,24.008844997917,24.008844997917,,
Rhododendron tomentosum,Rhododendron,,61,0.0322493953238376,0.0163934426229508,8837.356686077797,9.08685624311096,8402.067574219629,9.036352105573812,60.397298114098,60.397298114098,mixed,mixed
Rhynchospora colorata,Rhynchospora,Cyperaceae,51,0.1107266435986158,0.0588235294117647,4005.173109403297,8.295591727824155,4005.173109403297,8.295591727824155,27.981709011558,27.981709011558,,
Rorippa palustris,Rorippa,Brassicaceae,63,0.1461325270849081,0.0793650793650793,19279.361931999967,9.866842340394976,19201.086776840817,9.862774238403738,40.874718333327,40.874718333327,mixed,mixed
Rosa blanda,Rosa,Rosaceae,50,0.6135999999999999,0.38,2572.3230322929435,7.85295335134773,2572.3230322929435,7.85295335134773,44.723776261158,44.723776261158,,
Rosa multiflora,Rosa,Rosaceae,71,0.0547510414600276,0.028169014084507,11746.212392483903,9.371371248232828,11529.10559019056,9.352716771086788,40.68258016151,40.68258016151,mixed,mixed
Rubus chamaemorus,Rubus,Rosaceae,58,0.1575505350772887,0.0862068965517241,8569.839783503727,9.05612099786496,8290.970278526891,9.023042889194071,58.514371657079,58.514371657079,,
Rubus odoratus,Rubus,Rosaceae,50,0.4919999999999999,0.16,9887.915499091938,9.199169762293849,7587.97735687989,8.934452125723073,43.347599113457,43.347599113457,mixed,mixed
Rubus trivialis,Rubus,Rosaceae,61,0.0,0.0,2296.3828068986327,7.739525843961978,2277.49765010322,7.731271579368413,31.329447050835,31.329447050835,,
Rudbeckia triloba,Rudbeckia,Asteraceae,75,0.0263111111111109,0.0133333333333333,9117.632552245015,9.118075132379516,2342.1477103797943,7.759250479789877,39.765208169914,39.765208169914,,
Sagittaria lancifolia,Sagittaria,Alismataceae,59,0.0965239873599539,0.0508474576271186,5952.330130841995,8.69170602782976,4032.3893274541406,8.302362325660226,28.097873033631,28.097873033631,,
Sagittaria latifolia,Sagittaria,Alismataceae,68,0.0570934256055364,0.0294117647058823,10113.241808921828,9.221699789691268,10059.006953768096,9.216323134882924,41.534746449822,41.534746449822,mixed,mixed
Sairocarpus pusillus,Sairocarpus,,43,0.2520281233098973,0.0697674418604651,766.4899906999768,6.643125437943057,766.4899906999768,6.643125437943057,33.199434414045,33.199434414045,,
Salvia amarissima,Salvia,Lamiaceae,49,0.4789670970428987,0.3469387755102041,1068.4579143612712,6.974907176987349,1043.6224503660646,6.95141080760168,19.430768208756,19.430768208756,,
Salvia hispanica,Salvia,Lamiaceae,61,0.5020155872077399,0.3278688524590163,19211.56666850136,9.863319857899455,19211.56666850136,9.863319857899455,13.917968639008,13.917968639008,mixed,mixed
Salvia lavanduloides,Salvia,Lamiaceae,47,0.501584427342689,0.3404255319148936,2207.076290627478,7.699876958714701,2051.899415613376,7.627008421962571,19.80599061191,19.80599061191,,
Salvia polystachia,Salvia,Lamiaceae,43,0.505137912385073,0.3953488372093023,2773.4164294830885,7.928195708383527,1639.9655317190952,7.403040086432624,19.226742509136,19.226742509136,,
Salvia prunelloides,Salvia,Lamiaceae,48,0.1866319444444444,0.1041666666666666,1619.4785587456197,7.39047679123558,1619.4785587456197,7.39047679123558,21.385928822308003,21.385928822308003,,
Salvia verticillata,Salvia,Lamiaceae,44,0.6064049586776861,0.3181818181818182,5555.62904078349,8.622746915749094,3886.6362436177865,8.265556602463157,48.743855063587,48.743855063587,mixed,mixed
Sambucus mexicana,Sambucus,Viburnaceae,46,0.3402646502835538,0.217391304347826,789.8940504053951,6.673164014934674,789.8940504053951,6.673164014934674,33.591089287947,33.591089287947,,
Sanguinaria canadensis,Sanguinaria,Papaveraceae,68,0.2076124567474049,0.1176470588235294,2597.606240941412,7.862730519101032,8087.27372843965,8.998170603901068,42.10218643363,42.10218643363,,
Satureja montana,Satureja,Lamiaceae,60,0.0961111111111111,0.0333333333333333,2456.4332307310665,7.806872682061607,2456.4332307310665,7.806872682061607,43.029991621386,43.029991621386,mixed,mixed
Saxifraga granulata,Saxifraga,Saxifragaceae,69,0.0285654274312119,0.0144927536231884,3210.461087167568,8.07448127990875,3184.117220019424,8.066244371102782,47.94871997706501,47.94871997706501,mixed,mixed
Saxifraga tridactylites,Saxifraga,Saxifragaceae,52,0.3173076923076923,0.173076923076923,11107.294667505435,9.315447375578032,11086.79258757822,9.313600015228229,46.951963660891,46.951963660891,mixed,mixed
Scilla bifolia,Scilla,Asparagaceae,51,0.3152633602460591,0.196078431372549,10113.472764423306,9.221722624113164,9260.76033427042,9.133649410466472,46.62054612068,46.62054612068,mixed,mixed
Scilla luciliae,Scilla,Asparagaceae,59,0.4481470841712152,0.3389830508474576,10247.41171144228,9.23487801757855,10247.41171144228,9.23487801757855,49.524755273896,49.524755273896,,
Scilla verna,Scilla,,63,0.4303350970017637,0.2857142857142857,2554.247935408418,7.8459045372285905,2175.442705347748,7.685447036431643,48.854415937033,48.854415937033,,
Senecio mohavensis,Senecio,Asteraceae,66,0.1152433425160697,0.0454545454545454,356.65944358455295,5.879581258748098,356.65944358455295,5.879581258748098,33.451649360644,33.451649360644,,
Senecio ovatus,Senecio,Asteraceae,43,0.0,0.0,1801.0280625357857,7.496668011041357,1801.0280625357857,7.496668011041357,47.678670531125,47.678670531125,mixed,mixed
Senecio triangularis,Senecio,Asteraceae,58,0.1617122473246134,0.0517241379310344,3878.5432210271897,8.263472699147622,3868.952327205527,8.26099746739641,47.48449082418401,47.48449082418401,,
Senecio vernalis,Senecio,Asteraceae,82,0.0240928019036288,0.0121951219512195,3981.497932896833,8.289664522737448,3981.497932896833,8.289664522737448,47.173007087855005,47.173007087855005,mixed,mixed
