individual_id,population_id,species,site_id,latitude,longitude,metabolic_rate_joule_day
TRAIND026792,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,0.89
TRAIND026793,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,0.65
TRAIND026794,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.12
TRAIND026795,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,0.39
TRAIND026796,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.33
TRAIND026797,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.73
TRAIND026798,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.72
TRAIND026799,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.92
TRAIND026800,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.15
TRAIND026801,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,4.45
TRAIND026802,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,3.37
TRAIND026803,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.91
TRAIND026804,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.37
TRAIND026805,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,4.49
TRAIND026806,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,3.55
TRAIND026807,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,5.95
TRAIND026808,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.67
TRAIND026809,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,3.12
TRAIND026810,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,4.57
TRAIND026811,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,3.95
TRAIND026812,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,3.5
TRAIND026813,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,6.5
TRAIND026814,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,5.87
TRAIND026815,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,6.12
TRAIND026816,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.23
TRAIND026817,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.84
TRAIND026818,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.35
TRAIND026819,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,6.28
TRAIND026820,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,3.03
TRAIND026821,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.69
TRAIND026822,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.02
TRAIND026823,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.66
TRAIND026824,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.39
TRAIND026825,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.54
TRAIND026826,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.36
TRAIND026827,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,3.18
TRAIND026828,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.23
TRAIND026829,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,3.08
TRAIND026830,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,3.92
TRAIND026831,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,4.78
TRAIND026832,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.3
TRAIND026833,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,4.11
TRAIND026834,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,4.96
TRAIND026835,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,4.4
TRAIND026836,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,4.94
TRAIND026837,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,5.57
TRAIND026838,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,4.41
TRAIND026839,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.86
TRAIND026840,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,3.6
TRAIND026841,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,4.42
TRAIND026842,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,0.97
TRAIND026843,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.98
TRAIND026844,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.49
TRAIND026845,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.23
TRAIND026846,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.86
TRAIND026847,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.75
TRAIND026848,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.93
TRAIND026849,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.99
TRAIND026850,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,3.35
TRAIND026851,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,4.38
TRAIND026852,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.92
TRAIND026853,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.43
TRAIND026854,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,4.25
TRAIND026855,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.81
TRAIND026856,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,3.14
TRAIND026857,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,5.46
TRAIND026858,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,5.06
TRAIND026859,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,3.46
TRAIND026860,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,4.26
TRAIND026861,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,3.05
TRAIND026862,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.66
TRAIND026863,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,5.34
TRAIND026864,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,3.52
TRAIND026865,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.38
TRAIND026866,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.3
TRAIND026867,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.87
TRAIND026868,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,2.66
TRAIND026869,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.12
TRAIND026870,TRAPOP078,Gammarus_insensibilis,TRASIT069,40.444,18.238,1.62
