condition_id,panel,species,n_classifiable,D
fixed_ev_m0_5,P,Conradina canescens,70,0.08204081632653049
fixed_ev_m0_5,P,Convolvulus elegantissimus,58,0.6224732461355529
fixed_ev_m0_5,P,Corethrogyne filaginifolia,45,0.6251851851851852
fixed_ev_m0_5,P,Cornus suecica,61,0.0
fixed_ev_m0_5,P,Cypripedium guttatum,51,0.27758554402153024
fixed_ev_m0_5,P,Delairea odorata,59,0.0
fixed_ev_m0_5,P,Delphinium glaucum,44,0.16528925619834722
fixed_ev_m0_5,P,Delphinium nuttallianum,51,0.11226451364859669
fixed_ev_m0_5,P,Dillwynia floribunda,62,0.0
fixed_ev_m0_5,P,Distimake dissectus,53,0.3531505873976504
fixed_ev_m0_5,P,Drosera spatulata,43,0.6792861005949162
fixed_ev_m0_5,P,Elephantopus tomentosus,58,0.3400713436385254
fixed_ev_m0_5,P,Erica arborea,42,0.25396825396825395
fixed_ev_m0_5,P,Erica tetralix,50,0.6392
fixed_ev_m0_5,P,Erigeron divergens,81,0.11766499009297382
fixed_ev_m0_5,P,Erigeron linearis,88,0.044421487603305776
fixed_ev_m0_5,P,Erigeron quercifolius,71,0.15790517754413802
fixed_ev_m0_5,P,Erythranthe bicolor,69,0.05629069523209407
fixed_ev_m0_5,P,Erythranthe dentata,58,0.09809750297265163
fixed_ev_m0_5,P,Falcaria vulgaris,69,0.02856542743121193
fixed_ev_m0_5,P,Filipendula rubra,45,0.6153086419753087
fixed_ev_m0_5,P,Gardenia jasminoides,44,0.1270661157024795
fixed_ev_m0_5,P,Gazania rigens,73,0.027021955338712766
fixed_ev_m0_5,P,Geobalanus oblongifolius,45,0.49382716049382713
fixed_ev_m0_5,P,Geranium macrorrhizum,42,0.645124716553288
fixed_ev_m0_5,P,Geranium yeoi,66,0.5436179981634527
fixed_ev_m0_5,P,Gilia tricolor,68,0.3222318339100345
fixed_ev_m0_5,P,Gompholobium huegelii,65,0.3550295857988165
fixed_ev_m0_5,P,Govenia liliacea,40,0.04875000000000007
fixed_ev_m0_5,P,Grewia occidentalis,42,0.5294784580498866
fixed_ev_m0_5,P,Grindelia squarrosa,70,0.028163265306122343
fixed_ev_m0_5,P,Guzmania monostachia,47,0.43639655952919865
fixed_ev_m0_5,P,Herbertia lahue,59,0.49870726802642906
fixed_ev_m0_5,P,Heterotheca grandiflora,67,0.029405212742259046
fixed_ev_m0_5,P,Hippocrepis comosa,76,0.0
fixed_ev_m0_5,P,Ilex glabra,58,0.1284185493460166
fixed_ev_m0_5,P,Ipomoea nil,56,0.5644132653061225
fixed_ev_m0_5,P,Ipomoea pes-caprae,55,0.6459504132231405
fixed_ev_m0_5,P,Iris sibirica,61,0.15264713786616502
fixed_ev_m0_5,P,Lantana involucrata,54,0.10699588477366262
fixed_ev_m0_5,P,Lathyrus aphaca,68,0.1608996539792389
fixed_ev_m0_5,P,Leucaena leucocephala,57,0.43213296398891965
fixed_ev_m0_5,P,Leucopogon affinis,64,0.060546875
fixed_ev_m0_5,P,Leucopogon microphyllus,68,0.05709342560553643
fixed_ev_m0_5,P,Linaria triornithophora,43,0.3569497025419146
fixed_ev_m0_5,P,Linum usitatissimum,61,0.4514915345337276
fixed_ev_m0_5,P,Lobelia pedunculata,73,0.05329330080690564
fixed_ev_m0_5,P,Lomatium macrocarpum,55,0.4628099173553719
fixed_ev_m0_5,P,Lupinus havardii,61,0.09459822628325731
fixed_ev_m0_5,P,Lysimachia europaea,72,0.0
fixed_ev_m0_5,P,Lysimachia quadrifolia,66,0.029843893480257178
fixed_ev_m0_5,P,Malacothrix saxatilis,65,0.1699408284023669
fixed_ev_m0_5,P,Malva moschata,51,0.536716647443291
fixed_ev_m0_5,P,Marah oregana,59,0.09767308244757245
fixed_ev_m0_5,P,Melaleuca citrina,44,0.47830578512396704
fixed_ev_m0_5,P,Moricandia arvensis,53,0.5582057671769314
fixed_ev_m0_5,P,Myosotis latifolia,65,0.3550295857988165
fixed_ev_m0_5,P,Myrtus communis,58,0.1854934601664684
fixed_ev_m0_5,P,Navarretia heterodoxa,69,0.2873345935727789
fixed_ev_m0_5,P,Nicotiana longiflora,52,0.11020710059171601
fixed_ev_m0_5,P,Olearia arborescens,60,0.17999999999999994
fixed_ev_m0_5,P,Opuntia humifusa,65,0.05964497041420125
fixed_ev_m0_5,P,Orchis mascula,45,0.47111111111111115
fixed_ev_m0_5,P,Ornithogalum umbellatum,68,0.028979238754325065
fixed_ev_m0_5,P,Ornithopus compressus,52,0.10872781065088755
fixed_ev_m0_5,P,Palafoxia texana,67,0.4490977946090443
fixed_ev_m0_5,P,Pectis papposa,89,0.0
fixed_ev_m0_5,P,Persicaria nepalensis,58,0.40487514863258023
fixed_ev_m0_5,P,Phlox diffusa,71,0.424915691331085
fixed_ev_m0_5,P,Pimelea serpyllifolia,53,0.28195087219651116
fixed_ev_m0_5,P,Portulaca pilosa,68,0.1890138408304498
fixed_ev_m0_5,P,Portulaca suffrutescens,60,0.1844444444444444
fixed_ev_m0_5,P,Prunus ilicifolia,49,0.45231153685964176
fixed_ev_m0_5,P,Prunus mahaleb,54,0.10631001371742121
fixed_ev_m0_5,P,Pseudorchis albida,49,0.4989587671803415
fixed_ev_m0_5,P,Rafinesquia neomexicana,68,0.05752595155709339
fixed_ev_m0_5,P,Ranunculus glacialis,63,0.42932728647014373
fixed_ev_m0_5,P,Ranunculus lyallii,71,0.10632810950208293
fixed_ev_m0_5,P,Ranunculus reflexus,40,0.21875
fixed_ev_m0_5,P,Ranunculus uncinatus,45,0.4019753086419754
fixed_ev_m0_5,P,Raphanus raphanistrum,54,0.4691358024691358
fixed_ev_m0_5,P,Rorippa palustris,61,0.1225477022305832
fixed_ev_m0_5,P,Rubus pubescens,50,0.039200000000000124
fixed_ev_m0_5,P,Ruellia metziae,69,0.0840159630329762
fixed_ev_m0_5,P,Salvia longispicata,52,0.4770710059171598
fixed_ev_m0_5,P,Salvia lyrata,41,0.34265318262938727
fixed_ev_m0_5,P,Sanguinaria canadensis,67,0.138115393183337
fixed_ev_m0_5,P,Saxifraga tridactylites,58,0.3133174791914388
fixed_ev_m0_5,P,Schelhammera undulata,52,0.5821005917159763
fixed_ev_m0_5,P,Senecio mohavensis,66,0.11524334251606971
fixed_ev_m0_5,P,Senna hebecarpa,48,0.24913194444444442
fixed_ev_m0_5,P,Silene dioica,49,0.3990004164931279
fixed_ev_m0_5,P,Silene rotundifolia,51,0.17993079584775085
fixed_ev_m0_5,P,Silphium integrifolium,60,0.06499999999999995
fixed_ev_m0_5,P,Sisymbrium irio,61,0.06342381080354742
fixed_ev_m0_5,P,Symphyotrichum puniceum,68,0.31444636678200677
fixed_ev_m0_5,P,Symphyotrichum subulatum,62,0.17741935483870974
fixed_ev_m0_5,P,Taraxacum erythrospermum,75,0.23111111111111104
fixed_ev_m0_5,P,Tecoma stans,64,0.11865234375
fixed_ev_m0_5,P,Thunbergia grandiflora,46,0.5671077504725898
fixed_ev_m0_5,P,Thymus praecox,52,0.5806213017751479
fixed_ev_m0_5,P,Trifolium glomeratum,45,0.4444444444444444
fixed_ev_m0_5,P,Tulipa sylvestris,54,0.10631001371742121
fixed_ev_m0_5,P,Vernonia gigantea,48,0.3116319444444444
fixed_ev_m0_5,P,Vernonia noveboracensis,54,0.5301783264746228
fixed_ev_m0_5,P,Veronica alpina,50,0.2744000000000001
fixed_ev_m0_5,P,Veronica spicata,59,0.2344153978741741
fixed_ev_m0_5,P,Vicia hirsuta,48,0.04079861111111116
fixed_ev_m0_5,P,Vicia tetrasperma,45,0.30913580246913597
fixed_ev_m0_5,P,Vincetoxicum hirundinaria,60,0.3827777777777778
fixed_ev_m0_5,P,Viola cornuta,60,0.30500000000000005
fixed_ev_m0_5,P,Viola pedunculata,69,0.0
fixed_ev_m0_5,P,Viola rostrata,52,0.4770710059171598
fixed_ev_m0_5,P,Viola tricolor,51,0.5536332179930795
fixed_ev_m0_5,P,Viscaria vulgaris,48,0.4027777777777778
fixed_ev_m1_0,N,Abronia latifolia,71,0.027772267407260465
fixed_ev_m1_0,N,Abronia umbellata,50,0.3575999999999999
fixed_ev_m1_0,N,Acacia decurrens,49,0.07913369429404415
fixed_ev_m1_0,N,Acacia suaveolens,65,0.37822485207100587
fixed_ev_m1_0,N,Acis autumnalis,44,0.1270661157024795
fixed_ev_m1_0,N,Actaea racemosa,43,0.1719848566792862
fixed_ev_m1_0,N,Agave deserti,55,0.10512396694214876
fixed_ev_m1_0,N,Amaryllis belladonna,42,0.6655328798185941
fixed_ev_m1_0,N,Anemonastrum canadense,79,0.0
fixed_ev_m1_0,N,Anthriscus caucalis,54,0.07133058984910856
fixed_ev_m1_0,N,Aquilegia formosa,40,0.4687500000000001
fixed_ev_m1_0,N,Arabidopsis lyrata,77,0.0
fixed_ev_m1_0,N,Argentina anserina,81,0.0
fixed_ev_m1_0,N,Asclepias brachystephana,44,0.3770661157024795
fixed_ev_m1_0,N,Asclepias texana,59,0.0
fixed_ev_m1_0,N,Bacopa monnieri,65,0.08899408284023658
fixed_ev_m1_0,N,Bidens frondosa,55,0.16793388429752076
fixed_ev_m1_0,N,Bidens pilosa,58,0.4708680142687277
fixed_ev_m1_0,N,Blackstonia perfoliata,66,0.029843893480257178
fixed_ev_m1_0,N,Borago officinalis,44,0.3677685950413223
fixed_ev_m1_0,N,Briza media,64,0.54443359375
fixed_ev_m1_0,N,Calochortus subalpinus,49,0.18825489379425242
fixed_ev_m1_0,N,Calochortus venustus,46,0.5415879017013232
fixed_ev_m1_0,N,Campanula cochleariifolia,78,0.025312294543063718
fixed_ev_m1_0,N,Campanula rapunculoides,62,0.1795005202913632
fixed_ev_m1_0,N,Campanula trachelium,52,0.3468934911242604
fixed_ev_m1_0,N,Caragana arborescens,52,0.07396449704142016
fixed_ev_m1_0,N,Carpodetus serratus,59,0.12640045963803503
fixed_ev_m1_0,N,Catharanthus roseus,58,0.6890606420927468
fixed_ev_m1_0,N,Celmisia gracilenta,68,0.2296712802768166
fixed_ev_m1_0,N,Chaenactis fremontii,75,0.1930666666666666
fixed_ev_m1_0,N,Clarkia purpurea,57,0.5854108956602031
fixed_ev_m1_0,N,Clarkia tenella,77,0.49080789340529607
fixed_ev_m1_0,N,Coreopsis basalis,67,0.029405212742259046
fixed_ev_m1_0,N,Cotula australis,58,0.49048751486325803
fixed_ev_m1_0,N,Crepis capillaris,74,0.02666179693206705
fixed_ev_m1_0,N,Crotalaria retusa,51,0.20761245674740492
fixed_ev_m1_0,N,Croton glandulosus,51,0.1484044598231451
fixed_ev_m1_0,N,Daphne cneorum,67,0.19157941635108033
fixed_ev_m1_0,N,Delphinium variegatum,53,0.10679957280170882
fixed_ev_m1_0,N,Draba aizoides,79,0.0
fixed_ev_m1_0,N,Draba nemorosa,59,0.09652398735995393
fixed_ev_m1_0,N,Erinus alpinus,81,0.22374638012498094
fixed_ev_m1_0,N,Eriogonum pyrolifolium,67,0.47003787034974387
fixed_ev_m1_0,N,Eucrypta chrysanthemifolia,51,0.07612456747404839
fixed_ev_m1_0,N,Euonymus americanus,55,0.5831404958677686
fixed_ev_m1_0,N,Eupatorium rotundifolium,52,0.07396449704142016
fixed_ev_m1_0,N,Euphorbia cyathophora,42,0.5430839002267573
fixed_ev_m1_0,N,Evolvulus alsinoides,74,0.21365960555149743
fixed_ev_m1_0,N,Evolvulus nummularius,66,0.08677685950413205
fixed_ev_m1_0,N,Ficinia nodosa,56,0.2991071428571429
fixed_ev_m1_0,N,Florestina tripteris,75,0.07679999999999998
fixed_ev_m1_0,N,Freesia leichtlinii,43,0.3396430502974581
fixed_ev_m1_0,N,Galium aparine,48,0.1527777777777779
fixed_ev_m1_0,N,Genista hispanica,87,0.0
fixed_ev_m1_0,N,Gentiana pneumonanthe,55,0.03570247933884296
fixed_ev_m1_0,N,Glandularia gooddingii,71,0.4995040666534418
fixed_ev_m1_0,N,Glycyrrhiza lepidota,49,0.37900874635568516
fixed_ev_m1_0,N,Gypsophila repens,83,0.04703149949194363
fixed_ev_m1_0,N,Hedera helix,53,0.3503025987896047
fixed_ev_m1_0,N,Helianthemum nummularium,62,0.06295525494276777
fixed_ev_m1_0,N,Helianthus maximiliani,59,0.06549841999425454
fixed_ev_m1_0,N,Helichrysum arenarium,85,0.04595155709342569
fixed_ev_m1_0,N,Hypochaeris sessiliflora,60,0.53
fixed_ev_m1_0,N,Ipomoea hederacea,58,0.2211652794292509
fixed_ev_m1_0,N,Ixeris chinensis,78,0.11998685075608151
fixed_ev_m1_0,N,Kallstroemia grandiflora,57,0.0
fixed_ev_m1_0,N,Lagenophora strangulata,56,0.13265306122448983
fixed_ev_m1_0,N,Lantana achyranthifolia,60,0.1827777777777777
fixed_ev_m1_0,N,Linaria canadensis,65,0.422248520710059
fixed_ev_m1_0,N,Linaria texana,62,0.5119667013527576
fixed_ev_m1_0,N,Linum narbonense,55,0.2532231404958679
fixed_ev_m1_0,N,Lithophragma parviflorum,71,0.1079150962110692
fixed_ev_m1_0,N,Lobelia siphilitica,56,0.035076530612244916
fixed_ev_m1_0,N,Lomatium multifidum,51,0.3890811226451365
fixed_ev_m1_0,N,Lupinus latifolius,58,0.328180737217598
fixed_ev_m1_0,N,Lupinus subcarnosus,75,0.10097777777777783
fixed_ev_m1_0,N,Lygodesmia aphylla,46,0.4801512287334593
fixed_ev_m1_0,N,Lygodesmia texana,41,0.6091612135633551
fixed_ev_m1_0,N,Maianthemum dilatatum,56,0.0
fixed_ev_m1_0,N,Malva multiflora,47,0.6210955183340878
fixed_ev_m1_0,N,Malva nicaeensis,43,0.411032990805841
fixed_ev_m1_0,N,Matthiola incana,62,0.5764828303850156
fixed_ev_m1_0,N,Medicago arborea,58,0.03388822829964333
fixed_ev_m1_0,N,Melampyrum cristatum,48,0.7074652777777778
fixed_ev_m1_0,N,Melampyrum nemorosum,50,0.5176
fixed_ev_m1_0,N,Mentha longifolia,71,0.2729617139456457
fixed_ev_m1_0,N,Muscari comosum,50,0.25040000000000007
fixed_ev_m1_0,N,Mycelis muralis,61,0.25154528352593397
fixed_ev_m1_0,N,Myoporum insulare,56,0.16772959183673464
fixed_ev_m1_0,N,Narcissus assoanus,77,0.02563670096137627
fixed_ev_m1_0,N,Narcissus deficiens,46,0.19376181474480159
fixed_ev_m1_0,N,Narthecium ossifragum,51,0.0
fixed_ev_m1_0,N,Nelumbo lutea,49,0.538942107455227
fixed_ev_m1_0,N,Oenothera acaulis,59,0.3608158575122091
fixed_ev_m1_0,N,Opuntia cespitosa,55,0.07074380165289251
fixed_ev_m1_0,N,Packera sanguisorbae,66,0.08677685950413205
fixed_ev_m1_0,N,Pancratium illyricum,41,0.494943486020226
fixed_ev_m1_0,N,Pectocarya recurvata,41,0.09399167162403343
fixed_ev_m1_0,N,Penstemon barbatus,54,0.257201646090535
fixed_ev_m1_0,N,Penstemon heterophyllus,68,0.0575259515570935
fixed_ev_m1_0,N,Persicaria attenuata,46,0.19754253308128555
fixed_ev_m1_0,N,Phacelia fremontii,64,0.34814453125
fixed_ev_m1_0,N,Pholisma arenarium,52,0.24038461538461542
fixed_ev_m1_0,N,Pimpinella saxifraga,78,0.1840894148586456
fixed_ev_m1_0,N,Pisum sativum,44,0.618801652892562
fixed_ev_m1_0,N,Platycodon grandiflorus,54,0.20370370370370372
fixed_ev_m1_0,N,Praxelis clematidea,62,0.5
fixed_ev_m1_0,N,Primula mistassinica,71,0.48323745288633213
fixed_ev_m1_0,N,Prospero autumnale,55,0.40264462809917356
fixed_ev_m1_0,N,Rhododendron lapponicum,65,0.3304142011834318
fixed_ev_m1_0,N,Rhus copallinum,42,0.4591836734693878
fixed_ev_m1_0,N,Ribes rubrum,43,0.48674959437533794
fixed_ev_m1_0,N,Ricinocarpos pinifolius,76,0.05124653739612173
fixed_ev_m1_0,N,Rosa californica,41,0.6912552052349792
fixed_ev_m1_0,N,Rudbeckia fulgida,55,0.03570247933884296
fixed_ev_m1_0,N,Russelia equisetiformis,40,0.21875
fixed_ev_m1_0,N,Salvia carduacea,65,0.19928994082840235
fixed_ev_m1_0,N,Sambucus ebulus,66,0.16758494031221316
fixed_ev_m1_0,N,Saxifraga tricuspidata,66,0.38246097337006435
fixed_ev_m1_0,N,Scaevola ramosissima,63,0.031242126480221843
fixed_ev_m1_0,N,Senecio hispidulus,42,0.37301587301587313
fixed_ev_m1_0,N,Senecio pterophorus,75,0.0
fixed_ev_m1_0,N,Senna armata,62,0.06243496357960443
fixed_ev_m1_0,N,Senna septemtrionalis,61,0.03224939532383764
fixed_ev_m1_0,N,Silene colorata,49,0.5897542690545606
fixed_ev_m1_0,N,Silene nutans,50,0.21520000000000006
fixed_ev_m1_0,N,Solanum carolinense,55,0.2856198347107439
fixed_ev_m1_0,N,Spergularia marina,47,0.28881846989588056
fixed_ev_m1_0,N,Stachys chamissonis,53,0.546813812744749
fixed_ev_m1_0,N,Symphoricarpos albus,41,0.5163593099345627
fixed_ev_m1_0,N,Symphoricarpos occidentalis,47,0.22725215029425072
fixed_ev_m1_0,N,Taenidia integerrima,59,0.31370295891985045
fixed_ev_m1_0,N,Tanacetum corymbosum,73,0.25595796584725106
fixed_ev_m1_0,N,Tephroseris palustris,71,0.05475104146002763
fixed_ev_m1_0,N,Tetratheca ciliata,69,0.3423650493593783
fixed_ev_m1_0,N,Thalictrum dasycarpum,61,0.28271969900564353
fixed_ev_m1_0,N,Torenia concolor,57,0.13050169282856272
fixed_ev_m1_0,N,Tradescantia fluminensis,49,0.3248646397334445
fixed_ev_m1_0,N,Trifolium wormskioldii,48,0.7230902777777778
fixed_ev_m1_0,N,Utricularia macrorhiza,67,0.0
fixed_ev_m1_0,N,Vaccinium arboreum,43,0.17306652244456477
fixed_ev_m1_0,N,Valeriana edulis,62,0.49947970863683666
fixed_ev_m1_0,N,Viburnum rafinesqueanum,68,0.05709342560553643
fixed_ev_m1_0,N,Viola arvensis,60,0.20611111111111113
fixed_ev_m1_0,N,Volkameria inermis,57,0.19144352108341023
fixed_ev_m1_0,N,Wedelia hispida,81,0.0
fixed_ev_m1_0,N,Wurmbea dioica,43,0.08869659275283936
fixed_ev_m1_0,N,Xyris jupicai,54,0.1049382716049383
fixed_ev_m1_0,N,Zephyranthes candida,56,0.06887755102040805
fixed_ev_m1_0,N,Zeuxine strateumatica,43,0.12979989183342355
fixed_ev_m1_0,P,Acacia ulicifolia,77,0.5043008939112836
fixed_ev_m1_0,P,Aciphylla glacialis,78,0.3813280736357658
fixed_ev_m1_0,P,Actaea spicata,62,0.15036420395421446
fixed_ev_m1_0,P,Aegopodium podagraria,82,0.024092801903628835
fixed_ev_m1_0,P,Agrimonia pilosa,73,0.10471007693751166
fixed_ev_m1_0,P,Agrostemma githago,60,0.4305555555555556
fixed_ev_m1_0,P,Allium praecox,69,0.30371770636420925
fixed_ev_m1_0,P,Allium vineale,43,0.5884261763115197
fixed_ev_m1_0,P,Amelanchier arborea,46,0.23156899810964093
fixed_ev_m1_0,P,Anemone virginiana,43,0.2725797728501893
fixed_ev_m1_0,P,Anemonoides quinquefolia,54,0.07201646090534997
fixed_ev_m1_0,P,Baptisia australis,74,0.12746530314097881
fixed_ev_m1_0,P,Barbarea orthoceras,73,0.027021955338712766
fixed_ev_m1_0,P,Biscutella laevigata,69,0.18483511867254787
fixed_ev_m1_0,P,Brodiaea coronaria,61,0.03224939532383764
fixed_ev_m1_0,P,Bryonia alba,40,0.5349999999999999
fixed_ev_m1_0,P,Buddleja davidii,45,0.4523456790123457
fixed_ev_m1_0,P,Calochortus concolor,41,0.17608566329565734
fixed_ev_m1_0,P,Calycadenia multiglandulosa,63,0.031242126480221843
fixed_ev_m1_0,P,Campanula giesekiana,79,0.09613843935266786
fixed_ev_m1_0,P,Campanula latifolia,53,0.30615877536489844
fixed_ev_m1_0,P,Campanula scouleri,41,0.0
fixed_ev_m1_0,P,Carduus acanthoides,54,0.6138545953360769
fixed_ev_m1_0,P,Carlina vulgaris,41,0.4140392623438429
fixed_ev_m1_0,P,Centaurea solstitialis,74,0.02666179693206705
fixed_ev_m1_0,P,Chelone lyonii,44,0.5991735537190083
fixed_ev_m1_0,P,Cochlospermum vitifolium,51,0.07535563244905807
fixed_ev_m1_0,P,Conopholis alpina,60,0.032777777777777795
fixed_ev_m1_0,P,Conradina canescens,69,0.3058181054400335
fixed_ev_m1_0,P,Convolvulus elegantissimus,54,0.6659807956104252
fixed_ev_m1_0,P,Corethrogyne filaginifolia,41,0.6662700773349197
fixed_ev_m1_0,P,Cornus suecica,60,0.0
fixed_ev_m1_0,P,Cypripedium guttatum,50,0.31600000000000006
fixed_ev_m1_0,P,Delairea odorata,60,0.032777777777777795
fixed_ev_m1_0,P,Delphinium glaucum,47,0.1557265731100046
fixed_ev_m1_0,P,Delphinium nuttallianum,51,0.11226451364859669
fixed_ev_m1_0,P,Dillwynia floribunda,62,0.0
fixed_ev_m1_0,P,Disphyma crassifolium,42,0.616780045351474
fixed_ev_m1_0,P,Distimake dissectus,56,0.4024234693877551
fixed_ev_m1_0,P,Drosera spatulata,43,0.7203893996755002
fixed_ev_m1_0,P,Elephantopus tomentosus,56,0.42602040816326525
fixed_ev_m1_0,P,Erica tetralix,50,0.7048000000000001
fixed_ev_m1_0,P,Erigeron divergens,79,0.20829995193078044
fixed_ev_m1_0,P,Erigeron linearis,89,0.022219416740310693
fixed_ev_m1_0,P,Erigeron quercifolius,66,0.4155188246097338
fixed_ev_m1_0,P,Erythranthe bicolor,69,0.05629069523209407
fixed_ev_m1_0,P,Erythranthe dentata,57,0.06832871652816253
fixed_ev_m1_0,P,Eutrochium fistulosum,40,0.3287499999999999
fixed_ev_m1_0,P,Falcaria vulgaris,67,0.08643350412118522
fixed_ev_m1_0,P,Filipendula rubra,44,0.6053719008264462
fixed_ev_m1_0,P,Gardenia jasminoides,45,0.23111111111111104
fixed_ev_m1_0,P,Gazania rigens,73,0.027021955338712766
fixed_ev_m1_0,P,Geobalanus oblongifolius,47,0.4943413309189678
fixed_ev_m1_0,P,Geranium macrorrhizum,42,0.6473922902494331
fixed_ev_m1_0,P,Geranium yeoi,63,0.37037037037037035
fixed_ev_m1_0,P,Gilia tricolor,63,0.47165532879818595
fixed_ev_m1_0,P,Gompholobium huegelii,66,0.2777777777777777
fixed_ev_m1_0,P,Grewia occidentalis,43,0.6489994591671173
fixed_ev_m1_0,P,Grindelia squarrosa,69,0.0
fixed_ev_m1_0,P,Guzmania monostachia,46,0.5132325141776938
fixed_ev_m1_0,P,Herbertia lahue,62,0.3314255983350677
fixed_ev_m1_0,P,Heterotheca grandiflora,68,0.028979238754325065
fixed_ev_m1_0,P,Hippocrepis comosa,76,0.0
fixed_ev_m1_0,P,Ilex glabra,55,0.16528925619834722
fixed_ev_m1_0,P,Ipomoea nil,56,0.5892857142857143
fixed_ev_m1_0,P,Ipomoea pes-caprae,51,0.5851595540176855
fixed_ev_m1_0,P,Iris sibirica,62,0.17898022892819987
fixed_ev_m1_0,P,Lantana involucrata,51,0.11226451364859669
fixed_ev_m1_0,P,Lathyrus aphaca,69,0.10922075194286918
fixed_ev_m1_0,P,Leucaena leucocephala,52,0.46375739644970415
fixed_ev_m1_0,P,Leucopogon affinis,63,0.11892164273116657
fixed_ev_m1_0,P,Leucopogon microphyllus,71,0.05475104146002763
fixed_ev_m1_0,P,Linaria triornithophora,44,0.1270661157024795
fixed_ev_m1_0,P,Linum usitatissimum,54,0.49725651577503416
fixed_ev_m1_0,P,Lobelia pedunculata,70,0.08204081632653049
fixed_ev_m1_0,P,Lomatium macrocarpum,53,0.4784620861516554
fixed_ev_m1_0,P,Lupinus havardii,62,0.1222684703433925
fixed_ev_m1_0,P,Lysimachia europaea,73,0.0
fixed_ev_m1_0,P,Lysimachia quadrifolia,65,0.08804733727810632
fixed_ev_m1_0,P,Malacothrix saxatilis,66,0.21854912764003676
fixed_ev_m1_0,P,Malva moschata,52,0.6057692307692307
fixed_ev_m1_0,P,Marah oregana,59,0.09767308244757245
fixed_ev_m1_0,P,Melaleuca citrina,48,0.4887152777777778
fixed_ev_m1_0,P,Moricandia arvensis,60,0.4327777777777778
fixed_ev_m1_0,P,Myosotis latifolia,64,0.44091796875
fixed_ev_m1_0,P,Myrtus communis,58,0.328180737217598
fixed_ev_m1_0,P,Navarretia heterodoxa,72,0.1527777777777779
fixed_ev_m1_0,P,Nelumbo nucifera,40,0.62375
fixed_ev_m1_0,P,Nicotiana longiflora,48,0.11892361111111105
fixed_ev_m1_0,P,Olearia arborescens,59,0.2344153978741741
fixed_ev_m1_0,P,Opuntia humifusa,65,0.030295857988165587
fixed_ev_m1_0,P,Orchis mascula,47,0.26346763241285653
