condition_id,panel,species,n_classifiable,spatial_rho
fixed_ev_p0_0,N,Caragana arborescens,51,0.04099553370447141
fixed_ev_p0_0,N,Carpodetus serratus,60,0.04778691005099891
fixed_ev_p0_0,N,Catharanthus roseus,62,-0.024612734935174543
fixed_ev_p0_0,N,Celmisia gracilenta,69,0.12071735651849738
fixed_ev_p0_0,N,Chaenactis fremontii,76,-0.0825518096806103
fixed_ev_p0_0,N,Clarkia purpurea,60,0.009373212264469723
fixed_ev_p0_0,N,Clarkia tenella,69,0.07450326450226351
fixed_ev_p0_0,N,Coreopsis basalis,67,0.045946154118855456
fixed_ev_p0_0,N,Cotula australis,60,0.0018384056959103083
fixed_ev_p0_0,N,Crepis capillaris,72,0.008368275382317231
fixed_ev_p0_0,N,Crotalaria retusa,52,-0.0770776401237984
fixed_ev_p0_0,N,Croton glandulosus,54,0.15512900328295817
fixed_ev_p0_0,N,Daphne cneorum,65,0.13908058944099305
fixed_ev_p0_0,N,Delphinium variegatum,52,-0.017065367190553054
fixed_ev_p0_0,N,Draba aizoides,79,-0.020058282676260482
fixed_ev_p0_0,N,Draba nemorosa,59,0.00026330475977487015
fixed_ev_p0_0,N,Erinus alpinus,68,0.032605460063306675
fixed_ev_p0_0,N,Eriogonum pyrolifolium,67,-0.05294459044472938
fixed_ev_p0_0,N,Eucrypta chrysanthemifolia,50,0.1551173768041472
fixed_ev_p0_0,N,Euonymus americanus,56,-0.0033924359722971933
fixed_ev_p0_0,N,Eupatorium rotundifolium,51,0.027719329870719272
fixed_ev_p0_0,N,Euphorbia cyathophora,41,0.018736610329254635
fixed_ev_p0_0,N,Evolvulus alsinoides,74,-0.013861605235017116
fixed_ev_p0_0,N,Evolvulus nummularius,67,0.022109995782649956
fixed_ev_p0_0,N,Ficinia nodosa,56,0.002404558844327962
fixed_ev_p0_0,N,Florestina tripteris,77,-0.0007821494263636144
fixed_ev_p0_0,N,Freesia leichtlinii,46,-0.002618908539352573
fixed_ev_p0_0,N,Galium aparine,50,-0.08689570546342787
fixed_ev_p0_0,N,Genista hispanica,87,-0.04273552467565193
fixed_ev_p0_0,N,Gentiana pneumonanthe,54,-0.07951643065483058
fixed_ev_p0_0,N,Glandularia gooddingii,66,0.23650338999026602
fixed_ev_p0_0,N,Glycyrrhiza lepidota,50,0.03588519910411146
fixed_ev_p0_0,N,Gypsophila repens,85,0.05731801675743224
fixed_ev_p0_0,N,Hedera helix,50,0.001998567779477207
fixed_ev_p0_0,N,Helianthemum nummularium,62,0.051647527118212584
fixed_ev_p0_0,N,Helianthus maximiliani,60,-0.06402611226518769
fixed_ev_p0_0,N,Helichrysum arenarium,84,-0.02783184289246449
fixed_ev_p0_0,N,Hypochaeris sessiliflora,58,0.14089694315938425
fixed_ev_p0_0,N,Ipomoea hederacea,56,-0.04424756580867312
fixed_ev_p0_0,N,Ixeris chinensis,77,0.10642860778274128
fixed_ev_p0_0,N,Kallstroemia grandiflora,56,0.15212155481290351
fixed_ev_p0_0,N,Lagenophora strangulata,55,-0.05484372140556594
fixed_ev_p0_0,N,Lantana achyranthifolia,67,0.14723334921821268
fixed_ev_p0_0,N,Linaria canadensis,60,0.01053077709078689
fixed_ev_p0_0,N,Linaria texana,60,0.22742531339824162
fixed_ev_p0_0,N,Linum narbonense,53,0.04620181121807376
fixed_ev_p0_0,N,Lithophragma parviflorum,72,0.06007599016254988
fixed_ev_p0_0,N,Lobelia siphilitica,50,-0.01616849023459302
fixed_ev_p0_0,N,Lomatium multifidum,55,0.07339655940769198
fixed_ev_p0_0,N,Lupinus latifolius,54,0.1212758734419955
fixed_ev_p0_0,N,Lupinus subcarnosus,72,-0.007806396077322712
fixed_ev_p0_0,N,Lygodesmia aphylla,50,-0.043430827869998495
fixed_ev_p0_0,N,Lygodesmia texana,42,0.0338274267953716
fixed_ev_p0_0,N,Maianthemum dilatatum,59,0.005388730089750161
fixed_ev_p0_0,N,Malva multiflora,48,-0.05402141978493329
fixed_ev_p0_0,N,Malva nicaeensis,51,-0.04078846103186874
fixed_ev_p0_0,N,Matthiola incana,58,-0.03812603795153507
fixed_ev_p0_0,N,Medicago arborea,58,-0.03108961664633514
fixed_ev_p0_0,N,Melampyrum cristatum,51,0.007671430279370009
fixed_ev_p0_0,N,Melampyrum nemorosum,41,-0.011868659927373994
fixed_ev_p0_0,N,Mentha longifolia,76,-0.014235591650718384
fixed_ev_p0_0,N,Muscari comosum,44,0.1082152427600722
fixed_ev_p0_0,N,Mycelis muralis,59,-0.07708447414964359
fixed_ev_p0_0,N,Myoporum insulare,55,0.10645182228488684
fixed_ev_p0_0,N,Narcissus assoanus,77,0.026028585716201705
fixed_ev_p0_0,N,Narcissus deficiens,46,-0.0054089555137517955
fixed_ev_p0_0,N,Narthecium ossifragum,52,-0.12218097875913209
fixed_ev_p0_0,N,Nelumbo lutea,52,0.060699568653356795
fixed_ev_p0_0,N,Oenothera acaulis,60,0.06347269582437744
fixed_ev_p0_0,N,Opuntia cespitosa,53,0.02931604691071048
fixed_ev_p0_0,N,Packera sanguisorbae,67,0.00883083119795401
fixed_ev_p0_0,N,Pancratium illyricum,43,0.07708968445673026
fixed_ev_p0_0,N,Pectocarya recurvata,42,-0.06576208067312268
fixed_ev_p0_0,N,Penstemon barbatus,54,-0.007851250093265483
fixed_ev_p0_0,N,Penstemon heterophyllus,61,-0.053364949563874026
fixed_ev_p0_0,N,Persicaria attenuata,49,0.14598961643986214
fixed_ev_p0_0,N,Phacelia fremontii,67,0.09853104075773307
fixed_ev_p0_0,N,Pholisma arenarium,50,-0.04940875534553136
fixed_ev_p0_0,N,Pimpinella saxifraga,77,-0.03235174335783637
fixed_ev_p0_0,N,Pisum sativum,40,-0.06503782288266685
fixed_ev_p0_0,N,Platycodon grandiflorus,52,-0.013875268920696968
fixed_ev_p0_0,N,Praxelis clematidea,71,0.047880073316725544
fixed_ev_p0_0,N,Primula mistassinica,67,0.22433492869362667
fixed_ev_p0_0,N,Prospero autumnale,46,0.05669467417848548
fixed_ev_p0_0,N,Rhododendron lapponicum,55,0.07356905715929561
fixed_ev_p0_0,N,Ribes rubrum,44,-0.04095873893275724
fixed_ev_p0_0,N,Ricinocarpos pinifolius,75,0.09915304694437398
fixed_ev_p0_0,N,Rosa californica,43,0.006136022857570502
fixed_ev_p0_0,N,Rudbeckia fulgida,54,0.03160075647058444
fixed_ev_p0_0,N,Salvia carduacea,54,0.02181239874398934
fixed_ev_p0_0,N,Sambucus ebulus,65,0.12348188679279498
fixed_ev_p0_0,N,Saxifraga tricuspidata,65,0.05370939994918851
fixed_ev_p0_0,N,Scaevola ramosissima,63,-0.0991819474902692
fixed_ev_p0_0,N,Senecio hispidulus,45,0.0336763645359025
fixed_ev_p0_0,N,Senecio pterophorus,74,0.006542379279928878
fixed_ev_p0_0,N,Senna armata,62,-0.06974378465212303
fixed_ev_p0_0,N,Senna septemtrionalis,62,0.005898864562843486
fixed_ev_p0_0,N,Silene colorata,56,0.06711326348801316
fixed_ev_p0_0,N,Silene nutans,52,-0.06027272464754455
fixed_ev_p0_0,N,Solanum carolinense,56,-0.10176459114605908
fixed_ev_p0_0,N,Spergularia marina,55,-0.03958386856378171
fixed_ev_p0_0,N,Stachys chamissonis,48,-0.011373462231788851
fixed_ev_p0_0,N,Symphoricarpos albus,41,0.09982552824417296
fixed_ev_p0_0,N,Symphoricarpos occidentalis,52,0.1475279626376917
fixed_ev_p0_0,N,Taenidia integerrima,59,0.020264843876678148
fixed_ev_p0_0,N,Tanacetum corymbosum,74,0.06592487075558975
fixed_ev_p0_0,N,Tephroseris palustris,69,-0.08689753659249855
fixed_ev_p0_0,N,Tetratheca ciliata,58,0.02156146465209232
fixed_ev_p0_0,N,Thalictrum dasycarpum,62,-0.028211922974319
fixed_ev_p0_0,N,Torenia concolor,49,-0.0595127311597184
fixed_ev_p0_0,N,Tradescantia fluminensis,50,0.009021018575470822
fixed_ev_p0_0,N,Trifolium wormskioldii,45,0.06427447789983615
fixed_ev_p0_0,N,Utricularia macrorhiza,68,0.06885233022512095
fixed_ev_p0_0,N,Vaccinium arboreum,42,-0.01881337928207938
fixed_ev_p0_0,N,Valeriana edulis,60,0.08541675490464906
fixed_ev_p0_0,N,Viburnum rafinesqueanum,69,-0.001712353264626908
fixed_ev_p0_0,N,Viola arvensis,63,0.019280510426315293
fixed_ev_p0_0,N,Volkameria inermis,59,-0.040559727713569124
fixed_ev_p0_0,N,Wedelia hispida,80,-0.07451142003944898
fixed_ev_p0_0,N,Wurmbea dioica,43,0.0978118253076967
fixed_ev_p0_0,N,Xyris jupicai,56,-0.012320397641694934
fixed_ev_p0_0,N,Zephyranthes candida,57,0.07388816323474932
fixed_ev_p0_0,N,Zeuxine strateumatica,42,-0.08194374960403464
fixed_ev_p0_0,P,Acacia ulicifolia,75,-0.03989180194651008
fixed_ev_p0_0,P,Aciphylla glacialis,80,0.03776465449919746
fixed_ev_p0_0,P,Actaea spicata,63,0.04303615744524217
fixed_ev_p0_0,P,Aegopodium podagraria,85,-0.042880611480993175
fixed_ev_p0_0,P,Agrimonia pilosa,72,0.06130367554287271
fixed_ev_p0_0,P,Agrostemma githago,59,0.01182824377701684
fixed_ev_p0_0,P,Allium praecox,72,0.27710626067403143
fixed_ev_p0_0,P,Allium vineale,41,0.029537601421978
fixed_ev_p0_0,P,Amelanchier arborea,48,0.03137458560960193
fixed_ev_p0_0,P,Anemone virginiana,46,0.14465157397627335
fixed_ev_p0_0,P,Anemonoides quinquefolia,53,0.04287279346335266
fixed_ev_p0_0,P,Arctium minus,44,-0.06656624020146526
fixed_ev_p0_0,P,Baptisia australis,71,0.0003722444655848077
fixed_ev_p0_0,P,Barbarea orthoceras,71,-0.03513315918158473
fixed_ev_p0_0,P,Biscutella laevigata,71,0.11445521645815365
fixed_ev_p0_0,P,Brodiaea coronaria,57,0.003739974362977794
fixed_ev_p0_0,P,Bryonia alba,41,0.08808022468459144
fixed_ev_p0_0,P,Buddleja davidii,46,0.04221523324206026
fixed_ev_p0_0,P,Calochortus concolor,41,0.03475587044745429
fixed_ev_p0_0,P,Calycadenia multiglandulosa,63,-0.14318807143123913
fixed_ev_p0_0,P,Campanula giesekiana,75,0.15314723866814192
fixed_ev_p0_0,P,Campanula latifolia,43,0.06355076133520163
fixed_ev_p0_0,P,Campanula scouleri,42,-0.04216901514900608
fixed_ev_p0_0,P,Carduus acanthoides,57,-0.0665029545241649
fixed_ev_p0_0,P,Carlina vulgaris,41,-0.037919885100450954
fixed_ev_p0_0,P,Centaurea solstitialis,75,0.0754220468119085
fixed_ev_p0_0,P,Chelone lyonii,44,-0.040969681661216735
fixed_ev_p0_0,P,Cochlospermum vitifolium,51,-0.07306838001189955
fixed_ev_p0_0,P,Conopholis alpina,53,-0.06260489537953383
fixed_ev_p0_0,P,Conradina canescens,75,0.0035251146793691913
fixed_ev_p0_0,P,Convolvulus elegantissimus,55,-0.07964129839826527
fixed_ev_p0_0,P,Corethrogyne filaginifolia,48,0.059536778710799335
fixed_ev_p0_0,P,Cornus suecica,61,-0.08993051149049283
fixed_ev_p0_0,P,Cypripedium guttatum,47,0.04797112658783152
fixed_ev_p0_0,P,Delairea odorata,59,0.12706950119444516
fixed_ev_p0_0,P,Delphinium glaucum,43,0.08920073145372942
fixed_ev_p0_0,P,Delphinium nuttallianum,52,-0.04835167646197853
fixed_ev_p0_0,P,Dillwynia floribunda,62,-0.0069011139202848695
fixed_ev_p0_0,P,Disphyma crassifolium,48,0.2671510607145069
fixed_ev_p0_0,P,Distimake dissectus,53,-0.06374130275838766
fixed_ev_p0_0,P,Elephantopus tomentosus,52,-0.08143936102515416
fixed_ev_p0_0,P,Erica arborea,41,-0.07344223861855542
fixed_ev_p0_0,P,Erica tetralix,51,0.0832677956642025
fixed_ev_p0_0,P,Erigeron divergens,84,0.02052202989848361
fixed_ev_p0_0,P,Erigeron linearis,90,0.037009869810668616
fixed_ev_p0_0,P,Erigeron quercifolius,76,0.19653908068388676
fixed_ev_p0_0,P,Erythranthe bicolor,68,0.20686807215540282
fixed_ev_p0_0,P,Erythranthe dentata,58,0.06441391949144169
fixed_ev_p0_0,P,Eutrochium fistulosum,41,0.13457383833608078
fixed_ev_p0_0,P,Falcaria vulgaris,69,0.08943339371423364
fixed_ev_p0_0,P,Filipendula rubra,42,0.055053130587313925
fixed_ev_p0_0,P,Gardenia jasminoides,45,0.04405737367223911
fixed_ev_p0_0,P,Gazania rigens,72,0.03359812604244447
fixed_ev_p0_0,P,Geobalanus oblongifolius,40,0.0344109704322328
fixed_ev_p0_0,P,Geranium macrorrhizum,44,0.06200652431835358
fixed_ev_p0_0,P,Geranium yeoi,65,0.1984574979049654
fixed_ev_p0_0,P,Gilia tricolor,73,-0.08333776193459082
fixed_ev_p0_0,P,Gompholobium huegelii,66,0.20403615064824251
fixed_ev_p0_0,P,Grewia occidentalis,45,0.09414076197064447
fixed_ev_p0_0,P,Grindelia squarrosa,71,0.09980100127433153
fixed_ev_p0_0,P,Guzmania monostachia,44,0.10937131650768349
fixed_ev_p0_0,P,Herbertia lahue,67,0.0002419092115805867
fixed_ev_p0_0,P,Heterotheca grandiflora,68,-0.06959967357510113
fixed_ev_p0_0,P,Hippocrepis comosa,76,0.04418618595978891
fixed_ev_p0_0,P,Ilex glabra,58,-0.001693842478348967
fixed_ev_p0_0,P,Ipomoea nil,57,-0.012533388071582668
fixed_ev_p0_0,P,Ipomoea pes-caprae,49,0.0063431208452939545
fixed_ev_p0_0,P,Iris sibirica,57,-0.1355003686098627
fixed_ev_p0_0,P,Lantana involucrata,56,-0.019743897594917098
fixed_ev_p0_0,P,Lathyrus aphaca,69,0.00628978972141478
fixed_ev_p0_0,P,Leucaena leucocephala,53,-0.02281751864561715
fixed_ev_p0_0,P,Leucopogon affinis,64,0.0695587696591263
fixed_ev_p0_0,P,Leucopogon microphyllus,67,0.1301478486173033
fixed_ev_p0_0,P,Linum usitatissimum,58,-0.09940587509202772
fixed_ev_p0_0,P,Lobelia pedunculata,74,0.06975448548469224
fixed_ev_p0_0,P,Lomatium macrocarpum,55,0.3400619161758321
fixed_ev_p0_0,P,Lupinus havardii,61,-0.03866312433550187
fixed_ev_p0_0,P,Lysimachia europaea,74,0.04946262124976067
fixed_ev_p0_0,P,Lysimachia quadrifolia,64,-0.03307934068876961
fixed_ev_p0_0,P,Malacothrix saxatilis,64,-0.0019324516277832446
fixed_ev_p0_0,P,Malva moschata,53,0.004252281423163185
fixed_ev_p0_0,P,Marah oregana,58,-0.044303790843108384
fixed_ev_p0_0,P,Melaleuca citrina,40,0.05639014513369166
fixed_ev_p0_0,P,Moricandia arvensis,52,0.1152307636977856
fixed_ev_p0_0,P,Myosotis latifolia,65,-0.0873513199918774
fixed_ev_p0_0,P,Myrtus communis,59,0.022480874934322045
fixed_ev_p0_0,P,Navarretia heterodoxa,65,0.004520258160335046
fixed_ev_p0_0,P,Nicotiana longiflora,51,0.0673599548890284
fixed_ev_p0_0,P,Olearia arborescens,62,0.05172970909323029
fixed_ev_p0_0,P,Opuntia humifusa,62,0.13174305569863473
fixed_ev_p0_0,P,Orchis mascula,45,-0.064709325746221
fixed_ev_p0_0,P,Ornithogalum umbellatum,69,-0.06402002871285407
fixed_ev_p0_0,P,Ornithopus compressus,52,0.08882061729176387
fixed_ev_p0_0,P,Palafoxia texana,70,0.06299588491781564
fixed_ev_p0_0,P,Pectis papposa,89,-0.06082564867888796
fixed_ev_p0_0,P,Persicaria nepalensis,58,0.05220378376596188
fixed_ev_p0_0,P,Phlox diffusa,76,0.047265525444557734
fixed_ev_p0_0,P,Pimelea serpyllifolia,56,0.1547626057168801
fixed_ev_p0_0,P,Portulaca pilosa,69,-0.10647206482453295
fixed_ev_p0_0,P,Portulaca suffrutescens,58,0.07661077375965741
fixed_ev_p0_0,P,Prunus ilicifolia,48,-0.009516579553918273
fixed_ev_p0_0,P,Prunus mahaleb,56,0.10807882520031159
fixed_ev_p0_0,P,Pseudorchis albida,48,0.2192085094276361
fixed_ev_p0_0,P,Rafinesquia neomexicana,69,-0.03614551720883547
fixed_ev_p0_0,P,Ranunculus glacialis,65,0.047720547912763187
fixed_ev_p0_0,P,Ranunculus lyallii,71,0.13348230744195605
fixed_ev_p0_0,P,Ranunculus reflexus,40,0.07849464130252079
fixed_ev_p0_0,P,Ranunculus uncinatus,43,-0.13257683362153655
fixed_ev_p0_0,P,Raphanus raphanistrum,52,-0.03197929943548769
fixed_ev_p0_0,P,Rorippa palustris,64,0.09443683912984906
fixed_ev_p0_0,P,Rubus pubescens,50,0.06143543640602131
fixed_ev_p0_0,P,Ruellia metziae,69,-0.08526520137081574
fixed_ev_p0_0,P,Salvia longispicata,51,0.0002680541712706303
fixed_ev_p0_0,P,Salvia lyrata,41,0.09486527652951704
fixed_ev_p0_0,P,Sanguinaria canadensis,67,0.05695988589266059
fixed_ev_p0_0,P,Saxifraga tridactylites,56,-0.04763984240059242
fixed_ev_p0_0,P,Schelhammera undulata,48,0.006634702741802905
fixed_ev_p0_0,P,Senecio mohavensis,65,0.14109048339327313
fixed_ev_p0_0,P,Senna hebecarpa,47,0.0769135471962784
fixed_ev_p0_0,P,Silene dioica,48,-0.1804514367336973
fixed_ev_p0_0,P,Silene rotundifolia,54,-0.05287087740972004
fixed_ev_p0_0,P,Silphium integrifolium,60,-0.10614095039592665
fixed_ev_p0_0,P,Sisymbrium irio,60,0.07757380921658032
fixed_ev_p0_0,P,Symphyotrichum puniceum,72,0.02056532752390144
fixed_ev_p0_0,P,Symphyotrichum subulatum,65,0.06713995465797483
fixed_ev_p0_0,P,Taraxacum erythrospermum,75,-0.012231961088814426
fixed_ev_p0_0,P,Tecoma stans,63,0.27391550028717165
fixed_ev_p0_0,P,Thunbergia grandiflora,43,0.04282687385647966
fixed_ev_p0_0,P,Thymus praecox,45,0.028831292769527582
fixed_ev_p0_0,P,Trifolium glomeratum,41,0.18273860537310835
fixed_ev_p0_0,P,Tulipa sylvestris,52,-0.023655916413951733
fixed_ev_p0_0,P,Vernonia gigantea,44,0.10953411085529646
fixed_ev_p0_0,P,Vernonia noveboracensis,49,-0.015900747833253584
fixed_ev_p0_0,P,Veronica alpina,50,-0.1204468084134143
fixed_ev_p0_0,P,Veronica spicata,56,0.048798140317659416
fixed_ev_p0_0,P,Vicia hirsuta,47,-0.06467658242636756
fixed_ev_p0_0,P,Vicia tetrasperma,50,-0.04252636460989873
fixed_ev_p0_0,P,Vincetoxicum hirundinaria,61,0.05812571055842262
fixed_ev_p0_0,P,Viola cornuta,53,0.08412468447849328
fixed_ev_p0_0,P,Viola pedunculata,69,-0.020275236721103054
fixed_ev_p0_0,P,Viola rostrata,51,0.05547554838424682
fixed_ev_p0_0,P,Viola tricolor,50,0.15755748302583675
fixed_ev_p0_0,P,Viscaria vulgaris,52,0.02016759922103311
fixed_ev_p0_5,N,Abronia latifolia,71,-0.009330359372764076
fixed_ev_p0_5,N,Abronia umbellata,42,0.057967358724084046
fixed_ev_p0_5,N,Acacia decurrens,48,-0.07085793680103039
fixed_ev_p0_5,N,Acacia suaveolens,69,0.03561051030880878
fixed_ev_p0_5,N,Acis autumnalis,45,-0.04789359714341783
fixed_ev_p0_5,N,Actaea racemosa,45,0.132783925970463
fixed_ev_p0_5,N,Agave deserti,51,-0.023356029655652956
fixed_ev_p0_5,N,Amaryllis belladonna,44,-0.004305134439463163
fixed_ev_p0_5,N,Anemonastrum canadense,79,0.11301025960461307
fixed_ev_p0_5,N,Anthriscus caucalis,55,-0.004288761961633288
fixed_ev_p0_5,N,Arabidopsis lyrata,77,0.06173206363161949
fixed_ev_p0_5,N,Argentina anserina,81,-0.010462399836720948
fixed_ev_p0_5,N,Asclepias brachystephana,41,-0.03293904435878828
fixed_ev_p0_5,N,Asclepias texana,60,0.17137441354271535
fixed_ev_p0_5,N,Bacopa monnieri,65,0.020572841510682532
fixed_ev_p0_5,N,Bidens frondosa,57,-0.04566587092368929
fixed_ev_p0_5,N,Bidens pilosa,61,0.13380966649826279
fixed_ev_p0_5,N,Blackstonia perfoliata,66,-0.020119836732078334
fixed_ev_p0_5,N,Borago officinalis,41,-0.016549573981353698
fixed_ev_p0_5,N,Briza media,55,-0.025410999270162785
fixed_ev_p0_5,N,Calochortus subalpinus,53,-0.05892202746797472
fixed_ev_p0_5,N,Calochortus venustus,51,0.02829644652534878
fixed_ev_p0_5,N,Campanula cochleariifolia,75,0.08899836716637018
fixed_ev_p0_5,N,Campanula rapunculoides,44,-0.07028085710338111
fixed_ev_p0_5,N,Campanula trachelium,40,0.003944906094646643
fixed_ev_p0_5,N,Caragana arborescens,51,0.030763923858570175
fixed_ev_p0_5,N,Carpodetus serratus,60,0.02296110743068148
fixed_ev_p0_5,N,Catharanthus roseus,63,-0.015050215223103612
fixed_ev_p0_5,N,Celmisia gracilenta,69,0.10949787315595405
fixed_ev_p0_5,N,Chaenactis fremontii,75,-0.0385765382410849
fixed_ev_p0_5,N,Clarkia purpurea,63,0.06785142472686553
fixed_ev_p0_5,N,Clarkia tenella,64,0.09083200659142675
fixed_ev_p0_5,N,Coreopsis basalis,66,-0.02772718122272289
fixed_ev_p0_5,N,Cotula australis,58,0.005346661286136629
fixed_ev_p0_5,N,Crepis capillaris,74,0.004816715993212754
fixed_ev_p0_5,N,Crotalaria retusa,52,-0.07879963830536911
fixed_ev_p0_5,N,Croton glandulosus,52,0.1278771847168444
fixed_ev_p0_5,N,Daphne cneorum,61,0.06693257968673519
fixed_ev_p0_5,N,Delphinium variegatum,50,0.013584475016253653
fixed_ev_p0_5,N,Draba aizoides,79,-0.025158096242958117
fixed_ev_p0_5,N,Draba nemorosa,61,0.0700162435083448
fixed_ev_p0_5,N,Erinus alpinus,68,-0.0018122327809202143
fixed_ev_p0_5,N,Eriogonum pyrolifolium,69,0.014417708598516434
fixed_ev_p0_5,N,Eucrypta chrysanthemifolia,50,0.1287150091912055
fixed_ev_p0_5,N,Euonymus americanus,58,-0.015811322040620336
fixed_ev_p0_5,N,Eupatorium rotundifolium,50,0.06652664981163754
fixed_ev_p0_5,N,Euphorbia cyathophora,40,0.06926274470435458
fixed_ev_p0_5,N,Evolvulus alsinoides,72,-0.014134416576910239
fixed_ev_p0_5,N,Evolvulus nummularius,67,-0.015042441444792942
fixed_ev_p0_5,N,Ficinia nodosa,52,-0.008513545290784345
fixed_ev_p0_5,N,Florestina tripteris,76,-0.0012190728831821705
fixed_ev_p0_5,N,Freesia leichtlinii,45,-0.0018655196458663252
fixed_ev_p0_5,N,Galium aparine,48,-0.06060882085724007
fixed_ev_p0_5,N,Genista hispanica,87,-0.027607499600320645
fixed_ev_p0_5,N,Gentiana pneumonanthe,54,-0.09697851368031614
fixed_ev_p0_5,N,Glandularia gooddingii,78,0.16565548816130096
fixed_ev_p0_5,N,Glycyrrhiza lepidota,48,0.016337287777377217
fixed_ev_p0_5,N,Gypsophila repens,85,0.04210052741476407
fixed_ev_p0_5,N,Hedera helix,46,0.010624011086545778
fixed_ev_p0_5,N,Helianthemum nummularium,62,0.08805820354843706
fixed_ev_p0_5,N,Helianthus maximiliani,60,-0.0675843467496353
fixed_ev_p0_5,N,Helichrysum arenarium,80,0.009017786581232916
fixed_ev_p0_5,N,Hypochaeris sessiliflora,60,0.09133881149262735
fixed_ev_p0_5,N,Ipomoea hederacea,60,-7.065620100228743e-07
fixed_ev_p0_5,N,Ixeris chinensis,77,0.11909860920845809
fixed_ev_p0_5,N,Kallstroemia grandiflora,55,0.02859909840534031
fixed_ev_p0_5,N,Lagenophora strangulata,55,-0.05665161590400931
fixed_ev_p0_5,N,Lantana achyranthifolia,71,0.1297207068982779
fixed_ev_p0_5,N,Linaria canadensis,62,0.04266210971165898
fixed_ev_p0_5,N,Linaria texana,64,0.19521597551126038
fixed_ev_p0_5,N,Linum narbonense,49,0.02441296818207503
fixed_ev_p0_5,N,Lithophragma parviflorum,72,0.08457254654155551
fixed_ev_p0_5,N,Lobelia siphilitica,54,-0.029204025072055006
fixed_ev_p0_5,N,Lomatium multifidum,51,0.05152968735118837
fixed_ev_p0_5,N,Lupinus latifolius,55,0.14420225369716214
fixed_ev_p0_5,N,Lupinus subcarnosus,61,0.03334880714086805
fixed_ev_p0_5,N,Lygodesmia aphylla,50,-0.0053455574725812015
fixed_ev_p0_5,N,Lygodesmia texana,45,0.024995997232872595
fixed_ev_p0_5,N,Maianthemum dilatatum,58,0.05295433851811925
fixed_ev_p0_5,N,Malva multiflora,48,-0.09532223679271203
fixed_ev_p0_5,N,Malva nicaeensis,53,-0.03712959381139407
fixed_ev_p0_5,N,Matthiola incana,57,-0.030247518301685202
fixed_ev_p0_5,N,Medicago arborea,56,-0.03500386661696815
fixed_ev_p0_5,N,Melampyrum cristatum,48,-0.013074286594523818
fixed_ev_p0_5,N,Mentha longifolia,77,-0.0051278477754301745
fixed_ev_p0_5,N,Mycelis muralis,59,-0.056425119849389416
fixed_ev_p0_5,N,Myoporum insulare,56,0.033423349951967385
fixed_ev_p0_5,N,Narcissus assoanus,76,0.02988484745208639
fixed_ev_p0_5,N,Narcissus deficiens,46,-0.007545284592721994
fixed_ev_p0_5,N,Narthecium ossifragum,51,-0.135966716563645
fixed_ev_p0_5,N,Nelumbo lutea,49,0.05207566439710101
fixed_ev_p0_5,N,Oenothera acaulis,60,0.05409380856518921
fixed_ev_p0_5,N,Opuntia cespitosa,55,0.0320128472163821
fixed_ev_p0_5,N,Packera sanguisorbae,65,-0.004881499463628181
fixed_ev_p0_5,N,Pancratium illyricum,44,0.08990349904628119
fixed_ev_p0_5,N,Pectocarya recurvata,43,-0.07591658413116206
fixed_ev_p0_5,N,Penstemon barbatus,54,0.007937218140654421
fixed_ev_p0_5,N,Penstemon heterophyllus,54,-0.08964755189062135
fixed_ev_p0_5,N,Persicaria attenuata,49,0.07466523477374824
fixed_ev_p0_5,N,Phacelia fremontii,66,0.10848505916056098
fixed_ev_p0_5,N,Pholisma arenarium,49,-0.06799576925077593
fixed_ev_p0_5,N,Pimpinella saxifraga,78,-0.030216025051691638
fixed_ev_p0_5,N,Pisum sativum,44,-0.027044436017693057
fixed_ev_p0_5,N,Platycodon grandiflorus,50,-0.04249823257198475
fixed_ev_p0_5,N,Praxelis clematidea,74,0.11020951840172509
fixed_ev_p0_5,N,Primula mistassinica,74,0.14704154526143312
fixed_ev_p0_5,N,Prospero autumnale,49,0.010372772981641541
fixed_ev_p0_5,N,Rhododendron lapponicum,61,0.14180928726959777
fixed_ev_p0_5,N,Rhus copallinum,42,0.007648528258567306
fixed_ev_p0_5,N,Ribes rubrum,44,-0.036339475896461235
fixed_ev_p0_5,N,Ricinocarpos pinifolius,76,0.10513796204578756
fixed_ev_p0_5,N,Robinia neomexicana,42,0.008512736768070366
fixed_ev_p0_5,N,Rosa californica,45,0.03694512987819072
fixed_ev_p0_5,N,Rudbeckia fulgida,53,0.012483773386806752
fixed_ev_p0_5,N,Russelia equisetiformis,41,0.030265740517961187
fixed_ev_p0_5,N,Salvia carduacea,55,0.02198594580574824
fixed_ev_p0_5,N,Sambucus ebulus,63,0.10130810896856711
fixed_ev_p0_5,N,Saxifraga tricuspidata,67,0.0808144900742227
fixed_ev_p0_5,N,Scaevola ramosissima,54,-0.027299971850409287
fixed_ev_p0_5,N,Senecio hispidulus,45,0.03484805548067765
fixed_ev_p0_5,N,Senecio pterophorus,74,0.018761832991333917
fixed_ev_p0_5,N,Senna armata,62,-0.07358115165722803
fixed_ev_p0_5,N,Senna septemtrionalis,62,0.02197623658731066
fixed_ev_p0_5,N,Silene colorata,64,0.06904849071885373
fixed_ev_p0_5,N,Silene nutans,53,-0.019459456554169793
fixed_ev_p0_5,N,Solanum carolinense,56,-0.056381818737090424
