species,photos,pairs,observed_rho,null_mean_rho,null_q025_rho,null_q975_rho,p_upper_exploratory,p_bh_exploratory,bh_detectable_0_05
Mitchella repens,49,1176,0.145742484176656,0.0028103579867293452,-0.10900848080563814,0.1363233561675335,0.021,0.23876470588235296,False
Moraea flaccida,51,1275,-0.0009845384145023,-0.001045580567936705,-0.07023279272584403,0.09646495933335904,0.461,0.7560734693877551,False
Muscari armeniacum,80,3160,0.0350051360863513,-0.002047907930950095,-0.09540967215241093,0.11386104228065921,0.244,0.6470492957746479,False
Muscari botryoides,65,2080,-0.0020151787451162,-0.0004086301018865445,-0.07847215048019945,0.10821697017276054,0.491,0.7560734693877551,False
Myosotis latifolia,76,2850,-0.0779532290817343,0.000445337973264839,-0.08996711785893786,0.11177289893042437,0.941,0.9781098591549295,False
Myosotis laxa,65,2080,-0.0703830847992308,-0.0009062754577731309,-0.07011530003180647,0.0863436914145707,0.979,0.9909999999999999,False
Myosotis sparsiflora,74,2701,0.1236184907163429,0.0006623267356829,-0.11137584219675818,0.129691537552852,0.032,0.288,False
Myrica gale,40,780,-0.0331889737845368,-0.0034270666392020904,-0.12187182070672994,0.14909090024044172,0.638,0.8289507042253521,False
Myrtus communis,67,2211,0.0150829644011537,-0.0016413363119889984,-0.09358118498787081,0.11805073173345342,0.353,0.6819738219895288,False
Nama hispida,61,1830,0.0652887999074655,0.002781132174182169,-0.07137015439657167,0.08704632511985004,0.069,0.40359375000000003,False
Navarretia heterodoxa,65,2080,0.004520258160335,0.0028383129256106996,-0.11320373810342574,0.1442159549031245,0.463,0.7560734693877551,False
Nelumbo nucifera,43,903,-0.002593295706634,0.0010122388188054765,-0.07886087568154627,0.11772147683165692,0.474,0.7560734693877551,False
Nicandra physalodes,45,990,0.0186125497724653,0.0005122865588065437,-0.06576897338905983,0.0954988090270966,0.291,0.66121387283237,False
Nicotiana longiflora,51,1275,0.0842893601671656,0.0033369564791439483,-0.17849289259891846,0.2070708253693188,0.229,0.6333582089552239,False
Ochna serrulata,59,1711,0.0118502881268169,-0.0005011216117771099,-0.08506418844937383,0.11502278908831076,0.349,0.6813809523809523,False
Odontites luteus,66,2145,-0.0944396881263646,-0.0008839120820275909,-0.11014788051726387,0.15063762239423084,0.94,0.9781098591549295,False
Olearia lirata,68,2278,0.1052469570365909,-0.0007306184674578667,-0.10661890021346933,0.13257574878222403,0.049,0.36162,False
Olsynium biflorum,47,1081,0.0356598234942695,-0.0012030715020738233,-0.09062496143769841,0.12721473869675504,0.247,0.6470492957746479,False
Omphalodes verna,62,1891,-0.042055945467454,-0.0003224606490176937,-0.06182043035774904,0.08529915061619697,0.888,0.9581052631578948,False
Oreomecon alpina,73,2628,0.3602882958612977,0.00373081859659673,-0.1400792856014206,0.16425632314529565,0.001,0.041,True
Ornithopus compressus,52,1326,0.0895887389772616,8.985571260072639e-05,-0.090136905862258,0.12128096543744392,0.077,0.4164428571428571,False
Oxalis violacea,50,1225,-3.6549693286776375e-05,-0.0017894811385519213,-0.08548962358189598,0.0933840433400113,0.455,0.7560734693877551,False
Oxytropis campestris,45,990,0.0809348233126851,0.003537079259769861,-0.07866832005560838,0.12468784368629177,0.077,0.4164428571428571,False
Papaver dubium,44,946,-0.0844049854192041,-0.0011343353921166584,-0.12508359404702815,0.1544264346553092,0.875,0.9479296187683285,False
Parthenium confertum,82,3321,-0.0420626241610061,0.0019429831275202425,-0.08745211264223268,0.10693580732649363,0.812,0.9213680981595092,False
Passiflora mixta,41,820,0.2756552539090194,0.0009990937572807814,-0.17707083326940132,0.22452657084159414,0.006,0.13023529411764706,False
Pectis multiseta,82,3321,0.0222132281357455,0.0008823817174316059,-0.06646667225933268,0.08386523703973527,0.28,0.66121387283237,False
Pectis papposa,79,3081,0.0286546876292991,0.002082432036755188,-0.08697970412252184,0.1167717426165551,0.278,0.66121387283237,False
Penstemon speciosus,60,1770,-4.045097322298678e-05,-0.002470367781321634,-0.09008325147876657,0.0974238660558073,0.449,0.7560734693877551,False
Pentanema squarrosum,42,861,-0.044258109322273,-0.0018487254427627074,-0.10242378366041095,0.12935439110309105,0.745,0.8954560260586318,False
Persicaria nepalensis,61,1830,0.0462394347280438,0.0008089756126545484,-0.044481910984211434,0.0704930835624425,0.067,0.40359375000000003,False
Persicaria pensylvanica,72,2556,0.0914112673677708,0.000839098527436299,-0.11621379699759567,0.13127791462022348,0.096,0.425435294117647,False
Phlomoides tuberosa,63,1953,0.0268611972782782,5.315437885517838e-05,-0.09339033023381546,0.11779736192828905,0.31,0.66121387283237,False
Phlox diffusa,78,3003,0.0690531614119173,-0.0005359542419167975,-0.04976232003783985,0.062320886646546954,0.017,0.2240357142857143,False
Phlox longifolia,71,2485,0.0515831089388633,0.0005064482557029668,-0.06412080021491007,0.08453787614670179,0.1,0.4283793103448276,False
Phlox roemeriana,63,1953,0.1075257943477861,-0.0008414327690813026,-0.12672980206763568,0.15614552982749166,0.083,0.41692207792207786,False
Pimelea serpyllifolia,53,1378,0.1749094560933512,-0.0032117384976122405,-0.1320737732002581,0.1693262895249572,0.023,0.24248571428571428,False
Pinguicula vulgaris,56,1540,0.0567773500045777,0.0027061279932444064,-0.07513765913745422,0.0923712770083889,0.123,0.4449705882352941,False
Piqueria trinervia,69,2346,-0.0152849628448943,-0.004007503361552084,-0.08488053638858896,0.09975475802367408,0.574,0.7932808988764044,False
Pittosporum revolutum,41,820,-0.0437249078115508,-0.0008311601600626343,-0.08367353999888999,0.1302381865345511,0.792,0.913275,False
Plantago media,52,1326,-0.0289204136131399,-0.004110862547562411,-0.12724545668913104,0.14807980762518005,0.583,0.7936213235294117,False
Polycalymma stuartii,76,2850,0.0138955547392107,-0.0016175620143183069,-0.08479220309440541,0.1135620332972323,0.352,0.6819738219895288,False
Polygala comosa,43,903,-0.0065245041627816,0.0021301861048571994,-0.12549208229565023,0.16775524005657674,0.508,0.758664,False
Portulaca suffrutescens,58,1653,0.0758892945074444,-0.0011716351119042026,-0.14930766584531294,0.1731518009913578,0.194,0.588,False
Potentilla concinna,82,3321,-0.028449482477481,-0.0011940178017157245,-0.11185549864828498,0.12984374274801125,0.655,0.8392187500000001,False
Potentilla indica,45,990,0.0510194964362691,0.003959533320299578,-0.15627209175651485,0.21082247202798546,0.298,0.66121387283237,False
Potentilla simplex,75,2775,0.1350999641531965,0.0019290239290704783,-0.08249272222876,0.10728207215875055,0.008,0.15536842105263157,False
Primula elatior,58,1653,0.0118165717198231,0.0017448847211290856,-0.09428288806223509,0.1140720009284431,0.41,0.7501267605633802,False
Prunus mahaleb,52,1326,0.0564998770197883,0.002218744031600386,-0.12566603386919417,0.1687091810405753,0.245,0.6470492957746479,False
Pseudo-fumaria lutea,68,2278,-0.0924147626143919,-0.0009016951147616821,-0.09472474239141672,0.12454446760391318,0.969,0.9897762430939225,False
Pseudognaphalium affine,82,3321,-0.0481833633839168,0.0004859965699176795,-0.061478694439993674,0.08743681963348372,0.92,0.9699428571428572,False
Pulmonaria obscura,47,1081,0.0048705501341436,-0.002091027147962891,-0.11356019239695182,0.13128496535217124,0.425,0.7501267605633802,False
Pultenaea villosa,65,2080,0.0252033991649782,-0.0006986277922958733,-0.07077438004583975,0.10568193484860282,0.253,0.650875,False
Purshia stansburyana,48,1128,0.1308186828062827,-0.0005519676552339783,-0.12789825335443206,0.16216634874809624,0.056,0.37570909090909094,False
Pycnanthemum virginianum,85,3570,-0.0423683183221087,0.000596369956964387,-0.07415313014922391,0.08966453193244939,0.838,0.9325030120481927,False
Pyrola elliptica,44,946,0.0685497355915716,-0.0010527979015469704,-0.09852526022289729,0.12849670117294573,0.132,0.46388571428571435,False
Ranunculus kuepferi,79,3081,0.0601795587338429,-0.0013219800465465333,-0.11045764762266862,0.12398927213136289,0.151,0.5159166666666667,False
Ranunculus lyallii,70,2415,0.0669423589179936,0.0002544238220818701,-0.06849849397020664,0.08990022518539703,0.079,0.4164428571428571,False
Ranunculus trichophyllus,74,2701,-0.0013295006168879,-0.00019309016456067066,-0.053850103401313555,0.08762607842727077,0.464,0.7560734693877551,False
Ranunculus uncinatus,44,946,-0.1466813222707451,-0.0014151293780117597,-0.1363407984723056,0.17431762970771097,0.986,0.9909999999999999,False
Rhododendron canadense,45,990,-0.0159739150655374,-0.0004778272118612178,-0.10101110132133524,0.13480903645262543,0.568,0.78793984962406,False
Rhododendron catawbiense,48,1128,0.0589711287419964,0.0043589777136318515,-0.11575754588880728,0.15069527773828165,0.213,0.6140390625,False
Rhododendron pseudochrysanthum,50,1225,-0.0079436015841899,0.0019444005739078446,-0.09532431439133561,0.11764290675487156,0.556,0.78793984962406,False
Rhododendron tomentosum,61,1830,0.0102309181242581,-0.00326101226664391,-0.09027349409413671,0.09945997842726277,0.372,0.7003469387755102,False
Rhynchospora colorata,51,1275,0.0055901039923096,-0.0011220769207395647,-0.09399649450271054,0.1330139705560613,0.414,0.7501267605633802,False
Rorippa palustris,63,1953,0.1487842339382076,0.0013256728184714052,-0.0918143142321234,0.13235188592751504,0.017,0.2240357142857143,False
Rosa blanda,50,1225,0.0349773906299877,-0.00011841215706121778,-0.10850902742826324,0.12408002483211869,0.276,0.66121387283237,False
Rosa multiflora,71,2485,0.002661443806738,0.0048262479327515154,-0.11026812352343837,0.136300805560136,0.497,0.7560734693877551,False
Rubus chamaemorus,58,1653,0.0260203967389201,0.00044258512084107787,-0.06353056128434802,0.07983904382237464,0.226,0.6333582089552239,False
Rubus odoratus,50,1225,0.1197375393876963,0.001964549106583736,-0.11803760068464572,0.16097267944698265,0.058,0.3821785714285714,False
Rubus trivialis,61,1830,-0.0201410564888419,0.002262798352197715,-0.06828475366939654,0.08356574464877094,0.695,0.8520099667774086,False
Rudbeckia triloba,75,2775,0.0625779548263717,-0.0031720703996945565,-0.09434998276225909,0.11342330113094892,0.109,0.43434375000000003,False
Sagittaria lancifolia,59,1711,-0.1239314533459174,0.0019295925335125216,-0.1390115766168372,0.16644078074137897,0.951,0.9822821229050279,False
Sagittaria latifolia,68,2278,-0.0227790790743755,7.902449111271767e-05,-0.11024739552302576,0.13838366741961475,0.604,0.8075217391304348,False
Sairocarpus pusillus,43,903,-0.0335913039119058,0.0025673246663714456,-0.14611066034292475,0.20668107417256584,0.637,0.8289507042253521,False
Salvia amarissima,49,1176,-0.1025253494528125,-0.00214045679741758,-0.11550577562107449,0.1423116481776966,0.953,0.9822821229050279,False
Salvia hispanica,61,1830,-0.0179171907827264,0.0024009649333928307,-0.11321101563504304,0.13628136605248567,0.584,0.7936213235294117,False
Salvia lavanduloides,47,1081,0.0269029421918083,-0.0017732810871794093,-0.10026181847855054,0.11843257832548564,0.294,0.66121387283237,False
Salvia polystachia,43,903,-0.0509437730962786,0.0009610237864069118,-0.11290926457426641,0.168828094325223,0.772,0.9101214057507987,False
Salvia prunelloides,48,1128,-0.0454785618293943,-0.0034431669983129155,-0.09257571665536736,0.1110307822308487,0.78,0.9103542319749217,False
Salvia verticillata,44,946,-0.0421699800567001,-0.0016374246245443509,-0.08444966061223233,0.10792165271458738,0.787,0.9103542319749217,False
Sambucus mexicana,46,1035,-0.0679880861194459,-0.0010199655423047153,-0.12090370414144692,0.16062842213165976,0.823,0.9281250000000001,False
Sanguinaria canadensis,68,2278,-0.0035931220080824,-0.0015674762199430754,-0.09376543749519668,0.10604930201781522,0.491,0.7560734693877551,False
Satureja montana,60,1770,0.0651646234480904,-0.0011427886524625834,-0.08849914208740615,0.10307970546269399,0.103,0.43189772727272724,False
Saxifraga granulata,69,2346,0.0131155978521174,0.002845679410382949,-0.08002697797890528,0.09134591429067487,0.392,0.7305454545454545,False
Saxifraga tridactylites,52,1326,-0.0788731628483825,0.0019448759869309118,-0.11771229295784359,0.15147830809853152,0.876,0.9479296187683285,False
Scilla bifolia,51,1275,0.0193927486596278,0.00048466853450916664,-0.106481773804289,0.15701092648296347,0.344,0.6788021390374331,False
Scilla luciliae,59,1711,0.0182099464619862,0.0002200207991889589,-0.0668229398300341,0.08234359890656683,0.306,0.66121387283237,False
Scilla verna,63,1953,0.2044366746648321,0.0013147919581765332,-0.054478036870380254,0.07127047670893542,0.001,0.041,True
Senecio mohavensis,66,2145,0.1407964404064005,-0.001288866630113224,-0.09594613829091665,0.12060696400905889,0.016,0.2240357142857143,False
Senecio ovatus,43,903,-0.0098516102118407,0.0005537036842146304,-0.12016509741271213,0.15101080500922776,0.521,0.7659322709163346,False
Senecio triangularis,58,1653,0.114870059018694,0.003613923523042077,-0.1300952650117308,0.1612245655726655,0.087,0.41692207792207786,False
Senecio vernalis,82,3321,-0.0043697505655796,0.002810077231777684,-0.11021935560819786,0.15154659484678673,0.514,0.758664,False
Senegalia berlandieri,71,2485,-0.0678791463437779,-0.00206058313949816,-0.08394776070306739,0.08748898289054571,0.939,0.9781098591549295,False
Senna artemisioides,75,2775,-0.0721167118166737,0.0017350975575384487,-0.09136267252694606,0.11934225716978476,0.917,0.9699428571428572,False
Senna hebecarpa,47,1081,0.0746517200213768,0.0014497931256616345,-0.08595054219765674,0.1087133771893503,0.083,0.41692207792207786,False
Sericocarpus linifolius,52,1326,-0.0157816005261738,0.0002252232226630655,-0.06911924769951729,0.09625705392683888,0.585,0.7936213235294117,False
Sesbania drummondii,44,946,0.0208724094040625,0.0006008395839800924,-0.10960024070050015,0.13224262614698964,0.357,0.6825544041450777,False
Sidalcea candida,53,1378,-0.049165835815751,-0.0002456587778113272,-0.11705878310384296,0.13330238839740402,0.76,0.9046451612903226,False
Sideranthus spinulosus,86,3655,0.0810871495024703,0.0017066946714769055,-0.06547377317916736,0.07701234095833218,0.022,0.23876470588235296,False
Sisymbrium irio,65,2080,-0.0239144978573138,0.0013626427409864897,-0.07042948615269606,0.09846847543507788,0.686,0.8515384615384615,False
Sixalix atropurpurea,49,1176,0.0333964379511634,-0.0004613202050920366,-0.09310424067311264,0.13132312181185848,0.242,0.6470492957746479,False
Solanum crispum,51,1275,0.2042913157546597,-0.0011559233929561322,-0.12105614958787951,0.15183616586253498,0.007,0.14350000000000002,False
Solanum elaeagnifolium,53,1378,0.001642179239547,0.000754979628696645,-0.11130769150284962,0.15077316262012327,0.446,0.7560734693877551,False
Solanum furcatum,48,1128,-0.0590587607223899,0.0010377454454484842,-0.10399507211389723,0.15372450357839648,0.828,0.9286686930091185,False
Solanum laxum,48,1128,0.0400373308578754,-0.000652634580803635,-0.049689893737836575,0.06957689049568747,0.085,0.41692207792207786,False
Solanum lycopersicum,46,1035,0.0117993589778973,0.004011346647877723,-0.09425113214659922,0.13306106237188559,0.415,0.7501267605633802,False
Solanum pseudocapsicum,54,1431,-0.0015988222381482,-0.000415473202950509,-0.03331691075929553,0.06428841645456614,0.433,0.7501267605633802,False
Solidago ptarmicoides,78,3003,-0.0371859887965883,0.0012142536797649115,-0.0649102972652031,0.07833643031196635,0.853,0.9406746268656716,False
Solidago uliginosa,50,1225,-0.1338028420016451,0.0011123947239137346,-0.13953226182838296,0.1760183619867698,0.966,0.9897762430939225,False
Solidago virgaurea,63,1953,0.0212959644820728,0.0004067194657000292,-0.09815979972638549,0.1274167138119226,0.335,0.6681891891891892,False
Sparaxis tricolor,52,1326,0.0039721652610095,-6.687244841059321e-05,-0.06646384471459535,0.08736979534292454,0.426,0.7501267605633802,False
Sphaeralcea ambigua,52,1326,-0.0006451690522726,0.0002571660489389048,-0.11683869737867172,0.15144122089529977,0.466,0.7560734693877551,False
Sphaeralcea coccinea,57,1596,0.0179266493308134,-0.000336233370268372,-0.07881033316070879,0.08439989752039219,0.31,0.66121387283237,False
Stachys palustris,43,903,-0.0523727460929735,-0.0021104461920849883,-0.09809993984300895,0.1148220994542128,0.814,0.9213680981595092,False
Stevia serrata,68,2278,-0.0138859779924663,-0.00015089969261366991,-0.11810388823913089,0.15614913537063724,0.565,0.78793984962406,False
Streptosolen jamesonii,60,1770,0.0998456430463405,0.0007800731490845352,-0.09671953741052557,0.1302685398747564,0.063,0.3940169491525424,False
Stypandra glauca,57,1596,0.1022454112090192,-0.0007592958393404282,-0.07239679813065482,0.09691805198598216,0.022,0.23876470588235296,False
Symphyotrichum puniceum,62,1891,0.0815629107759517,-0.0051960391619076726,-0.12489699566329379,0.15083074925640064,0.111,0.43434375000000003,False
Symphyotrichum subulatum,68,2278,0.0399482152700162,0.0011284637590649683,-0.059130978646788866,0.06958764158671804,0.113,0.43434375000000003,False
Symphytum officinale,46,1035,-0.1293093518810447,-0.002592277239542443,-0.11346800685376077,0.1363671214735044,0.989,0.9909999999999999,False
Symplocos tinctoria,45,990,0.0118079784580821,-0.0004473195108698881,-0.06133707272057573,0.0913355537027227,0.335,0.6681891891891892,False
Talinum fruticosum,48,1128,-0.0460709416730052,-0.001258103463872462,-0.12684278908995036,0.15923322866738165,0.707,0.8581677631578947,False
Talinum paniculatum,45,990,0.0189261091033258,0.0008308192492987479,-0.08005221735948932,0.10899343965468904,0.327,0.6666464088397791,False
Tanacetum vulgare,85,3570,0.000273428332664,-0.0017734078461040693,-0.060067269257846174,0.06982537291868972,0.447,0.7560734693877551,False
Taraxacum erythrospermum,75,2775,-0.0122319610888144,0.002970160897178127,-0.07213780194543902,0.10750142778738277,0.59,0.79704,False
Telekia speciosa,62,1891,0.0395969334148915,-0.003940527366488254,-0.13724900366195916,0.17233728988373928,0.279,0.66121387283237,False
Tetratheca thymifolia,48,1128,-0.046666716442036,0.0029577472195215417,-0.10214227950451256,0.13837460587961423,0.767,0.9100418006430869,False
Thysanocarpus curvipes,59,1711,0.059064592608862,-0.0015602988278851095,-0.0848782628036194,0.11128960453702293,0.128,0.4585631067961165,False
Tiarella stolonifera,54,1431,0.0366795247184194,-9.791678941364036e-05,-0.10567253646953922,0.1150288569971109,0.27,0.66121387283237,False
Tinantia erecta,45,990,0.060721367448749,-0.0004989852203926097,-0.10332350717693418,0.1405803971503558,0.182,0.578948275862069,False
Tithonia tubaeformis,48,1128,-0.1678802714252981,0.002110375530640527,-0.16384169759959524,0.21782417473101517,0.978,0.9909999999999999,False
Trachymene composita,60,1770,0.1073698335209008,-0.0030369180906165806,-0.14837507932018196,0.16430191388069462,0.089,0.42037974683544305,False
Tragopogon porrifolius,44,946,-0.0295858635454725,-0.0013609876398869047,-0.07894802986751122,0.10722086379737149,0.69,0.8515384615384615,False
Trifolium incarnatum,52,1326,-0.0099739698855142,0.0013213743932438005,-0.09187772543675338,0.11950181710259385,0.544,0.7810739299610896,False
Trifolium repens,72,2556,0.0150045759691234,-0.0011485719998687593,-0.07842247987728951,0.10619315051966392,0.331,0.6681891891891892,False
Tripolium pannonicum,70,2415,0.0401695772780345,-0.0003032963311819396,-0.1019553883487916,0.12568569621349307,0.234,0.6396000000000001,False
Triteleia laxa,61,1830,0.2121504166093951,0.0008140051778342957,-0.10602698271683994,0.13970853939424635,0.003,0.09225,False
Trixis inula,83,3403,0.083535316072448,-0.001639039371581177,-0.09962721913403175,0.12687222083762922,0.086,0.41692207792207786,False
Trollius albiflorus,62,1891,0.0225632822228692,-0.0005308658962509541,-0.053540801192775586,0.06086682491359467,0.229,0.6333582089552239,False
Turnera subulata,60,1770,0.0528958936701699,0.0013666669532310738,-0.09965660291740214,0.14585315987261674,0.196,0.588,False
Verbascum thapsus,52,1326,-0.0189245719867226,-0.002286472980594137,-0.1191635315130117,0.15837831338060077,0.566,0.78793984962406,False
Verbena rigida,64,2016,-0.0254310943533199,-0.0006162918980581682,-0.04080045515575359,0.060565960413526125,0.843,0.9341351351351351,False
Veronica cymbalaria,52,1326,0.0120799547171354,-0.0007404358305928177,-0.1408766461071846,0.15869043871309024,0.417,0.7501267605633802,False
Veronica longifolia,43,903,0.0068938034192352,0.0030054967510732304,-0.1224127017953159,0.17943024654131512,0.445,0.7560734693877551,False
Veronica officinalis,66,2145,-0.0121922414438455,-0.0023040765069145684,-0.07994884669173985,0.10181541682596622,0.553,0.787864864864865,False
Veronica polita,44,946,0.0726572151684501,0.003225338047938457,-0.07922257725848009,0.11888179347917562,0.105,0.43434375000000003,False
Veronica prostrata,73,2628,0.0291570141489858,-0.0012943125605458235,-0.07087545548336656,0.08972706766318313,0.204,0.5974285714285714,False
Veronica spicata,51,1275,0.2306796593727918,-0.0016170354854794134,-0.10069077228190523,0.12399029281353233,0.003,0.09225,False
Vicia lathyroides,42,861,0.0321374754628291,0.0033227408764519234,-0.11158513366589139,0.14987299799152876,0.312,0.6616551724137931,False
Viminaria juncea,54,1431,0.058078839444247,0.0020244554100834066,-0.05534536823524271,0.0744092019768493,0.055,0.37570909090909094,False
Vincetoxicum hirundinaria,62,1891,0.0293800989101863,-0.0027011476704500996,-0.08862786575218777,0.11167480545532006,0.249,0.6470492957746479,False
Viola blanda,50,1225,-0.0625741112163584,-0.0005163068396236106,-0.1000090009909873,0.13356747154202442,0.854,0.9406746268656716,False
Viola cucullata,60,1770,0.0315043032028801,-0.0007942366117821298,-0.09333152078493216,0.11478062569448513,0.254,0.650875,False
Viola hirta,65,2080,0.076476010774425,0.00013719414381489536,-0.0844493113672594,0.10493363849562785,0.078,0.4164428571428571,False
Viola lutea,71,2485,0.2739351542932551,-7.759237461764769e-05,-0.03532590696158473,0.05305787785582281,0.001,0.041,True
Viola mirabilis,42,861,-0.0341104698634378,-0.0014174802487805103,-0.1065193972668773,0.1404075459332262,0.671,0.8504691780821918,False
Viola pedunculata,73,2628,0.0072818804502398,0.00024109340714189575,-0.03400260361776605,0.05084154011017169,0.326,0.6666464088397791,False
Viola rostrata,47,1081,0.0907887484660548,-0.00028926108132869857,-0.07766043038050195,0.08834148017560532,0.026,0.2524736842105263,False
Viola tricolor,55,1485,0.0295767292262886,0.0020576567452934183,-0.09212006315068856,0.10982437497267715,0.288,0.66121387283237,False
Viscaria vulgaris,60,1770,0.0295369457478872,0.0014012090179341366,-0.09996865284912565,0.12403635229472651,0.293,0.66121387283237,False
Vitex agnus-castus,52,1326,0.04715497134397,-0.0006878947113986911,-0.05382602742519838,0.07751098448442008,0.086,0.41692207792207786,False
Whipplea modesta,62,1891,-0.0583838617672301,-0.0009730510395896836,-0.05363376464581767,0.07320032758092271,0.991,0.9909999999999999,False
Wyethia angustifolia,64,2016,0.1363766322603012,-0.001971558122086017,-0.13197092859725876,0.1678644937728456,0.046,0.3464081632653061,False
Zanthoxylum americanum,56,1540,-0.0407358303597929,-0.0009214423514648782,-0.08399347170684987,0.10331900648783056,0.784,0.9103542319749217,False
Zephyranthes atamasco,50,1225,0.0088990767595782,0.0017017687711022172,-0.09893837894048318,0.1371651734103102,0.412,0.7501267605633802,False
