stage,photo_id,inclusions
calibration,170822711,41
calibration,170837469,56
calibration,170843271,36
calibration,170876532,41
calibration,170894520,32
calibration,170903135,56
calibration,170971220,46
calibration,170985554,40
calibration,171065619,51
calibration,171104854,63
calibration,171107952,28
calibration,171110249,38
calibration,171118421,66
calibration,171124035,42
calibration,171145592,42
calibration,171225834,70
calibration,171302969,42
calibration,171337344,63
calibration,171386682,65
calibration,171418869,49
calibration,171456118,50
calibration,171511515,66
calibration,171553456,76
calibration,171600108,27
calibration,171604677,74
calibration,171615457,41
calibration,171641897,64
calibration,171644008,68
calibration,171646829,34
calibration,171689339,55
calibration,171701899,71
calibration,171751980,56
calibration,171772816,28
calibration,171801096,43
calibration,171820636,47
calibration,171880574,35
calibration,171882342,37
calibration,171882791,51
calibration,171886331,61
calibration,171886910,36
calibration,171887565,40
calibration,171891288,62
calibration,171939735,41
calibration,171960844,68
calibration,171972325,31
calibration,171991790,35
calibration,171991880,38
calibration,172010201,60
calibration,172018465,61
calibration,172020218,16
calibration,172037400,52
calibration,172050682,37
calibration,172195825,32
calibration,172256487,34
calibration,172320096,35
calibration,172329272,40
calibration,172365559,38
calibration,172408310,37
calibration,172423843,30
calibration,172455044,54
calibration,172458480,31
calibration,172495955,53
calibration,172521815,38
calibration,172554499,55
calibration,172576406,28
calibration,172586579,46
calibration,172593672,48
calibration,172661641,56
calibration,172688006,39
calibration,172782920,45
calibration,172789066,63
calibration,172810488,66
calibration,172854110,47
calibration,172913700,59
calibration,172929358,69
calibration,172950705,60
calibration,172996493,36
calibration,173026477,50
calibration,173134387,62
calibration,173166271,52
calibration,173199538,37
calibration,173229752,63
calibration,173262755,35
calibration,173298637,36
calibration,173422363,71
calibration,173464249,42
calibration,173467770,72
calibration,173474242,77
calibration,173542843,30
calibration,173572188,45
calibration,173594031,43
calibration,173606864,40
calibration,173608980,64
calibration,173641324,49
calibration,173771782,40
calibration,173776680,43
calibration,173793173,38
calibration,173795054,59
calibration,173844805,55
calibration,173869574,58
calibration,173921102,55
calibration,173930165,40
calibration,174004275,68
calibration,174004673,53
calibration,174045722,48
calibration,174090283,60
calibration,174118717,49
calibration,174188428,36
calibration,174233532,34
calibration,174377639,58
calibration,174399072,52
calibration,174473209,34
calibration,174519736,45
calibration,174527847,35
calibration,174587162,31
calibration,174587420,51
calibration,174611785,29
calibration,174751430,37
calibration,174758054,30
calibration,174789703,60
calibration,174862860,43
calibration,174868556,43
calibration,174908836,29
calibration,174924398,56
calibration,174958835,44
calibration,174960022,57
calibration,174979414,38
calibration,174988657,44
calibration,174995105,55
calibration,174995193,39
calibration,175007500,59
calibration,175013196,59
calibration,175023042,38
calibration,175084739,51
calibration,175099901,35
calibration,175146772,47
calibration,175219440,57
calibration,175223334,60
calibration,175292185,41
calibration,175300536,31
calibration,175302525,24
calibration,175347792,48
calibration,175370609,50
calibration,175457323,34
calibration,175459646,49
calibration,175536916,40
calibration,175562326,60
calibration,175574196,46
calibration,175640909,48
calibration,175668019,48
calibration,175674305,57
calibration,175747436,45
calibration,175826538,39
calibration,175833021,30
calibration,175834847,58
calibration,175840844,61
calibration,175867552,48
calibration,175889172,53
calibration,175891545,64
calibration,175900733,22
calibration,175946044,38
calibration,175959373,49
calibration,175989993,38
calibration,175991407,58
calibration,176008706,48
calibration,176041089,36
calibration,176045860,42
calibration,176090824,33
calibration,176105331,37
calibration,176106777,60
calibration,176204824,43
calibration,176352111,43
calibration,176353592,62
calibration,176366909,61
calibration,176380161,38
calibration,176543028,38
calibration,176623589,27
calibration,176665025,51
calibration,176698457,60
calibration,176735315,37
calibration,176747191,61
calibration,176773012,39
calibration,176784077,51
calibration,176796808,46
calibration,176833305,63
calibration,176840096,24
calibration,176890543,46
calibration,176913920,69
calibration,176968116,49
calibration,176978950,47
calibration,176985586,34
calibration,177010651,35
calibration,177010757,64
calibration,177076408,47
calibration,177115211,74
calibration,177175289,53
calibration,177212476,60
calibration,177298800,35
calibration,177472903,54
calibration,177473697,39
calibration,177521301,56
calibration,177533149,57
calibration,177629965,56
calibration,177650236,48
calibration,177726983,44
calibration,177774930,61
calibration,177777735,28
calibration,177831455,57
calibration,177979935,43
calibration,178033770,26
calibration,178097385,44
calibration,178097695,50
calibration,178138817,54
calibration,178217616,29
calibration,178238891,53
calibration,178242387,33
calibration,178243566,27
calibration,178269545,36
calibration,178298641,28
calibration,178365421,29
calibration,178366672,51
calibration,178432677,36
calibration,178432688,48
calibration,178441399,68
calibration,178463840,24
calibration,178631590,38
calibration,178651670,33
calibration,178673304,67
calibration,178673438,57
calibration,178674976,44
calibration,178809719,61
calibration,178816188,64
calibration,178882455,54
calibration,178940994,58
calibration,179003918,65
calibration,179006229,49
calibration,179058478,38
calibration,179059948,57
calibration,179095622,60
calibration,179097560,47
calibration,179164245,37
calibration,179246097,48
calibration,179424639,36
calibration,179443341,43
calibration,179443361,51
calibration,179496480,39
calibration,179501661,41
calibration,179671245,32
calibration,179696015,48
calibration,179696080,60
calibration,179723972,32
calibration,179751118,60
calibration,179756736,31
calibration,179781834,69
calibration,179796148,47
calibration,179798279,37
calibration,179817983,33
calibration,179849418,66
calibration,179948083,42
calibration,179950069,63
calibration,179954160,44
calibration,179992726,49
calibration,180123623,44
calibration,180132547,43
calibration,180190144,44
calibration,180256327,50
calibration,180397957,33
calibration,180437113,54
calibration,180464786,56
calibration,180475818,49
calibration,180483255,43
calibration,180497484,50
calibration,180574893,30
calibration,180614271,39
calibration,180640770,48
calibration,180652345,59
calibration,180658637,54
calibration,180694787,40
calibration,180772667,45
calibration,180798164,57
calibration,180825402,47
calibration,180851006,62
calibration,180883534,38
calibration,180885498,29
calibration,180957929,35
calibration,181028121,52
calibration,181141266,66
calibration,181190590,31
calibration,181320845,47
calibration,181366206,52
calibration,181368086,60
calibration,181390851,42
calibration,181448774,39
calibration,181512954,44
calibration,181533026,46
calibration,181584963,26
calibration,181613805,51
calibration,181614828,60
calibration,181707108,65
calibration,181755689,34
calibration,181776075,46
calibration,181791191,45
calibration,181796819,44
calibration,181816524,70
calibration,181948901,64
calibration,181962004,39
calibration,182009763,53
calibration,182017849,57
calibration,182050297,62
calibration,182051481,43
calibration,182110728,42
calibration,182155334,39
calibration,182173814,43
calibration,182178860,35
calibration,182180421,45
calibration,182187354,47
calibration,182250719,37
calibration,182274812,36
calibration,182285883,58
calibration,182367041,63
calibration,182431133,35
calibration,182437505,31
calibration,182442302,31
calibration,182519729,61
calibration,182526003,36
calibration,182549044,28
calibration,182553419,30
calibration,182575868,77
calibration,182581900,64
calibration,182588145,53
calibration,182697784,53
calibration,182730666,52
calibration,182731329,52
calibration,182750841,54
calibration,182751545,58
calibration,182793139,59
calibration,182806762,40
calibration,182818281,56
calibration,182863153,68
calibration,182865816,50
calibration,182943778,54
calibration,182953600,32
calibration,182966552,66
calibration,182980063,57
calibration,182986933,35
calibration,183040477,53
calibration,183043354,48
calibration,183052314,39
calibration,183061423,56
calibration,183070034,50
calibration,183079793,58
calibration,183123571,37
calibration,183164614,60
calibration,183178913,36
calibration,183207030,43
calibration,183222646,63
calibration,183311821,58
calibration,183331799,45
calibration,183356422,53
calibration,183359000,53
calibration,183373221,60
calibration,183376049,57
calibration,183405174,40
calibration,183427769,35
calibration,183479225,49
calibration,183484708,62
calibration,183535032,58
calibration,183535585,54
calibration,183537954,41
calibration,183539893,53
calibration,183546915,54
calibration,183571629,38
calibration,183573809,34
calibration,183601347,52
calibration,183668322,36
calibration,183748226,54
calibration,183761469,57
calibration,183780767,49
calibration,183794296,54
calibration,183897461,36
calibration,183920654,35
calibration,183927179,39
calibration,183968730,35
calibration,183987646,72
calibration,184012078,43
calibration,184017373,51
calibration,184043262,30
calibration,184057490,28
calibration,184069559,41
calibration,184071384,35
calibration,184109275,56
calibration,184133099,24
calibration,184146064,56
calibration,184181169,52
calibration,184184990,32
calibration,184265912,49
calibration,184324327,56
calibration,184332902,79
calibration,184334795,59
calibration,184349771,23
calibration,184418797,54
calibration,184440191,54
calibration,184454033,55
calibration,184455242,45
calibration,184468012,54
calibration,184489054,37
calibration,184627247,66
calibration,184634538,42
calibration,184672044,28
calibration,184693370,53
calibration,184721650,38
calibration,184752370,53
calibration,184758638,36
calibration,184765519,56
calibration,184788872,46
calibration,184797318,44
calibration,184873252,42
calibration,184889282,38
calibration,184898158,44
calibration,184899501,48
calibration,184913518,37
calibration,184915340,56
calibration,184917434,59
calibration,184919752,32
calibration,184946870,61
calibration,184963427,36
calibration,184984080,50
calibration,185017883,65
calibration,185019961,39
calibration,185063999,53
calibration,185070377,52
calibration,185176343,32
calibration,185199423,57
calibration,185232467,35
calibration,185251794,49
calibration,185273101,56
calibration,185276101,44
calibration,185282613,51
calibration,185286249,54
calibration,185330681,55
calibration,185353000,42
calibration,185366086,50
calibration,185386966,59
calibration,185392914,44
calibration,185412098,40
calibration,185419804,52
calibration,185444917,59
calibration,185461495,38
calibration,185518473,39
calibration,185524024,40
calibration,185534422,43
calibration,185574056,35
calibration,185574901,47
calibration,185645915,38
calibration,185651829,60
calibration,185658705,28
calibration,185665436,61
calibration,185695839,53
calibration,185723845,46
calibration,185760263,43
calibration,185791920,31
calibration,185821540,45
calibration,185821693,41
calibration,185848278,45
calibration,185872824,40
calibration,185878757,57
calibration,185895542,78
calibration,185916754,56
calibration,185939593,43
calibration,185953194,26
calibration,185956993,53
calibration,185998801,42
calibration,186012971,60
calibration,186033149,47
calibration,186040190,38
calibration,186064862,41
calibration,186118397,65
calibration,186138772,62
calibration,186148683,53
calibration,186204969,56
calibration,186215272,66
calibration,186218509,60
calibration,186255289,37
calibration,186261421,32
calibration,186283016,37
calibration,186297790,54
calibration,186358667,50
calibration,186375562,45
calibration,186391426,44
calibration,186394385,50
calibration,186401000,50
calibration,186401019,30
calibration,186407329,45
calibration,186411215,51
calibration,186412768,32
calibration,186443688,59
calibration,186453965,49
calibration,186475416,58
calibration,186497722,64
calibration,186540836,45
calibration,186556686,49
calibration,186571591,38
calibration,186608550,68
calibration,186622986,38
calibration,186650509,66
calibration,186654052,54
calibration,186721402,39
calibration,186733104,41
calibration,186747136,40
calibration,186792487,49
calibration,186806293,38
calibration,186811987,63
calibration,186824292,45
calibration,186830375,57
calibration,186837721,76
calibration,186854850,49
calibration,186907264,38
calibration,186939724,52
calibration,186945801,47
calibration,186967997,51
calibration,186970829,45
calibration,187031288,37
calibration,187081339,45
calibration,187146896,32
calibration,187158205,54
calibration,187171811,54
calibration,187208379,46
calibration,187213352,47
calibration,187225190,49
calibration,187278015,54
calibration,187301063,40
calibration,187303840,45
calibration,187320920,60
calibration,187340328,40
calibration,187360436,51
calibration,187411133,58
calibration,187440294,32
calibration,187454145,27
calibration,187460737,55
calibration,187469117,31
calibration,187471505,70
calibration,187478664,37
calibration,187518822,50
calibration,187594383,64
calibration,187613604,26
calibration,187626350,67
calibration,187634634,39
calibration,187675185,49
calibration,187698412,56
calibration,187700200,56
calibration,187700331,62
calibration,187713095,39
calibration,187714564,44
calibration,187737560,52
calibration,187746337,49
calibration,187773069,46
calibration,187778116,37
calibration,187780902,56
calibration,187788023,51
calibration,187791589,58
calibration,187831455,33
calibration,187850184,58
calibration,187859638,55
calibration,187880915,53
calibration,187926755,52
calibration,187927202,60
calibration,188001263,45
calibration,188002888,35
calibration,188043897,48
calibration,188051243,44
calibration,188076667,51
calibration,188094091,55
calibration,188112896,47
calibration,188150855,38
calibration,188166011,56
calibration,188172518,56
calibration,188244432,49
calibration,188251392,48
calibration,188262985,42
calibration,188287976,66
calibration,188315799,48
calibration,188330428,61
calibration,188345360,48
calibration,188352420,62
calibration,188359791,42
calibration,188391376,33
calibration,188405561,59
calibration,188464695,54
calibration,188465222,43
calibration,188487647,44
calibration,188576669,32
calibration,188595314,50
calibration,188617606,67
calibration,188636396,62
calibration,188649874,46
calibration,188653334,55
calibration,188690808,52
calibration,188703734,58
calibration,188727198,53
calibration,188752669,64
calibration,188842649,49
calibration,188847194,58
calibration,188854013,38
calibration,188912409,72
calibration,188920596,43
calibration,188928293,24
calibration,188937244,49
calibration,188998289,35
calibration,189025839,51
calibration,189043721,28
calibration,189061714,42
calibration,189131496,39
calibration,189149262,64
calibration,189150781,46
calibration,189170345,35
calibration,189206065,43
calibration,189334304,36
calibration,189340767,48
calibration,189365578,51
calibration,189462758,56
calibration,189503801,28
calibration,189506660,40
calibration,189528123,56
calibration,189550242,38
calibration,189580186,43
calibration,189588843,28
calibration,189733802,47
calibration,189868025,47
calibration,189870835,26
calibration,189873141,60
calibration,189884241,53
calibration,189884700,49
calibration,189888044,30
calibration,189892474,51
calibration,189906431,53
calibration,189918024,38
calibration,189979273,38
calibration,189982005,46
calibration,190009831,50
calibration,190028678,55
calibration,190038464,31
calibration,190067987,45
calibration,190085846,46
calibration,190086556,36
calibration,190086890,59
calibration,190121784,53
calibration,190164806,57
calibration,190170236,40
calibration,190237500,56
calibration,190254823,47
calibration,190258474,44
calibration,190274200,45
calibration,190351651,54
calibration,190390532,44
calibration,190392723,46
calibration,190433712,28
calibration,190503827,48
calibration,190512140,36
calibration,190530003,60
calibration,190534548,53
calibration,190535229,43
calibration,190537938,51
calibration,190603783,42
calibration,190621685,55
calibration,190640431,34
calibration,190679148,50
calibration,190681146,57
calibration,190688174,57
calibration,190703035,50
calibration,190705435,43
calibration,190742818,47
calibration,190744892,58
calibration,190765927,29
calibration,190780145,40
calibration,190861919,27
calibration,190897607,60
calibration,190951887,58
calibration,190960631,43
calibration,191017210,59
calibration,191019114,38
calibration,191084964,31
calibration,191091633,51
calibration,191112561,32
calibration,191122690,47
calibration,191140375,46
calibration,191171638,63
calibration,191172932,47
calibration,191180064,53
calibration,191197678,63
calibration,191203769,28
calibration,191209908,42
calibration,191247367,32
calibration,191319217,50
calibration,191382449,48
calibration,191383517,47
calibration,191419489,39
calibration,191466754,54
calibration,191468465,49
calibration,191492187,58
calibration,191520898,54
calibration,191544066,30
calibration,191553514,43
calibration,191576385,61
calibration,191593341,65
calibration,191608909,54
calibration,191760295,44
calibration,191846558,50
calibration,191869783,42
calibration,191932658,36
calibration,191988755,53
calibration,192067967,51
calibration,192141252,47
calibration,192171687,54
calibration,192209403,51
calibration,192213421,60
calibration,192268665,43
calibration,192376796,61
calibration,192433261,34
calibration,192460429,34
calibration,192620690,51
calibration,192633046,46
calibration,192660667,35
calibration,192712166,50
calibration,192724140,40
calibration,192896227,50
calibration,192924130,38
calibration,192990107,56
calibration,192991004,57
calibration,193070586,27
calibration,193109178,50
calibration,193178111,61
calibration,193188335,37
calibration,193188438,33
calibration,193200792,39
calibration,193211582,63
calibration,193216323,32
calibration,193228543,55
calibration,193339819,49
calibration,193344596,55
calibration,193353701,44
calibration,193378298,46
calibration,193398824,37
calibration,193409891,53
calibration,193439192,51
calibration,193518322,37
calibration,193518974,30
calibration,193596645,46
calibration,193651460,45
calibration,193709630,54
calibration,193709655,37
calibration,193712407,57
calibration,193814401,50
calibration,193837516,30
calibration,193882013,47
calibration,193888184,33
calibration,193929008,32
calibration,193978770,50
calibration,194016699,49
calibration,194048010,39
calibration,194074216,36
calibration,194098189,49
calibration,194187120,42
calibration,194196266,31
calibration,194227001,43
calibration,194251680,40
calibration,194275970,22
calibration,194419952,35
calibration,194422670,34
calibration,194444705,47
calibration,194453195,38
calibration,194510836,40
calibration,194538017,41
calibration,194548487,38
calibration,194567758,45
calibration,194626937,44
calibration,194695370,43
calibration,194725979,43
calibration,194877669,37
calibration,194904411,49
calibration,194949296,30
calibration,194968957,63
calibration,195030274,39
calibration,195113674,35
calibration,195139269,44
calibration,195152590,43
calibration,195176657,35
calibration,195177438,52
calibration,195233695,31
calibration,195299348,72
calibration,195304937,27
calibration,195349941,34
calibration,195354579,48
calibration,195363186,47
calibration,195378625,40
calibration,195382376,45
calibration,195397420,30
calibration,195432888,54
calibration,195436357,55
calibration,195448607,34
calibration,195448719,31
calibration,195452752,33
calibration,195464270,52
calibration,195557717,51
calibration,195592113,35
calibration,195598271,43
calibration,195638906,41
calibration,195711390,43
calibration,195712620,47
calibration,195770678,52
calibration,195867318,50
calibration,195874527,57
calibration,195899901,40
calibration,195937000,72
calibration,195944135,61
calibration,195972947,36
calibration,195975713,58
calibration,196016477,52
calibration,196044598,62
calibration,196047185,36
calibration,196061307,64
calibration,196075678,44
calibration,196080065,58
calibration,196118757,61
calibration,196139371,67
calibration,196147497,41
calibration,196215185,59
calibration,196216448,39
calibration,196241210,64
calibration,196263849,56
calibration,196284372,56
calibration,196355937,53
calibration,196384940,46
calibration,196393573,56
calibration,196455879,39
calibration,196481078,27
calibration,196513350,65
calibration,196529076,36
calibration,196592963,53
calibration,196594899,42
calibration,196597254,44
calibration,196601529,43
calibration,196603109,42
calibration,196630079,51
calibration,196637697,57
calibration,196645653,34
calibration,196680426,54
calibration,196698230,40
calibration,196701055,47
calibration,196703893,42
calibration,196722302,34
calibration,196742291,40
calibration,196748708,49
calibration,196761746,34
calibration,196780997,30
calibration,196839184,50
calibration,196927377,51
calibration,196930696,58
calibration,196991891,62
calibration,197001994,58
calibration,197024670,54
calibration,197050146,55
calibration,197055869,47
calibration,197077199,37
calibration,197078097,46
calibration,197107705,53
calibration,197131948,50
calibration,197155694,45
calibration,197160500,51
calibration,197226183,33
calibration,197228428,54
calibration,197247804,45
calibration,197270702,45
calibration,197320121,47
calibration,197322208,38
calibration,197341981,41
calibration,197384297,39
calibration,197410915,43
calibration,197411458,62
calibration,197472298,40
calibration,197473567,51
calibration,197505029,46
calibration,197545878,57
calibration,197555434,62
calibration,197567267,64
calibration,197623800,28
calibration,197633602,49
calibration,197659789,51
calibration,197675157,25
calibration,197675831,54
calibration,197706588,31
calibration,197708702,61
calibration,197714325,62
calibration,197718133,36
calibration,197817633,58
calibration,197854091,45
calibration,197857413,39
calibration,197885103,56
calibration,197901563,36
calibration,197939870,29
calibration,197958090,38
calibration,197960829,44
calibration,197976696,57
calibration,198000331,57
calibration,198001174,47
calibration,198003581,38
calibration,198012380,60
calibration,198076924,34
calibration,198097637,37
calibration,198149613,63
calibration,198237468,38
calibration,198247105,28
calibration,198277987,35
calibration,198339158,42
calibration,198359782,61
calibration,198383933,28
calibration,198408200,33
calibration,198409992,35
calibration,198417312,59
calibration,198438387,62
calibration,198470436,31
calibration,198475535,57
calibration,198515566,58
calibration,198526899,45
calibration,198543845,47
calibration,198616928,40
calibration,198684363,41
calibration,198698333,33
calibration,198766307,41
calibration,198780056,53
calibration,198844571,70
calibration,198869010,38
calibration,198880142,38
calibration,198920764,30
calibration,198934804,49
calibration,198939739,58
calibration,198955782,58
calibration,198969923,44
calibration,199025861,45
calibration,199040748,37
calibration,199102742,35
calibration,199106098,53
calibration,199118753,43
calibration,199118893,37
calibration,199140057,59
calibration,199167322,58
calibration,199174634,60
calibration,199186489,27
calibration,199187565,67
calibration,199192535,58
calibration,199234582,54
calibration,199264344,37
calibration,199287236,52
calibration,199298178,55
calibration,199309832,35
calibration,199323047,40
calibration,199325272,27
calibration,199332632,48
calibration,199394737,35
calibration,199437904,55
calibration,199460709,43
calibration,199469857,47
calibration,199471548,44
calibration,199569420,53
calibration,199569762,61
calibration,199603839,39
calibration,199629289,42
calibration,199678746,36
calibration,199688566,48
calibration,199783312,31
calibration,199790189,44
calibration,199799290,34
calibration,199801076,51
calibration,199856699,53
calibration,199863268,44
calibration,199928789,47
calibration,199939417,50
calibration,199982397,46
calibration,200059845,53
calibration,200075076,33
calibration,200081884,43
calibration,200103707,41
calibration,200117272,41
calibration,200118601,44
calibration,200132082,47
calibration,200152536,65
calibration,200169804,44
calibration,200262462,45
calibration,200300759,46
calibration,200320767,45
calibration,200341330,47
calibration,200371476,25
calibration,200399231,59
calibration,200464903,28
calibration,200481374,22
calibration,200592502,46
calibration,200632179,58
calibration,200635992,68
calibration,200665039,62
calibration,200665428,58
calibration,200665437,63
calibration,200684504,33
calibration,200705679,30
calibration,200737356,48
calibration,200742367,49
calibration,200743699,34
calibration,200772038,26
calibration,200778853,60
calibration,200826052,65
calibration,200841749,54
calibration,200855216,35
calibration,200866859,27
calibration,200874798,35
calibration,200907585,56
calibration,201013149,44
calibration,201014457,51
calibration,201015278,52
calibration,201016942,54
calibration,201020694,49
calibration,201061860,54
calibration,201068992,69
calibration,201074978,29
calibration,201102268,50
calibration,201144504,37
calibration,201164676,35
calibration,201165362,26
calibration,201224877,43
calibration,201269792,38
calibration,201309530,42
calibration,201334386,47
calibration,201370391,65
calibration,201375323,59
calibration,201380193,37
calibration,201412927,44
calibration,201418610,54
calibration,201504066,39
calibration,201552156,57
calibration,201611609,39
calibration,201667350,56
calibration,201687082,51
calibration,201687741,62
calibration,201698906,39
calibration,201726656,54
calibration,201730241,48
calibration,201734453,54
calibration,201808789,37
calibration,201821921,42
calibration,201883389,55
calibration,201889924,59
calibration,201919396,46
calibration,201922439,59
calibration,201931151,62
calibration,201983202,51
calibration,202004027,31
calibration,202054177,31
calibration,202221574,45
calibration,202249257,48
calibration,202301350,39
calibration,202304565,34
calibration,202321208,54
calibration,202455982,44
calibration,202463947,36
calibration,202487969,37
calibration,202488542,48
calibration,202506622,48
calibration,202509305,59
calibration,202571161,43
calibration,202574574,57
calibration,202631347,44
calibration,202661073,49
calibration,202693353,39
calibration,202713987,42
calibration,202754059,40
calibration,202759587,46
calibration,202772737,59
calibration,202782323,50
calibration,202856312,59
calibration,202865878,55
calibration,202890096,39
calibration,202925903,57
calibration,202930539,39
calibration,202956352,50
calibration,202982412,32
calibration,202993070,62
calibration,203011146,44
calibration,203077231,60
calibration,203082871,35
calibration,203089744,53
calibration,203093806,60
calibration,203097794,56
calibration,203126609,47
calibration,203142395,41
calibration,203148104,38
calibration,203192762,65
calibration,203196293,55
calibration,203267454,24
calibration,203446388,44
calibration,203446475,43
calibration,203456883,40
calibration,203464346,41
calibration,203513801,47
calibration,203516823,34
calibration,203552091,48
calibration,203557637,57
calibration,203565729,59
calibration,203578597,51
calibration,203617713,64
calibration,203638693,47
calibration,203645194,44
calibration,203672648,41
calibration,203722110,26
calibration,203799550,45
calibration,203815109,42
calibration,203823462,58
calibration,203831506,33
calibration,203843676,36
calibration,203904876,66
calibration,203918314,39
calibration,203931685,40
calibration,203946606,51
calibration,203960867,53
calibration,203969057,40
calibration,203969331,54
calibration,204022073,52
calibration,204088664,34
calibration,204194917,41
calibration,204228443,47
calibration,204249431,59
calibration,204324098,64
calibration,204339034,51
calibration,204355479,57
calibration,204375815,32
calibration,204399558,47
calibration,204417909,61
calibration,204436625,37
calibration,204438142,64
calibration,204447666,52
calibration,204468940,38
calibration,204488793,33
calibration,204508172,34
calibration,204509974,54
calibration,204533886,45
calibration,204535027,34
calibration,204589477,45
calibration,204597034,43
calibration,204638476,58
calibration,204663864,27
calibration,204677277,63
calibration,204748548,45
calibration,204862519,60
calibration,204862591,65
calibration,204884688,50
calibration,204884725,45
calibration,204890250,43
calibration,204944273,61
calibration,204944617,46
calibration,204971344,29
calibration,204982054,45
calibration,204990640,35
calibration,205003174,60
calibration,205007585,45
calibration,205011757,31
calibration,205019061,45
calibration,205109105,36
calibration,205111168,35
calibration,205141144,39
calibration,205151568,49
calibration,205156540,38
calibration,205177485,53
calibration,205183144,25
calibration,205193298,41
calibration,205194018,46
calibration,205231181,47
calibration,205276091,50
calibration,205279231,52
calibration,205286261,43
calibration,205290624,38
calibration,205301839,62
calibration,205379508,68
calibration,205393073,45
calibration,205458955,34
calibration,205471365,53
calibration,205509513,49
calibration,205511348,41
calibration,205561405,59
calibration,205561548,40
calibration,205561552,56
calibration,205562563,39
calibration,205563572,35
calibration,205563926,29
calibration,205571797,37
calibration,205631858,52
calibration,205675633,50
calibration,205691660,47
calibration,205781645,29
calibration,205867846,41
calibration,205903286,32
calibration,205915876,44
calibration,205917256,38
calibration,205919284,70
calibration,205948826,62
calibration,205980067,44
calibration,205998583,38
calibration,206002789,43
calibration,206054898,53
calibration,206058074,73
calibration,206063692,49
calibration,206078432,37
calibration,206079223,41
calibration,206084826,57
calibration,206086465,45
calibration,206088458,36
calibration,206115169,38
calibration,206177625,33
calibration,206214446,29
calibration,206235351,49
calibration,206262274,56
calibration,206304644,38
calibration,206305305,32
calibration,206384142,46
calibration,206401502,43
calibration,206421712,27
calibration,206570877,28
calibration,206652160,37
calibration,206661322,42
calibration,206670253,37
calibration,206683752,42
calibration,206698084,36
calibration,206823057,47
calibration,206824214,46
calibration,206825626,69
calibration,206833926,44
calibration,206886616,46
calibration,206886647,38
calibration,206917640,45
calibration,206925031,29
calibration,206947417,40
calibration,206957371,41
calibration,206975310,32
calibration,207035175,33
calibration,207085395,41
calibration,207105855,48
calibration,207115848,54
calibration,207165907,42
calibration,207181758,44
calibration,207181964,38
calibration,207196248,44
calibration,207214747,40
calibration,207233937,43
calibration,207258012,41
calibration,207270680,29
calibration,207345236,29
calibration,207364135,52
calibration,207389570,39
calibration,207469327,33
calibration,207494846,34
calibration,207506631,42
calibration,207511927,58
calibration,207535125,55
calibration,207558401,40
calibration,207581180,49
calibration,207586587,59
calibration,207596553,51
calibration,207598461,36
calibration,207663442,50
calibration,207668918,49
calibration,207683562,62
calibration,207696765,43
calibration,207711356,36
calibration,207719447,38
calibration,207744743,58
calibration,207776020,45
calibration,207811498,36
calibration,207826349,43
calibration,207830685,37
calibration,207881799,34
calibration,207921527,32
calibration,207959011,45
calibration,208073099,45
calibration,208080611,36
calibration,208106720,47
calibration,208153966,36
calibration,208225106,52
calibration,208238230,57
calibration,208246131,39
calibration,208246826,62
calibration,208252107,55
calibration,208273078,59
calibration,208303606,45
calibration,208326129,29
calibration,208346511,43
calibration,208352707,33
calibration,208352875,48
calibration,208360192,35
calibration,208389019,54
calibration,208447449,44
calibration,208453505,63
calibration,208478851,45
calibration,208511000,34
calibration,208512452,43
calibration,208543424,58
calibration,208576416,47
calibration,208599166,36
calibration,208636294,40
calibration,208692590,62
calibration,208706369,37
calibration,208716716,46
calibration,208744367,49
calibration,208747051,37
calibration,208768803,57
calibration,208808041,37
calibration,208861664,42
calibration,208877674,32
calibration,208893014,45
calibration,209001594,45
calibration,209063912,46
calibration,209066262,33
calibration,209081784,35
calibration,209082030,46
calibration,209092483,40
calibration,209108904,38
calibration,209110002,39
calibration,209147436,39
calibration,209160658,31
calibration,209172810,44
calibration,209191057,57
calibration,209303649,34
calibration,209401954,58
calibration,209410447,59
calibration,209416586,53
calibration,209477727,40
calibration,209487715,31
calibration,209488362,45
calibration,209489112,55
calibration,209491234,46
calibration,209498774,31
calibration,209526125,46
calibration,209559236,41
calibration,209567089,37
calibration,209581993,44
calibration,209601066,45
calibration,209657839,44
calibration,209675407,44
calibration,209677364,55
calibration,209690341,50
calibration,209714179,35
calibration,209741032,41
calibration,209741734,42
calibration,209755628,46
calibration,209803062,33
calibration,209813954,49
calibration,209857425,45
calibration,209893603,50
calibration,209914263,57
calibration,209931514,43
calibration,209933376,46
calibration,210009728,23
calibration,210097056,44
calibration,210163220,65
calibration,210169734,44
calibration,210215372,43
calibration,210273501,33
calibration,210328549,46
calibration,210331345,37
calibration,210414143,57
calibration,210422148,37
calibration,210496634,28
calibration,210529868,42
calibration,210561174,42
calibration,210634770,44
calibration,210688079,32
calibration,210723753,52
calibration,210726804,36
calibration,210727325,34
calibration,210743678,66
calibration,210757435,50
calibration,210783306,60
calibration,210789635,58
calibration,210882121,44
calibration,210886913,29
calibration,210906600,55
calibration,210951691,55
calibration,210998341,56
calibration,211046608,39
calibration,211046982,51
calibration,211048139,55
calibration,211066668,56
calibration,211079543,61
calibration,211086224,50
calibration,211136219,57
calibration,211141105,57
calibration,211144023,43
calibration,211144563,40
calibration,211158912,29
calibration,211203366,41
calibration,211302146,53
calibration,211302996,59
calibration,211317489,34
calibration,211325334,49
