species,classifiable_photos,occupied_h1_cells,morph_levels,morph_entropy_bits,dominant_morph_fraction,white_n,yellow_orange_n,red_pink_n,blue_purple_n
Spermacoce verticillata,4,4,2,0.8112781244591328,0.75,3,1,0,0
Thespesia populnea,4,4,2,1.0,0.5,2,2,0,0
Thlaspi arvense,4,4,2,1.0,0.5,2,2,0,0
Allamanda cathartica,4,4,1,-0.0,1.0,0,4,0,0
Alpinia purpurata,4,4,1,-0.0,1.0,0,0,4,0
Erigeron annuus,4,4,1,-0.0,1.0,4,0,0,0
Hibiscus schizopetalus,4,4,1,-0.0,1.0,0,0,4,0
Leucopogon parviflorus,4,4,1,-0.0,1.0,4,0,0,0
Lotus corniculatus,4,4,1,-0.0,1.0,0,4,0,0
Parthenium hysterophorus,4,4,1,-0.0,1.0,4,0,0,0
Potentilla indica,4,4,1,-0.0,1.0,0,4,0,0
Primula veris,4,4,1,-0.0,1.0,0,4,0,0
Psidium guajava,4,4,1,-0.0,1.0,4,0,0,0
Saxifraga cespitosa,4,4,1,-0.0,1.0,4,0,0,0
Senecio inaequidens,4,4,1,-0.0,1.0,0,4,0,0
Senega paniculata,4,4,1,-0.0,1.0,4,0,0,0
Thunbergia grandiflora,4,4,1,-0.0,1.0,4,0,0,0
Trifolium dubium,4,4,1,-0.0,1.0,0,4,0,0
Volkameria inermis,4,4,1,-0.0,1.0,4,0,0,0
Wollastonia biflora,4,4,1,-0.0,1.0,0,4,0,0
Anoda cristata,4,3,3,1.5,0.5,2,0,1,1
Butea monosperma,4,3,3,1.5,0.5,1,2,1,0
Datura stramonium,4,3,3,1.5,0.5,2,1,0,1
Muscari comosum,4,3,3,1.5,0.5,1,1,0,2
Ribes triste,4,3,3,1.5,0.5,2,1,1,0
Solanum mauritianum,4,3,3,1.5,0.5,2,1,0,1
Anemone parviflora,4,3,2,0.8112781244591328,0.75,3,1,0,0
Epilobium hirsutum,4,3,2,1.0,0.5,0,0,2,2
Evolvulus alsinoides,4,3,2,0.8112781244591328,0.75,1,0,0,3
Herbertia lahue,4,3,2,0.8112781244591328,0.75,3,0,1,0
Honckenya peploides,4,3,2,0.8112781244591328,0.75,1,3,0,0
Monstera deliciosa,4,3,2,0.8112781244591328,0.75,3,1,0,0
Myosotis sylvatica,4,3,2,0.8112781244591328,0.75,3,0,0,1
Neptunia plena,4,3,2,0.8112781244591328,0.75,1,3,0,0
Pallenis spinosa,4,3,2,0.8112781244591328,0.75,0,3,1,0
Plumeria pudica,4,3,2,0.8112781244591328,0.75,3,1,0,0
Silene dioica,4,3,2,0.8112781244591328,0.75,0,0,3,1
Stylosanthes hamata,4,3,2,0.8112781244591328,0.75,1,3,0,0
Vaccinium uliginosum,4,3,2,0.8112781244591328,0.75,1,0,3,0
Viola langsdorffii,4,3,2,0.8112781244591328,0.75,1,0,0,3
Amelanchier alnifolia,4,3,1,-0.0,1.0,4,0,0,0
Asclepias tuberosa,4,3,1,-0.0,1.0,0,4,0,0
Begonia hirtella,4,3,1,-0.0,1.0,4,0,0,0
Cnidoscolus urens,4,3,1,-0.0,1.0,4,0,0,0
Commelina africana,4,3,1,-0.0,1.0,0,4,0,0
Cotula coronopifolia,4,3,1,-0.0,1.0,0,4,0,0
Cuphea hyssopifolia,4,3,1,-0.0,1.0,0,0,4,0
Erysimum cheiranthoides,4,3,1,-0.0,1.0,0,4,0,0
Erythranthe guttata,4,3,1,-0.0,1.0,0,4,0,0
Erythrina crista-galli,4,3,1,-0.0,1.0,0,0,4,0
Euphorbia virgata,4,3,1,-0.0,1.0,0,4,0,0
Filipendula ulmaria,4,3,1,-0.0,1.0,4,0,0,0
Helianthus annuus,4,3,1,-0.0,1.0,0,4,0,0
Heliotropium angiospermum,4,3,1,-0.0,1.0,4,0,0,0
Lapsana communis,4,3,1,-0.0,1.0,0,4,0,0
Lysimachia loeflingii,4,3,1,-0.0,1.0,0,0,0,4
Mitchella repens,4,3,1,-0.0,1.0,4,0,0,0
Ornithogalum umbellatum,4,3,1,-0.0,1.0,4,0,0,0
Oxytropis maydelliana,4,3,1,-0.0,1.0,4,0,0,0
Ranunculus monophyllus,4,3,1,-0.0,1.0,0,4,0,0
Sagittaria sagittifolia,4,3,1,-0.0,1.0,4,0,0,0
Senecio vernalis,4,3,1,-0.0,1.0,0,4,0,0
Tabernaemontana divaricata,4,3,1,-0.0,1.0,4,0,0,0
Trimezia martinicensis,4,3,1,-0.0,1.0,0,4,0,0
Verbena officinalis,4,3,1,-0.0,1.0,4,0,0,0
Vicia sativa,4,3,1,-0.0,1.0,0,0,4,0
Viola biflora,4,3,1,-0.0,1.0,0,4,0,0
Zephyranthes candida,4,3,1,-0.0,1.0,4,0,0,0
Calluna vulgaris,4,2,2,0.8112781244591328,0.75,3,0,1,0
Cassiope tetragona,4,2,2,0.8112781244591328,0.75,3,1,0,0
Cypripedium guttatum,4,2,2,0.8112781244591328,0.75,3,0,1,0
Luetkea pectinata,4,2,2,0.8112781244591328,0.75,1,3,0,0
Polycalymma stuartii,4,2,2,0.8112781244591328,0.75,3,1,0,0
Primula magellanica,4,2,2,0.8112781244591328,0.75,3,0,0,1
Raphanus raphanistrum,4,2,2,1.0,0.5,2,2,0,0
Spathoglottis parviflora,4,2,2,1.0,0.5,0,0,2,2
Alchemilla alpina,4,2,1,-0.0,1.0,0,4,0,0
Anaphalioides bellidioides,4,2,1,-0.0,1.0,4,0,0,0
Castilleja elegans,4,2,1,-0.0,1.0,0,0,4,0
Commelina cyanea,4,2,1,-0.0,1.0,0,0,0,4
Corydalis ambigua,4,2,1,-0.0,1.0,0,0,0,4
Diapensia lapponica,4,2,1,-0.0,1.0,4,0,0,0
Packera paupercula,4,2,1,-0.0,1.0,0,4,0,0
Pedicularis hirsuta,4,2,1,-0.0,1.0,4,0,0,0
Plectocephalus varians,4,2,1,-0.0,1.0,4,0,0,0
Silene amoena,4,2,1,-0.0,1.0,4,0,0,0
Solidago cuprea,4,2,1,-0.0,1.0,0,4,0,0
Trillium grandiflorum,4,2,1,-0.0,1.0,4,0,0,0
Vachellia karroo,4,2,1,-0.0,1.0,0,4,0,0
Veronica elliptica,4,2,1,-0.0,1.0,4,0,0,0
Zephyranthes carinata,4,2,1,-0.0,1.0,0,0,4,0
Anisotome latifolia,4,1,3,1.5,0.5,1,2,1,0
Pleurophyllum criniferum,4,1,2,0.8112781244591328,0.75,0,3,0,1
Pseuderanthemum variabile,4,1,2,0.8112781244591328,0.75,3,1,0,0
Symphyotrichum vahlii,4,1,2,0.8112781244591328,0.75,3,1,0,0
Trachymene glaucifolia,4,1,2,0.8112781244591328,0.75,3,1,0,0
Tulipa bifloriformis,4,1,2,0.8112781244591328,0.75,1,3,0,0
Acacia pycnantha,4,1,1,-0.0,1.0,0,4,0,0
Arachis pintoi,4,1,1,-0.0,1.0,0,4,0,0
Dactylorhiza maculata,4,1,1,-0.0,1.0,4,0,0,0
Fritillaria pudica,4,1,1,-0.0,1.0,0,4,0,0
Gossypium darwinii,4,1,1,-0.0,1.0,0,4,0,0
Hydrangea macrophylla,4,1,1,-0.0,1.0,4,0,0,0
Kalmia microphylla,4,1,1,-0.0,1.0,0,0,4,0
Lysimachia azorica,4,1,1,-0.0,1.0,0,4,0,0
Monolluma socotrana,4,1,1,-0.0,1.0,0,0,4,0
Olsynium filifolium,4,1,1,-0.0,1.0,4,0,0,0
Orthochilus aurantiacus,4,1,1,-0.0,1.0,0,4,0,0
Primula strumosa,4,1,1,-0.0,1.0,0,4,0,0
Rhaphiolepis indica,4,1,1,-0.0,1.0,4,0,0,0
Swertia lugardae,4,1,1,-0.0,1.0,4,0,0,0
Tulipa dasystemon,4,1,1,-0.0,1.0,0,4,0,0
Tulipa korolkowii,4,1,1,-0.0,1.0,0,0,4,0
Lumnitzera littorea,3,3,3,1.584962500721156,0.3333333333333333,1,1,1,0
Macroptilium lathyroides,3,3,3,1.584962500721156,0.3333333333333333,1,1,1,0
Odontites vulgaris,3,3,3,1.584962500721156,0.3333333333333333,1,0,1,1
Oxalis triangularis,3,3,3,1.584962500721156,0.3333333333333333,1,1,1,0
Viola gmeliniana,3,3,3,1.584962500721156,0.3333333333333333,1,0,1,1
Acacia mearnsii,3,3,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Adonidia merrillii,3,3,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Alysicarpus vaginalis,3,3,2,0.9182958340544896,0.6666666666666666,0,1,2,0
Barringtonia asiatica,3,3,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Bidens frondosa,3,3,2,0.9182958340544896,0.6666666666666666,1,2,0,0
Boerhavia repens,3,3,2,0.9182958340544896,0.6666666666666666,2,0,1,0
Campanula persicifolia,3,3,2,0.9182958340544896,0.6666666666666666,2,0,0,1
Comarum palustre,3,3,2,0.9182958340544896,0.6666666666666666,1,2,0,0
Datura innoxia,3,3,2,0.9182958340544896,0.6666666666666666,1,2,0,0
Euphorbia milii,3,3,2,0.9182958340544896,0.6666666666666666,0,1,2,0
Euphorbia thymifolia,3,3,2,0.9182958340544896,0.6666666666666666,1,2,0,0
Heliconia psittacorum,3,3,2,0.9182958340544896,0.6666666666666666,0,1,2,0
Heterotis rotundifolia,3,3,2,0.9182958340544896,0.6666666666666666,0,0,2,1
Hydrocotyle leucocephala,3,3,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Hygrophila auriculata,3,3,2,0.9182958340544896,0.6666666666666666,2,0,0,1
Lamium galeobdolon,3,3,2,0.9182958340544896,0.6666666666666666,1,2,0,0
Leptinella scariosa,3,3,2,0.9182958340544896,0.6666666666666666,1,2,0,0
Linum bienne,3,3,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Lomatogonium rotatum,3,3,2,0.9182958340544896,0.6666666666666666,2,0,0,1
Matricaria discoidea,3,3,2,0.9182958340544896,0.6666666666666666,1,2,0,0
Melilotus indicus,3,3,2,0.9182958340544896,0.6666666666666666,1,2,0,0
Mimosa diplotricha,3,3,2,0.9182958340544896,0.6666666666666666,2,0,1,0
Nicotiana tabacum,3,3,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Oxyria digyna,3,3,2,0.9182958340544896,0.6666666666666666,0,2,1,0
Persicaria longiseta,3,3,2,0.9182958340544896,0.6666666666666666,1,0,2,0
Phytolacca americana,3,3,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Plumeria rubra,3,3,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Ricinus communis,3,3,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Salix caprea,3,3,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Solanum americanum,3,3,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Solanum dulcamara,3,3,2,0.9182958340544896,0.6666666666666666,0,1,0,2
Tecomaria capensis,3,3,2,0.9182958340544896,0.6666666666666666,0,2,1,0
Terminalia catappa,3,3,2,0.9182958340544896,0.6666666666666666,2,0,0,1
Varronia curassavica,3,3,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Verbascum thapsus,3,3,2,0.9182958340544896,0.6666666666666666,1,2,0,0
Zinnia elegans,3,3,2,0.9182958340544896,0.6666666666666666,1,0,2,0
Aesculus indica,3,3,1,-0.0,1.0,3,0,0,0
Alisma plantago-aquatica,3,3,1,-0.0,1.0,3,0,0,0
Allium angulosum,3,3,1,-0.0,1.0,3,0,0,0
Anacardium occidentale,3,3,1,-0.0,1.0,3,0,0,0
Bacopa monnieri,3,3,1,-0.0,1.0,3,0,0,0
Bauhinia monandra,3,3,1,-0.0,1.0,3,0,0,0
Calystegia sepium,3,3,1,-0.0,1.0,3,0,0,0
Campanula rapunculoides,3,3,1,-0.0,1.0,0,0,0,3
Carum carvi,3,3,1,-0.0,1.0,3,0,0,0
Cascabela thevetia,3,3,1,-0.0,1.0,0,3,0,0
Centranthus ruber,3,3,1,-0.0,1.0,0,0,3,0
Chelidonium asiaticum,3,3,1,-0.0,1.0,0,3,0,0
Chimaphila umbellata,3,3,1,-0.0,1.0,3,0,0,0
Cochlearia groenlandica,3,3,1,-0.0,1.0,3,0,0,0
Cosmos sulphureus,3,3,1,-0.0,1.0,0,3,0,0
Cucumis melo,3,3,1,-0.0,1.0,0,3,0,0
Cyperus mindorensis,3,3,1,-0.0,1.0,3,0,0,0
Descurainia sophia,3,3,1,-0.0,1.0,0,3,0,0
Euphorbia cyparissias,3,3,1,-0.0,1.0,0,3,0,0
Euphorbia hypericifolia,3,3,1,-0.0,1.0,3,0,0,0
Hypericum perforatum,3,3,1,-0.0,1.0,0,3,0,0
Hyptis capitata,3,3,1,-0.0,1.0,3,0,0,0
Impatiens noli-tangere,3,3,1,-0.0,1.0,0,3,0,0
Ipomoea alba,3,3,1,-0.0,1.0,3,0,0,0
Ipomoea batatas,3,3,1,-0.0,1.0,3,0,0,0
Janusia guaranitica,3,3,1,-0.0,1.0,0,3,0,0
Justicia flava,3,3,1,-0.0,1.0,0,3,0,0
Lathyrus pratensis,3,3,1,-0.0,1.0,0,3,0,0
Leonotis nepetifolia,3,3,1,-0.0,1.0,0,3,0,0
Maianthemum stellatum,3,3,1,-0.0,1.0,3,0,0,0
Melampodium leucanthum,3,3,1,-0.0,1.0,3,0,0,0
Mentha canadensis,3,3,1,-0.0,1.0,3,0,0,0
Mikania micrantha,3,3,1,-0.0,1.0,3,0,0,0
Myosotis scorpioides,3,3,1,-0.0,1.0,3,0,0,0
Nymphoides indica,3,3,1,-0.0,1.0,3,0,0,0
Opuntia ficus-indica,3,3,1,-0.0,1.0,0,3,0,0
Osteospermum moniliferum,3,3,1,-0.0,1.0,0,3,0,0
Phyllodoce caerulea,3,3,1,-0.0,1.0,0,0,3,0
Pittosporum undulatum,3,3,1,-0.0,1.0,3,0,0,0
Plumbago auriculata,3,3,1,-0.0,1.0,3,0,0,0
Portulaca grandiflora,3,3,1,-0.0,1.0,0,0,3,0
Potentilla argentea,3,3,1,-0.0,1.0,0,3,0,0
Prunus padus,3,3,1,-0.0,1.0,3,0,0,0
Ranunculus lapponicus,3,3,1,-0.0,1.0,0,3,0,0
Ranunculus sceleratus,3,3,1,-0.0,1.0,0,3,0,0
Ruellia prostrata,3,3,1,-0.0,1.0,3,0,0,0
Sagittaria latifolia,3,3,1,-0.0,1.0,3,0,0,0
Salvia aegyptiaca,3,3,1,-0.0,1.0,3,0,0,0
Scabiosa columbaria,3,3,1,-0.0,1.0,3,0,0,0
Securigera varia,3,3,1,-0.0,1.0,3,0,0,0
Senecio elegans,3,3,1,-0.0,1.0,0,0,3,0
Sherardia arvensis,3,3,1,-0.0,1.0,3,0,0,0
Sibbaldianthe bifurca,3,3,1,-0.0,1.0,0,3,0,0
Silene gallica,3,3,1,-0.0,1.0,3,0,0,0
Spartium junceum,3,3,1,-0.0,1.0,0,3,0,0
Spiraea beauverdiana,3,3,1,-0.0,1.0,3,0,0,0
Stachytarpheta urticifolia,3,3,1,-0.0,1.0,0,0,0,3
Stellaria aquatica,3,3,1,-0.0,1.0,3,0,0,0
Tabebuia aurea,3,3,1,-0.0,1.0,0,3,0,0
Tephrosia noctiflora,3,3,1,-0.0,1.0,3,0,0,0
Trifolium arvense,3,3,1,-0.0,1.0,3,0,0,0
Trimezia steyermarkii,3,3,1,-0.0,1.0,0,3,0,0
Vandellia diffusa,3,3,1,-0.0,1.0,3,0,0,0
Voyria aphylla,3,3,1,-0.0,1.0,0,3,0,0
Zantedeschia aethiopica,3,3,1,-0.0,1.0,3,0,0,0
Dactylorhiza aristata,3,2,3,1.584962500721156,0.3333333333333333,1,0,1,1
Hedychium gardnerianum,3,2,3,1.584962500721156,0.3333333333333333,1,1,1,0
Oxalis commutata,3,2,3,1.584962500721156,0.3333333333333333,1,1,1,0
Allionia incarnata,3,2,2,0.9182958340544896,0.6666666666666666,0,0,2,1
Barbarea orthoceras,3,2,2,0.9182958340544896,0.6666666666666666,1,2,0,0
Canavalia rosea,3,2,2,0.9182958340544896,0.6666666666666666,1,0,2,0
Dactylorhiza fuchsii,3,2,2,0.9182958340544896,0.6666666666666666,2,0,0,1
Geranium molle,3,2,2,0.9182958340544896,0.6666666666666666,1,0,2,0
Hedysarum gmelinii,3,2,2,0.9182958340544896,0.6666666666666666,0,0,2,1
Hernandia nymphaeifolia,3,2,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Hyoscyamus niger,3,2,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Impatiens platypetala,3,2,2,0.9182958340544896,0.6666666666666666,2,0,1,0
Indigofera spicata,3,2,2,0.9182958340544896,0.6666666666666666,0,1,2,0
Ipomoea asarifolia,3,2,2,0.9182958340544896,0.6666666666666666,1,0,2,0
Lactuca serriola,3,2,2,0.9182958340544896,0.6666666666666666,1,2,0,0
Oxalis caprina,3,2,2,0.9182958340544896,0.6666666666666666,2,0,0,1
Oxalis hirta,3,2,2,0.9182958340544896,0.6666666666666666,1,0,2,0
Oxalis obliquifolia,3,2,2,0.9182958340544896,0.6666666666666666,2,0,1,0
Papaver rhoeas,3,2,2,0.9182958340544896,0.6666666666666666,1,0,2,0
Pithecellobium dulce,3,2,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Pyrola grandiflora,3,2,2,0.9182958340544896,0.6666666666666666,2,0,1,0
Ribes magellanicum,3,2,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Saussurea tilesii,3,2,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Solanum elaeagnifolium,3,2,2,0.9182958340544896,0.6666666666666666,1,0,0,2
Solanum laciniatum,3,2,2,0.9182958340544896,0.6666666666666666,1,0,0,2
Solanum paniculatum,3,2,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Sorbus aucuparia,3,2,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Strophanthus sarmentosus,3,2,2,0.9182958340544896,0.6666666666666666,2,0,1,0
Syzygium malaccense,3,2,2,0.9182958340544896,0.6666666666666666,1,0,2,0
Thonningia sanguinea,3,2,2,0.9182958340544896,0.6666666666666666,1,0,2,0
Torenia crustacea,3,2,2,0.9182958340544896,0.6666666666666666,2,0,0,1
Trillium camschatcense,3,2,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Viola rupestris,3,2,2,0.9182958340544896,0.6666666666666666,2,0,0,1
Acacia paradoxa,3,2,1,-0.0,1.0,0,3,0,0
Acacia ulicifolia,3,2,1,-0.0,1.0,3,0,0,0
Actinotus helianthi,3,2,1,-0.0,1.0,3,0,0,0
Actinotus minor,3,2,1,-0.0,1.0,3,0,0,0
Alyssum lenense,3,2,1,-0.0,1.0,0,3,0,0
Anemonastrum villosissimum,3,2,1,-0.0,1.0,3,0,0,0
Anemonoides nemorosa,3,2,1,-0.0,1.0,3,0,0,0
Arabis alpina,3,2,1,-0.0,1.0,3,0,0,0
Arachnothryx leucophylla,3,2,1,-0.0,1.0,0,0,3,0
Asclepias exaltata,3,2,1,-0.0,1.0,3,0,0,0
Aster ageratoides,3,2,1,-0.0,1.0,3,0,0,0
Butomus umbellatus,3,2,1,-0.0,1.0,3,0,0,0
Calyptocarpus vialis,3,2,1,-0.0,1.0,0,3,0,0
Campuloclinium macrocephalum,3,2,1,-0.0,1.0,0,0,3,0
Cerastium alpinum,3,2,1,-0.0,1.0,3,0,0,0
Clintonia borealis,3,2,1,-0.0,1.0,0,3,0,0
Cochlospermum tinctorium,3,2,1,-0.0,1.0,0,3,0,0
Conium maculatum,3,2,1,-0.0,1.0,3,0,0,0
Cornus sericea,3,2,1,-0.0,1.0,3,0,0,0
Crassocephalum rubens,3,2,1,-0.0,1.0,0,0,0,3
Dimorphotheca fruticosa,3,2,1,-0.0,1.0,3,0,0,0
Drosera pallida,3,2,1,-0.0,1.0,3,0,0,0
Echium horridum,3,2,1,-0.0,1.0,0,0,3,0
Emilia sonchifolia,3,2,1,-0.0,1.0,3,0,0,0
Encelia farinosa,3,2,1,-0.0,1.0,0,3,0,0
Evolvulus nummularius,3,2,1,-0.0,1.0,3,0,0,0
Fragaria viridis,3,2,1,-0.0,1.0,3,0,0,0
Geum rossii,3,2,1,-0.0,1.0,0,3,0,0
Goodenia radicans,3,2,1,-0.0,1.0,3,0,0,0
Halerpestes sarmentosa,3,2,1,-0.0,1.0,0,3,0,0
Haplocarpha rueppellii,3,2,1,-0.0,1.0,0,3,0,0
Hedychium flavescens,3,2,1,-0.0,1.0,3,0,0,0
Hibbertia dentata,3,2,1,-0.0,1.0,0,3,0,0
Iris potaninii,3,2,1,-0.0,1.0,0,3,0,0
Iris versicolor,3,2,1,-0.0,1.0,0,0,0,3
Ixeris chinensis,3,2,1,-0.0,1.0,0,3,0,0
Lepidium latifolium,3,2,1,-0.0,1.0,3,0,0,0
Ligusticum scothicum,3,2,1,-0.0,1.0,3,0,0,0
Linnaea borealis,3,2,1,-0.0,1.0,3,0,0,0
Lupinus texensis,3,2,1,-0.0,1.0,0,0,0,3
Maianthemum canadense,3,2,1,-0.0,1.0,3,0,0,0
Mertensia virginica,3,2,1,-0.0,1.0,0,0,0,3
Neatostema apulum,3,2,1,-0.0,1.0,0,3,0,0
Nuytsia floribunda,3,2,1,-0.0,1.0,0,3,0,0
Oenothera speciosa,3,2,1,-0.0,1.0,3,0,0,0
Oxalis luteola,3,2,1,-0.0,1.0,0,3,0,0
Paederia foetida,3,2,1,-0.0,1.0,3,0,0,0
Parochetus africanus,3,2,1,-0.0,1.0,0,0,0,3
Phlomoides tuberosa,3,2,1,-0.0,1.0,3,0,0,0
Phyllachne colensoi,3,2,1,-0.0,1.0,3,0,0,0
Potentilla erecta,3,2,1,-0.0,1.0,0,3,0,0
Potentilla hyparctica,3,2,1,-0.0,1.0,0,3,0,0
Rhododendron groenlandicum,3,2,1,-0.0,1.0,3,0,0,0
Salvia coccinea,3,2,1,-0.0,1.0,0,0,3,0
Saxifraga magellanica,3,2,1,-0.0,1.0,3,0,0,0
Scorzoneroides autumnalis,3,2,1,-0.0,1.0,0,3,0,0
Senecio falklandicus,3,2,1,-0.0,1.0,0,3,0,0
Senecio pseudoarnica,3,2,1,-0.0,1.0,0,3,0,0
Senna didymobotrya,3,2,1,-0.0,1.0,0,3,0,0
Sisymbrium irio,3,2,1,-0.0,1.0,0,3,0,0
Sisyrinchium bellum,3,2,1,-0.0,1.0,0,0,0,3
Solanum chenopodioides,3,2,1,-0.0,1.0,3,0,0,0
Solidago altissima,3,2,1,-0.0,1.0,0,3,0,0
Stellaria chilensis,3,2,1,-0.0,1.0,3,0,0,0
Striga asiatica,3,2,1,-0.0,1.0,0,0,3,0
Tagetes lunulata,3,2,1,-0.0,1.0,0,3,0,0
Tribulus cistoides,3,2,1,-0.0,1.0,0,3,0,0
Trollius asiaticus,3,2,1,-0.0,1.0,0,3,0,0
Veronica prostrata,3,2,1,-0.0,1.0,3,0,0,0
Xenostegia tridentata,3,2,1,-0.0,1.0,3,0,0,0
Calochortus splendens,3,1,3,1.584962500721156,0.3333333333333333,1,1,1,0
Uvaria grandiflora,3,1,3,1.584962500721156,0.3333333333333333,1,1,1,0
Aechmea nudicaulis,3,1,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Cephalanthus glabratus,3,1,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Decaisnina signata,3,1,2,0.9182958340544896,0.6666666666666666,2,0,1,0
Echium judaeum,3,1,2,0.9182958340544896,0.6666666666666666,0,0,2,1
Lithomyrtus obtusa,3,1,2,0.9182958340544896,0.6666666666666666,2,0,1,0
Lobelia dioica,3,1,2,0.9182958340544896,0.6666666666666666,1,0,0,2
Lobelia erlangeriana,3,1,2,0.9182958340544896,0.6666666666666666,1,0,0,2
Nelsonia canescens,3,1,2,0.9182958340544896,0.6666666666666666,1,0,0,2
Oxalis polyphylla,3,1,2,0.9182958340544896,0.6666666666666666,2,0,1,0
Phlox sibirica,3,1,2,0.9182958340544896,0.6666666666666666,2,0,1,0
Pimelea villosa,3,1,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Pulicaria argyrophylla,3,1,2,0.9182958340544896,0.6666666666666666,1,2,0,0
Pulsatilla chinensis,3,1,2,0.9182958340544896,0.6666666666666666,0,0,1,2
Sarracenia purpurea,3,1,2,0.9182958340544896,0.6666666666666666,0,2,1,0
Sisyrinchium platense,3,1,2,0.9182958340544896,0.6666666666666666,1,0,0,2
Sonchus grandifolius,3,1,2,0.9182958340544896,0.6666666666666666,2,1,0,0
Stachytarpheta indica,3,1,2,0.9182958340544896,0.6666666666666666,1,0,0,2
Veronica lyallii,3,1,2,0.9182958340544896,0.6666666666666666,2,0,1,0
Waireia stenopetala,3,1,2,0.9182958340544896,0.6666666666666666,1,2,0,0
Waltheria ovata,3,1,2,0.9182958340544896,0.6666666666666666,1,2,0,0
Acacia longifolia,3,1,1,-0.0,1.0,0,3,0,0
Afrocarduus keniensis,3,1,1,-0.0,1.0,3,0,0,0
Amsinckia calycina,3,1,1,-0.0,1.0,0,3,0,0
Anemonoides amurensis,3,1,1,-0.0,1.0,3,0,0,0
Calystegia hederacea,3,1,1,-0.0,1.0,3,0,0,0
Centaurium scilloides,3,1,1,-0.0,1.0,3,0,0,0
Cistanche phelypaea,3,1,1,-0.0,1.0,0,3,0,0
Conospermum caeruleum,3,1,1,-0.0,1.0,0,0,0,3
Damnamenia vernicosa,3,1,1,-0.0,1.0,3,0,0,0
Dendrobium cuthbertsonii,3,1,1,-0.0,1.0,0,0,3,0
Diuris orientis,3,1,1,-0.0,1.0,0,3,0,0
Drosera dilatatopetiolaris,3,1,1,-0.0,1.0,3,0,0,0
Eriaxis rigida,3,1,1,-0.0,1.0,3,0,0,0
Ferraria welwitschii,3,1,1,-0.0,1.0,0,3,0,0
Hibbertia hypericoides,3,1,1,-0.0,1.0,0,3,0,0
Hibbertia virgata,3,1,1,-0.0,1.0,0,3,0,0
Hydrangea chinensis,3,1,1,-0.0,1.0,3,0,0,0
Iris japonica,3,1,1,-0.0,1.0,3,0,0,0
Leontodon rigens,3,1,1,-0.0,1.0,0,3,0,0
Libertia peregrinans,3,1,1,-0.0,1.0,3,0,0,0
Pasithea caerulea,3,1,1,-0.0,1.0,0,0,0,3
Perezia magellanica,3,1,1,-0.0,1.0,3,0,0,0
Picris babylonica,3,1,1,-0.0,1.0,0,3,0,0
Ptilotus obovatus,3,1,1,-0.0,1.0,3,0,0,0
Roemeria refracta,3,1,1,-0.0,1.0,0,0,3,0
Salvia merjamie,3,1,1,-0.0,1.0,3,0,0,0
Scilla siberica,3,1,1,-0.0,1.0,0,0,0,3
Sedum crassularia,3,1,1,-0.0,1.0,3,0,0,0
Streptosolen jamesonii,3,1,1,-0.0,1.0,0,3,0,0
Tulipa kolpakowskiana,3,1,1,-0.0,1.0,0,3,0,0
Verbascum nigrum,3,1,1,-0.0,1.0,0,3,0,0
Veronica dieffenbachii,3,1,1,-0.0,1.0,3,0,0,0
Acacia myrtifolia,2,2,2,1.0,0.5,1,1,0,0
Acacia suaveolens,2,2,2,1.0,0.5,1,1,0,0
Acalypha hispida,2,2,2,1.0,0.5,1,0,1,0
Achyranthes aspera,2,2,2,1.0,0.5,0,1,1,0
Aegiceras corniculatum,2,2,2,1.0,0.5,1,1,0,0
Agastache rugosa,2,2,2,1.0,0.5,0,1,0,1
Allium schoenoprasum,2,2,2,1.0,0.5,1,0,0,1
Anacamptis pyramidalis,2,2,2,1.0,0.5,0,0,1,1
Ananas comosus,2,2,2,1.0,0.5,0,1,1,0
Anemone coronaria,2,2,2,1.0,0.5,1,0,1,0
Antirrhinum siculum,2,2,2,1.0,0.5,1,1,0,0
Arctostaphylos uva-ursi,2,2,2,1.0,0.5,1,0,1,0
Argemone glauca,2,2,2,1.0,0.5,1,1,0,0
Arum maculatum,2,2,2,1.0,0.5,1,1,0,0
Aster alpinus,2,2,2,1.0,0.5,1,0,0,1
