species,photos,pairs,geographic_distance_min_km,geographic_distance_max_km,colour_jsd_min,colour_jsd_max
Scilla verna,63,1953,28.79867541936049,2554.247935408418,3.88860070869259e-05,0.9637496970653908
Senecio mohavensis,66,2145,0.1261091309272415,354.6994776446965,0.0,1.0
Senecio ovatus,43,903,32.32574886317759,1801.0280625357857,0.0,0.2565879676819524
Senecio triangularis,58,1653,27.07656970353224,3831.226504951247,0.0,1.0
Senecio vernalis,82,3321,61.62838348283012,3981.497932896833,0.0,0.5183938313496509
Senegalia berlandieri,71,2485,0.4258030633377481,781.2866236187176,2.9200145003190416e-11,0.5544435102776621
Senna artemisioides,75,2775,4.850416864863132,16657.130394143085,0.0,0.221979010411553
Senna hebecarpa,47,1081,11.163915459345752,1522.593145624725,0.0,0.7038830210957336
Sericocarpus linifolius,52,1326,0.0156999779807513,2081.0812556411206,7.327960414049727e-09,0.2075650393532199
Sesbania drummondii,44,946,0.4118121536344025,1116.0348736808917,0.0,0.9993608622810504
Sidalcea candida,53,1378,4.755248982974098,1096.084745278711,3.3962479089716843e-08,0.845707319243183
Sideranthus spinulosus,86,3655,21.79781062855348,3782.3776162454215,0.0,0.5055982099626608
Sisymbrium irio,65,2080,70.28492301241536,17370.167797661798,7.999742208809591e-10,0.6931651136889538
Sixalix atropurpurea,49,1176,90.85151112514484,18120.09338446862,0.0001793936466612,0.9166898017563736
Solanum crispum,51,1275,0.8902952375616736,19113.989756349216,0.0011947288342437,0.8699833172418768
Solanum elaeagnifolium,53,1378,131.58951649928397,17409.696102683603,0.0006688385779185,1.0
Solanum furcatum,48,1128,2.0244355782058947,12822.839530730887,1.1321954836223606e-06,1.0
Solanum laxum,48,1128,6.603994400113539,19725.92751726428,5.117686131838641e-08,0.9922537152721008
Solanum lycopersicum,46,1035,412.09598361106765,19682.29024131513,1.1611998326514144e-07,0.9960169327032742
Solanum pseudocapsicum,54,1431,21.78381378626892,19925.863327607865,1.565393671196691e-07,1.0
Solidago ptarmicoides,78,3003,49.55840629695268,2698.149890123136,1.5051949081665986e-09,0.9889709149350004
Solidago uliginosa,50,1225,1.345360339043647,2745.2961247985777,0.0,1.0
Solidago virgaurea,63,1953,184.2916471414876,10203.35996722236,9.336256632756772e-11,0.1983787100944835
Sparaxis tricolor,52,1326,3.453923690269941,19861.90344172038,2.7154164426080795e-06,1.0
Sphaeralcea ambigua,52,1326,25.54331944550692,1924.0577602073904,8.34962676482488e-05,0.9313954625056182
Sphaeralcea coccinea,57,1596,72.31576416697577,2586.87137305635,4.725588239871178e-05,0.8737362256082939
Stachys palustris,43,903,192.6798918596272,9860.679610734052,0.000773448841725,0.9901671685226114
Stevia serrata,68,2278,18.33021325675596,4675.941332147514,1.2829612521366102e-08,1.0
Streptosolen jamesonii,60,1770,0.1473277044425806,18173.445260138105,1.2749744409459038e-06,0.581734356871767
Stypandra glauca,57,1596,10.857995764953271,3662.157264168,8.722468795758402e-05,0.9984141139278216
Symphyotrichum puniceum,62,1891,63.49203086277765,3291.423120271613,0.0005744809692572,0.9192430772089326
Symphyotrichum subulatum,68,2278,56.9866940491896,19749.02592208428,4.122933442435989e-07,0.8172429608228923
Symphytum officinale,46,1035,129.97642503724646,9992.646909836523,0.0003782130345756,0.9904630568310144
Symplocos tinctoria,45,990,3.2816569941084865,1943.9461218520305,7.220261052212672e-06,0.8261393112307944
Talinum fruticosum,48,1128,96.3520899815334,19629.81237588328,5.964443337651672e-05,0.998921286225512
Talinum paniculatum,45,990,116.24942681786206,19796.700051831136,0.0011363730099824,0.8936941374561636
Tanacetum vulgare,85,3570,219.97452770590672,10320.617117756125,0.0,0.821599490848784
Taraxacum erythrospermum,75,2775,62.52330900715405,11842.598791070284,0.0,0.8877912475717445
Telekia speciosa,62,1891,34.50087325858483,10065.737333833727,0.0,1.0
Tetratheca thymifolia,48,1128,0.2802046007563164,1282.5583314009707,0.0001015559454659,1.0
Thysanocarpus curvipes,59,1711,0.3425873311171499,1797.2363019328252,4.448634030535046e-08,0.8237447179130604
Tiarella stolonifera,54,1431,55.73001707252288,1751.1953829901945,0.0,1.0
Tinantia erecta,45,990,6.0675832357797725,8924.011075644476,4.2393945340357165e-07,0.9923724217581176
Tithonia tubaeformis,48,1128,4.913203948951079,17286.443242596964,0.0,1.0
Trachymene composita,60,1770,0.1089735915013704,707.7034606759727,1.9764961083661083e-08,0.9920977943957968
Tragopogon porrifolius,44,946,108.16192490866928,19805.67267836524,1.976295338913261e-05,1.0
Trifolium incarnatum,52,1326,183.413530805118,17666.516385311163,5.680462485877545e-05,0.986549982471874
Trifolium repens,72,2556,223.40094458473283,19886.111672067986,0.0,0.4538636302741589
Tripolium pannonicum,70,2415,92.18295088329434,10204.70467119232,6.7570600584348725e-06,0.4514148921936798
Triteleia laxa,61,1830,14.096981642518926,794.4421933152779,4.593458262206211e-05,0.9160176300477936
Trixis inula,83,3403,0.0344960654622406,2253.3555277569385,0.0,0.2393164536107703
Trollius albiflorus,62,1891,10.601238692596027,2231.173377277731,1.4204270941896822e-07,0.7514816629684398
Turnera subulata,60,1770,128.78855906884354,19996.50968798734,0.0,1.0
Verbascum thapsus,52,1326,237.11441461799376,19733.403327337608,3.882525272628305e-07,0.9782332710703254
Verbena rigida,64,2016,64.25908836371133,19579.11528817668,0.0001544811560027,0.8609316020216995
Veronica cymbalaria,52,1326,73.70821620691741,19894.59622619221,2.574311298096763e-07,1.0
Veronica longifolia,43,903,174.10554234416165,9784.934523406731,0.0003591968194919,0.8855183978968347
Veronica officinalis,66,2145,197.596336073692,19112.725587156063,0.0,0.8079000522796483
Veronica polita,44,946,213.54536858686177,19254.22192328912,1.1513148674114793e-05,0.9459179754547242
Veronica prostrata,73,2628,59.97532916468176,5280.487043118895,2.4069080468312938e-05,0.8748610815440552
Veronica spicata,51,1275,122.18336740288088,5979.810182101371,8.250756412383738e-05,0.9897133309259224
Vicia lathyroides,42,861,3.0645339149057707,10779.20634646385,0.0009195032971104,0.9428589174386236
Viminaria juncea,54,1431,1.6749161151378773,3738.297781777483,0.0,0.772421064182913
Vincetoxicum hirundinaria,62,1891,125.31169159941702,4988.405112279553,9.809141513178563e-07,0.7989338047785879
Viola blanda,50,1225,23.669602198536293,1779.409713336607,0.0,0.8789599893667
Viola cucullata,60,1770,59.43440401700884,3457.431904470728,1.006259145487306e-05,0.8110004493717151
Viola hirta,65,2080,116.79801844954982,5878.30106248974,5.383434085769201e-06,0.629709707505253
Viola lutea,71,2485,1.997926928773336,2047.696142880994,6.484735019988112e-07,0.9960979155411388
Viola mirabilis,42,861,24.464416353726964,5143.877994336261,0.0001013379261103,0.8607909455784215
Viola pedunculata,73,2628,5.025542834208786,806.899364021618,0.0,0.1210120564170269
Viola rostrata,47,1081,49.58768534247014,1578.405064899514,0.0002169869424638,0.9075534573005236
Viola tricolor,55,1485,236.68085124593495,18436.634708171903,5.842970216155289e-06,0.96278632494317
Viscaria vulgaris,60,1770,114.1643795212311,3928.3697861424153,0.0009915559621035,0.973587940803336
Vitex agnus-castus,52,1326,100.42494391685256,13678.597357855904,0.0002603226914338,0.793878460924725
Whipplea modesta,62,1891,3.934683290388584,969.8402229761653,0.0,0.3600863423398041
Wyethia angustifolia,64,2016,4.321604888687015,1144.8952729049686,0.0,0.939583383672464
Zanthoxylum americanum,56,1540,9.968879946035116,1954.14991896898,2.3214769781064055e-08,0.9915333777202536
Zephyranthes atamasco,50,1225,11.32450025398624,1231.9711713309234,1.730065715676714e-08,1.0
