priority_tier,rank,canonical_name,family,n_works,max_score,total_score,n_title_matches,n_context_matches,best_title,best_doi,best_openalex_id,best_match_evidence,review_status
A,66,Limonium wrightii,Plumbaginaceae,1,39,39,1,1,Origin of the disjunct distribution of flower colour polymorphism within Limonium wrightii (Plumbaginaceae) in the Ryukyu Archipelago,10.1111/j.1095-8312.2009.01253.x,https://openalex.org/W1926307786,"The sea lavender, Limonium wrightii, has six morphs of flower colour variation. The geographical distribution of flower colour morphs is disjunct; the distribution of the pink flower morph is divided into two subregions, and that of the yellow flower morp",unreviewed
A,67,Lupinus pilosus,Fabaceae,1,39,39,1,1,Flower‐Colour Polymorphism in Lupinus pilosus in Israel,10.1111/j.1439-0523.1987.tb01189.x,https://openalex.org/W1985541337,"Abstract Four rare flower‐colour mutants were detected in natural populations of Lupinus pilosus in Israel. The breeding systems and genetic bases of three oif them were examined. Mutants were tagged in wild populations and seed obtained upon open pollination was collected and grown in a, net house which was insect",unreviewed
A,68,Ophiorrhiza japonica,Rubiaceae,1,39,39,1,1,Maintenance of flower color dimorphism in Ophiorrhiza japonica (Rubiaceae): responses to fluctuating temperatures in a dolomite Karst region,10.3389/fpls.2024.1495112,https://openalex.org/W4405558795,"ther non-pollinator stress factors. Generally, flower color polymorphism demonstrates effective acclimatization linked to either pollinator-mediated selection or pleiotropic effects. Methods: To test these hypotheses in Ophiorrhiza japonica, we compared pollinator visitation frequencies and plant traits between pink and white morphs in Shibing, a dolomite Karst region recognized as a World Natural Heritage Site. We also assessed the ratio of flower morphs",unreviewed
A,69,Leptosiphon parviflorus,Polemoniaceae,2,33,60,1,2,Flower Color Variation and its Maintenance: Experimental Ecology of Serpentine-Adapted Leptosiphon parviflorus Benth. (Polemoniaceae),,https://openalex.org/W7114831063,"specific variation is the production of anthocyanins, pigments responsible for red, pink, and blue colors in plants and that can also provide protection from abiotic stressors, such as water limitation and heavy metals. Leptosiphon parviflorus Benth. (Polemoniaceae, variable linanthus) is an annual wildflower whose individuals produce either pink or white flowers, and both flower color morphs often co-occur within populations. To assess potential fitness diff",unreviewed
A,70,Collinsia heterophylla,Plantaginaceae,2,33,46,1,2,Floral scent and pollinator visitation in relation to floral colour morph in the mixed‐mating annual herb Collinsia heterophylla,10.1111/njb.03025,https://openalex.org/W3158771313,"less investigated than other floral traits. Previous studies suggest the importance of joint exploration of olfactory and visual floral cues to understand plant–pollinator interactions. We investigated flower scents in Collinsia heterophylla , a bee‐pollinated, annual herb a with mixed‐mating system combining self‐ and outcross‐pollination. In Collinsia , floral size and development variation is related to mating system, ranging from large‐flowered mixed‐ma",unreviewed
A,71,Lupinus perennis,Fabaceae,1,33,33,1,1,Effects of Flower Color on Pollination and Seed Production in Lupinus Perennis,,https://openalex.org/W3041830603,"We examined how flower color morphs (blue vs white) in Lupinus perennis affect the probability of a flower setting fruit, average mass of a seed produced, and average number of seeds per pod.",unreviewed
A,72,Opuntia streptacantha,Cactaceae,1,33,33,1,1,Morphological and phenological variation of flower colour morphs in a wild population of Opuntia streptacantha (Cactaceae),10.5091/plecevo.112250,https://openalex.org/W4400298785,"tely 220 species. The considerable morphological and anatomical diversity among these species has resulted in a remarkable adaptative plasticity, evident in both intra- and interspecific variability. Our study system is Opuntia streptacantha , which has two flower colour morphs: yellow and orange. The objective is to determine if there are morphological differences in the reproductive and vegetative structures between floral morphs. Material and methods – W",unreviewed
A,73,Rhododendron arboreum,Ericaceae,1,33,33,1,1,"Altitudinal variation in flower color and attraction pattern of Rhododendron arboreum Sm. in central Himalayan Region of Uttarakhand, India",10.1163/22238980-bja10061,https://openalex.org/W4281817580,"ation and attraction as a mechanism for pollination and protection of floral parts. As part of this study, a survey relating to flower color variation and differences in spotting pattern (nectar guides) was conducted on Rhododendron arboreum , a widespread tree species in the mountainous region of Uttarakhand state, at 43 different altitudinal locations. Seven original color morphs of flowers and five types of spot variation in the nectar guide were observe",unreviewed
A,74,Orchis mascula,Orchidaceae,3,31,72,1,3,"Presence, distribution and effect of white, pink and purple morphs on pollination in the orchid Orchis mascula",10.14712/23361964.2015.15,https://openalex.org/W1618346641,"tained in evolutionary time has long intrigued ecologists and is still debated. In particular, how floral colour polymorphism influences reproductive success is still poorly understood. Here, we investigated the case of Orchis mascula, a deceptive orchid species in which the presence of rare white-flowered individuals is known to increase the percentage pollination of co-occurring coloured morphs. In a brief review, we report all the orchid species f",unreviewed
A,75,Lilium sulphureum,Liliaceae,1,31,31,1,1,Studies on Intraspecific Differentiations of Flowering Colors of Lilium sulphureum Baker apud Hook.f.in Yunnan,,https://openalex.org/W2357395938,"Intraspecific differentiations in flower color are obvious in Lilium sulphureum Baker apud Hook.f.in Yunnan.There are polymorphsim within populations and obvious polytypism among populations.The flower color presents gradient variation.Specially,variations of flower color within Puer population are",unreviewed
A,76,Narcissus pseudonarcissus,Amaryllidaceae,1,31,31,1,1,Transcriptome Sequencing and Biochemical Analysis of Perianths and Coronas Reveal Flower Color Formation in Narcissus pseudonarcissus,10.3390/ijms19124006,https://openalex.org/W2904598959,"Narcissus pseudonarcissus is an important bulbous plant with white or yellow perianths and light yellow to orange-red coronas, but little is known regarding the biochemical and molecular basis related to flower color polymorphisms. To investigat",unreviewed
A,77,Salvia hispanica,Lamiaceae,1,31,31,1,1,Review of floral polymorphism in chía (Salvia hispanica L.): Modified cause,10.35429/jnas.2020.20.7.14.20,https://openalex.org/W3166774049,"This article reviews the current state of knowledge about the color of the flower of the chia (Salvia hispanica L.) plant because it presents different colors, within a population that was the basis for the generation of five internationally marketed varieties. After a historical review of the most influential studies on floral c",unreviewed
A,78,Solanum carolinense,Solanaceae,1,31,31,1,1,A field investigation into potential reproductive and resistance advantages of purple-petalled plants in polymorphic populations of horsenettle (Solanum carolinense),10.5091/plecevo.128527,https://openalex.org/W4403078083,"lutionary biologists alike. Nevertheless, the diversity of genetic factors and ecological interactions that act to maintain flower-color polymorphisms over time are understood for very few species. Here, we suggest that Solanum carolinense (horsenettle) makes an excellent model system for studying the evolutionary ecology of a flower-color polymorphism, and we begin to shed insight into factors that might affect the stability of the polymorphism. Material",unreviewed
A,79,Viola diversifolia,Violaceae,1,31,31,1,1,Polymorphisme morphologique chez le pollen et la fleur de Viola diversifolia (Gingins) Becker,10.1080/01811789.1990.10827015,https://openalex.org/W2033544458,"Click to increase image sizeClick to decrease image sizeSummaryPollen and flower color polymorphism were both found in Viola diversifolia. In all populations studied, 3, 4, 5 and 6-apertured pollen grains were observed. The proportions of these four morphs did not differ significantly between flowers of the same individual, nor between individuals of the",unreviewed
A,80,Lysimachia monelli,Primulaceae,4,30,111,1,4,Linking environmental adaptation and genetic structure to the biogeography of flower colour lineages in Lysimachia monelli (Primulaceae),10.1111/plb.70100,https://openalex.org/W4413930938,"ctive traits such as flower colour can have a profound influence on the diversification of plant species, making understanding their evolutionary ramifications one of the foremost challenges for evolutionary biologists. Lysimachia monelli is a Mediterranean endemic with two markedly divergent flower colour lineages, blue and orange, which do not coexist within the same populations. We examined the relationship between lineage divergence and environmental",unreviewed
A,81,Gentiana leucomelaena,Gentianaceae,2,30,57,1,2,"Petal Color, Flower Temperature, and Behavior in an Alpine Annual Herb, Gentiana leucomelaena (Gentianaceae)",10.1657/1938-4246-42.2.219,https://openalex.org/W1994225781,"Gentiana leucomelaena (Gentianaceae), an alpine herbaceous species of the Qinghai-Tibetan Plateau, has two colors of flowers (blue and white) that bloom in early spring. In order to determine the effect of petal color on flower interior temp",unreviewed
A,82,Prunus persica,Rosaceae,3,30,53,1,3,Two loss‐of‐function alleles of the glutathione S‐transferase ( GST ) gene cause anthocyanin deficiency in flower and fruit skin of peach ( Prunus persica ),10.1111/tpj.15312,https://openalex.org/W3157450640,"Summary Flower and fruit colors are important agronomic traits. To date, there is no forward genetic evidence that the glutathione S‐transferase ( GST ) gene is responsible for the white flower color in peach ( Prunus persica ). In this study, genetic analysis indicated that the white‐flower trait is monogenetic, is recessive to the non‐white allele, and shows pleiotropic effects with non‐white‐flowered types. The genetic locus underpinning",unreviewed
A,83,Wahlenbergia albomarginata,Campanulaceae,3,30,50,1,3,Where have all the blue flowers gone: pollinator responses and selection on flower colour in New Zealand Wahlenbergia albomarginata,10.1111/j.1420-9101.2011.02430.x,https://openalex.org/W1731095030,"correlated traits on pollinator visitation and pollen transfer. We combined selection analysis and phenotypic manipulations to measure the effect of petal colour on visitation and pollen export at two spatial scales in Wahlenbergia albomarginata. This species is representative of many New Zealand alpine herbs that have secondarily evolved white or pale flowers. The major pollinators, solitary bees, exerted phenotypic selection on flower size but not colour, qua",unreviewed
A,84,Eruca sativa,Brassicaceae,2,30,40,1,2,Natural Variation in Flower Color and Scent in Populations of Eruca sativa (Brassicaceae) Affects Pollination Behavior of Honey Bees,10.1093/jisesa/iez038,https://openalex.org/W2946516416,"Plants of Eruca sativa Mill. (Brassicaceae) from desert and Mediterranean populations in Israel differ in flower color and size. In the desert habitat, the population has higher abundance of flowers with cream color and longer petals, whereas",unreviewed
A,85,Drosera cistiflora,Droseraceae,1,30,30,1,1,Breeding systems of floral colour forms in the Drosera cistiflora species complex,10.1111/plb.13159,https://openalex.org/W3044245703,"or pollinator-mediated selection on floral traits and the ecology of populations. Here we evaluate pollinator contribution to seed production, self-compatibility and pollen limitation in different floral colour forms of Drosera cistiflora sensu lato (Droseraceae). These insectivorous perennial plants are endemic to fynbos and renosterveld vegetation in the Cape Floristic Region of South Africa, and the species complex includes five floral colour forms (p",unreviewed
A,86,Gentiana triflora,Gentianaceae,1,30,30,1,1,Identification of Candidate Genes Responsible for Flower Colour Intensity in Gentiana triflora,10.3389/fpls.2022.906879,https://openalex.org/W4283395540,"Gentians cultivated in Japan ( Gentiana triflora and Gentiana scabra and hybrids) have blue flowers, but flower colour intensity differs among cultivars. The molecular mechanism underlying the variation in flower colour intensity is unclear. Here, we produced F 2 prog",unreviewed
A,87,Mammillaria haageana,Cactaceae,1,30,30,1,1,Evolution of flower allometry and pigmentation in Mammillaria haageana (Cactaceae),10.1186/s12870-021-03386-8,https://openalex.org/W4206993445,"this variation is adaptive. Under the neutral evolutionary theory, subtle phenotypes are almost neutral with little adaptive value. To test this idea, we studied the infraspecific variation in flower shape and color in Mammillaria haageana, a species with a wide geographical distribution and phenotypic variation, which populations are often recognized as infraspecific taxa. RESULTS: We collected samples from wild populations, kept them in the greenhouse f",unreviewed
A,88,Monarda fistulosa,Lamiaceae,1,30,30,1,1,High-throughput iNaturalist image analysis reveals flower color divergence in Monarda fistulosa,10.1101/2025.05.21.655392,https://openalex.org/W4410761732,"espread species is a fundamental goal of natural history. Here we create a pipeline to analyze a large community science dataset and test hypothesized flower color divergence across the range of a widespread wildflower. Monarda fistulosa is a North American perennial that produces showy lavender inflorescences. Although previous literature suggests that the flowers of western M. fistulosa might display a deeper purple color than the eastern varieties, t",unreviewed
A,89,Nicotiana glauca,Solanaceae,1,30,30,1,1,Floral colour variation of Nicotiana glauca in native and non‐native ranges: Testing the role of pollinators' perception and abiotic factors,10.1111/plb.13509,https://openalex.org/W4319295181,"c conditions in native and non-native ranges provide ideal systems to test the role of different ecological factors driving flower colour variation. We quantified corolla reflectance of the ornithophilous South American Nicotiana glauca in native populations, where plants are pollinated by hummingbirds, and in populations from two invaded regions: South Africa, where plants are pollinated by sunbirds, and the Balearic island of Mallorca, where plants r",unreviewed
A,90,Papaver radicatum,Papaveraceae,1,30,30,1,1,Temperature Relations of Yellow and White Flowered Papaver Radicatum in North Greenland,10.1080/00040851.1989.12002712,https://openalex.org/W4403177336,"In North Greenland Papaver radicatum occurs with white flowers together with the well-known type with yellow flower color. The white type is most frequent at low altitudes near the coast. With increasing height above sea level, the frequency of white-flowe",unreviewed
A,91,Paphiopedilum micranthum,Orchidaceae,1,30,30,1,1,Metabolomic and Transcriptomic Analysis Reveal the Role of Metabolites and Genes in Modulating Flower Color of Paphiopedilum micranthum,10.3390/plants12102058,https://openalex.org/W4378084487,"Food-deceptive flowers primarily use visual signals (such as color) to mimic model plants and deceive insects into achieving pollination. Paphiopedilum micranthum is a food-deceptive orchid that has a pink labellum and two purple petals with a yellow base and has been proven to be pollinated by bumblebees. However, the chemical and molecular bases of the floral color are not well",unreviewed
A,92,Prunus mume,Rosaceae,1,30,30,1,1,Integration of Metabolomic and Transcriptomic Analyses Reveals the Molecular Mechanisms of Flower Color Formation in Prunus mume,10.3390/plants13081077,https://openalex.org/W4394716468,"Flower color is an important trait that affects the economic value of Prunus mume, a famous ornamental plant in the Rosaceae family. P. mume with purple–red flowers is uniquely charming and highly favored in landscape applications. However, little is known about its flower coloring mechanism, which s",unreviewed
A,93,Rehmannia glutinosa,Rehmanniaceae,1,30,30,1,1,Sequence Variations in MYB (v-myb Myeloblastosis Viral Oncogene Homolog) Genes Impair Anthocyanin Biosynthesis and Contribute to Yellow Flower Phenotype in Rehmannia glutinosa,10.3390/biom16010095,https://openalex.org/W7118966692,"The corolla of Rehmannia glutinosa typically exhibits a stable reddish-purple color, but a naturally occurring yellow-flowered variant has recently been identified. To clarify the molecular basis of flower color variant, metabolomics, transcriptomics, an",unreviewed
A,94,Rhododendron simsii,Ericaceae,1,30,30,1,1,Integrated Analyses of Metabolome and RNA-seq Data Revealing Flower Color Variation in Ornamental Rhododendron simsii Planchon,10.3390/genes15081041,https://openalex.org/W4401425281,"Rhododendron simsii Planchon is an important ornamental species in the northern hemisphere. Flower color is an important objective of Rhododendron breeding programs. However, information on anthocyanin synthesis in R. simsii is limited. In",unreviewed
A,95,Tulipa suaveolens,Liliaceae,1,30,30,1,1,"Geographical features of Tulipa suaveolens Roth (Liliaceae, Magnoliophyta) distribution by flower color across its European range",10.35885/1684-7318-2022-2-150-172,https://openalex.org/W4308801437,"The range of the polychromous Tulipa suaveolens Roth comprises almost the whole Ponto-Caspian Steppe, from the south-east of Ukraine to western Kazakhstan. High variation in flower color is a unique feature of this species, but features of its geographical distributi",unreviewed
A,96,Gymnadenia rhellicani,Orchidaceae,5,29,105,1,4,Emergence of a floral colour polymorphism by pollinator-mediated overdominance: 3-dimensional data of Gymnadenia rhellicani flowers in DICOM format,,https://openalex.org/W3194954792,Emergence of a floral colour polymorphism by pollinator-mediated overdominance: 3-dimensional data of Gymnadenia rhellicani flowers in DICOM format,unreviewed
A,97,Butomus umbellatus,Butomaceae,3,29,67,1,2,Asymmetric pollen–pistil interactions contribute to maintaining floral colour polymorphism in a clonal aquatic plant (Butomus umbellatus L.),10.1016/j.aquabot.2012.12.007,https://openalex.org/W2025476323,Asymmetric pollen–pistil interactions contribute to maintaining floral colour polymorphism in a clonal aquatic plant (Butomus umbellatus L.),unreviewed
A,98,Aloe petricola,Asphodelaceae,1,29,29,1,0,"Does colour matter? Flower colour polymorphism, pollinator visitation and reproductive success in the endemic Aloe petricola",10.1016/j.sajb.2018.02.109,https://openalex.org/W2796240393,"Does colour matter? Flower colour polymorphism, pollinator visitation and reproductive success in the endemic Aloe petricola",unreviewed
A,99,Hydrophyllum appendiculatum,Hydrophyllaceae,1,29,29,1,0,Reproductive Consequences of a Flower Color Polymorphism in Hydrophyllum appendiculatum,10.2307/2426522,https://openalex.org/W2313736393,Reproductive Consequences of a Flower Color Polymorphism in Hydrophyllum appendiculatum,unreviewed
A,100,Pleione limprichtii,Orchidaceae,1,29,29,1,0,Comparative Transcriptomics Provides Insight into Floral Color Polymorphism in a Pleione limprichtii Orchid Population,10.3390/ijms21010247,https://openalex.org/W2997206648,Comparative Transcriptomics Provides Insight into Floral Color Polymorphism in a Pleione limprichtii Orchid Population,unreviewed
A,101,Linum pubescens,Linaceae,1,28,28,1,1,Pollinator‐mediated selection on floral size and tube color in Linum pubescens : Can differential behavior and preference in different times of the day maintain dimorphism?,10.1002/ece3.3683,https://openalex.org/W2780691752,"sm, but it has rarely been shown to result from differential behavior of one pollinator. We tested whether different behaviors of the same pollinators in morning and evening are associated with dimorphic floral trait in Linum pubescens, a Mediterranean annual plant that exhibits variable within‐population frequencies of dark‐ and light‐colored flower tubes. Usia bicolor bee‐flies, the major pollinators of L. pubescens , are mostly feeding in the flowe",unreviewed
A,102,Acer pictum,Sapindaceae,1,26,26,1,1,The functional significance of a stigma color polymorphism in Acer pictum subsp. mono (Aceraceae),10.1093/jpe/rtv018,https://openalex.org/W1986840127,"However, little information is available on stigma color polymorphisms in flowering plants despite their important functional role in plant reproduction. We studied a stigma color polymorphism at the individual level in Acer pictum subsp. mono (aka A. mono) by investigating stigma-color morph proportion and comparing stigma performance and components of female fitness (pollen adhesion, pollen germination, fruit set, seed set and fruit weight) betw",unreviewed
A,103,Beta vulgaris,Amaranthaceae,1,26,26,1,1,Effects of fine-scale genetic structure on male mating success in gynodioecious Beta vulgaris ssp. maritima,10.1111/j.1365-294x.2010.04586.x,https://openalex.org/W1983316410,"pollen and seed dispersal are often spatially restricted. However, the reciprocal outcomes of population structure on the dynamics of polymorphic mating systems have received little attention. In gynodioecious sea beet (Beta vulgaris ssp. maritima), three sexual types co-occur: females carrying a cytoplasmic male sterility (CMS) gene, hermaphrodites carrying a non-CMS cytoplasm and restored hermaphrodites that carry CMS genes and nuclear restorer al",unreviewed
A,104,Cypripedium guttatum,Orchidaceae,1,26,26,1,1,Conservation issues and infraspecific polymorphism of Cypripedium guttatum on selected locations in Russia,10.24189/ncr.2020.054,https://openalex.org/W3085036340,"ey have special requirements that makes it difficult to transplant them from the wild and they are rarely surviving after. They are therefore a key group in conservation. This research aimed to study the polymorphism of Cypripedium guttatum flowers in their natural populations on selected locations in Russia. On the basis of studying C. guttatum populations in Primorsky Krai, Sverdlovsk region, Komi Republic, and Krasnoyarsky Krai, we identified and descri",unreviewed
A,105,Moringa oleifera,Moringaceae,1,26,26,1,1,Estimates of outcrossing rates in Moringa oleifera using Amplified fragment length polymorphism (AFLP),10.5897/ajb2004.000-2026,https://openalex.org/W2114661249,"seed orchards, randomisation and minimum distance between related individuals need to be worked out to maximise cross-fertilisation among unrelated clones and minimise selfing or mating among related ramets. Key words: Moringa oleifera, mating system, outcrossing rates, amplified fragment length polymorphism.",unreviewed
A,106,Utricularia amethystina,Lentibulariaceae,1,26,26,1,1,"Sistemática, evolução e biologia reprodutiva de Utricularia com ênfase para Utricularia amethystina Salzm. Ex A.St.-Hil. & Girard (Lentibulariaceae)",,https://openalex.org/W2133327242,"s species are highly polymorphic in many traits such as habit, pollen, seed and trap morphology. Many species has a compact genome resulted from the deletion of non-coding regions, and other peculiar molecular features. Utricularia amethystina is described as one of the most polymorphic species in the genus, it has a complex taxonomic history and is found across the American continents. Its polymorphism is reflected on plant height, corolla's size and shape,",unreviewed
A,107,Brassica juncea,Brassicaceae,1,25,25,1,1,Beyond yellow: discovery and genetic dissection of an apricot petal color in Brassica juncea L,10.3389/fpls.2026.1767871,https://openalex.org/W7127038454,"Brassica juncea is an important oilseed and vegetable crop whose flowers are typically yellow, largely owing to carotenoid pigmentation. Here, we report a novel, heritable apricot-flowered variant designated ‘Caijie,’ from a wild B. ju",unreviewed
A,108,Gerbera aurantiaca,Asteraceae,1,25,25,1,1,Geographical Variation in Flower Color in the Grassland Daisy Gerbera aurantiaca: Testing for Associations With Pollinators and Abiotic Factors,10.3389/fevo.2021.676520,https://openalex.org/W3173834513,"rs or may reflect abiotic factors such as soil chemistry or neutral processes such as genetic drift. Here we document striking geographical structure in the color of capitula of the endemic South African grassland daisy Gerbera aurantiaca and ask which of these competing explanations best explains this pattern. The color of capitula ranges from predominantly red in the southwest to yellow in the center, with some northern populations showing within-popul",unreviewed
A,109,Gustavia santanderiensis,Lecythidaceae,1,25,25,1,1,"Morphological redescription and ecological niche modelling of Gustavia santanderiensis (Lecythidaceae), with a key for the genus in the Magdalena Valley, Colombia",10.5091/plecevo.165628,https://openalex.org/W7133957166,"the ecoregions that encompass the Magdalena Valley. The model was generated using a unique set of bioclimatic variables, with their contributions and permutation importance estimated. Key results – The flower colour in Gustavia santanderiensis , previously described by Knuth and Mori as white petals, varies considerably. Surprisingly, none of the specimens cited by Mori and Prance (1979) in their monograph corresponds to G. santanderiensis . Its geographic ra",unreviewed
A,110,Mirabilis jalapa,Nyctaginaceae,1,25,25,1,1,"Betalain Color Morphs Exhibit Differential Growth, Defensive Ability, and Pollen Tube Growth Rates in Mirabilis jalapa (Nyctaginaceae)",10.1086/673245,https://openalex.org/W2065776166,"heir phylogenetic counterparts, the anthocyanins, do.Methodology. We measured floral and leaf betalain concentrations and several phenological and performance traits in four floral color morphs of horticultural lines of Mirabilis jalapa (Nyctaginaceae). We also performed herbivore assays and measured pollen tube length in situ to investigate the role of betalain concentration in defense and prezygotic barriers among the floral color morphs.Pivotal resu",unreviewed
A,111,Rhododendron latoucheae,Ericaceae,1,25,25,1,1,Insight into the Molecular Mechanism of Flower Color Regulation in Rhododendron latoucheae Franch: A Multi-Omics Approach,10.3390/plants12162897,https://openalex.org/W4385650642,"Rhododendron latoucheae Franch. (R. latoucheae) is a valuable woody plant known for its high ornamental value. While purple flowers are a distinct and attractive variant phenotype of R. latoucheae, the underlying mechanism regulating its flowe",unreviewed
A,112,Rhododendron sanguineum,Ericaceae,1,25,25,1,1,Differential expressions of anthocyanin synthesis genes underlie flower color divergence in a sympatric Rhododendron sanguineum complex,10.1186/s12870-021-02977-9,https://openalex.org/W3159142738,"BACKGROUND: The Rhododendron sanguineum complex is endemic to alpine mountains of northwest Yunnan and southeast Tibet of China. Varieties in this complex exhibit distinct flower colors even at the bud stage. However, the underlying molecular regulations for",unreviewed
A,113,Clarkia amoena,Onagraceae,1,23,23,1,0,Reproductive fitness and pollination biology of the four floral color morphs of Clarkia amoena var. pacifica.,,https://openalex.org/W3217284744,Reproductive fitness and pollination biology of the four floral color morphs of Clarkia amoena var. pacifica.,unreviewed
A,114,Delphinium caeruleum,Ranunculaceae,1,23,23,1,0,Screening game in plant–pollinator interactions: compound screening mechanism in flower morphology of Delphinium caeruleum,10.21203/rs.3.rs-2118643/v1,https://openalex.org/W4306923379,Screening game in plant–pollinator interactions: compound screening mechanism in flower morphology of Delphinium caeruleum,unreviewed
A,115,Ipomoea aquatica,Convolvulaceae,1,23,23,1,0,Pollinator visitation and female reproductive success in two floral color morphs of Ipomoea aquatica (Convolvulaceae),10.1007/s00606-020-01716-1,https://openalex.org/W3094397868,Pollinator visitation and female reproductive success in two floral color morphs of Ipomoea aquatica (Convolvulaceae),unreviewed
A,116,Arum maculatum,Araceae,3,22,58,1,3,Variation in scent amount but not in composition correlates with pollinator visits within populations of deceptive Arum maculatum L. (Araceae),10.3389/fpls.2022.1046532,https://openalex.org/W4313987291,"al emission and composition) and floral visitors in deceptive plants, we studied floral scent, visitor assemblages, and fruit set in two populations of fly-pollinated (Psychodidae, Sphaeroceridae; Diptera) and deceptive Arum maculatum from Austria (JOS) and northern Italy (DAO). By correlating individual data on floral scent and visitor assemblages, we show that inter-individual variation in floral scent partly explains variation in visitor assemblag",unreviewed
A,117,Argyranthemum frutescens,Asteraceae,1,22,22,1,1,"Obtainment and confirmation of intergeneric hybrids between marguerite ( Argyranthemum frutescens (L.) Sch.Bip.) and two Rhodanthemum species ( R. hosmariense (Ball) B. H. Wilcox, K. Bremer & Humphries and R. catananche (Ball) B. H. Wilcox, K. Bremer & Humphries)",10.5511/plantbiotechnology.23.0202a,https://openalex.org/W4380208217,"Argyranthemum frutescens (L.) Sch.Bip. and Rhodanthemum gayanum (Coss. & Durieu) B. H. Wilcox, K. Bremer & Humphries are capable of hybridization. To expand flower color variation in this intergeneric hybrid group, we performed crosses using A.",unreviewed
A,118,Chimonanthus praecox,Calycanthaceae,1,22,22,1,1,Metabolomic and transcriptomic analyses jointly reveal the mechanism underlying the reddening of Chimonanthus praecox stamens,10.3389/fpls.2024.1491246,https://openalex.org/W4404541331,"Introduction Flower characteristics are crucial ornamental and reproductive traits in Chimonanthus praecox . Over its long cultivation history, variations have been observed in the floral organs, primarily in the petals, with limited reports on stamen traits. Stamen variation, integral to the mating system, can enhance the p",unreviewed
A,119,Gloriosa superba,Colchicaceae,1,22,22,1,1,Integrated Metabolome and Transcriptome Analysis of Petal Anthocyanin Accumulation Mechanism in Gloriosa superba ‘Rothschildiana’ during Different Flower Development Stages,10.3390/ijms242015034,https://openalex.org/W4387498734,"Flower color is a key ornamental trait in plants. The petals of Gloriosa superba ‘Rothschildiana’ petals undergo a color transformation from yellow to red during their development, but the molecular mechanism of this process remains unexplored. This study examines the anthocyanin profiles and gene e",unreviewed
A,120,Helleborus foetidus,Ranunculaceae,1,22,22,1,1,"Plant Traits, Environmental Factors, and Pollinator Visitation in Winter-flowering Helleborus foetidus (Ranunculaceae)",10.1093/aob/mci236,https://openalex.org/W2088748499,"BACKGROUND AND AIMS: This study examined the effect of plant traits and environmental factors on pollinator visitation in the winter-flowering Helleborus foetidus (Ranunculaceae) in three distant regions in the Iberian Peninsula. METHODS: Geographical variation in floral visitor assemblage, plant traits and environmental factors were analysed during the flowering season. KEY RESU",unreviewed
