global_row_index,shard_index,species,inat_taxon_id,selected_raw_photo_target,total_results_probe,candidate_pages,candidate_pages_requested,candidate_page_errors,raw_results_from_candidate_pages,locally_eligible,prior_colour_experiment_excluded,wrong_taxon,deduplicated_metadata_rows,after_observer_cap,maximum_span_km_after_observer_cap,full_target,selected_candidate_rows
985,1,Tiarella stolonifera,1351707,100,1864,"[6,9,5]",3,{},600,600,1,0,599,506,1861.5039186339832,True,100
986,2,Styphelia sieberi,1397850,100,142,[1],1,{},142,142,0,0,142,112,1427.598697094685,True,100
987,3,Cleomella lutea,1415101,100,133,[1],1,{},133,133,1,0,132,122,1527.7578608260417,True,100
988,4,Centaurea polyacantha,1433992,100,119,[1],1,{},119,119,3,0,116,100,651.6769964875505,True,100
989,5,Palustricodon aparinoides,1449995,100,350,"[1,2]",2,{},350,350,1,0,349,282,2931.4472189221547,True,100
990,6,Oxalis smalliana,1464017,100,996,"[1,3,4]",3,{},600,600,1,0,599,543,1388.669943149515,True,100
991,7,Lysimachia loeflingii,1467819,100,1024,"[1,5,2]",3,{},600,600,6,0,594,509,19989.732489328708,True,100
992,0,Oreomecon alpina,1473089,100,251,"[1,2]",2,{},251,251,1,0,250,234,2011.2887673197304,True,100
993,1,Asarum reflexum,1473617,100,667,"[4,2,1]",3,{},467,467,1,0,466,392,1999.8522286019177,True,100
994,2,Cochemiea grahamii,1550566,100,135,[1],1,{},135,135,0,0,135,104,816.3089669529518,True,100
995,3,Trollius albiflorus,1563130,100,239,"[2,1]",2,{},239,239,1,0,238,204,2282.674506182153,True,100
996,4,Austroflourensia thurifera,1644302,100,210,"[1,2]",2,{},210,210,0,0,210,177,799.4091877248595,True,100
997,5,Sabdariffa aculeata,1686226,100,773,"[2,4,3]",3,{},573,573,2,0,571,495,1455.728973431313,True,100
998,6,Sideranthus spinulosus,1686721,100,238,"[2,1]",2,{},238,238,0,0,238,196,3782.3776162454215,True,100
999,7,Pseudo-fumaria lutea,1686778,100,637,"[1,3,4]",3,{},437,437,0,0,437,386,9451.899967081716,True,100
