global_row_index,shard_index,species,inat_taxon_id,selected_raw_photo_target,total_results_probe,candidate_pages,candidate_pages_requested,candidate_page_errors,raw_results_from_candidate_pages,locally_eligible,prior_colour_experiment_excluded,wrong_taxon,deduplicated_metadata_rows,after_observer_cap,maximum_span_km_after_observer_cap,full_target,selected_candidate_rows
240,0,Ipomoea pes-caprae,60879,100,1185,"[1,4,3]",3,{},600,600,122,0,478,433,19874.11955437814,True,100
241,1,Dactylorhiza sambucina,60885,100,736,"[4,2,1]",3,{},536,536,24,0,512,419,2547.569244757703,True,100
242,2,Chaenorhinum origanifolium,60887,100,148,[1],1,{},148,148,0,0,148,128,2110.5323737564963,True,100
243,3,Viola lutea,60898,100,173,[1],1,{},173,173,0,0,173,152,2047.696142880994,True,100
244,4,Asclepias viridis,60946,100,1970,"[2,6,4]",3,{},600,600,0,0,600,483,2232.30542825036,True,100
245,5,Ericameria ericoides,60955,100,190,[1],1,{},190,190,0,0,190,148,643.5763020838406,True,100
246,6,Jaumea carnosa,60969,100,287,"[2,1]",2,{},287,287,0,0,287,247,2535.5775822278865,True,100
247,7,Trifolium glomeratum,61021,100,344,"[2,1]",2,{},344,344,0,0,344,228,19957.98111141545,True,100
248,0,Salix sitchensis,61100,100,131,[1],1,{},131,131,1,0,130,115,3214.586580100953,True,100
249,1,Lactuca perennis,61297,100,218,"[1,2]",2,{},218,218,0,0,218,186,2155.0589096563053,True,100
250,2,Arum maculatum,61318,100,1168,"[1,5,6]",3,{},568,568,3,0,565,503,7233.39824890746,True,100
251,3,Ajuga genevensis,61326,100,387,"[2,1]",2,{},387,387,2,0,385,293,9602.93729311896,True,100
252,4,Orchis simia,61328,100,314,"[2,1]",2,{},314,314,1,0,313,236,4211.967227081604,True,100
253,5,Whipplea modesta,61509,100,225,"[2,1]",2,{},225,225,0,0,225,174,1377.3668768731548,True,100
254,6,Lathraea squamaria,61769,100,772,"[4,1,2]",3,{},572,572,1,0,571,485,4033.113922682956,True,100
255,7,Oxalis incarnata,61776,100,732,"[4,3,2]",3,{},532,532,1,0,530,362,19368.46913582947,True,100
256,0,Lathyrus tingitanus,61821,100,296,"[2,1]",2,{},296,296,1,0,295,245,20005.62411326511,True,100
257,1,Trifolium hybridum,61824,100,1674,"[4,7,5]",3,{},600,600,163,0,437,307,19057.223472489663,True,100
258,2,Platanthera lacera,62041,100,161,[1],1,{},161,161,0,0,161,144,3054.9924602905485,True,100
259,3,Anchusa arvensis,62200,100,412,"[1,2,3]",3,{},412,412,1,0,411,347,16907.59789272588,True,100
260,4,Camassia quamash,62220,100,3351,"[13,4,12]",3,{},600,600,0,0,600,467,1564.266362299076,True,100
261,5,Galearis rotundifolia,62258,100,269,"[2,1]",2,{},269,269,4,0,265,172,5327.3166534169295,True,100
262,6,Dichelostemma multiflorum,62262,100,405,"[1,2,3]",3,{},405,405,1,0,404,323,623.7630296841274,True,100
263,7,Asclepias albicans,62299,100,148,[1],1,{},148,148,0,0,148,118,1264.3255668013062,True,100
264,0,Lysimachia vulgaris,62338,100,1320,"[6,3,4]",3,{},600,600,1,0,599,437,9948.836803301418,True,100
265,1,Rubus odoratus,62377,100,2410,"[12,6,10]",3,{},600,600,1,0,599,483,9887.915499091938,True,100
266,2,Goodyera pubescens,62406,100,627,"[4,1,3]",3,{},427,427,0,0,427,399,2664.48234732517,True,100
267,3,Opuntia fragilis,62474,100,296,"[1,2]",2,{},296,296,1,0,295,241,2730.118047089469,True,100
268,4,Spiraea douglasii,62493,100,895,"[1,5,4]",3,{},495,495,0,0,495,452,10075.766980782158,True,100
269,5,Ipomopsis rubra,62659,100,157,[1],1,{},157,157,0,0,157,147,2052.1428477032964,True,100
270,6,Clematis virginiana,62778,100,718,"[2,3,4]",3,{},518,518,0,0,518,438,2822.9426651933613,True,100
271,7,Delonix regia,62839,100,490,"[2,1,3]",3,{},490,490,180,0,310,302,19940.50569911668,True,100
272,0,Ipomoea triloba,62942,100,322,"[1,2]",2,{},322,322,9,0,313,271,19874.71922850129,True,100
273,1,Calystegia macrostegia,63047,100,346,"[1,2]",2,{},346,346,0,0,346,285,758.175024153539,True,100
274,2,Calochortus macrocarpus,63311,100,1413,"[4,2,3]",3,{},600,600,0,0,600,459,1261.4237814270698,True,100
275,3,Paxistima myrsinites,63893,100,620,"[1,3,4]",3,{},420,420,1,0,419,364,3012.104851864897,True,100
276,4,Ranunculus uncinatus,63898,100,196,[1],1,{},196,196,0,0,196,153,2399.92262810885,True,100
277,5,Calycanthus occidentalis,63962,100,155,[1],1,{},155,155,0,0,155,137,569.4588930817682,True,100
278,6,Salvia lyrata,64093,100,2312,"[7,1,11]",3,{},600,600,100,0,500,468,2236.1435588607624,True,100
279,7,Rorippa palustris,64162,100,366,"[2,1]",2,{},366,366,1,0,365,258,19279.361931999967,True,100
280,0,Symphyotrichum subulatum,64208,100,269,"[2,1]",2,{},269,269,3,0,266,217,19948.595222508087,True,100
281,1,Trifolium incarnatum,64268,100,1495,"[5,1,2]",3,{},600,600,1,0,599,585,19878.878675383767,True,100
282,2,Calochortus bruneaunis,64410,100,363,"[1,2]",2,{},363,363,0,0,363,284,891.5048581568268,True,100
283,3,Calochortus concolor,64420,100,202,"[1,2]",2,{},202,202,0,0,202,137,397.0251075544607,True,100
284,4,Calochortus flexuosus,64430,100,407,"[1,3,2]",3,{},407,407,0,0,407,267,879.0142423118037,True,100
285,5,Calochortus monophyllus,64441,100,826,"[1,3,4]",3,{},600,600,0,0,600,424,342.276421727739,True,100
286,6,Banksia serrata,64519,100,196,[1],1,{},196,196,0,0,196,168,2062.211743387831,True,100
287,7,Capparis spinosa,67715,100,200,[1],1,{},200,200,1,0,199,182,16531.238588582703,True,100
288,0,Uvularia sessilifolia,67772,100,1430,"[8,6,1]",3,{},430,430,0,0,430,366,2426.418024116519,True,100
289,1,Claytonia caroliniana,67775,100,2745,"[6,14,13]",3,{},545,545,0,0,545,362,2307.618069824073,True,100
290,2,Hieracium venosum,68034,100,262,"[2,1]",2,{},262,262,0,0,262,229,1677.3651468177893,True,100
291,3,Yucca schidigera,68400,100,682,"[3,2,4]",3,{},482,482,4,0,478,368,453.9278341542555,True,100
292,4,Thamnosma montana,68403,100,366,"[2,1]",2,{},366,366,1,0,365,281,676.0506922496902,True,100
293,5,Rafinesquia neomexicana,68553,100,1654,"[1,4,3]",3,{},600,600,0,0,600,501,1125.489258970599,True,100
294,6,Coleogyne ramosissima,68559,100,173,[1],1,{},173,173,1,0,172,134,882.2980597471542,True,100
295,7,Cassia fistula,68679,100,191,[1],1,{},191,191,5,0,186,165,19302.466430328157,True,100
296,0,Veronica polita,68848,100,800,"[4,1,3]",3,{},600,600,1,0,599,476,19583.512141079005,True,100
297,1,Lupinus arizonicus,69421,100,1701,"[2,5,1]",3,{},600,600,0,0,600,448,1018.1482219076282,True,100
298,2,Oxalis acetosella,69624,100,1371,"[1,7,6]",3,{},571,571,1,0,570,506,9751.195015653497,True,100
299,3,Cardamine flexuosa,69636,100,214,"[1,2]",2,{},214,214,1,0,213,180,19878.26025869003,True,100
300,4,Rubus hispidus,69713,100,118,[1],1,{},118,118,0,0,118,103,2239.824480352862,True,100
301,5,Rubus trivialis,69714,100,2024,"[2,10,1]",3,{},600,600,58,0,542,507,2296.3828068986327,True,100
302,6,Sagittaria lancifolia,69813,100,286,"[1,2]",2,{},286,286,1,0,285,244,5952.330130841995,True,100
303,7,Sagittaria platyphylla,69816,100,118,[1],1,{},118,118,1,0,117,104,17062.443479093105,True,100
304,0,Lupinus excubitus,69855,100,203,"[2,1]",2,{},203,203,1,0,202,153,539.4983646468249,True,100
305,1,Prunus amygdalus,69936,100,368,"[1,2]",2,{},368,368,0,0,368,228,12198.628913446822,True,100
306,2,Centranthus calcitrapae,71105,100,517,"[2,1,3]",3,{},517,517,0,0,517,359,9530.739312275644,True,100
307,3,Ambrosia chamissonis,71135,100,203,"[2,1]",2,{},203,203,0,0,203,183,10751.121956551113,True,100
308,4,Acacia saligna,75255,100,482,"[1,2,3]",3,{},482,482,1,0,481,311,19693.97414011693,True,100
309,5,Agrostemma githago,75310,100,274,"[1,2]",2,{},274,274,1,0,273,254,12686.875117054253,True,100
310,6,Aliciella latifolia,75326,100,190,[1],1,{},190,190,1,0,189,148,817.5978360898031,True,100
311,7,Allium praecox,75360,100,783,"[3,4,2]",3,{},583,583,0,0,583,325,537.5894064797178,True,100
312,0,Allium vineale,75371,100,174,[1],1,{},174,174,1,0,173,161,19545.99885809941,True,100
313,1,Amsonia tomentosa,75427,100,229,"[2,1]",2,{},229,229,1,0,228,185,838.7263315381178,True,100
314,2,Antennaria racemosa,75469,100,185,[1],1,{},185,185,0,0,185,115,1719.736974091442,True,100
315,3,Arnica latifolia,75573,100,184,[1],1,{},184,184,1,0,183,153,2563.3314820338373,True,100
316,4,Asclepias curassavica,75602,100,3550,"[18,9,14]",3,{},550,550,130,0,420,375,19760.79059587108,True,100
317,5,Astragalus agrestis,75615,100,210,"[1,2]",2,{},210,210,13,0,197,133,10223.540456069964,True,100
318,6,Astragalus nuttallii,75668,100,114,[1],1,{},114,114,0,0,114,101,557.6356278281066,True,100
319,7,Avicennia marina,75723,100,147,[1],1,{},147,147,2,0,145,108,16427.010238984036,True,100
320,0,Berberis nervosa,75756,100,383,"[2,1]",2,{},383,383,1,0,382,335,1374.4669782157036,True,100
321,1,Bidens cernua,75765,100,995,"[2,4,5]",3,{},595,595,3,0,592,428,10170.01633913086,True,100
322,2,Bidens laevis,75766,100,268,"[1,2]",2,{},268,268,0,0,268,210,10717.496294669802,True,100
323,3,Bouteloua curtipendula,75858,100,123,[1],1,{},123,123,0,0,123,105,3632.780861035942,True,100
324,4,Brandegea bigelovii,75866,100,277,"[2,1]",2,{},277,277,0,0,277,210,1275.80149347959,True,100
325,5,Buddleja davidii,75916,100,1874,"[7,10,1]",3,{},474,474,88,0,386,343,19909.26835198155,True,100
326,6,Calochortus plummerae,75943,100,772,"[1,3,2]",3,{},600,600,0,0,600,407,216.57852245266736,True,100
327,7,Calycoseris wrightii,75956,100,167,[1],1,{},167,167,0,0,167,132,1161.3732649905603,True,100
328,0,Campanula scouleri,75991,100,501,"[3,2,1]",3,{},501,501,1,0,500,433,987.2340386780392,True,100
329,1,Carduus acanthoides,76006,100,677,"[3,2,4]",3,{},477,477,1,0,476,336,19771.083115794238,True,100
330,2,Chondrilla juncea,76300,100,515,"[3,2,1]",3,{},515,515,0,0,515,284,18059.288720124947,True,100
331,3,Cirsium undulatum,76358,100,347,"[2,1]",2,{},347,347,1,0,346,315,3069.5962840631278,True,100
332,4,Cneoridium dumosum,76402,100,221,"[2,1]",2,{},221,221,0,0,221,177,381.7593334611204,True,100
333,5,Collinsia grandiflora,76409,100,439,"[3,2,1]",3,{},439,439,1,0,438,360,893.0736552260713,True,100
334,6,Commelina benghalensis,76425,100,1428,"[2,6,5]",3,{},600,600,194,0,406,362,19866.22936296383,True,100
335,7,Coprosma repens,76435,100,214,"[1,2]",2,{},214,214,1,0,213,173,19511.55761006968,True,100
336,0,Corydalis aurea,76451,100,489,"[2,3,1]",3,{},489,489,3,0,486,398,5415.522162872546,True,100
337,1,Cotyledon orbiculata,76462,100,516,"[1,3,2]",3,{},516,516,1,0,515,316,19480.758411351413,True,100
338,2,Cuscuta campestris,76545,100,246,"[2,1]",2,{},246,246,3,0,243,189,19914.463296542646,True,100
339,3,Cyclospermum leptophyllum,76563,100,217,"[1,2]",2,{},217,217,1,0,216,159,19740.85655952589,True,100
340,4,Cyperus esculentus,76584,100,127,[1],1,{},127,127,0,0,127,111,19570.67452949685,True,100
341,5,Delphinium glaucum,76625,100,168,[1],1,{},168,168,2,0,166,119,4256.430297830397,True,100
342,6,Delphinium nuttallianum,76630,100,1032,"[3,1,5]",3,{},600,600,1,0,599,471,1939.3153249588224,True,100
343,7,Diplotaxis tenuifolia,76665,100,435,"[3,1,2]",3,{},435,435,2,0,433,353,19893.54360662927,True,100
344,0,Erigeron annuus,76897,100,3011,"[15,1,5]",3,{},600,600,63,0,537,465,13238.724204886705,True,100
345,1,Erigeron linearis,76926,100,372,"[2,1]",2,{},372,372,0,0,372,234,1467.125361812876,True,100
346,2,Eriodictyon crassifolium,76955,100,250,"[2,1]",2,{},250,250,0,0,250,224,349.7781078681017,True,100
347,3,Eriogonum deflexum,76981,100,323,"[1,2]",2,{},323,323,0,0,323,223,1275.9546645337218,True,100
348,4,Erysimum concinnum,77069,100,121,[1],1,{},121,121,0,0,121,108,247.89794583864543,True,100
349,5,Euphorbia terracina,77119,100,154,[1],1,{},154,154,0,0,154,126,18068.238529746744,True,100
350,6,Galium mollugo,77206,100,653,"[1,3,2]",3,{},600,600,4,0,596,343,10202.501259258615,True,100
351,7,Geranium richardsonii,77260,100,718,"[2,1,4]",3,{},518,518,1,0,517,364,2946.66261912468,True,100
352,0,Geum macrophyllum,77266,100,802,"[3,4,5]",3,{},402,402,3,0,399,323,9468.07703351879,True,100
353,1,Glebionis segetum,77281,100,216,"[2,1]",2,{},216,216,0,0,216,180,19951.693585641995,True,100
354,2,Grindelia squarrosa,77305,100,1163,"[6,2,3]",3,{},563,563,0,0,562,427,10638.06686397178,True,100
355,3,Helenium autumnale,77349,100,1075,"[1,2,4]",3,{},600,600,0,0,600,516,8483.357009528809,True,100
356,4,Heteranthera dubia,77393,100,288,"[1,2]",2,{},288,288,0,0,288,255,4100.724440553492,True,100
357,5,Heuchera cylindrica,77403,100,514,"[2,3,1]",3,{},514,514,0,0,514,315,1353.8844365476984,True,100
358,6,Heuchera rubescens,77408,100,167,[1],1,{},167,167,0,0,167,139,2622.860279859027,True,100
359,7,Hibiscus denudatus,77409,100,885,"[2,4,1]",3,{},600,600,2,0,598,463,1709.10423288103,True,100
360,0,Hibiscus lasiocarpos,77410,100,128,[1],1,{},128,128,0,0,128,117,3134.0552966931145,True,100
361,1,Iliamna rivularis,77489,100,237,"[1,2]",2,{},237,237,0,0,237,221,1711.7629338129868,True,100
362,2,Ipomoea cairica,77494,100,1404,"[4,7,8]",3,{},404,404,175,0,229,151,19805.364416201093,True,100
363,3,Lactuca biennis,77616,100,133,[1],1,{},133,133,0,0,133,103,4681.758355471871,True,100
364,4,Lathyrus japonicus,77638,100,989,"[1,4,3]",3,{},600,600,8,0,592,528,11432.063345385111,True,100
365,5,Lathyrus palustris,77642,100,172,[1],1,{},172,172,3,0,169,151,10439.943665920102,True,100
366,6,Lepidium campestre,77663,100,272,"[1,2]",2,{},272,272,0,0,272,235,10886.030447097732,True,100
367,7,Lepidium fremontii,77668,100,247,"[1,2]",2,{},247,247,0,0,247,171,870.335578591934,True,100
368,0,Lepidium perfoliatum,77672,100,127,[1],1,{},127,127,0,0,127,111,17566.182468578332,True,100
369,1,Ligustrum lucidum,77740,100,400,"[2,1]",2,{},400,400,0,0,400,363,19904.322909839124,True,100
370,2,Linaria purpurea,77778,100,879,"[4,3,2]",3,{},600,600,2,0,598,481,19460.66138595121,True,100
371,3,Lobelia erinus,77797,100,284,"[1,2]",2,{},284,284,0,0,282,227,19787.84405225461,True,100
372,4,Lomatium triternatum,77830,100,272,"[2,1]",2,{},272,272,0,0,272,224,1610.4293628791793,True,100
373,5,Lotus tenuis,77838,100,331,"[2,1]",2,{},331,331,0,0,331,240,19611.98019406588,True,100
374,6,Malacothrix saxatilis,77940,100,211,"[1,2]",2,{},211,211,0,0,211,182,450.5422232785394,True,100
375,7,Marah oregana,77960,100,1060,"[6,1,3]",3,{},460,460,0,0,460,416,1272.2201457725942,True,100
376,0,Melaleuca citrina,77976,100,176,[1],1,{},176,176,0,0,176,154,18125.2784745822,True,100
377,1,Myosotis laxa,78150,100,131,[1],1,{},131,131,0,0,131,125,19919.32571481822,True,100
378,2,Myrtus communis,78159,100,454,"[1,3,2]",3,{},454,454,1,0,453,366,10738.937373394683,True,100
379,3,Nicandra physalodes,78217,100,352,"[1,2]",2,{},352,352,4,0,348,323,19891.56121447996,True,100
380,4,Oenothera primiveris,78245,100,163,[1],1,{},163,163,0,0,163,152,1182.286396813204,True,100
381,5,Ornithopus pinnatus,78283,100,151,[1],1,{},151,151,3,0,148,105,19804.35795497645,True,100
382,6,Palafoxia arida,78333,100,1087,"[2,1,6]",3,{},487,487,0,0,487,359,1347.7696352757728,True,100
383,7,Pancratium maritimum,78334,100,1283,"[3,4,1]",3,{},600,600,4,0,596,561,12188.89430414123,True,100
384,0,Papaver somniferum,78346,100,506,"[2,3,1]",3,{},506,506,2,0,504,457,19995.250223728763,True,100
385,1,Pectis papposa,78362,100,880,"[4,3,1]",3,{},600,600,0,0,600,439,1920.6962820769488,True,100
386,2,Pedicularis racemosa,78372,100,430,"[3,1,2]",3,{},430,430,0,0,430,330,2183.6817310091733,True,100
387,3,Pelargonium grossularioides,78376,100,230,"[1,2]",2,{},230,230,0,0,230,166,18638.53374509061,True,100
388,4,Penstemon davidsonii,78399,100,271,"[2,1]",2,{},271,271,1,0,270,222,1706.7338068716904,True,100
389,5,Penstemon speciosus,78422,100,135,[1],1,{},135,135,0,0,135,123,1520.3278416983603,True,100
390,6,Persicaria capitata,78451,100,1008,"[5,4,3]",3,{},600,600,14,0,586,494,19877.837759434693,True,100
391,7,Persicaria hydropiper,78452,100,136,[1],1,{},136,136,1,0,135,118,20010.9827731902,True,100
392,0,Persicaria pensylvanica,78455,100,552,"[2,1,3]",3,{},552,552,0,0,552,437,8990.823480868956,True,100
393,1,Petalonyx thurberi,78460,100,132,[1],1,{},132,132,0,0,132,102,743.6170868556289,True,100
394,2,Phlox diffusa,78544,100,307,"[2,1]",2,{},307,307,0,0,307,254,1800.8869350636105,True,100
395,3,Physalis longifolia,78569,100,235,"[1,2]",2,{},235,235,0,0,235,224,9687.01843136283,True,100
396,4,Phytolacca icosandra,78580,100,180,[1],1,{},180,180,2,0,178,155,19270.10664117124,True,100
397,5,Pittosporum crassifolium,78590,100,485,"[2,1,3]",3,{},485,485,0,0,485,406,19708.160409012475,True,100
398,6,Potentilla concinna,78723,100,233,"[2,1]",2,{},233,233,1,0,232,146,2074.247875827328,True,100
399,7,Purshia stansburyana,78787,100,243,"[2,1]",2,{},243,243,0,0,243,194,1633.9135825863875,True,100
400,0,Ranunculus glaberrimus,78824,100,1563,"[4,7,5]",3,{},600,600,166,0,434,266,1682.830879863474,True,100
401,1,Rhododendron columbianum,78847,100,281,"[2,1]",2,{},281,281,0,0,281,271,1660.450720909249,True,100
402,2,Ribes lacustre,78858,100,196,[1],1,{},196,196,1,0,195,171,5332.964494085807,True,100
403,3,Romanzoffia sitchensis,78872,100,213,"[1,2]",2,{},213,213,2,0,211,143,2682.4719958186547,True,100
404,4,Rosa multiflora,78882,100,3381,"[17,2,4]",3,{},581,581,1,0,580,535,11746.212392483903,True,100
405,5,Rosa rubiginosa,78886,100,306,"[2,1]",2,{},306,306,1,0,305,262,19580.60644476241,True,100
406,6,Rosa woodsii,78887,100,365,"[1,2]",2,{},365,365,0,0,365,305,3033.6163859542944,True,100
407,7,Salsola australis,78955,100,125,[1],1,{},125,125,0,0,125,105,15197.046030302728,True,100
408,0,Senecio mohavensis,79050,100,153,[1],1,{},153,153,0,0,153,119,356.65944358455295,True,100
409,1,Senecio triangularis,79055,100,283,"[1,2]",2,{},283,283,2,0,281,220,3878.5432210271897,True,100
410,2,Senna artemisioides,79058,100,146,[1],1,{},146,146,1,0,145,129,16657.130394143085,True,100
411,3,Shepherdia canadensis,79072,100,316,"[2,1]",2,{},316,316,1,0,315,262,5556.545821274764,True,100
412,4,Sidalcea sparsifolia,79095,100,116,[1],1,{},116,114,0,0,114,103,423.6694078887225,True,100
413,5,Solanum elaeagnifolium,79137,100,2635,"[6,9,1]",3,{},600,600,3,0,597,516,17740.43539078479,True,100
414,6,Solanum furcatum,79138,100,172,[1],1,{},172,172,0,0,172,126,12822.839530730887,True,100
415,7,Tagetes minuta,79313,100,339,"[1,2]",2,{},339,339,2,0,337,206,19821.68487209892,True,100
416,0,Taraxacum erythrospermum,79317,100,162,[1],1,{},162,162,1,0,161,154,11917.237691531674,True,100
417,1,Tiquilia plicata,79367,100,126,[1],1,{},126,126,0,0,126,105,669.78664235315,True,100
418,2,Viburnum edule,79499,100,249,"[2,1]",2,{},249,249,2,0,247,222,5974.958230726047,True,100
419,3,Vicia lathyroides,79503,100,135,[1],1,{},135,135,0,0,135,112,10779.20634646385,True,100
420,4,Dalea candida,81598,100,295,"[2,1]",2,{},295,295,0,0,295,251,3062.8545751998936,True,100
421,5,Himantoglossum robertianum,81694,100,1076,"[5,1,6]",3,{},476,476,1,0,475,342,3786.531942469636,True,100
422,6,Oxalis violacea,81796,100,1369,"[3,6,7]",3,{},569,569,0,0,569,485,3357.424669316605,True,100
423,7,Baptisia tinctoria,81897,100,248,"[2,1]",2,{},248,248,0,0,248,205,1360.2306053852285,True,100
424,0,Potentilla simplex,82097,100,528,"[1,2,3]",3,{},528,528,0,0,528,464,3202.350707365856,True,100
425,1,Myrica gale,82203,100,147,[1],1,{},147,147,0,0,147,128,8415.440720244129,True,100
426,2,Symphyotrichum puniceum,82307,100,998,"[5,1,4]",3,{},598,598,1,0,597,394,3432.754954550813,True,100
427,3,Dalea formosa,82468,100,301,"[2,1]",2,{},301,301,0,0,301,237,1501.684581625001,True,100
428,4,Pyrola elliptica,82515,100,671,"[4,3,1]",3,{},471,471,0,0,471,388,3834.5999767354415,True,100
429,5,Lysimachia quadrifolia,82580,100,1137,"[1,4,3]",3,{},600,598,0,0,598,531,2011.4997553058363,True,100
430,6,Arisarum vulgare,82619,100,360,"[1,2]",2,{},360,360,2,0,358,311,19960.352492948445,True,100
431,7,Lonicera implexa,82664,100,317,"[1,2]",2,{},317,317,0,0,317,247,2543.190864762053,True,100
432,0,Cistus crispus,82672,100,650,"[4,1,3]",3,{},450,450,0,0,450,288,1641.5344795144674,True,100
433,1,Cistus albidus,82673,100,699,"[3,1,2]",3,{},600,600,0,0,600,440,1895.503065866564,True,100
434,2,Erica arborea,82688,100,426,"[1,3,2]",3,{},426,426,1,0,425,313,19932.787265301515,True,100
435,3,Arbutus unedo,82689,100,391,"[1,2]",2,{},391,391,1,0,390,281,19961.866817797963,True,100
436,4,Lathyrus clymenum,82741,100,296,"[2,1]",2,{},296,296,0,0,296,245,4968.561565041816,True,100
437,5,Nelumbo nucifera,82814,100,359,"[1,2]",2,{},359,359,13,0,346,292,19823.500352664018,True,100
438,6,Cydonia oblonga,82853,100,158,[1],1,{},158,158,0,0,158,149,18499.31946841782,True,100
439,7,Anemone palmata,82861,100,228,"[2,1]",2,{},228,228,0,0,228,151,1602.8514448367755,True,100
440,0,Ophrys speculum,82875,100,388,"[2,1]",2,{},388,388,0,0,388,276,3973.9154098912654,True,100
441,1,Rosa blanda,83062,100,140,[1],1,{},140,140,0,0,140,120,2572.3230322929435,True,100
442,2,Glossodia major,83357,100,889,"[1,5,2]",3,{},489,489,2,0,487,264,1623.460821860148,True,100
443,3,Phyllota phylicoides,83362,100,256,"[2,1]",2,{},256,256,0,0,256,178,1406.11043648231,True,100
444,4,Pandorea pandorana,83395,100,209,"[2,1]",2,{},209,209,1,0,208,173,5351.655399996673,True,100
445,5,Bursaria spinosa,83571,100,880,"[4,3,2]",3,{},600,600,1,0,599,441,1907.5503960143683,True,100
446,6,Lambertia formosa,83616,100,1411,"[3,7,6]",3,{},600,600,2,0,598,460,720.4190420990526,True,100
447,7,Dampiera stricta,83631,100,598,"[1,3,2]",3,{},598,598,3,0,595,409,1767.40981658553,True,100
448,0,Mitchella repens,83799,100,6616,"[18,15,26]",3,{},600,600,1,0,599,577,3188.1834683840084,True,100
449,1,Ophrys apifera,83816,100,1398,"[6,2,3]",3,{},600,600,1,0,599,436,4167.44533019858,True,100
450,2,Baptisia australis,83902,100,1091,"[1,5,3]",3,{},600,600,0,0,600,573,2638.572188253598,True,100
451,3,Helianthus divaricatus,84113,100,304,"[2,1]",2,{},304,304,0,0,304,232,2251.7160146621377,True,100
452,4,Arisaema dracontium,84261,100,249,"[1,2]",2,{},249,249,0,0,249,231,2774.2659837491096,True,100
453,5,Linum catharticum,84280,100,284,"[1,2]",2,{},284,284,1,0,283,243,19958.83138661816,True,100
454,6,Clinopodium vulgare,84281,100,1703,"[5,8,3]",3,{},600,600,121,0,479,407,19922.012210529585,True,100
455,7,Centaurea scabiosa,84344,100,894,"[1,5,2]",3,{},494,494,1,0,493,362,9706.534430248405,True,100
456,0,Castanea pumila,84363,100,143,[1],1,{},143,143,0,0,143,130,2000.7752739005973,True,100
457,1,Filipendula rubra,84510,100,108,[1],1,{},108,108,0,0,108,101,1980.433574262508,True,100
458,2,Sabatia angularis,84666,100,872,"[5,3,1]",3,{},472,472,0,0,472,413,2052.2279299833594,True,100
459,3,Sabatia campestris,84668,100,227,"[2,1]",2,{},227,227,0,0,227,177,1034.4736769082322,True,100
460,4,Erigeron speciosus,84732,100,364,"[2,1]",2,{},364,364,0,0,364,281,9532.032611470797,True,100
461,5,Sairocarpus pusillus,84744,100,124,[1],1,{},124,124,0,0,124,103,766.4899906999768,True,100
462,6,Falcaria vulgaris,84776,100,172,[1],1,{},172,172,0,0,172,114,3943.591436531552,True,100
463,7,Syzygium jambos,84838,100,244,"[2,1]",2,{},244,244,7,0,237,206,19060.956960461717,True,100
464,0,Lilium martagon,85027,100,1226,"[6,2,7]",3,{},426,426,1,0,425,389,9843.405145765237,True,100
465,1,Geum canadense,85325,100,1092,"[3,6,2]",3,{},492,492,0,0,492,388,3482.5013921565187,True,100
466,2,Ratibida pinnata,85331,100,933,"[3,1,5]",3,{},533,533,0,0,533,433,2453.760418139573,True,100
467,3,Swainsona formosa,85367,100,120,[1],1,{},120,120,1,0,119,106,3054.146022106941,True,100
468,4,Alchemilla alpina,85441,100,149,[1],1,{},149,149,6,0,143,121,4489.398778612424,True,100
469,5,Phryma leptostachya,85490,100,503,"[2,1,3]",3,{},503,503,0,0,503,431,13237.10573506614,True,100
470,6,Erigenia bulbosa,117309,100,1261,"[4,3,7]",3,{},461,461,0,0,461,343,1644.5846773750084,True,100
471,7,Eutrochium maculatum,117440,100,1485,"[6,8,3]",3,{},485,485,0,0,485,374,5170.709164794058,True,100
472,0,Sedum sarmentosum,118473,100,233,"[1,2]",2,{},233,233,0,0,233,227,13078.256695633574,True,100
473,1,Drimia maritima,118535,100,372,"[1,2]",2,{},372,372,0,0,372,248,1652.5448951644455,True,100
474,2,Ceanothus fendleri,118571,100,281,"[2,1]",2,{},281,281,1,0,280,249,1788.5508542858058,True,100
475,3,Gentiana parryi,118778,100,189,[1],1,{},189,189,0,0,189,153,878.8050905385393,True,100
476,4,Carlina vulgaris,118834,100,185,[1],1,{},185,185,0,0,185,146,3256.7224847306743,True,100
477,5,Solidago virgaurea,118850,100,1186,"[3,6,2]",3,{},586,586,2,0,584,446,10331.3915828026,True,100
478,6,Jatropha gossypiifolia,119099,100,464,"[2,1,3]",3,{},464,464,27,0,437,408,19986.23905659377,True,100
479,7,Eupatorium altissimum,119135,100,143,[1],1,{},143,143,0,0,143,136,2236.600495928349,True,100
480,0,Elephantopus carolinianus,119609,100,437,"[1,3,2]",3,{},437,437,0,0,437,399,2323.647716222676,True,100
481,1,Erythrina lysistemon,119673,100,316,"[1,2]",2,{},316,316,1,0,315,171,8895.738398499529,True,100
482,2,Pyrus calleryana,119793,100,614,"[3,2,1]",3,{},600,600,1,0,599,529,18812.37364159909,True,100
483,3,Zizia aptera,119795,100,196,[1],1,{},196,196,1,0,195,138,3991.1566169707535,True,100
484,4,Lonicera canadensis,119807,100,943,"[1,3,2]",3,{},600,600,0,0,600,486,2660.115062872835,True,100
485,5,Lysimachia lanceolata,119810,100,137,[1],1,{},137,137,0,0,137,117,2115.3517881764333,True,100
