inat_taxon_id,species,raw_photos,observers,quarters,years,maximum_span_km,median_pair_distance_km,cells_0p25_degree,maximum_cell_photos_0p25_degree,cells_0p5_degree,maximum_cell_photos_0p5_degree,pairs_within_100_km,photos_with_neighbor_within_100_km,pairs_within_250_km,photos_with_neighbor_within_250_km,pairs_within_500_km,photos_with_neighbor_within_500_km
122521,Monstera deliciosa,100,100,4,15,19603.762444,7741.981935,96,2,87,3,92,69,212,84,304,87
122587,Monarda citriodora,100,99,4,13,3905.472462,1070.895941,100,1,100,1,69,54,372,89,1032,99
123438,Plumeria rubra,100,96,4,15,19750.258555,2402.660371,100,1,100,1,38,48,202,77,493,89
124817,Ranunculus auricomus,100,92,2,12,4400.592807,1381.390068,100,1,100,1,26,35,211,92,658,100
125103,Houstonia micrantha,100,84,3,10,2095.772733,489.892735,78,4,67,5,265,92,934,100,2559,100
125380,Asclepias purpurascens,100,99,2,16,1967.08842,660.375345,100,1,100,1,97,80,583,98,1669,100
125675,Glandularia bipinnatifida,100,96,4,14,3018.636558,715.444163,100,1,86,3,209,81,750,96,1912,100
125902,Cardamine douglassii,100,99,2,13,1595.303695,412.61607,100,1,92,2,228,94,1151,98,3143,100
126369,Anemone virginiana,100,100,2,12,3391.722621,874.566828,100,1,100,1,14,26,280,94,1035,99
126375,Vaccinium elliottii,100,98,2,11,1764.705194,481.871294,100,1,93,3,186,98,932,100,2587,100
126484,Salvia misella,100,97,4,10,17735.678506,1240.972956,100,1,92,2,129,78,518,96,1176,98
126485,Calycanthus floridus,100,99,3,12,2404.908559,572.654357,100,1,93,2,167,84,879,96,2152,100
126558,Phyllodoce glanduliflora,100,79,2,20,4126.631203,506.080716,61,13,48,14,431,94,1192,98,2441,99
126566,Spathodea campanulata,100,99,4,13,19929.611111,9746.526039,100,1,100,1,0,0,16,28,87,68
126617,Xyris ambigua,100,88,4,14,1813.641022,642.827128,75,5,60,5,307,94,971,99,1784,100
126633,Ruellia simplex,100,98,4,12,19921.88223,6335.260086,100,1,100,1,0,0,26,44,121,79
126702,Stellaria pubera,100,98,2,14,1367.913553,428.30539,100,1,97,2,219,98,1121,100,2967,100
126869,Ipomoea quamoclit,100,99,4,14,19879.050864,8407.086092,100,1,100,1,0,0,0,0,68,68
126887,Berberis aquifolium,100,99,2,4,11150.116831,3670.596538,100,1,100,1,74,64,343,89,912,96
126892,Senecio viscosus,100,95,3,14,9460.013302,2627.60353,100,1,100,1,0,0,131,83,400,98
126980,Plumbago zeylanica,100,95,4,19,19844.574344,10097.900457,100,1,100,1,0,0,51,65,144,86
127010,Nandina domestica,100,99,4,12,19462.777955,1657.264052,95,2,84,5,126,65,317,88,815,94
127037,Vernonia gigantea,100,98,3,13,2213.072495,723.089325,100,1,100,1,65,69,444,98,1436,100
127059,Conradina canescens,100,95,4,12,330.11071,113.801365,29,12,12,18,2188,100,4522,100,4950,100
127270,Borrichia frutescens,100,96,4,13,3459.409491,966.374252,97,2,74,4,245,95,761,98,1478,98
127279,Canna flaccida,100,96,4,13,13554.816501,333.100044,92,2,60,5,503,93,1849,98,3269,98
127345,Vicia sepium,100,98,4,11,9282.023106,1618.535238,100,1,100,1,0,0,108,83,415,98
127899,Portulaca amilis,100,100,4,10,12370.405631,784.528646,100,1,100,1,84,78,555,94,1440,97
128038,Corydalis flavula,100,96,2,11,1924.780633,568.675403,100,1,96,2,166,88,800,100,2116,100
128076,Hypericum tetrapetalum,100,85,4,11,783.05424,173.364022,70,4,37,7,1073,99,3637,100,4769,100
128137,Limodorum abortivum,100,98,3,18,4824.771262,1248.065813,100,1,100,1,39,57,256,94,838,100
128652,Salvia coccinea,100,98,4,11,17968.939516,1336.213628,100,1,94,2,125,78,403,86,886,92
128715,Thalictrum pubescens,100,99,2,13,2458.195757,555.280774,100,1,100,1,108,86,714,99,2158,100
128770,Fritillaria camschatcensis,100,94,2,21,7715.53937,1086.253237,99,2,85,3,252,92,776,97,1257,99
128805,Gaylussacia baccata,100,97,2,13,2286.831535,725.518082,100,1,100,1,120,81,642,97,1673,100
129036,Thunbergia grandiflora,100,97,4,15,19959.789061,6380.734247,100,1,94,2,46,53,124,61,225,82
129098,Pedicularis sylvatica,100,98,4,18,2975.574564,1048.022921,100,1,100,1,78,75,383,97,1027,99
129347,Ilex glabra,100,93,4,13,2760.44163,847.943078,74,4,53,9,518,95,952,99,1589,100
129361,Viola hastata,100,97,2,10,1308.902751,310.854727,100,1,83,3,447,96,1964,99,3664,100
129446,Honckenya peploides,100,90,3,19,10140.577689,2901.05864,96,2,90,2,55,61,154,83,267,89
129652,Scutellaria parvula,100,95,2,13,2625.074033,799.019809,98,2,83,4,139,85,496,99,1210,99
130045,Galactia elliottii,100,96,3,8,742.292719,190.049028,88,2,47,7,993,99,3279,99,4724,100
130545,Bistorta vivipara,100,97,2,17,12702.412829,4545.844204,100,1,100,1,0,0,40,56,121,89
130869,Gomphrena serrata,100,92,4,14,19155.708206,2002.646169,92,3,82,3,172,78,477,89,676,92
130950,Nabalus albus,100,95,2,15,2555.866849,807.87946,100,1,100,1,58,70,420,98,1289,100
131140,Gentiana clusii,100,92,3,19,1708.207078,228.225041,83,2,55,5,731,97,2710,98,4259,100
131153,Erigeron quercifolius,100,94,4,10,1401.144047,318.362499,98,2,66,3,488,96,1900,97,3645,100
131637,Rhexia alifanus,100,91,2,14,1579.891993,301.278761,57,8,41,11,1044,98,2241,99,3152,100
131642,Banksia ericifolia,100,94,4,14,11601.485817,161.248658,37,10,25,20,1695,98,3230,100,3919,100
132855,Rubus pubescens,100,96,2,14,5012.083179,1345.74273,100,1,100,1,47,62,274,93,839,99
133005,Actaea spicata,100,93,2,18,9897.90728,1290.201456,100,1,95,3,95,62,400,94,1057,99
133031,Chrysosplenium alternifolium,100,99,3,10,4278.3286,1248.937985,100,1,100,1,2,4,179,87,669,98
133064,Linum alpinum,100,87,2,19,2034.078467,361.071734,57,6,38,11,901,97,1717,99,3169,100
133145,Cruciata glabra,100,87,4,13,3123.442155,651.40212,85,3,67,5,377,89,879,100,1982,100
133294,Portulaca pilosa,100,98,4,6,19424.566171,6330.800228,100,1,100,1,0,0,88,70,298,85
133350,Impatiens balsamina,100,95,4,17,19959.365937,7767.689749,96,2,91,4,70,46,100,59,167,80
133397,Buxus sempervirens,100,93,3,15,10168.696128,680.788738,96,2,75,4,290,81,951,89,1923,94
133488,Hippocrepis comosa,100,98,3,14,2275.941851,660.369575,100,1,100,1,84,84,520,96,1668,100
133653,Cirsium oleraceum,100,96,3,14,5248.754479,961.413712,100,1,100,1,45,60,340,96,1085,98
133665,Voyria aphylla,100,96,4,15,7445.796233,2617.803163,94,2,83,3,98,70,260,91,433,98
136384,Verbesina occidentalis,100,98,2,12,1839.543993,431.975706,100,1,88,3,241,92,1185,99,2888,100
140593,Himantoglossum adriaticum,100,90,2,14,994.038716,377.091217,61,6,37,14,1178,95,1735,100,3298,100
140836,Caladenia catenata,100,91,3,12,2823.107909,357.458449,51,6,34,9,1035,98,2132,99,3207,99
141634,Leonotis nepetifolia,100,98,4,12,19969.804672,7577.184907,100,1,100,1,25,31,162,78,361,91
142279,Symphyotrichum pilosum,100,94,4,12,11762.928871,1015.944296,100,1,100,1,21,32,248,96,828,100
142283,Megaskepasma erythrochlamys,100,98,4,13,19842.426698,2135.951097,89,4,81,5,139,63,289,81,549,87
142979,Vernonia noveboracensis,100,98,2,11,1934.82403,408.81602,98,2,76,3,352,94,1433,99,3046,99
143356,Kennedia prostrata,100,98,4,11,3409.182802,794.006441,97,2,78,4,313,96,789,100,1511,100
143359,Drosera macrantha,100,88,3,14,844.843927,222.72462,74,4,52,7,892,99,2785,100,4640,100
144047,Persicaria virginiana,100,95,3,9,2548.572433,795.985269,100,1,100,1,27,38,340,100,1196,100
146622,Loeselia mexicana,100,96,4,13,1672.723402,306.070136,93,2,67,3,518,95,1917,100,3740,100
148019,Clematis pitcheri,100,95,4,19,2545.003216,534.304464,94,2,70,3,347,92,1072,98,2318,99
152133,Elephantopus tomentosus,100,97,3,12,13835.877943,595.958471,100,1,87,3,173,93,695,99,1976,99
153440,Cercis siliquastrum,100,98,3,14,17141.036763,1330.745744,100,1,99,2,48,54,245,92,726,97
153953,Salvia tiliifolia,100,98,4,16,17277.566857,822.197756,100,1,92,3,189,88,754,96,1719,96
154224,Lysimachia nemorum,100,98,3,14,2768.343342,938.437041,100,1,100,1,40,58,335,96,1096,98
154543,Cunila origanoides,100,95,3,11,1952.246707,648.351481,98,2,75,3,265,94,910,100,1965,100
157838,Abutilon fruticosum,100,93,4,14,15136.86541,194.30717,63,7,45,14,1267,94,3037,97,4257,98
158043,Aethusa cynapium,100,94,3,11,9163.41006,1158.911491,96,2,89,3,101,77,323,97,812,100
158194,Allium scorodoprasum,100,99,2,15,8271.921972,843.118289,100,1,98,2,97,64,422,91,1209,98
158459,Aquilegia brevistyla,100,93,2,14,3605.030248,755.018872,79,4,67,9,351,81,815,94,1684,98
158552,Arbutus xalapensis,100,90,4,17,2137.929332,691.462062,61,8,47,8,405,96,705,99,1438,100
159273,Blephilia ciliata,100,89,1,12,1416.594157,531.085982,84,3,73,3,284,95,864,100,2176,100
159601,Bunias orientalis,100,95,2,12,5881.809469,1461.23523,100,1,100,1,0,0,115,89,479,99
159699,Calopogon barbatus,100,90,4,13,804.799434,271.092767,34,17,22,20,1034,100,2369,100,3716,100
159727,Calystegia spithamaea,100,96,2,13,1922.902302,759.596639,90,3,79,4,171,83,684,99,1622,100
160108,Carex sprengelii,100,92,2,9,3498.539617,894.631524,100,1,92,2,165,83,566,94,1474,100
160297,Centratherum punctatum,100,96,4,17,19792.782249,7772.555789,100,1,100,1,7,14,92,73,229,88
160757,Clinopodium gracile,100,96,4,13,16163.910739,3178.433034,71,7,52,10,515,88,1109,94,1448,97
161429,Cyperus dentatus,100,81,2,11,1048.513272,278.6559,48,8,32,18,1149,99,2264,100,3956,100
161657,Delphinium bicolor,100,88,2,15,1214.684464,299.690057,53,9,40,19,959,98,2114,100,3531,100
161947,Diplacus puniceus,100,96,4,4,322.001482,70.275124,30,15,15,25,3303,100,4928,100,4950,100
162093,Drosera brevifolia,100,86,4,15,8751.327632,641.323182,71,7,58,10,511,91,1124,97,1811,100
162206,Echium italicum,100,96,4,13,5540.562204,1120.10198,100,1,100,1,42,54,240,98,746,100
162431,Erica tetralix,100,95,3,20,2870.161944,916.41124,100,1,100,1,74,78,343,98,996,100
163075,Frasera fastigiata,100,88,2,14,225.538949,81.95606,27,17,14,27,3547,100,4950,100,4950,100
163184,Galium palustre,100,98,4,16,19905.879281,5990.100069,100,1,100,1,0,0,58,60,219,89
163229,Gentiana linearis,100,98,2,16,2081.406003,378.238587,97,2,75,3,384,92,1467,97,3225,99
163256,Geranium caespitosum,100,93,3,14,1442.768837,471.029363,74,5,54,9,568,93,1227,98,2646,100
163265,Geranium sibiricum,100,96,3,16,11501.735506,2494.351952,100,1,100,1,0,0,116,84,404,92
163661,Helleborus viridis,100,95,3,11,2201.422216,724.440041,99,2,79,4,336,92,1094,98,1829,99
163683,Herbertia lahue,100,97,4,17,18876.649779,7837.059668,100,1,98,2,110,73,533,93,1136,98
164076,Ipomoea amnicola,100,98,4,14,7739.490403,196.63358,50,8,37,14,1172,91,3233,95,4147,99
164091,Ipomoea nil,100,97,4,16,19915.128652,7064.725084,100,1,100,1,3,6,55,54,164,81
164720,Lomatium columbianum,100,83,2,11,149.64701,8.39366,9,78,4,88,4080,100,4950,100,4950,100
164730,Lomatium geyeri,100,82,3,12,496.663679,111.12971,38,21,24,21,2367,98,3378,100,4950,100
165190,Matelea edwardsensis,100,87,2,11,472.120239,120.471733,38,26,21,27,1952,99,4132,100,4950,100
165527,Moricandia arvensis,100,89,4,10,2295.828102,358.131574,62,6,48,6,625,94,1629,99,3637,100
165669,Nemastylis geminiflora,100,97,2,11,1219.355557,373.014644,81,4,57,6,659,97,1648,100,3181,100
165759,Nymphoides indica,100,88,4,16,18685.117605,2647.352068,88,3,67,5,417,78,944,87,1315,94
165891,Opuntia macrorhiza,100,93,2,15,11224.737218,1182.835407,63,8,53,12,450,81,738,90,1099,96
166061,Palafoxia texana,100,83,4,12,436.377649,98.908787,21,31,15,35,2497,98,4756,100,4950,100
166852,Physocarpus malvaceus,100,94,3,15,1736.215466,522.842543,76,6,63,10,580,95,1373,100,2353,100
167316,Portulaca umbraticola,100,98,4,12,19963.600083,7349.860482,100,1,100,1,1,2,59,56,171,85
167723,Ranunculus glacialis,100,90,2,22,3728.836102,404.157313,74,4,56,6,774,93,1699,96,2778,97
168218,Ruellia metziae,100,95,3,10,3199.809391,121.628803,45,14,25,22,1857,98,4581,99,4848,99
168387,Salvia nemorosa,100,96,3,16,11376.519383,1642.268892,100,1,100,1,24,35,188,76,545,89
168400,Salvia texana,100,88,4,14,948.765739,251.713253,71,5,47,10,887,99,2452,100,4290,100
168725,Scutellaria serrata,100,90,2,13,822.419533,283.86192,71,3,49,6,680,100,2098,100,4371,100
168843,Senna lindheimeriana,100,93,4,13,1501.079071,284.143887,61,6,40,14,1241,93,2350,99,3568,100
168976,Silene rotundifolia,100,86,3,13,457.828738,164.005429,25,17,16,23,1684,99,3850,100,4950,100
168993,Silphium integrifolium,100,96,3,11,1463.307903,489.944611,100,1,89,2,189,91,906,100,2541,100
169109,Solidago hispida,100,91,3,14,3284.537294,678.492094,96,2,84,4,262,80,936,94,1937,99
169675,Thelesperma filifolium,100,92,4,13,1683.498508,349.620647,82,3,58,6,601,96,1716,99,3513,100
169752,Thymus praecox,100,94,2,15,5169.179139,1371.43621,100,1,100,1,72,76,350,94,860,99
169982,Trigonotis peduncularis,100,82,3,12,2495.915856,960.535481,57,10,49,10,484,90,722,98,1178,100
170185,Veronica alpina,100,85,2,19,8142.691279,1612.124433,80,4,69,4,333,89,808,94,1311,97
170358,Xyris caroliniana,100,87,3,13,1730.602374,511.070702,73,5,52,7,461,96,1593,99,2412,99
179648,Aphyllanthes monspeliensis,100,97,3,16,1480.592041,415.946863,100,1,94,2,305,99,1279,100,3036,100
181615,Lycium ferocissimum,100,96,4,15,19895.493845,2624.567214,100,1,97,2,74,72,298,88,786,96
181901,Zinnia elegans,100,100,4,12,19986.108425,8153.49594,100,1,100,1,0,0,0,0,52,60
183233,Aegiceras corniculatum,100,88,4,16,10214.919031,2207.566228,64,8,51,12,464,90,787,93,1098,96
183320,Anarrhinum bellidifolium,100,94,4,15,1456.578669,445.44387,96,2,68,6,407,96,1415,99,2663,100
199181,Gymnadenia rhellicani,100,87,2,22,1544.970831,233.293275,79,4,52,6,1012,98,2628,98,4316,100
200054,Euphorbia serpens,100,91,4,14,19618.941654,8753.216623,100,1,100,1,15,25,61,60,158,83
200074,Gonolobus suberosus,100,97,2,15,2190.908046,681.421048,100,1,100,1,59,74,466,100,1573,100
200075,Smallanthus uvedalia,100,100,4,11,3342.653991,735.532346,100,1,100,1,57,71,428,98,1394,99
204271,Circaea canadensis,100,99,2,11,2589.839357,788.404642,100,1,100,1,39,55,367,96,1269,100
204330,Iris domestica,100,98,4,14,19679.534684,3986.484356,100,1,98,2,38,49,186,73,539,83
204420,Strophostyles helvola,100,99,3,8,2858.916359,1007.431179,100,1,100,1,28,44,235,100,816,100
208571,Themeda triandra,100,90,4,15,13107.436954,1826.616783,87,3,66,5,329,83,646,91,1120,93
209347,Viola cornuta,100,95,3,22,1684.070885,99.579693,27,10,13,20,2480,99,3348,99,4360,100
209376,Pseudorchis albida,100,90,2,20,4989.526984,501.498373,93,2,67,4,521,87,1411,94,2472,98
209586,Asphodelus albus,100,94,3,18,2485.451161,384.535333,92,2,64,6,515,93,1392,97,3210,100
210990,Gardenia jasminoides,100,97,4,12,15592.348234,669.772178,30,32,21,48,2073,94,2191,95,2390,95
245731,Lobelia pedunculata,100,95,4,11,19341.8113,2928.65514,95,2,78,4,166,90,465,96,900,99
279747,Roldana barba-johannis,100,91,4,14,1568.803219,95.21099,33,20,24,39,2567,97,4074,98,4740,99
280392,Dyssodia tagetiflora,100,95,4,13,1101.118353,300.048976,88,3,59,7,518,99,1985,100,3895,100
283656,Hypoxis decumbens,100,85,4,16,7388.577586,1896.515551,68,9,58,14,324,77,541,95,908,97
285911,Cobaea scandens,100,96,4,15,18927.702189,3730.411453,68,8,53,13,349,84,896,93,1268,98
286995,Salvia longispicata,100,85,4,15,1664.247635,236.542227,53,8,35,15,1097,98,2670,99,4343,99
319120,Cynoglossum creticum,100,100,4,13,15241.959142,1646.123572,100,1,100,1,7,14,163,91,577,99
320704,Adenostyles alliariae,100,91,2,17,2377.434501,502.545198,74,5,55,5,436,97,1303,99,2462,100
320809,Hottonia palustris,100,99,2,21,3072.811705,861.920752,100,1,99,2,63,74,340,93,1100,100
321030,Kunzea capitata,100,89,4,15,689.34858,112.205072,23,28,13,30,2373,100,4223,100,4647,100
321032,Bauera rubioides,100,95,4,13,1641.602288,526.922767,76,5,50,7,662,98,1460,98,2363,99
321090,Caladenia carnea,100,95,3,14,1750.334175,565.41676,98,2,75,4,277,96,962,100,2173,100
321094,Cryptostylis erecta,100,95,3,10,1112.18128,135.285261,36,17,22,36,2297,100,3570,100,4529,100
321102,Dillwynia floribunda,100,84,4,11,1144.076927,445.833904,34,15,24,24,1272,100,2048,100,2586,100
321106,Dracophyllum secundum,100,92,4,15,300.311432,76.288179,21,39,11,42,3392,100,4927,100,4950,100
321203,Patersonia sericea,100,98,4,10,1542.016491,487.101131,83,3,52,6,651,97,1586,99,2509,100
321207,Platysace lanceolata,100,96,4,8,1602.017087,383.445934,84,2,58,5,556,97,1652,100,3130,100
322012,Iris japonica,100,99,4,14,19706.897583,988.563095,96,2,76,5,298,75,944,84,1845,92
323231,Aotus ericoides,100,93,4,15,2081.59901,613.311229,84,3,60,6,442,100,1120,100,2019,100
323866,Sphaerolobium minus,100,83,3,14,1703.995846,563.839153,58,10,44,11,559,97,1199,99,2234,100
323883,Hibbertia aspera,100,86,4,11,2326.519927,435.414205,49,7,32,11,830,99,1525,100,2752,100
324502,Euploca procumbens,100,90,4,13,19655.972227,7033.28654,94,3,85,3,146,61,353,90,538,95
326673,Peumus boldus,100,90,4,12,948.99349,256.614394,59,6,37,10,1032,100,2418,100,4003,100
333757,Disphyma australe,100,94,4,16,1362.891747,459.402705,64,6,46,11,572,99,1345,100,2722,100
334567,Grewia occidentalis,100,91,4,12,17972.003735,809.702103,80,3,67,5,300,85,728,93,1542,93
334755,Vicia onobrychioides,100,84,2,16,1932.861961,505.103055,69,4,52,8,525,95,1268,99,2452,99
336295,Cicerbita alpina,100,96,2,17,3462.765498,564.70639,98,2,85,3,299,82,1140,96,2253,100
336871,Hymenoxys grandiflora,100,87,2,18,765.134072,94.374621,24,34,16,38,2801,99,3993,100,4620,100
338417,Simethis mattiazzi,100,94,3,17,2052.723958,485.659871,90,2,58,5,573,94,1528,98,2529,99
348832,Lamium orvala,100,97,3,11,1691.528187,213.10705,79,3,50,6,1083,94,2856,97,4259,100
349797,Muehlenbeckia axillaris,100,86,3,13,2439.056134,260.149656,77,6,49,7,847,97,2397,99,3829,99
353887,Schelhammera undulata,100,88,4,14,580.293874,167.623013,31,11,19,18,1624,100,3675,100,4909,100
357176,Buphthalmum salicifolium,100,96,3,11,930.936285,280.578946,99,2,77,3,462,94,2128,100,4131,100
358187,Globularia repens,100,87,2,16,1121.508492,169.454079,52,8,31,14,1652,96,3349,100,4291,100
361308,Pulmonaria mollis,100,93,4,16,8501.820898,1988.510877,100,1,98,2,75,62,297,94,715,97
361354,Crocosmia aurea,100,82,2,15,13070.003941,544.357843,59,6,45,8,524,91,1541,96,2383,100
366661,Coprosma robusta,100,94,3,11,3531.606859,417.723142,80,5,58,11,585,97,1542,99,2976,99
366692,Olearia arborescens,100,91,3,16,1231.557603,381.958813,46,8,34,11,525,100,1698,100,2987,100
366715,Pimelea prostrata,100,81,4,14,1396.407407,304.74429,42,11,33,26,792,97,1912,100,3642,100
366729,Metrosideros diffusa,100,85,3,18,1362.388519,457.863145,65,4,50,8,446,99,1167,100,2717,100
369244,Amylotheca dictyophleba,100,93,4,15,2832.618213,378.640957,64,7,43,13,871,97,1918,98,2833,99
401085,Corybas macranthus,100,82,3,17,1394.075332,368.178391,75,3,52,7,510,97,1690,100,3363,100
405101,Polygala virgata,100,83,4,14,12752.271928,7898.01077,74,6,66,6,297,91,629,97,1174,98
406971,Viola filicaulis,100,87,3,15,1336.819242,380.694258,59,8,41,12,593,97,1742,100,3178,100
409807,Thelymitra hatchii,100,79,2,16,1229.307675,328.588339,55,13,40,15,665,99,1915,100,3524,100
410902,Aechmea distichantha,100,96,4,15,7635.870947,952.322292,71,6,62,9,336,85,660,98,1433,100
415330,Philotheca spicata,100,83,3,14,567.940713,132.106081,33,16,17,16,2259,100,4230,100,4938,100
431220,Lapageria rosea,100,92,4,12,701.883264,182.327714,42,20,27,22,1270,99,3192,100,4892,100
431518,Puya alpestris,100,91,4,14,897.443195,135.913178,45,13,30,13,2061,98,3323,100,4748,100
470643,Erythranthe guttata,100,98,4,10,19247.236576,7648.880199,100,1,100,1,12,20,161,80,441,92
481347,Scaevola crassifolia,100,92,4,12,2976.217275,1013.582967,65,6,53,9,507,92,1210,100,1838,100
486004,Sedum caeruleum,100,90,4,21,1885.098657,562.026287,59,13,41,13,724,99,1575,99,2309,99
489547,Hibiscus pedunculatus,100,90,4,17,11760.421309,537.398384,52,12,39,22,952,97,1653,98,2379,99
493489,Searsia laevigata,100,83,4,9,739.128735,139.087821,40,12,25,14,1919,100,3451,100,4348,100
495697,Ranunculus polyanthemos,100,82,3,10,5296.913808,1225.472584,100,1,96,2,78,61,272,93,707,98
498086,Primula pauciflora,100,93,3,9,4159.34436,903.811909,100,1,89,2,161,80,588,94,1580,99
511287,Wahlenbergia capensis,100,89,2,14,9097.045032,8252.308753,48,9,35,20,1389,98,1932,100,2358,100
524340,Cadaba aphylla,100,90,4,18,1575.205073,247.758347,71,6,47,9,724,94,2494,97,4226,99
524900,Argentina pacifica,100,93,3,16,3574.578715,601.232424,55,6,41,7,633,96,1396,98,2186,100
526700,Convolvulus angustissimus,100,82,4,12,1565.390796,476.043651,59,6,45,17,865,94,1685,98,2720,100
537403,Pultenaea spinosa,100,85,4,14,2063.20503,519.43369,35,16,31,17,942,96,1538,99,2348,99
543632,Campanula giesekiana,100,84,3,14,6399.583027,1387.421507,74,7,62,7,314,89,687,93,1120,96
544086,Thalictrum tuberosum,100,86,3,14,752.40722,218.778725,64,4,41,9,957,99,2882,100,4828,100
545347,Hemiandra pungens,100,88,4,13,614.789228,192.790868,55,9,31,11,1302,100,3189,100,4808,100
545370,Kennedia coccinea,100,84,2,13,667.497226,205.656858,44,8,30,13,1185,99,2997,99,4881,100
545973,Erythranthe nasuta,100,97,3,7,2307.481255,702.627072,100,1,97,2,157,92,730,99,1638,100
550645,Scaevola nitida,100,84,4,15,578.145951,202.528372,22,17,15,19,1675,100,3114,100,4854,100
554805,Tropaeolum tricolor,100,89,3,9,1576.332016,220.378201,60,4,36,8,1429,98,2641,99,4048,100
554852,Dendrophthoe glabrescens,100,90,4,14,3101.166262,618.571684,81,3,63,5,302,85,857,96,2022,99
564970,Chamaenerion latifolium,100,98,2,10,11081.926676,3639.953492,100,1,100,1,0,0,66,65,224,96
566532,Senecio odoratus,100,92,4,12,1292.192936,239.548281,52,7,35,14,882,96,2535,99,3643,100
568074,Amyema quandang,100,92,4,13,2134.058815,904.690051,100,1,94,2,137,84,575,98,1304,100
568970,Hemiboea bicornuta,100,83,3,10,324.247855,93.580719,27,19,14,23,2640,100,4895,100,4950,100
574122,Pelargonium betulinum,100,81,4,17,428.372793,111.906111,21,33,14,33,2078,100,3517,100,4950,100
575102,Alkekengi officinarum,100,91,3,15,11294.725409,2368.445379,89,4,83,8,92,55,199,84,527,93
579088,Adenium multiflorum,100,92,4,22,2459.933881,205.145121,49,12,33,14,1489,96,2692,97,3732,98
589008,Lessertia frutescens,100,95,4,15,15259.705731,537.205071,100,1,92,2,194,89,883,95,2274,98
589723,Melaleuca quadrifida,100,88,3,16,3543.754123,400.126046,46,13,34,18,976,97,1647,98,3340,98
591296,Oxalis truncatula,100,85,4,14,210.543579,56.70888,22,17,13,23,4314,100,4950,100,4950,100
716947,Lysimachia europaea,100,96,3,14,9541.302954,4430.366646,100,1,100,1,0,0,45,55,248,91
738046,Veronica regina-nivalis,100,90,3,10,811.29207,179.36369,70,5,41,10,1246,100,3345,100,4735,100
738777,Veronica elliptica,100,84,3,19,8557.157548,417.922226,42,11,33,16,747,96,1732,97,2904,98
738781,Veronica lyallii,100,83,3,14,678.314499,172.773117,40,24,27,25,1500,99,3157,100,4755,100
764909,Hellenia speciosa,100,97,4,18,19948.914953,8529.800458,100,1,93,2,62,53,180,79,335,93
765394,Sambucus nigra,100,99,4,6,19917.555071,1432.632869,100,1,100,1,0,0,128,79,480,97
769248,Andersonglossum virginianum,100,98,2,12,2039.935234,580.412791,100,1,100,1,98,86,637,99,2019,100
771851,Erythranthe bicolor,100,79,3,13,586.333587,140.057836,22,19,16,20,2102,100,3987,100,4867,100
805291,Pittocaulon praecox,100,93,4,16,949.822826,218.394524,53,19,40,24,1335,99,2903,100,4547,100
860746,Geobalanus oblongifolius,100,91,3,14,1067.957127,366.171791,68,5,52,11,538,100,1829,100,3057,100
902550,Marcus-kochia littorea,100,91,4,15,1320.676366,363.326833,47,6,34,10,804,99,1846,99,3093,100
905463,Thymbra capitata,100,93,4,20,4051.840774,919.373309,90,3,76,3,210,90,784,97,1606,100
923031,Spiranthes australis,100,94,4,19,14176.991587,4388.47824,100,1,100,1,66,62,292,91,548,94
962649,Pontederia azurea,100,90,4,16,5542.584573,1452.186699,74,3,65,5,180,79,331,90,700,93
977347,Pigea calycina,100,93,3,16,451.765003,100.356868,28,24,13,36,2470,100,4505,100,4950,100
1005385,Cerastium holosteoides,100,86,4,14,9788.584043,1720.268583,100,1,92,3,74,60,268,90,603,94
1096279,Cornus unalaschkensis,100,96,2,14,3251.753252,664.949691,100,1,98,2,135,85,679,98,1757,100
1415101,Cleomella lutea,100,91,3,10,1527.757861,629.036155,69,8,57,9,523,93,1198,100,2075,100
1449995,Palustricodon aparinoides,100,98,2,14,2931.447219,890.330767,100,1,100,1,69,75,439,99,1293,100
1464017,Oxalis smalliana,100,97,4,6,1388.669943,213.644267,47,6,25,13,1249,100,2783,100,4406,100
1550566,Cochemiea grahamii,100,86,4,18,816.308967,184.456354,38,12,27,19,1458,100,3491,100,4508,100
1686226,Sabdariffa aculeata,100,98,4,11,1455.728973,362.488268,99,2,68,3,483,100,1714,100,3338,100
