species,inat_taxon_id,after_observer_cap,maximum_span_km,selected_raw_photo_target
Polycarpon tetraphyllum,58876,106,19962.043187563067,100
Sedum spathulifolium,58886,189,1838.3175505553857,100
Arctostaphylos pungens,58892,194,3241.0873956108403,100
Euphorbia maculata,58893,137,19939.603780403104,100
Glycyrrhiza lepidota,58896,173,2685.842354654508,100
Lupinus concinnus,58901,171,1292.3137266947122,100
Lupinus hirsutissimus,58902,185,910.301921987754,100
Lupinus truncatus,58906,157,855.6293806014319,100
Melilotus albus,58907,174,19806.31257175657,100
Trifolium microcephalum,58911,142,1981.7550658245416,100
Trifolium obtusiflorum,58912,190,1076.1788355809392,100
Geranium carolinianum,58917,191,13804.11577224584,100
Phacelia brachyloba,58922,120,755.4783917842918,100
Phacelia malvifolia,58923,131,402.0425281805567,100
Trichostema lanatum,58931,193,596.3556046295699,100
Lythrum hyssopifolia,58934,158,19992.043849313937,100
Argemone munita,58950,170,1336.700492831287,100
Ehrendorferia chrysantha,58952,178,1032.6758026011375,100
Eschscholzia caespitosa,58954,137,1320.5431406006749,100
Papaver californicum,58958,145,909.0212756909089,100
Plantago coronopus,58960,175,19987.628052368345,100
Plantago major,58961,184,19950.60692518504,100
Leptosiphon parviflorus,58965,167,1061.955836194407,100
Leptosiphon androsaceus,58969,142,266.7082895702488,100
Portulaca oleracea,58991,192,19927.848876119348,100
Clematis ligusticifolia,58996,179,2288.3920305418537,100
Collinsia parviflora,59013,172,3479.513869707837,100
Verbascum blattaria,59028,176,19313.27153918527,100
Verbascum thapsus,59029,175,19188.084042107697,100
Nicotiana attenuata,59034,144,2570.741984619554,100
Solanum americanum,59035,183,19917.428568483647,100
Phyla nodiflora,59040,180,19830.481620322687,100
Phyla lanceolata,59042,184,2457.928519608796,100
Cyperus eragrostis,59055,165,19973.27214653569,100
Scirpus microcarpus,59068,129,8162.655356414515,100
Allium cratericola,59078,104,1127.05708548733,100
Toxicoscordion venenosum,59087,177,2030.6327008598337,100
Eriogonum wrightii,59243,169,1501.0987881387452,100
Allium schoenoprasum,59254,194,19798.799448373826,100
Ajuga chamaepitys,59259,172,11614.121603745283,100
Calendula arvensis,59260,162,12047.866753356844,100
Lathyrus cicera,59264,168,11063.94647408741,100
Cerinthe major,59265,159,19921.07642837899,100
Anemone hortensis,59267,185,1932.0036260776697,100
Coronilla scorpioides,59268,117,4547.605188336196,100
Misopates orontium,59270,182,19960.426985189413,100
Potentilla micrantha,59272,118,3978.726205323022,100
Cyclamen repandum,59293,179,2209.4606817451263,100
Ranunculus sceleratus,59301,195,19938.201838450463,100
Orchis italica,59315,155,4041.137660019743,100
Anacamptis laxiflora,59317,124,3831.565725992487,100
Anacamptis morio,59318,191,3624.0713505757935,100
Anacamptis papilionacea,59320,186,4830.06393880527,100
Orchis purpurea,59321,185,4201.184493259334,100
Orchis anthropophora,59322,174,2330.660293437359,100
Ophrys tenthredinifera,59335,150,3750.820693098995,100
Ophrys lutea,59339,177,2282.102692676044,100
Urospermum dalechampii,59343,187,17427.04392496123,100
Trifolium stellatum,59417,134,5750.658907180477,100
Calochortus amabilis,59446,166,266.31072383957496,100
Eremalche rotundifolia,59454,185,520.8249451679163,100
Eriogonum inflatum,59459,156,1518.58749750057,100
Astragalus lentiginosus,59501,148,2406.786845182024,100
Erythronium oregonum,59520,186,828.8203528123738,100
Xerophyllum tenax,59524,192,1503.1075899026207,100
Lupinus polyphyllus,59549,193,19389.68140747781,100
Trollius europaeus,59552,177,5334.951539631189,100
Cercis occidentalis,59556,142,1087.0934997148893,100
Arctium minus,59570,188,19944.80181118341,100
Lilium parvum,59584,186,234.44485625775232,100
Astragalus purshii,59613,164,1860.5073233173912,100
Gilia stellata,59658,162,758.4576877256275,100
Erigeron divergens,59752,133,3681.516229095542,100
Erigeron pulchellus,59753,155,2044.4376636961783,100
Mertensia virginica,59771,200,1656.0538221153504,100
Lonicera morrowii,59773,182,3120.4878305211773,100
Pastinaca sativa,59778,186,19371.8643133404,100
Plantago media,59779,184,8957.362682114272,100
Pedicularis groenlandica,59780,179,4867.271268017389,100
Allium acuminatum,59782,182,2133.0967941656218,100
Allium serra,59784,140,287.97049816841644,100
Melissa officinalis,59901,156,19873.55235251629,100
Glebionis coronaria,59904,189,12309.885021433744,100
Lithospermum incisum,59924,190,3967.14757010646,100
Epacris impressa,59926,146,1207.2281253019976,100
Nemophila maculata,59936,176,9617.16798877814,100
Romulea bulbocodium,59940,155,4076.988437040293,100
Iris sibirica,59943,167,9376.816605413684,100
Dichelostemma volubile,59971,188,598.7532040425486,100
Delphinium hesperium,59977,157,232.87546096739624,100
Sambucus ebulus,59979,188,4856.384497118503,100
Conopholis americana,59980,191,3775.6213090005326,100
Phacelia hastata,59982,178,1782.396441372957,100
Conopholis alpina,59983,186,2592.34266478549,100
Monotropa hypopitys,59986,159,10796.79250388936,100
Comandra umbellata,59991,182,4284.098491159334,100
Dianthus barbatus,60015,188,19577.413114455816,100
Petrorhagia saxifraga,60017,175,8507.583432682737,100
Petrorhagia prolifera,60020,137,19810.753156120943,100
Orobanche gracilis,60027,132,2864.5134538810075,100
Orobanche minor,60029,166,19930.226741402566,100
Melampyrum pratense,60076,178,5592.156277737426,100
Lathraea clandestina,60082,181,2633.010924652224,100
Rhinanthus glacialis,60083,121,745.0889350658379,100
Carpobrotus glaucescens,60109,126,19186.606655522468,100
Sesuvium verrucosum,60112,150,14461.913879736368,100
Hydrocotyle verticillata,60121,178,19879.78009296101,100
Cicuta maculata,60125,172,4708.524659079135,100
Oenanthe sarmentosa,60127,152,12080.185786740223,100
Ambrosia psilostachya,60129,112,11436.631756069148,100
Cirsium arvense,60132,198,19907.79026956232,100
Pluchea odorata,60146,176,14451.741863643138,100
Lepidium latifolium,60153,185,11667.378035800228,100
Hoita macrostachya,60186,134,1007.6963104959032,100
Trifolium ciliolatum,60197,174,1009.751937685568,100
Trifolium subterraneum,60201,157,19871.823805812703,100
Geranium pusillum,60204,179,11578.00442947112,100
Lycopus americanus,60206,160,4396.217610891055,100
Abutilon theophrasti,60214,194,17661.954946002534,100
Ludwigia peploides,60220,185,19657.98054274133,100
Samolus parviflorus,60234,173,4820.289021702072,100
Anemopsis californica,60241,183,2307.9961629209733,100
Verbena hastata,60251,187,4183.309008527423,100
Alisma plantago-aquatica,60253,158,19851.295007163422,100
Triglochin maritima,60264,134,12080.098266233888,100
Asparagus officinalis,60265,158,19734.56578043022,100
Bromus catharticus,60276,101,19836.49869626691,100
Echinochloa crus-galli,60283,123,19583.76264686212,100
Elymus repens,60284,104,19067.147537946126,100
Paspalum dilatatum,60295,183,20009.15958738692,100
Veronica peregrina,60317,163,19705.960776585634,100
Rhizophora mangle,60335,117,9582.459824137204,100
Artemisia absinthium,60350,134,10363.506248169228,100
Geranium yeoi,60360,196,19152.86950858209,100
Geranium nodosum,60362,181,1679.277088453672,100
Pyrola americana,60367,190,2667.262449832363,100
Pyrola rotundifolia,60374,169,5432.157984743147,100
Moneses uniflora,60376,195,12689.23950748778,100
Gentianella amarella,60389,151,11489.19078852983,100
Cardamine concatenata,60438,196,2690.938778144903,100
Caesalpinia pulcherrima,60439,194,19964.7896452457,100
Metrosideros polymorpha,60447,104,581.9633210482823,100
Calla palustris,60460,194,9844.838771041315,100
Butomus umbellatus,60462,186,11000.59378893864,100
Armeria maritima,60476,186,9928.718065419203,100
Castilleja rubicundula,60480,127,397.8612614614998,100
Pulsatilla occidentalis,60482,174,1668.942389054793,100
Linum lewisii,60490,187,4913.9524898922855,100
Erythronium grandiflorum,60496,192,1991.359498091443,100
Veratrum californicum,60500,186,2394.150200176089,100
Erythronium montanum,60505,182,596.6357650502464,100
Penstemon rostriflorus,60511,161,980.5668490155348,100
Aconitum columbianum,60522,184,1881.4890208066463,100
Rhododendron occidentale,60527,186,1316.16795439222,100
Cassiope mertensiana,60530,183,2779.3385074470207,100
Dicentra uniflora,60548,181,1495.4898341133146,100
Calochortus minimus,60549,160,563.5801808647241,100
Sisyrinchium californicum,60550,138,18915.26779893064,100
Petrorhagia dubia,60602,173,19605.145951176844,100
Polygonum paronychia,60734,164,1416.7663552075007,100
Saururus cernuus,60742,196,2619.1527001104096,100
Smilax rotundifolia,60746,154,2761.144259111602,100
Ilex opaca,60749,187,2626.06863592782,100
Pulsatilla vulgaris,60786,126,8432.35565373418,100
Neotinea ustulata,60837,188,3256.674968766571,100
Wyethia mollis,60843,147,527.2418770483686,100
Lonicera interrupta,60878,126,1534.3976407889984,100
Ipomoea pes-caprae,60879,165,19689.34269463717,100
Calystegia soldanella,60880,197,19989.29590881117,100
Lonicera involucrata,60881,144,8778.609246088507,100
Erinus alpinus,60884,186,2297.7963687694937,100
Dactylorhiza sambucina,60885,188,2527.036048680551,100
Chaenorhinum origanifolium,60887,128,2110.5323737564963,100
Viola lutea,60898,152,2047.696142880994,100
Pulsatilla vernalis,60905,120,3030.883716614889,100
Asclepias viridis,60946,191,1765.5326597424273,100
Cirsium quercetorum,60954,148,369.0434594497946,100
Ericameria ericoides,60955,148,643.5763020838406,100
Eriophyllum staechadifolium,60963,173,629.3741154599878,100
Jaumea carnosa,60969,175,2535.5775822278865,100
Leontodon saxatilis,60973,160,19944.51163317036,100
Solidago spathulata,60978,119,3115.581230088296,100
Senecio minimus,60980,145,19510.29728909045,100
Senecio glomeratus,60981,119,14914.67703421213,100
Cakile maritima,60982,162,19994.99628955498,100
Lepidium didymum,60987,153,19936.72838826125,100
Carex obnupta,61000,172,1746.3747252601931,100
Lathyrus littoralis,61005,128,2034.015358456497,100
Lathyrus hirsutus,61006,155,10783.153180892734,100
Lathyrus latifolius,61009,173,19854.97726815376,100
Lupinus arboreus,61010,176,18921.43121466532,100
Lupinus chamissonis,61011,123,619.6321437504668,100
Medicago arabica,61012,182,19921.3930224969,100
Trifolium glomeratum,61021,147,19957.98111141545,100
Trifolium tomentosum,61024,165,19956.932599547203,100
Centaurium tenuiflorum,61027,117,19865.73875511333,100
Hypericum anagalloides,61032,104,3305.053830671989,100
Malva nicaeensis,61043,177,19929.361700878995,100
Clarkia amoena,61048,186,8581.792984456357,100
Lagurus ovatus,61068,184,20005.34563280283,100
Amelanchier utahensis,61099,155,1723.5336989301998,100
Salix sitchensis,61100,115,3214.586580100953,100
Veronica scutellata,61112,160,19878.719403722167,100
Ilex verticillata,61119,194,2591.898078404901,100
Veronica wormskjoldii,61145,150,5383.1626709309885,100
Alisma triviale,61167,171,4808.230710323319,100
Arum italicum,61168,190,19931.76747813321,100
Thermopsis californica,61181,134,707.6788645376959,100
Microsteris gracilis,61210,183,11842.06396583892,100
Lilium philadelphicum,61253,175,3733.389257053306,100
Lactuca perennis,61297,170,2155.0589096563053,100
Daphne cneorum,61310,175,2618.447254246643,100
Rubus armeniacus,61317,184,9828.424479344516,100
Arum maculatum,61318,187,7721.85305146488,100
Calystegia purpurata,61319,172,620.8061833450296,100
Cotula turbinata,61320,129,8870.185574454634,100
Lythrum salicaria,61321,191,18155.78170548186,100
Ajuga genevensis,61326,163,9191.72760261152,100
Orchis simia,61328,157,4078.690296349797,100
Neotinea tridentata,61329,171,2974.003622345171,100
Narcissus poeticus,61334,194,9678.230809550178,100
Cirsium discolor,61340,195,2152.7185699868587,100
Momordica charantia,61369,183,19805.13550089734,100
Physalis angulata,61374,189,19816.488878964792,100
Origanum vulgare,61396,192,19718.413862819554,100
Conopodium majus,61424,179,2587.1727187668284,100
Prunus laurocerasus,61432,198,19990.20378435044,100
Polygonatum odoratum,61454,188,11050.924057379549,100
Rhinanthus minor,61470,193,9477.584044755891,100
Allium neapolitanum,61475,188,19921.18970085133,100
Leonurus japonicus,61479,121,19959.49590705124,100
Saponaria ocymoides,61480,191,9399.23712902854,100
Viola riviniana,61481,193,19959.367597242504,100
Calochortus kennedyi,61494,179,908.0752892458275,100
Eriastrum sapphirinum,61507,131,666.0465338937872,100
Whipplea modesta,61509,157,1377.366876873151,100
Lathraea squamaria,61769,193,4134.171726626545,100
Oxalis incarnata,61776,162,19269.89640988376,100
Viola ocellata,61782,163,648.0531993707726,100
Acacia decurrens,61818,111,12224.251645765178,100
Lathyrus tingitanus,61821,172,20000.32650245885,100
Trifolium hybridum,61824,127,10108.274282640808,100
Amaryllis belladonna,61827,189,19913.32487213167,100
Oxalis latifolia,61839,188,19994.67000538776,100
Clarkia rhomboidea,61870,165,1744.458821325588,100
Collomia grandiflora,61871,194,12489.212720132917,100
Moehringia macrophylla,61884,179,4244.145314888329,100
Lavandula stoechas,61904,165,18481.622006662143,100
Helminthotheca echioides,61906,181,19942.90506955111,100
Scleranthus annuus,61935,112,11916.466194369412,100
Romneya coulteri,61946,149,9364.827164541486,100
Stellaria graminea,61948,171,19895.710758664405,100
Oxalis debilis,61963,129,19855.277116099664,100
Prunus avium,61964,192,10682.616355780508,100
Orobanche hederae,61977,160,16513.232096763168,100
Grindelia stricta,61992,188,1820.9898689912325,100
Nymphaea alba,62009,191,19933.27521844579,100
Filipendula vulgaris,62020,197,6929.302094305596,100
Platanthera lacera,62041,144,3054.9924602905485,100
Keckiella antirrhinoides,62062,150,1070.7734402238996,100
Keckiella cordifolia,62063,190,566.0661354968563,100
Anchusa arvensis,62200,177,15852.396915004134,100
Alcea rosea,62205,182,19944.14098954704,100
Oenothera biennis,62207,187,12060.525822460815,100
Oenothera glazioviana,62208,192,19980.82314844756,100
Potentilla recta,62211,166,9705.940194239209,100
Comarum palustre,62213,190,9663.995572456375,100
Camassia leichtlinii,62218,181,8207.34746751821,100
Camassia quamash,62220,194,1488.078023567988,100
Silene laciniata,62221,194,3516.6006891531774,100
Philadelphus lewisii,62223,184,1394.505412998176,100
Ceanothus integerrimus,62227,191,1870.703686360118,100
Ceanothus cordulatus,62228,154,1478.4248960518344,100
Chimaphila umbellata,62236,180,12304.406687916902,100
Chimaphila menziesii,62238,194,2008.922619643028,100
Asclepias cordifolia,62248,182,932.220022763441,100
Galearis rotundifolia,62258,138,5327.3166534169295,100
Dichelostemma multiflorum,62262,178,623.7630296841274,100
Balsamorhiza sagittata,62266,166,1680.9101666582994,100
Asclepias subulata,62291,157,1634.2324264770884,100
Asclepias speciosa,62292,191,2521.4072403044256,100
Asclepias linaria,62295,174,2248.271569200522,100
Asclepias latifolia,62296,115,1320.7311095867046,100
Asclepias asperula,62298,180,1912.6252097187576,100
Asclepias albicans,62299,118,1264.3255668013062,100
Mentzelia laevicaulis,62308,181,1986.4146995826304,100
Campanula rotundifolia,62312,182,9230.528021625743,100
Nigella damascena,62313,194,19870.02090672861,100
Lysimachia vulgaris,62338,175,10559.00159822844,100
Verbascum densiflorum,62339,101,9691.8697029061,100
Lobelia inflata,62351,160,2819.365895847345,100
Lobelia dortmanna,62352,127,8303.423615264168,100
Phyllanthus polygonoides,62355,118,930.5379954484276,100
Melampyrum lineare,62367,178,4061.018817823837,100
Utricularia cornuta,62372,184,4125.522700763065,100
Gaultheria procumbens,62376,179,2510.738632229606,100
Rubus odoratus,62377,192,7587.97735687989,100
Chaenorhinum minus,62396,188,8706.40022837549,100
Mimulus ringens,62399,199,2646.203049331046,100
Goodyera pubescens,62406,192,1986.310721223316,100
Goodyera repens,62407,177,10349.24975420561,100
Lysimachia ciliata,62441,164,3899.825259995632,100
Opuntia fragilis,62474,174,2729.900383611034,100
Allotropa virgata,62481,100,1407.1002374181733,100
Spiraea douglasii,62493,191,9046.857447522085,100
Jacobaea vulgaris,62498,159,19899.12034905207,100
Allium crenulatum,62580,127,734.6923912925266,100
Calochortus lyallii,62581,157,270.3388540751123,100
Claytonia lanceolata,62584,168,1757.9675214698525,100
Hypericum mutilum,62588,143,18580.1935245096,100
Solanum rostratum,62642,188,17083.126921823772,100
Ipomopsis rubra,62659,147,2052.1428477032964,100
Pueraria montana,62671,191,14485.041624803782,100
Monardella odoratissima,62678,183,1986.4767386371327,100
Chaenactis douglasii,62682,167,1831.1704493475545,100
Epifagus virginiana,62685,169,3847.204441400748,100
Lupinus lepidus,62689,177,1914.1666647042327,100
Lupinus argenteus,62691,158,3672.989107800875,100
Rudbeckia hirta,62741,194,12696.655747534003,100
Aristolochia clematitis,62771,185,8653.66639860197,100
Clematis terniflora,62776,184,14793.079831477684,100
Clematis virginiana,62778,194,2852.223054286193,100
Carica papaya,62811,185,19925.530414856617,100
Terminalia catappa,62821,148,19908.639867854872,100
Parkinsonia aculeata,62829,193,18504.851015737127,100
Cordia lutea,62830,121,19246.18063138756,100
Delonix regia,62839,127,19938.45322539947,100
Avicennia germinans,62853,153,11871.712335837068,100
Psidium guajava,62859,132,19931.89956064501,100
Senna obtusifolia,62915,138,18468.928099816,100
Catharanthus roseus,62924,152,19975.599105419467,100
Allamanda cathartica,62937,183,19955.45285587788,100
Ipomoea batatas,62941,134,19418.815259896062,100
Ipomoea triloba,62942,175,19822.633486466344,100
Cardiospermum halicacabum,62944,173,19909.357893536,100
Viburnum acerifolium,62997,197,2692.647044458085,100
Calystegia macrostegia,63047,172,757.8737451187686,100
Actaea pachypoda,63062,192,2660.3204725315986,100
Filipendula ulmaria,63134,165,9908.0263012689,100
Viburnum lantanoides,63166,178,2162.7209523192155,100
Calochortus macrocarpus,63311,183,1270.222607046621,100
Agastache urticifolia,63316,167,1531.2650236637062,100
Verbena stricta,63319,193,2822.2449373197464,100
Phalaris arundinacea,63337,178,19244.960090080163,100
Sparganium eurycarpum,63348,178,4854.023283947554,100
Lepidium draba,63352,178,19599.070081554968,100
Rumex obtusifolius,63371,163,19827.86302311297,100
Acacia longifolia,63379,158,19700.40230228701,100
Dalea purpurea,63547,189,3068.490988669264,100
Parkinsonia florida,63603,169,13361.286038798284,100
Fremontodendron californicum,63609,172,1162.1689480387722,100
Myoporum laetum,63611,179,20005.52465754396,100
Solanum torvum,63694,164,19740.40901611892,100
Dicentra eximia,63696,148,7677.301019832837,100
Vaccinium macrocarpon,63749,176,7425.668265526704,100
Pyrola chlorantha,63802,177,10614.903236566395,100
Cephalanthera damasonium,63848,188,3176.2057710222184,100
Persicaria lapathifolia,63886,179,19628.76409475112,100
Paxistima myrsinites,63893,188,2941.59439216911,100
Ranunculus uncinatus,63898,153,2399.92262810885,100
Prunus emarginata,63905,145,2490.232572303754,100
Juglans regia,63935,116,12532.949262843722,100
Hieracium albiflorum,63937,179,2634.85755459339,100
Maianthemum dilatatum,63939,185,8386.650534293201,100
Calycanthus occidentalis,63962,137,569.4588930817682,100
Arundo donax,64017,121,19957.61644165144,100
Ceanothus velutinus,64043,198,1634.168259850094,100
Calochortus vestae,64083,146,264.2784531475954,100
Salvia lyrata,64093,166,2118.85160662642,100
Agave americana,64103,127,19966.70815784313,100
Solanum douglasii,64105,183,3050.864395023249,100
Venegasia carpesioides,64109,109,443.02737241855885,100
Ageratina adenophora,64114,194,19629.625017655384,100
Acourtia microcephala,64115,122,617.6360544843953,100
Opuntia ficus-indica,64119,168,18316.83342939417,100
Rhus ovata,64121,125,1092.7914198214933,100
Malosma laurina,64122,136,442.55819054788446,100
Verbascum virgatum,64130,186,19898.59755598741,100
Salvia spathacea,64133,186,783.026681419018,100
Salvia apiana,64134,160,661.1336451196958,100
Encelia californica,64141,178,507.1635411053292,100
Rorippa palustris,64162,158,19201.086776840817,100
Symphyotrichum subulatum,64208,176,19763.406323146504,100
Carthamus lanatus,64232,122,18888.857795461383,100
Phragmites australis,64237,195,17541.637788898806,100
Tribulus terrestris,64238,151,19422.18357931318,100
Cortaderia selloana,64240,131,19935.919938196348,100
Leptosiphon bicolor,64245,183,1494.0143926283372,100
Trifolium incarnatum,64268,199,19772.464820678262,100
Ceanothus papillosus,64281,178,586.6559576488532,100
Angelica hendersonii,64289,182,999.8905023573976,100
Triodanis perfoliata,64293,192,19504.687871935672,100
Cistus creticus,64318,192,12264.477718174518,100
Calochortus argillosus,64330,159,327.26356660804714,100
Iris foetidissima,64331,180,19987.946131679822,100
Calochortus ambiguus,64405,102,595.3458809679114,100
Calochortus apiculatus,64407,167,316.3130122752647,100
Calochortus bruneaunis,64410,182,748.4583664506326,100
Calochortus catalinae,64411,176,452.7145223328149,100
Calochortus concolor,64420,135,397.0251075544607,100
Calochortus flexuosus,64430,147,780.8545432525141,100
Calochortus invenustus,64432,160,608.8413311908906,100
Calochortus monophyllus,64441,165,305.5388348844767,100
Caltha leptosepala,64445,179,4143.282067433008,100
Lupinus sparsiflorus,64513,181,782.8779029370984,100
Banksia serrata,64519,168,2062.211743387831,100
Celastrus orbiculatus,64540,192,11599.697636418532,100
Dianthus armeria,64541,193,19624.46981345605,100
Prunus maritima,64543,177,759.5991422905518,100
Rubus caesius,64546,156,10339.044995311024,100
Teucrium canadense,64547,194,3512.354150790171,100
Sanguisorba officinalis,64549,178,10397.162989332888,100
Elaeagnus angustifolia,64694,188,19817.11372784594,100
Elaeagnus umbellata,64697,159,13024.638775210791,100
Trixis californica,64712,168,1731.7841224563524,100
Vaccinium uliginosum,64714,173,9424.354733209984,100
Xylorhiza tortifolia,64715,165,833.9846865262953,100
Lupinus latifolius,67379,180,9705.786511116248,100
Polemonium reptans,67524,199,2114.6320548520903,100
Polemonium californicum,67525,107,1211.7756556990876,100
Clerodendrum trichotomum,67539,129,19101.52024022495,100
Calotropis gigantea,67574,160,19644.674761409748,100
Oxyria digyna,67591,115,11879.41028084301,100
Darmera peltata,67696,110,9203.94925416856,100
Capparis spinosa,67715,182,16531.238588582703,100
Maianthemum canadense,67748,185,3817.702222356942,100
Uvularia sessilifolia,67772,178,2081.783569804584,100
Claytonia caroliniana,67775,179,2381.8586132962528,100
Vaccinium stamineum,67792,190,2505.014397708091,100
Camassia scilloides,67793,193,2061.3082226032766,100
Purshia tridentata,67804,190,1828.1403620221504,100
Solidago canadensis,67808,186,12127.615372762417,100
Kalmia microphylla,67810,186,3013.755264732764,100
Crataegus marshallii,67818,186,2491.499306396473,100
Erigeron philadelphicus,67820,185,11333.423204560191,100
Bignonia capreolata,67823,178,2253.3626098003774,100
Ranunculus flammula,67826,185,19916.741692330528,100
Diervilla lonicera,67983,189,2948.550174878155,100
Smyrnium olusatrum,68007,161,19839.397484422265,100
Hieracium venosum,68034,176,1677.3651468177893,100
Arctostaphylos uva-ursi,68049,182,10071.23739918685,100
Ranunculus occidentalis,68057,182,1805.481975679,100
Taraxia ovata,68182,158,470.7365174744494,100
Impatiens walleriana,68185,173,19917.926730031548,100
Larrea tridentata,68205,148,1990.5681265620867,100
Boykinia occidentalis,68213,123,1676.4389710095404,100
Bauhinia variegata,68225,117,19106.07454343203,100
Phacelia minor,68303,181,289.1702473320244,100
Scilla forbesii,68357,190,8852.853405280957,100
Yucca schidigera,68400,185,635.7305162356939,100
Thamnosma montana,68403,167,676.0506922496902,100
Penstemon palmeri,68405,150,1705.5833453037428,100
Penstemon eatonii,68537,143,1339.8735504258193,100
Baileya multiradiata,68538,140,2152.873111452247,100
Plantago maritima,68543,169,11680.473126234145,100
Rafinesquia neomexicana,68553,187,1101.5076879420835,100
Coleogyne ramosissima,68559,134,882.2980597471542,100
Cosmos bipinnatus,68562,184,19678.58944107029,100
Delphinium parishii,68570,166,865.8015195845105,100
Sidalcea oregana,68635,100,1250.5220035605964,100
Cassia fistula,68679,165,19302.46643032816,100
Mercurialis annua,68838,160,19964.790135556406,100
Muscari neglectum,68846,181,11565.556238718553,100
Veronica polita,68848,193,13525.29456040672,100
Potentilla sterilis,68853,172,1955.7748841165576,100
Phlox subulata,68884,199,17702.950367209607,100
Silene acaulis,68886,149,9231.373823424854,100
Romulea rosea,68896,179,19876.504368644244,100
Prosartes trachycarpa,68917,119,2360.396985900561,100
Pilea microphylla,69172,141,19897.697306851525,100
Lupinus arizonicus,69421,175,1502.5732401651387,100
Luzula pilosa,69613,132,4778.679638742518,100
Oxalis acetosella,69624,193,10545.496672157013,100
Chrysosplenium oppositifolium,69626,143,2392.9136091965484,100
Cardamine flexuosa,69636,171,19878.26025869003,100
Eriocaulon aquaticum,69685,135,5670.014882293581,100
Rubus hispidus,69713,103,2239.824480352862,100
Rubus trivialis,69714,164,2277.49765010322,100
Houstonia caerulea,69752,199,2576.417339186957,100
Houstonia longifolia,69753,151,3319.854102968532,100
Sagittaria lancifolia,69813,175,4032.3893274541406,100
Sagittaria sagittifolia,69814,162,5666.725455944102,100
Sagittaria platyphylla,69816,104,17062.443479093105,100
Lupinus excubitus,69855,151,539.4983646468249,100
Parentucellia latifolia,69923,173,19981.38052859116,100
Prunus amygdalus,69936,141,12134.48403781478,100
Trifolium angustifolium,69939,187,19451.97973304844,100
Cirsium andersonii,69971,188,703.7403695255817,100
Viola canadensis,70010,195,4141.454506828022,100
Acanthus mollis,70045,196,20001.80472329221,100
Lathyrus sphaericus,70086,149,19881.347481062377,100
Argemone polyanthemos,70097,120,1703.257608231541,100
Fuchsia excorticata,70228,144,1384.7796390166484,100
Aristotelia serrata,70230,163,1346.377048285806,100
Metrosideros fulgens,70236,169,1042.9563100245546,100
Coprosma grandifolia,70238,134,1399.656216755552,100
Myosotis discolor,70265,183,19984.46941226249,100
Lilium washingtonianum,71053,194,945.4199264941464,100
Centranthus calcitrapae,71105,163,9437.37883807556,100
Viola orbiculata,71112,104,1115.8129716100475,100
Viola glabella,71113,185,2037.7548561817027,100
Ambrosia chamissonis,71135,180,10751.121956551113,100
Alopecurus pratensis,71141,160,19506.07228921107,100
Trifolium wormskioldii,71146,189,1991.3182313595296,100
Gladiolus italicus,71162,185,14874.131478788982,100
Centaurea aspera,71180,115,1562.8669547794354,100
Mesembryanthemum nodiflorum,71191,172,18211.551129817373,100
Linum strictum,71192,129,17688.148820787676,100
Tolpis barbata,71198,168,19950.175532179008,100
Langloisia setosissima,71232,170,778.4091243578189,100
Abronia maritima,75244,151,2688.50472389805,100
Acacia paradoxa,75251,133,5059.536375423987,100
Acacia podalyriifolia,75252,136,19074.10473781549,100
Acacia pycnantha,75253,112,18178.86793833089,100
Acacia saligna,75255,144,19624.82869682698,100
Acaena novae-zelandiae,75256,107,12960.886022630646,100
Achlys triphylla,75263,187,916.5524181989456,100
Achyronychia cooperi,75264,160,609.2274910498658,100
Acleisanthes longiflora,75265,112,855.5648249102683,100
Acmispon rigidus,75279,173,742.5006056996136,100
Acmispon strigosus,75281,168,1093.9805678529883,100
Agave deserti,75296,139,240.30761727144005,100
Ageratina occidentalis,75300,101,1495.8808475860033,100
Agoseris aurantiaca,75302,170,3155.342083415227,100
Agoseris glauca,75303,139,2239.452299281989,100
Agrostemma githago,75310,190,9558.418463896682,100
Aliciella latifolia,75326,148,817.5978360898031,100
Allionia incarnata,75334,186,9179.155570975408,100
Allium praecox,75360,132,398.0339857206475,100
Allium vineale,75371,161,19545.99885809941,100
Alnus incana,75377,107,10297.78695549267,100
Aloe maculata,75379,148,19702.642745448786,100
Alternanthera philoxeroides,75386,171,19854.524599289914,100
Alyssum alyssoides,75388,155,19559.860770785937,100
Amaranthus fimbriatus,75394,164,986.979276118534,100
Ambrosia dumosa,75408,147,725.3122299555887,100
Ambrosia salsola,75413,157,881.7744522708332,100
Amelanchier alnifolia,75415,154,9531.045759467806,100
Amsonia tomentosa,75427,161,838.7263315381178,100
Anchusa azurea,75429,153,6237.933171779709,100
Anchusa officinalis,75430,195,9991.01982433918,100
Androsace septentrionalis,75436,155,11310.197187892343,100
Anemone multifida,75442,174,14728.446066106251,100
Anemone tuberosa,75444,162,1132.373848438429,100
Anethum graveolens,75445,176,19892.09972733105,100
Anoda cristata,75455,139,16143.169425034264,100
Anredera cordifolia,75457,159,19786.00022752554,100
Antennaria racemosa,75469,115,1719.736974091442,100
Anthoxanthum odoratum,75475,174,19871.651310286885,100
Araujia sericifera,75499,164,19788.91457393598,100
Arctium lappa,75501,194,19581.48637094965,100
Arctostaphylos columbiana,75505,176,1290.035201464641,100
