species,inat_taxon_id,after_observer_cap,maximum_span_km,selected_raw_photo_target
Adoxa moschatellina,55790,187,9989.310037953972,100
Luzula campestris,55795,161,19879.72688287234,100
Tulipa sylvestris,55798,186,9518.30855689838,100
Leucojum aestivum,55809,197,19960.723865604527,100
Prunus spinosa,55811,194,9831.958481276652,100
Corydalis solida,55814,188,8702.697808340938,100
Primula veris,55819,190,8791.669742339172,100
Rumex acetosa,55821,170,19880.689066290863,100
Draba verna,55823,182,19325.66923600617,100
Veronica filiformis,55825,177,19712.245244789487,100
Myosotis sylvatica,55826,188,19420.90724775581,100
Helleborus foetidus,55827,182,19330.705027636297,100
Lamium maculatum,55828,197,9384.14185761337,100
Cardamine hirsuta,55829,179,19929.37964936714,100
Glechoma hederacea,55830,188,9778.538261831984,100
Prunus cerasifera,55837,191,19516.05363975713,100
Primula elatior,55840,189,7309.149158237571,100
Helleborus niger,55841,177,1019.7325981541333,100
Vinca minor,55844,194,10451.31920390934,100
Viola odorata,55845,176,19856.93181673033,100
Salix caprea,55846,168,17661.16328620759,100
Euonymus europaeus,55847,195,19915.53633413572,100
Narcissus pseudonarcissus,55848,187,19951.529899885605,100
Petasites hybridus,55850,196,9823.119669262109,100
Lamium purpureum,55851,190,19687.98065926731,100
Brunnera macrophylla,55852,117,10034.572001319642,100
Datura stramonium,55854,161,20003.03073399885,100
Cornus mas,55858,193,10144.866699335502,100
Cyclamen coum,55859,152,11096.211840389711,100
Crocus tommasinianus,55875,180,9586.52002317668,100
Lamium album,55876,184,4119.565941365672,100
Hedera helix,55882,187,19878.9169048878,100
Rosa canina,55884,198,19812.183536979333,100
Lonicera periclymenum,55885,193,9208.142526118982,100
Lunaria annua,55886,200,19917.06839338236,100
Geum urbanum,55891,192,19544.5433832959,100
Agrimonia eupatoria,55893,192,6303.83215757571,100
Agrimonia pilosa,55894,104,8185.349705320899,100
Agrimonia parviflora,55895,109,1974.4114160028948,100
Hieracium umbellatum,55909,140,11006.728076865616,100
Papaver dubium,55918,170,19982.84418353291,100
Geranium robertianum,55925,196,19896.22965944838,100
Bryonia cretica,55935,173,4174.704764534989,100
Galeopsis bifida,55967,156,11078.49737365038,100
Viburnum opulus,55969,195,10135.147966957633,100
Tanacetum vulgare,55971,169,9622.352170395754,100
Frangula alnus,55972,199,8423.7071509346,100
Eupatorium cannabinum,55976,185,19964.32605186245,100
Malva moschata,55977,194,8905.721818026941,100
Galeopsis tetrahit,55979,168,8689.717952740997,100
Lapsana communis,55981,153,19627.51477521707,100
Clarkia pulchella,55992,100,905.6732186904844,100
Dipsacus fullonum,56002,190,19949.32412775556,100
Zantedeschia aethiopica,56006,156,19971.657621334944,100
Tamarix ramosissima,56015,162,19236.27249392426,100
Arctotheca calendula,56024,181,19967.76610551333,100
Carpobrotus chilensis,56026,188,15114.205960195786,100
Narcissus tazetta,56027,192,19837.09579532595,100
Chasmanthe floribunda,56028,108,19809.068506056752,100
Kniphofia uvaria,56035,189,19907.603414910216,100
Leucanthemum vulgare,56057,189,19911.310858959936,100
Alliaria petiolata,56061,200,9194.730947574062,100
Sorbus aucuparia,56063,194,19763.339362089537,100
Ranunculus acris,56064,143,19730.23042043791,100
Galium odoratum,56065,199,10926.945720867898,100
Hypericum perforatum,56077,192,19863.327363875484,100
Robinia pseudoacacia,56088,197,19805.00891690473,100
Ajuga reptans,56099,184,10565.476347779846,100
Capsella bursa-pastoris,56121,166,19963.158423939207,100
Barbarea vulgaris,56126,148,10539.42888151207,100
Veronica hederifolia,56129,178,11236.363902806264,100
Hyacinthoides non-scripta,56132,149,8721.947076304434,100
Muscari botryoides,56134,182,10297.126533337376,100
Primula vulgaris,56136,170,4300.709559356129,100
Ornithogalum umbellatum,56137,200,9600.895667662324,100
Allium ursinum,56152,186,3500.356027058472,100
Juncus effusus,56153,159,19712.618936041534,100
Saponaria officinalis,56154,198,18068.29718537755,100
Ballota nigra,56158,177,4050.4737493417215,100
Valeriana officinalis,56160,187,8872.604961366236,100
Malva sylvestris,56162,190,19968.24999492409,100
Verbena officinalis,56163,166,19929.97899553977,100
Verbascum nigrum,56164,189,8847.697751840105,100
Persicaria maculosa,56166,183,19961.08154723589,100
Galinsoga quadriradiata,56170,185,19742.12404400616,100
Leonurus cardiaca,56171,182,9433.07759997365,100
Echium vulgare,56174,198,19944.90778142564,100
Monolopia gracilens,56186,119,91.82797180960216,100
Vicia hirsuta,56188,182,19898.37973337965,100
Acer campestre,56193,119,9472.25468892899,100
Tussilago farfara,56222,189,9962.590285094802,100
Caltha palustris,56224,189,9853.510964462956,100
Arnica montana,56229,181,3363.245703095556,100
Rhododendron canescens,56232,168,1564.2014355780743,100
Epipactis palustris,56233,168,9380.30235481054,100
Centaurium erythraea,56236,192,19921.1767060056,100
Euphorbia helioscopia,56292,172,19817.79475319928,100
Carlina acaulis,56299,195,2349.7570076688485,100
Campanula barbata,56300,176,1861.7878556232936,100
Carlina acanthifolia,56303,175,2188.248680947513,100
Erica carnea,56306,176,9734.99514783092,100
Vaccinium vitis-idaea,56312,192,9831.831421961237,100
Asarum canadense,56325,145,2097.2779778124705,100
Gentiana calycosa,56350,183,1451.8428994759604,100
Frasera speciosa,56352,193,3201.9355013307645,100
Swertia perennis,56354,183,9730.303272650202,100
Dichelostemma congestum,56593,182,941.7512158490836,100
Ceanothus thyrsiflorus,56617,170,971.9225622223826,100
Muilla maritima,56627,173,994.3172375805676,100
Phacelia distans,56631,187,1277.9261636162737,100
Daucus pusillus,56726,134,11200.035331437804,100
Ricinus communis,56739,177,19980.667900342363,100
Penstemon centranthifolius,56752,176,854.3099955562168,100
Phacelia parryi,56753,130,506.74320640831314,100
Lupinus succulentus,56759,174,1121.2063361343708,100
Castilleja foliolosa,56760,159,1450.3318357955557,100
Lasthenia gracilis,56761,139,1267.2549039478058,100
Fritillaria recurva,56787,171,505.6251934126511,100
Fritillaria lusitanica,56790,126,1024.1204219458016,100
Calochortus barbatus,56792,164,1666.9154897092988,100
Fritillaria biflora,56793,178,568.0759468595868,100
Quercus durata,56796,101,753.2518299507964,100
Lomatium dasycarpum,56825,136,1156.5004036508956,100
Lomatium macrocarpum,56826,163,2055.344301330292,100
Perideridia kelloggii,56838,100,193.10531794904904,100
Sanicula bipinnatifida,56840,156,1873.835383910032,100
Sanicula laciniata,56841,104,577.3605822919056,100
Sanicula tuberosa,56842,138,1150.5206210964209,100
Scandix pecten-veneris,56843,177,17108.167310073903,100
Torilis arvensis,56846,180,19931.856648439105,100
Asclepias fascicularis,56851,177,1680.7814391740328,100
Adenocaulon bicolor,56854,172,3156.7838349016806,100
Symphyotrichum chilense,56861,154,1676.285453193982,100
Calycadenia multiglandulosa,56863,148,285.2680664356619,100
Centaurea calcitrapa,56865,160,19938.574324199864,100
Crepis vesicaria,56868,134,19962.97237275797,100
Eranthis hyemalis,56871,194,9474.087311303214,100
Aloysia gratissima,56891,182,15540.758467386117,100
Scilla bifolia,56934,189,9260.76033427042,100
Grindelia camporum,56953,174,997.5494939124228,100
Hemizonia congesta,56960,167,458.3732671399524,100
Madia elegans,56974,168,1609.2650540211223,100
Wyethia angustifolia,56987,181,989.8526797710324,100
Wyethia glabra,56988,154,252.3313790002761,100
Cryptantha flaccida,56989,115,304.12777899143424,100
Plagiobothrys nothofulvus,56990,154,1514.956747891871,100
Lobularia maritima,56992,155,19959.27034098643,100
Sisymbrium altissimum,56996,175,16443.83225906592,100
Spergula arvensis,57005,181,19963.95448172438,100
Calystegia subacaulis,57012,117,222.1165512675645,100
Euphorbia peplus,57036,125,19999.436196705294,100
Acacia verticillata,57037,159,13043.008247567714,100
Acmispon parviflorus,57048,151,1925.6609787742293,100
Acmispon americanus,57049,168,2665.6148965934344,100
Acmispon wrangelianus,57050,127,936.3528817127742,100
Lupinus formosus,57054,154,948.4548688851528,100
Medicago lupulina,57056,182,19725.639831097185,100
Medicago sativa,57057,192,20002.526720393624,100
Melilotus indicus,57065,191,19957.21392366876,100
Melilotus officinalis,57066,193,10725.039932452592,100
Lupinus microcarpus,57069,180,10161.96870861558,100
Pickeringia montana,57071,191,947.9018587918988,100
Trifolium barbigerum,57074,124,792.8193295830073,100
Trifolium campestre,57076,195,19875.54901272482,100
Trifolium hirtum,57078,188,16714.620503728467,100
Trifolium microdon,57079,132,1722.5404941484553,100
Trifolium variegatum,57080,178,1955.011910420116,100
Trifolium willdenovii,57081,191,1925.729974895853,100
Cicendia quadrangularis,57087,136,13211.271036596989,100
Erodium botrys,57090,191,17677.710054065643,100
Erodium moschatum,57092,174,19730.051002807253,100
Eriodictyon californicum,57095,185,799.8508687111497,100
Lepechinia calycina,57114,173,605.2747381072918,100
Mentha pulegium,57116,174,19900.16109847665,100
Salvia azurea,57121,183,2542.999133316704,100
Scutellaria tuberosa,57122,132,1125.5867768509331,100
Allium dichlamydeum,57124,108,240.0660847641064,100
Brodiaea coronaria,57126,168,1155.9661140966664,100
Brodiaea terrestris,57128,162,1428.597256714109,100
Lilium pardalinum,57129,193,1270.4372881545128,100
Lilium canadense,57131,176,2298.704760605532,100
Triteleia hyacinthina,57132,194,1587.6892622581015,100
Malacothamnus fasciculatus,57137,165,353.22420815333044,100
Sidalcea diploscypha,57139,141,282.80699857774783,100
Clarkia rubicunda,57148,159,278.7925585298227,100
Epilobium densiflorum,57149,168,1765.526922683069,100
Briza maxima,57157,158,19990.497188521927,100
Briza minor,57162,104,19956.50026115969,100
Koeleria macrantha,57183,112,12816.406850016432,100
Phleum pratense,57190,183,19305.44751763216,100
Polypogon monspeliensis,57197,117,19935.61407588574,100
Navarretia heterodoxa,57209,116,126.26160683198373,100
Eriogonum latifolium,57211,168,713.0010634673641,100
Delphinium patens,57237,160,807.6794292883487,100
Ranunculus muricatus,57240,175,19958.032445922705,100
Physocarpus capitatus,57249,187,1511.1305256227752,100
Prunus ilicifolia,57250,184,1574.303023603345,100
Castilleja latifolia,57267,190,171.64036542946474,100
Collinsia multicolor,57270,130,76.41896376791675,100
Triphysaria pusilla,57276,152,1713.1901641533848,100
Veronica americana,57277,187,14874.081806986456,100
Ailanthus altissima,57278,180,19103.381410152448,100
Parietaria judaica,57281,143,19979.230650147187,100
Centranthus ruber,57283,146,19907.48514647379,100
Plectritis macrocera,57287,169,1533.5390844427063,100
Silene virginica,57291,199,1591.6166118797958,100
Vicia lutea,57308,123,19931.23963915972,100
Vicia faba,57309,125,19363.56930925924,100
Vicia tetrasperma,57310,184,19730.462055407337,100
Lathyrus aphaca,57311,130,11380.268174238498,100
Vicia ludoviciana,57312,143,3200.7285686401897,100
Vicia villosa,57317,195,19570.227759120826,100
Eucrypta chrysanthemifolia,57348,148,1148.9731825926578,100
Nemophila parviflora,57353,133,1559.8018841241749,100
Amorpha fruticosa,57356,191,12682.808281752108,100
Rhododendron macrophyllum,57360,179,1196.4673303598902,100
Pulsatilla pratensis,57393,130,2442.6235046843326,100
Erysimum franciscanum,57402,149,163.4910289898459,100
Narcissus bulbocodium,57413,141,19986.92053144756,100
Polygonatum multiflorum,57418,186,19476.12363266123,100
Linum viscosum,57421,123,1691.5512814166043,100
Adonis aestivalis,57426,115,11050.14198297845,100
Legousia speculum-veneris,57427,111,3119.178187557784,100
Teucrium scorodonia,57439,166,19944.856396636333,100
Stachys palustris,57457,157,17811.26832031625,100
Geum triflorum,57460,187,4845.119707097322,100
Ophrys insectifera,57468,153,2960.227813227,100
Cephalanthera longifolia,57470,185,11370.22971574827,100
Calystegia sepium,57481,192,19982.817758075587,100
Melampyrum cristatum,57494,173,6343.432189147748,100
Melampyrum nemorosum,57500,166,3291.718575939679,100
Ononis natrix,57504,144,4000.930720125111,100
Prosartes smithii,57506,181,1277.7345049721253,100
Leucojum vernum,57510,162,8144.211002681185,100
Galanthus elwesii,57514,185,9923.112765790722,100
Crocidium multicaule,57524,162,906.9918604371924,100
Cynara cardunculus,57563,174,19671.01056069288,100
Platanthera bifolia,57629,175,6678.313520178041,100
Dactylorhiza fuchsii,57630,182,7661.150784642024,100
Viola kitaibeliana,57634,111,4500.18856077476,100
Hyacinthoides hispanica,57635,180,9063.117004871528,100
Geranium purpureum,57643,187,19895.934003312534,100
Geranium palustre,57644,180,2991.6616624065214,100
Iris pumila,57646,119,3076.604249260586,100
Euphorbia amygdaloides,57662,171,8537.00482579386,100
Echium candicans,57723,188,18805.330569501413,100
Iris tenax,57727,169,486.9703366106768,100
Iris missouriensis,57730,177,3023.338506848933,100
Plectritis congesta,57786,188,1501.317252299562,100
Gilia capitata,57793,186,14033.547246022074,100
Oxalis articulata,57805,196,19928.00946350979,100
Sambucus racemosa,57824,186,9746.567408388108,100
Muscari armeniacum,57847,175,19384.92341330485,100
Nuphar lutea,57850,168,6288.961216708599,100
Fumaria capreolata,57852,194,19774.473938744057,100
Caulanthus inflatus,57853,105,376.7038790342267,100
Veronica anagallis-aquatica,57858,197,19963.249326578647,100
Utricularia intermedia,57859,137,8715.960198815637,100
Opuntia basilaris,57872,185,1164.5421453488825,100
Marina parryi,57874,108,1091.8684580666425,100
Hesperocallis undulata,57877,173,554.1901065212543,100
Eschscholzia minutiflora,57881,170,1102.2339402537968,100
Salsola tragus,57896,177,11570.376460627873,100
Asclepias erosa,57907,147,925.8926846417136,100
Ambrosia acanthicarpa,57909,101,1482.898068655545,100
Anisocoma acaulis,57910,185,763.5675034703556,100
Baccharis salicifolia,57913,188,10461.900656359445,100
Blennosperma nanum,57914,158,878.5797573889436,100
Centaurea melitensis,57922,182,18836.266328419795,100
Chaenactis glabriuscula,57923,180,1173.618186794163,100
Ericameria nauseosa,57934,189,2156.288810294513,100
Encelia actoni,57969,137,577.495709757685,100
Ericameria linearifolia,57971,168,963.003000980581,100
Erigeron foliosus,57972,150,1460.3721745174084,100
Helianthus annuus,57983,166,18710.41459374436,100
Heterotheca sessiliflora,57988,119,934.0647129868388,100
Isocoma acradenia,57991,143,762.6987463794364,100
Layia glandulosa,58003,185,1757.7627513532257,100
Lepidospartum squamatum,58010,180,585.5805529639883,100
Corethrogyne filaginifolia,58014,173,894.1666504748762,100
Malacothrix glabrata,58029,176,1076.6808646709565,100
Senecio flaccidus,58036,176,3138.8508934554725,100
Stephanomeria exigua,58039,134,1852.1208234289843,100
Stephanomeria pauciflora,58040,159,1826.672742309502,100
Amsinckia tessellata,58050,164,1688.7757102667763,100
Cryptantha barbigera,58054,126,932.2339427845212,100
Heliotropium curassavicum,58058,188,18685.44156496576,100
Descurainia pinnata,58072,171,3847.28800909622,100
Descurainia sophia,58074,163,12075.419046875391,100
Lepidium lasiocarpum,58083,142,1794.7509711872726,100
Sisymbrium irio,58085,150,18608.55056093274,100
Stanleya pinnata,58087,169,2070.924567698432,100
Thysanocarpus curvipes,58088,104,2151.166103034718,100
Lonicera subspicata,58100,129,781.9572663265723,100
Atriplex canescens,58113,110,1896.0058867027249,100
Chenopodium album,58127,168,19890.67203989369,100
Cucurbita foetidissima,58138,178,2559.5378991828343,100
Cucurbita palmata,58139,152,580.4641503291328,100
Euphorbia polycarpa,58144,140,1542.5957481579244,100
Trifolium albopurpureum,58162,170,1209.695954688313,100
Trifolium depauperatum,58164,176,1814.166582504796,100
Trifolium gracilentum,58165,155,917.6228172596918,100
Trifolium fragiferum,58167,170,19975.958870294668,100
Frankenia salina,58168,187,9656.12214064278,100
Erodium brachycarpum,58171,180,1014.2092811770112,100
Emmenanthe penduliflora,58173,184,934.634043622034,100
Phacelia fremontii,58184,166,697.0131806026195,100
Phacelia tanacetifolia,58185,189,19784.239419105787,100
Mentha arvensis,58188,143,13253.484753215092,100
Salvia carduacea,58190,126,676.1380787545949,100
Mentzelia albicaulis,58195,151,2247.0470450484536,100
Malva parviflora,58202,171,19530.54899442509,100
Malvella leprosa,58203,188,10817.986873152478,100
Mirabilis multiflora,58210,161,1479.665678769136,100
Forestiera pubescens,58211,151,2552.613223631,100
Oenothera deltoides,58222,169,1148.3456222029715,100
Paeonia californica,58223,195,561.5516602828718,100
Dendromecon rigida,58224,188,1250.296356042701,100
Plantago ovata,58230,164,13462.781171753575,100
Eriastrum densifolium,58232,148,885.4804007409253,100
