species,inat_taxon_id,source_v1,source_v2
Corymbia ficifolia,122024,True,True
Hydrangea macrophylla,122034,True,True
Thysanotus tuberosus,122043,True,True
Abrus precatorius,122099,True,True
Actinotus minor,122205,True,True
Drosera spatulata,122208,True,True
Drosera pygmaea,122209,True,True
Utricularia uniflora,122210,True,True
Symphyotrichum lateriflorum,122249,True,True
Brachychiton acerifolius,122300,True,True
Allocasuarina verticillata,122323,True,True
Allium tuberosum,122343,True,True
Allium mongolicum,122348,True,True
Aloe zebrina,122355,False,True
Telopea speciosissima,122358,True,True
Telopea truncata,122361,True,True
Acis autumnalis,122410,True,True
Cearanthes fuscoviolacea,122414,False,True
Crinum firmifolium,122416,True,False
Russelia equisetiformis,122519,True,True
Monstera deliciosa,122521,True,True
Freycinetia arborea,122525,True,True
Myrsine lessertiana,122527,True,True
Bambusa vulgaris,122530,False,True
Evolvulus sericeus,122576,True,True
Hibiscus coulteri,122584,False,True
Linum rigidum,122585,False,True
Monarda citriodora,122587,True,True
Palafoxia sphacelata,122588,False,True
Oenothera hartwegii,122589,True,False
Phacelia integrifolia,122596,True,True
Pectis angustifolia,122601,True,True
Schizachyrium scoparium,122603,False,True
Senna bauhinioides,122604,False,True
Setaria leucopila,122606,True,True
Sorghastrum nutans,122608,True,True
Leptecophylla tameiameiae,122662,True,True
Dodonaea viscosa,122711,True,True
Syzygium aromaticum,122770,True,False
Trigonella foenum-graecum,122771,False,True
Castanea crenata,122786,False,True
Capsicum frutescens,122796,False,True
Pimenta dioica,122811,True,False
Acacia victoriae,122825,True,True
Nigella sativa,122834,False,True
Colocasia esculenta,122835,True,False
Phaseolus lunatus,122849,True,True
Phaseolus vulgaris,122850,True,True
Cicer arietinum,122854,False,True
Phaseolus acutifolius,122858,True,False
Phaseolus coccineus,122860,True,True
Cucurbita maxima,122866,True,True
Cucurbita moschata,122869,True,True
Vigna radiata,122885,True,True
Vigna unguiculata,122898,True,True
Glycine max,122902,True,True
Metrosideros excelsa,122905,True,True
Allium rotundum,122911,True,True
Allium ampeloprasum,122912,True,True
Ananas comosus,122965,True,True
Helianthus tuberosus,122970,True,True
Zingiber officinale,122971,True,True
Lactuca sativa,122976,True,False
Eleocharis dulcis,122977,False,True
Pachyrhizus erosus,122985,True,False
Rhus coriaria,122987,True,True
Anacardium occidentale,122988,True,True
Coprosma ernodeoides,123000,True,True
Artocarpus heterophyllus,123003,True,True
Camellia sinensis,123005,True,True
Eutrema japonicum,123047,True,False
Panax trifolius,123049,True,True
Vallisneria americana,123050,True,True
Leucophyllum frutescens,123118,True,True
Boschniakia rossica,123145,True,True
Narcissus papyraceus,123159,True,True
Levenhookia leptantha,123171,True,True
Levenhookia pauciflora,123172,True,True
Aplectrum hyemale,123188,True,True
Levenhookia pusilla,123190,True,True
Levenhookia dubia,123191,True,True
Levenhookia sonderi,123192,False,True
Levenhookia stipitata,123195,True,True
Levenhookia murfetii,123196,True,True
Nuytsia floribunda,123199,True,True
Anigozanthos flavidus,123203,True,True
Anigozanthos rufus,123204,True,True
Macropidia fuliginosa,123207,False,True
Anigozanthos humilis,123210,True,True
Anigozanthos manglesii,123213,False,True
Anigozanthos preissii,123217,True,True
Anigozanthos viridis,123219,True,False
Elaeocarpus reticulatus,123234,True,True
Dianella tasmanica,123238,True,False
Utricularia dichotoma,123241,True,True
Dianella sandwicensis,123242,True,True
Genlisea filiformis,123275,True,True
Byblis filifolia,123301,True,True
Byblis liniflora,123307,True,True
Byblis rorida,123309,True,True
Byblis aquatica,123310,True,True
Jubaea chilensis,123353,False,True
Citrus medica,123356,True,True
Drosera peltata,123397,False,True
Leptospermum nitidum,123398,True,True
Plumeria rubra,123438,True,True
Aster alpinus,123449,True,True
Leucothrinax morrisii,123479,True,False
Sabal palmetto,123481,False,True
Pinguicula macrophylla,123531,True,True
Drosera madagascariensis,123533,True,True
Stylidium debile,123535,True,True
Drosera natalensis,123546,False,True
Drosera nitidula,123548,True,False
Nepenthes rafflesiana,123555,False,True
Dracaena angustifolia,123571,False,True
Cordyline fruticosa,123572,True,True
Monochaetum vulcanicum,123577,False,True
Morella faya,123616,True,True
Ilex anomala,123617,True,True
Machaerina angustifolia,123619,True,True
Peperomia leptostachya,123620,True,True
Utricularia calycifida,123624,False,True
Digitalis grandiflora,123625,True,True
Trillium cuneatum,123634,True,False
Acer ginnala,123638,True,True
Paris quadrifolia,123666,True,True
Fagraea berteroana,123681,True,True
Ziziphus mauritiana,123697,True,True
Alpinia galanga,123732,True,True
Eucalyptus deglupta,123757,False,True
Heliconia caribaea,123795,True,True
Heliotropium anomalum,123893,True,False
Yucca faxoniana,123902,False,True
Silene littorea,123907,False,True
Rhodiola rhodantha,123927,True,True
Sedum debile,123928,False,True
Castilleja indivisa,123956,True,True
Coreopsis tripteris,123957,False,True
Heliconia rostrata,123960,True,True
Saxifraga granulata,124135,True,True
Silene nutans,124138,True,True
Solandra maxima,124349,True,True
Viola canina,124359,True,True
Aloe ferox,124412,True,True
Epipremnum pinnatum,124423,True,True
Zeuxine strateumatica,124426,True,True
Osteomeles anthyllidifolia,124445,True,True
Scrophularia nodosa,124485,True,True
Anthriscus sylvestris,124544,True,True
Lonicera xylosteum,124548,True,True
Potentilla argentea,124552,True,True
Cardamine bulbifera,124720,True,True
Viburnum lantana,124741,True,True
Arctium tomentosum,124815,True,True
Ranunculus auricomus,124817,True,True
Dracaena cinnabari,124825,True,False
Caralluma adscendens,124836,True,False
Adenium obesum,124839,True,True
Dubautia scabra,124858,True,True
Cornus alba,124879,True,True
Houstonia pusilla,125101,True,False
Houstonia micrantha,125103,True,False
Lespedeza capitata,125186,True,True
Myrsine sandwicensis,125199,True,False
Erythronium rostratum,125202,True,False
Corydalis micrantha,125337,True,False
Crocus chrysanthus,125348,True,False
Asclepias verticillata,125379,True,True
Asclepias purpurascens,125380,True,False
Asclepias incarnata,125381,True,True
Asclepias exaltata,125386,True,False
Magnolia denudata,125423,True,True
Fraxinus excelsior,125440,True,False
Nothoscordum bivalve,125462,True,True
Pilea pumila,125482,True,True
Ribes americanum,125487,True,True
Rubus occidentalis,125489,True,True
Trillium petiolatum,125665,True,False
Glandularia bipinnatifida,125675,True,True
Commelina virginica,125682,True,True
Salix caroliniana,125683,True,False
Murdannia keisak,125685,True,True
Helianthus mollis,125699,True,True
Silene regia,125714,True,True
Solidago rigida,125721,True,True
Panicum virgatum,125727,True,False
Narcissus triandrus,125733,True,False
Prunus serrulata,125742,False,True
Magnolia liliiflora,125761,False,True
Lathyrus pratensis,125787,True,True
Kerria japonica,125788,True,True
Spiraea cantoniensis,125789,False,True
Spiraea japonica,125790,True,True
Spiraea thunbergii,125791,True,True
Prunus caroliniana,125845,True,True
Quercus pubescens,125849,True,True
Dietes bicolor,125855,True,True
Ferraria crispa,125857,True,True
Calligonum polygonoides,125897,True,True
Cardamine douglassii,125902,True,False
Pentaclethra macroloba,125930,False,True
Mantalania sambiranensis,126032,True,False
Pachypodium rosulatum,126136,True,False
Alocasia macrorrhizos,126165,True,True
Staphylea trifolia,126169,True,True
Phlox drummondii,126177,True,True
Pseudopanax arboreus,126181,True,True
Gagea lutea,126188,True,True
Corydalis cava,126193,True,True
Allium fistulosum,126225,False,True
Annona cherimola,126236,False,True
Cucumis metuliferus,126238,False,True
Maranta arundinacea,126244,True,True
Akebia quinata,126249,True,True
Coptis trifolia,126251,True,True
Chionophila jamesii,126255,False,True
Sabatia brevifolia,126298,True,False
Ipomoea hederifolia,126300,True,True
Uniola paniculata,126303,False,True
Hamelia patens,126305,True,True
Habenaria floribunda,126309,True,True
Iris acutiloba,126315,True,True
Rhexia mariana,126318,True,True
Wigandia urens,126332,True,True
Trillium recurvatum,126334,True,False
Sabatia stellaris,126339,True,True
Lygodesmia aphylla,126341,True,True
Bejaria racemosa,126342,True,True
Forestiera segregata,126344,False,True
Anemone virginiana,126369,True,True
Ranunculus abortivus,126371,True,True
Vaccinium elliottii,126375,True,True
Mazus pumilus,126376,True,True
Caltha sagittata,126392,True,True
Chaetanthera villosa,126414,True,True
Campanula scheuchzeri,126421,True,True
Parthenium hysterophorus,126424,True,True
Argemone pleiacantha,126452,True,True
Meconopsis grandis,126453,True,False
Viola cotyledon,126456,True,True
Stachys floridana,126483,True,True
Salvia misella,126484,True,True
Calycanthus floridus,126485,True,True
Calandrinia acaulis,126487,True,True
Calandrinia affinis,126490,False,True
Junellia minima,126491,True,True
Junellia micrantha,126493,True,True
Oxalis adenodes,126495,True,True
Oxalis adenophylla,126496,True,True
Dracaena reflexa,126510,True,False
Dracaena fragrans,126515,True,True
Viola rostrata,126516,True,False
Verbascum pulverulentum,126536,True,True
Camellia sasanqua,126549,True,False
Helleborus orientalis,126550,True,True
Cassiope lycopodioides,126551,True,True
Elliottia pyroliflora,126553,True,True
Rhododendron albiflorum,126556,True,True
Phyllodoce glanduliflora,126558,True,True
Vaccinium alaskaense,126559,True,True
Vaccinium oxycoccos,126560,True,True
Tripsacum dactyloides,126563,False,True
Helianthus debilis,126565,False,True
Spathodea campanulata,126566,True,True
Stachytarpheta cayennensis,126569,True,True
Elephantopus elatus,126570,False,True
Penstemon multiflorus,126574,True,True
Centaurea nigra,126575,True,True
Etlingera elatior,126577,True,True
Paederia foetida,126581,True,True
Hemerocallis fulva,126583,True,True
Mimosa diplotricha,126584,True,True
Hibiscus syriacus,126585,True,True
Lactuca graminifolia,126588,True,True
Piloblephis rigida,126595,True,False
Xyris ambigua,126617,True,True
Scaevola plumieri,126620,True,True
Hypoxis juncea,126632,True,True
Ruellia simplex,126633,True,True
Pyrostegia venusta,126634,True,True
Hyacinthus orientalis,126637,True,True
Allium canadense,126641,True,True
Solidago simplex,126653,True,False
Symphyotrichum ericoides,126654,True,True
Eurybia macrophylla,126655,True,True
Solidago uliginosa,126657,True,True
Solidago puberula,126658,False,True
Oenothera pallida,126663,True,True
Sphaeralcea coccinea,126671,True,True
Rhus copallinum,126698,True,True
Helianthus angustifolius,126700,True,True
Oclemena reticulata,126701,True,False
Stellaria pubera,126702,True,False
Viburnum carlesii,126708,False,True
Magnolia stellata,126710,False,True
Fatsia japonica,126735,True,True
Cecropia pachystachya,126742,True,True
Clematis columbiana,126748,False,True
Uvularia grandiflora,126749,True,False
Lathyrus vernus,126756,True,True
Mercurialis perennis,126757,True,True
Pycnanthemum muticum,126768,False,True
Hymenocallis liriosme,126794,True,False
Viola striata,126799,True,False
Prunus mahaleb,126808,True,True
Spiraea alba,126823,True,True
Baptisia alba,126835,True,False
Cordia subcordata,126840,True,True
Euphorbia celastroides,126841,True,True
Vitex rotundifolia,126845,True,True
Solanum quitoense,126850,True,True
Thymus mongolicus,126859,True,True
Viola rotundifolia,126864,True,False
Cakile lanceolata,126866,True,False
Ipomoea quamoclit,126869,True,True
Aloe vera,126882,True,True
Aloe succotrina,126883,True,False
Berberis aquifolium,126887,True,True
Solidago sempervirens,126888,True,True
Krameria lanceolata,126890,True,True
Pycnanthemum tenuifolium,126891,True,True
Senecio viscosus,126892,True,True
Brugmansia arborea,126914,True,True
Telipogon bowmanii,126933,False,True
Lepanthopsis apoda,126939,False,True
Alocasia brisbanensis,126965,False,True
Plumbago zeylanica,126980,True,True
Nandina domestica,127010,True,True
Thamnosma texana,127015,True,False
Phlox pilosa,127020,True,True
Vaccinium myrtillus,127029,True,True
Argemone albiflora,127032,False,True
Froelichia floridana,127033,False,True
Sophora tomentosa,127036,True,True
Vernonia gigantea,127037,True,True
Scutellaria integrifolia,127045,True,True
Ampelaster carolinianus,127046,False,True
Eryngium baldwinii,127054,True,True
Nashia inaguensis,127057,True,False
Conradina canescens,127059,False,True
Ornithogalum nutans,127065,True,True
Youngia japonica,127066,True,True
Crataegus viridis,127068,True,False
Aechmea mexicana,127069,False,True
Arnoglossum floridanum,127071,False,True
Myosotis macrosperma,127099,True,False
Calyptridium umbellatum,127100,False,True
Styrax americanus,127152,True,False
Mazus miquelii,127156,True,True
Asclepias subverticillata,127159,True,True
Pieris japonica,127181,True,True
Securigera varia,127186,True,True
Myosotis stricta,127196,True,True
Eriophorum angustifolium,127215,True,True
Bergenia crassifolia,127228,True,True
Bergenia ciliata,127230,True,False
Croton cascarilloides,127250,True,True
Croton punctatus,127254,True,False
Zephyranthes atamasco,127264,True,True
Pterocaulon pycnostachyum,127267,False,True
Cirsium horridulum,127269,True,True
Borrichia frutescens,127270,True,True
Rumex hastatulus,127278,False,True
Canna flaccida,127279,True,True
Croton argyranthemus,127281,False,True
Stylidium lineare,127282,True,True
Coccoloba uvifera,127284,True,True
Pelargonium graveolens,127298,True,True
Wisteria sinensis,127306,True,True
Carex pensylvanica,127326,True,False
Vicia sepium,127345,True,True
Balduina angustifolia,127348,True,False
Cyclamen hederifolium,127355,True,True
Sanicula odorata,127367,True,False
Sisyrinchium montanum,127372,True,True
Codiaeum variegatum,127387,True,True
Mimosa nuttallii,127390,False,True
Daphne laureola,127391,True,True
Leycesteria formosa,127412,True,True
Sabatia grandiflora,127442,True,True
Stachys byzantina,127480,False,True
Leucothoe axillaris,127488,True,False
Phoradendron crassifolium,127496,False,True
Ficus religiosa,127514,False,True
Palafoxia feayi,127520,True,True
Prunus lusitanica,127529,True,True
Shepherdia rotundifolia,127534,True,False
Disa graminifolia,127545,True,True
Rubus hawaiensis,127560,True,True
Carex bigelowii,127596,True,True
Sedum ternatum,127597,True,True
Asparagus densiflorus,127598,True,True
Rhodotypos scandens,127609,True,False
Trichostema dichotomum,127634,True,True
Clematis drummondii,127637,True,True
Urena lobata,127638,True,True
Bixa orellana,127676,True,True
Cardamine angustata,127680,True,False
Centrosema virginianum,127681,True,True
Centrosema pubescens,127682,True,True
Viola blanda,127684,True,False
Eurybia divaricata,127685,True,True
Echinacea pallida,127689,True,True
Asclepias hirtella,127690,True,False
Asclepias variegata,127691,True,True
Paeonia lactiflora,127857,True,True
Pulsatilla patens,127860,True,True
Packera obovata,127891,True,False
Galactia regularis,127897,False,True
Galactia floridana,127898,True,False
Portulaca amilis,127899,True,True
Magnolia virginiana,127906,True,True
Chamaecrista fasciculata,127907,True,True
Smilax auriculata,127910,True,True
Thalia geniculata,127912,True,True
Streptopus lanceolatus,127916,True,True
Viola nuttallii,127918,True,True
Caulophyllum giganteum,127920,True,False
Samolus ebracteatus,127935,False,True
Chiococca alba,127936,True,True
Callirhoe involucrata,127941,True,True
Verbena rigida,127942,True,True
Engelmannia peristenia,127943,True,True
Packera paupercula,127945,True,True
Heuchera richardsonii,127946,True,True
Cephalanthera falcata,127956,False,True
Artemisia campestris,127960,True,True
Drymonia rubra,128017,True,False
Drymonia aciculata,128023,False,True
Broussonetia papyrifera,128032,True,True
Ceanothus herbaceus,128036,True,False
Corydalis flavula,128038,True,False
Viola cucullata,128040,True,True
Hypericum tetrapetalum,128076,True,False
Castilleja levisecta,128077,True,False
Justicia ovata,128088,True,True
Carex intumescens,128095,True,False
Limodorum abortivum,128137,True,True
Cirsium texanum,128152,True,True
Castilleja hispida,128204,True,True
Hieracium gronovii,128234,True,False
Gomphrena globosa,128268,True,True
Saccharum officinarum,128270,False,True
Davidia involucrata,128506,True,True
Argemone mexicana,128533,True,True
Solidago rugosa,128551,True,True
Styrax japonicus,128570,True,True
Globularia trichosantha,128583,False,True
Nonea polychroma,128596,True,False
Dactylorhiza viridis,128599,True,True
Iris iberica,128601,True,True
Fritillaria caucasica,128602,True,True
Cornus kousa,128614,True,False
Viola lanceolata,128617,True,False
Hackelia virginiana,128620,True,True
Asimina reticulata,128630,True,True
Anemone caroliniana,128651,True,False
Salvia coccinea,128652,True,True
Ruellia caroliniensis,128653,True,True
Ptilimnium capillaceum,128655,True,False
Solanum laxum,128667,True,True
Maxillaria tenuifolia,128669,True,True
Hydrocotyle sibthorpioides,128684,True,True
Salvia verticillata,128689,True,True
Salvia reflexa,128693,True,True
Rudbeckia maxima,128694,False,True
Eryngium yuccifolium,128695,True,True
Neptunia lutea,128696,False,True
Verbena brasiliensis,128698,True,True
Desmanthus illinoensis,128701,True,True
Verbesina helianthoides,128704,True,False
Crinum americanum,128713,True,True
Thalictrum pubescens,128715,True,True
Erythrina herbacea,128717,True,True
Puschkinia scilloides,128724,True,True
Iris grossheimii,128727,False,True
Iris reticulata,128728,True,True
Allium drummondii,128731,True,True
Pyrrhopappus carolinianus,128733,True,True
Eriophorum vaginatum,128735,True,True
Magnolia sieboldii,128741,True,True
Sideroxylon lanuginosum,128748,False,True
Berlandiera subacaulis,128753,True,True
Prunus mexicana,128755,True,False
Asclepias humistrata,128756,True,True
Sacoila lanceolata,128757,True,True
Acacia genistifolia,128763,True,True
Physalis heterophylla,128768,True,True
Ligustrum sinense,128769,True,True
Fritillaria camschatcensis,128770,True,True
Spiranthes praecox,128771,True,False
Parnassia asarifolia,128774,False,True
Campanula punctata,128781,True,True
Aronia melanocarpa,128798,True,True
Gaylussacia baccata,128805,True,True
Carex tonsa,128806,False,True
Salix eriocephala,128808,True,False
Silphium radula,128837,False,True
Lobelia spicata,128839,True,True
Lobelia fenestralis,128840,True,True
Rosa setigera,128841,True,True
Physostegia purpurea,128847,False,True
Tolmiea menziesii,128848,True,True
Salvia longistyla,128850,True,True
Rubus cuneifolius,128854,False,True
Elmera racemosa,128867,False,True
Heuchera glabra,128868,True,True
Leptarrhena pyrolifolia,128870,True,True
Saxifraga bronchialis,128874,True,True
Saxifraga rivularis,128879,True,True
Saxifraga oppositifolia,128880,True,True
Asarum europaeum,128901,True,True
Skimmia japonica,128909,True,False
Phacelia fimbriata,128926,True,False
Cleome gynandra,128928,True,True
Vitis aestivalis,128931,True,False
Croton glandulosus,128938,True,True
Dichondra carolinensis,128939,True,True
Silene stellata,128942,True,True
Dichanthelium acuminatum,128949,False,True
Lobelia appendiculata,128995,True,False
Hydrolea ovata,128996,True,True
Lythrum alatum,128998,True,True
Elymus canadensis,129000,False,True
Veronica officinalis,129020,True,True
Cryptotaenia canadensis,129021,True,True
Euthamia caroliniana,129032,True,False
Thunbergia grandiflora,129036,True,True
Thunbergia gregorii,129037,True,False
Petasites japonicus,129038,True,True
Physocarpus opulifolius,129048,True,False
Tulipa gesneriana,129054,True,True
Zelkova serrata,129055,True,True
Rubus rolfei,129061,True,True
Aeonium cuneatum,129063,False,True
Oxalis megalorrhiza,129066,True,True
Chrysocoma coma-aurea,129068,True,False
Fumaria muralis,129075,True,True
Erepsia anceps,129076,False,True
Erepsia bracteata,129081,True,False
Rhododendron luteum,129083,True,True
Pedicularis sylvatica,129098,True,True
Emilia fosbergii,129103,True,True
Robinia hispida,129107,True,True
Knautia arvensis,129115,True,True
Utricularia bisquamata,129131,True,True
Lotus subbiflorus,129169,True,True
Delosperma floribundum,129173,True,False
Phormium cookianum,129178,True,True
Lobelia homophylla,129193,True,False
Cirsium nuttallii,129194,True,True
Rosa virginiana,129195,True,True
Rosa carolina,129196,True,False
Medicago arborea,129271,True,True
Verbena urticifolia,129278,True,True
Paliurus spina-christi,129282,True,True
Penstemon laevigatus,129309,True,False
Chrysogonum virginianum,129314,True,False
Ceanothus americanus,129315,True,True
Liatris squarrulosa,129318,False,True
Coreopsis delphiniifolia,129321,True,False
Coreopsis verticillata,129322,True,False
Lobelia feayana,129325,True,False
Passiflora coccinea,129326,True,True
Passiflora suberosa,129327,True,True
Gossypium thurberi,129330,True,True
Ilex glabra,129347,True,True
Viola hastata,129361,True,True
Dasylirion wheeleri,129370,True,True
Dasylirion texanum,129372,False,True
Erythrina flabelliformis,129395,False,True
Globularia alypum,129396,True,True
Aristea ecklonii,129401,True,True
Dietes iridioides,129407,True,True
Cylindropuntia fulgida,129418,False,True
Lyonia lucida,129433,True,False
Honckenya peploides,129446,True,True
Umbilicus rupestris,129454,True,True
Moraea collina,129461,True,True
Oryzopsis asperifolia,129483,True,True
Pulmonaria saccharata,129488,True,False
Carex platyphylla,129491,True,False
Brachyelytrum erectum,129495,True,False
Schizachne purpurascens,129497,True,True
Scilla verna,129499,True,True
Dendrocnide excelsa,129501,True,True
Dendrocnide moroides,129503,True,True
Desmodium canadense,129505,True,True
Hoya carnosa,129523,True,True
Licuala ramsayi,129541,True,False
Asclepias quadrifolia,129548,True,False
Lespedeza procumbens,129555,False,True
Oenothera fruticosa,129556,True,False
Phytolacca dioica,129582,True,True
Maihuenia patagonica,129588,True,True
Trifolium amabile,129603,True,True
Symphyotrichum laeve,129607,True,True
Matelea decipiens,129612,True,False
Linum sulcatum,129626,False,True
Agastache nepetoides,129634,False,True
Fleischmannia incarnata,129639,True,False
Scutellaria parvula,129652,True,False
Coreopsis major,129672,True,True
Lespedeza floribunda,129676,True,True
Lespedeza bicolor,129677,True,True
Angelica atropurpurea,129689,False,True
Dichrostachys cinerea,129706,True,True
Protea acuminata,129711,False,True
Protea acaulos,129713,True,True
Disphyma crassifolium,129732,True,True
Fumaria bastardii,129734,True,True
Aichryson laxum,129744,True,True
Carpobrotus acinaciformis,129759,True,True
Ixia paniculata,129760,True,False
Bradburia pilosa,129771,True,True
Eryngium prostratum,129773,True,False
Amborella trichopoda,129826,True,True
Steveniella satyrioides,129832,False,True
Cephalanthera rubra,129834,True,True
Misodendrum angulatum,129843,False,True
Misodendrum gayanum,129844,False,True
Denmoza rhodacantha,129847,True,True
Stachys sylvatica,129850,True,True
Geranium sanguineum,129853,True,True
Neslia paniculata,129855,True,True
Dyschoriste oblongifolia,129857,False,True
Blutaparon vermiculare,129885,True,True
Viburnum prunifolium,129977,True,False
Persicaria acuminata,129979,True,True
Acmella oppositifolia,130002,True,False
Cirsium repandum,130040,True,False
Ruellia strepens,130044,True,False
Galactia elliottii,130045,True,True
Epidendrum ciliare,130057,True,True
Polystachya foliosa,130058,False,True
Epidendrum anceps,130062,True,False
Brassavola cucullata,130066,False,True
Epidendrum difforme,130067,False,True
Epidendrum secundum,130068,True,True
Tillandsia utriculata,130077,True,False
Gaylussacia frondosa,130095,False,True
Vernonia baldwinii,130124,False,True
Danthonia spicata,130174,False,True
Hyptis mutabilis,130175,True,True
Convolvulus equitans,130184,True,True
Helianthus maximiliani,130192,True,True
Ipomoea imperati,130193,True,True
Carissa macrocarpa,130215,True,True
Rubus pedatus,130220,True,True
Heracleum mantegazzianum,130228,True,True
Polygala serpyllifolia,130302,True,True
Galium saxatile,130303,True,True
Suksdorfia ranunculifolia,130324,True,False
Taenidia integerrima,130364,True,False
Sanicula marilandica,130365,True,True
Osmorhiza claytonii,130367,True,False
Osmorhiza longistylis,130368,False,True
Cicuta bulbifera,130369,True,True
Symphyotrichum sericeum,130372,True,False
Coreopsis palmata,130373,True,True
Cyanthillium cinereum,130374,True,True
Solidago nemoralis,130377,True,True
Solidago missouriensis,130378,True,False
Liatris punctata,130379,True,True
Liatris aspera,130380,True,True
Liatris ligulistylis,130381,True,True
Heliopsis helianthoides,130382,True,True
Helianthus pauciflorus,130383,True,True
Cirsium dissectum,130388,False,True
Anemone cylindrica,130456,True,True
Astragalus alpinus,130478,True,True
Homogyne alpina,130479,True,True
Lathyrus laevigatus,130484,False,True
Daphne striata,130485,True,True
Pedicularis foliosa,130486,True,True
Biscutella laevigata,130492,True,False
Petasites paradoxus,130502,True,False
Tetrameles nudiflora,130531,True,True
Geum montanum,130537,True,True
Rhododendron ferrugineum,130539,True,True
Crepis aurea,130543,False,True
Bistorta vivipara,130545,True,True
Hydrangea arborescens,130554,True,True
Gentiana acaulis,130558,True,False
Aizoon glinoides,130670,True,True
Aizoon canariense,130672,True,True
Pycnanthemum albescens,130688,False,True
Rhexia virginica,130690,True,True
Prenanthes purpurea,130694,False,True
Tofieldia calyculata,130710,False,True
Ranunculus alpestris,130712,True,True
Ranunculus platanifolius,130713,True,True
Globularia nudicaulis,130714,True,False
Cardamine pentaphyllos,130716,True,False
Valeriana montana,130717,True,True
Rhinanthus alectorolophus,130718,True,False
Viola biflora,130720,True,True
Aposeris foetida,130723,False,True
Silene italica,130726,True,True
Bursera simaruba,130734,False,True
Melaleuca nesophila,130738,True,True
Silphium asteriscus,130741,True,True
Lespedeza repens,130742,True,True
Sesuvium portulacastrum,130743,True,True
Alisma subcordatum,130756,True,True
Hagenia abyssinica,130757,True,False
Waltheria indica,130789,True,True
Symphyotrichum patens,130810,True,False
Ludwigia linearis,130811,True,True
Gomphrena serrata,130869,True,True
Iresine diffusa,130870,True,True
Schinus terebinthifolia,130872,True,True
Erechtites hieraciifolius,130888,True,True
Euonymus fortunei,130893,False,True
Collinsonia canadensis,130898,True,True
Geum vernum,130906,True,False
Nabalus albus,130950,True,True
Nabalus altissimus,130951,False,True
Bidens connata,130988,True,False
Euthamia graminifolia,130989,True,True
Lactuca floridana,130990,True,True
Tradescantia virginiana,130991,True,True
Desmodium paniculatum,130993,True,True
Ludwigia alternifolia,130998,True,True
Diodia virginiana,131003,True,True
Mimulus alatus,131006,True,True
Salix interior,131125,True,True
Prosopis cineraria,131133,True,True
Gentiana punctata,131138,False,True
Gentiana clusii,131140,True,False
Cirsium spinosissimum,131143,True,True
Bartsia alpina,131144,True,True
Coreopsis leavenworthii,131152,False,True
Erigeron quercifolius,131153,True,True
Eupatorium capillifolium,131154,True,True
Eupatorium mikanioides,131156,False,True
Rayjacksonia phyllocephala,131158,False,True
Banksia dentata,131164,True,True
Iva frutescens,131165,True,False
Brachychiton paradoxus,131166,True,True
Melanthera nivea,131167,True,True
Mikania cordifolia,131169,True,True
Pluchea foetida,131170,False,True
Sericocarpus tortifolius,131178,True,False
Solidago odora,131183,True,False
Gentiana asclepiadea,131196,True,True
Aconitum napellus,131201,True,True
Succisa pratensis,131203,True,True
Physalis walteri,131208,True,True
Corallorhiza wisteriana,131213,True,False
Platanthera orbiculata,131218,True,True
Platanthera obtusata,131221,True,True
Platanthera huronensis,131222,True,True
Liparis loeselii,131226,True,True
Neottia banksiana,131227,False,True
Neottia borealis,131228,True,True
Platanthera aquilonis,131230,True,True
Canavalia rosea,131242,True,True
Dalbergia ecastaphyllum,131244,True,True
Bletilla striata,131245,True,True
Ceratiola ericoides,131247,False,True
Persicaria perfoliata,131249,True,True
Suaeda linearis,131552,True,False
Ipomoea sagittata,131555,True,True
Ipomoea violacea,131556,True,True
Melothria pendula,131557,True,True
Euphorbia blodgettii,131558,True,False
Euphorbia hirta,131560,True,True
Euphorbia hyssopifolia,131561,True,True
Euphorbia ophthalmica,131563,True,True
Alysicarpus ovalifolius,131565,True,True
Alysicarpus vaginalis,131566,True,True
Chamaecrista nictitans,131568,True,True
Crotalaria incana,131569,True,True
Crotalaria rotundifolia,131570,False,True
Dendrolobium triangulare,131574,False,True
Desmodium tortuosum,131576,True,True
Indigofera astragalina,131577,True,True
Indigofera hirsuta,131578,True,True
Piscidia piscipula,131579,False,True
Strophostyles umbellata,131581,True,True
Vigna marina,131582,True,True
Vigna luteola,131583,True,True
Colchicum autumnale,131586,True,True
Polypremum procumbens,131588,True,True
Ammannia latifolia,131593,True,True
Galphimia gracilis,131594,True,False
Sida ulmifolia,131597,True,True
Ardisia escallonioides,131598,False,True
Colchicum bulbocodium,131603,True,False
Orchis militaris,131605,True,True
Gymnadenia conopsea,131610,True,True
Melampyrum sylvaticum,131612,True,True
Veronica urticifolia,131617,True,True
Prunella grandiflora,131622,True,True
Astrantia major,131623,True,True
Symphytum tuberosum,131625,True,False
Rhexia alifanus,131637,True,True
Ctenium aromaticum,131640,True,False
Banksia ericifolia,131642,True,True
Fothergilla gardenii,131645,True,False
Wahlenbergia stricta,131651,True,True
Kosteletzkya pentacarpos,131656,True,True
Eucalyptus macrocarpa,131659,True,False
Aletris lutea,131660,False,True
Clitoria arborescens,131666,False,True
Gentianopsis ciliata,131839,True,True
Cyclamen purpurascens,131847,True,True
Anthericum ramosum,131848,True,True
Hypericum cistifolium,132051,True,True
Prosthechea vespa,132066,True,True
