image_id,file_name,image_sha256,detector_predictions,retained_instances,flip_detector_predictions,flip_retained_instances,true_positive,false_positive,false_negative,mask_pixels,mask_pixels_inside_reference_box_union,image_mask_pixels_inside_reference_box_union,background_pixels,flip_background_pixels,horizontal_flip_mask_iou,horizontal_flip_colour_delta_e,source_annotation_boxes,reference_boxes,source_not_evaluable_boxes,small_reference_boxes,medium_reference_boxes,large_reference_boxes,small_hit_boxes,medium_hit_boxes,large_hit_boxes,background_features_available,estimator_admitted,failure_reasons
218,000248.jpg,fb85c9a56dae4e22c517253ee76799679f2a6172a1c97a64769e12d8cdd6b036,9,9,5,5,7,2,5,4302,3175,0.7380288238028824,7445,3390,0.32514059570922726,1.8855289462808977,12,12,0,12,0,0,7,0,0,True,False,horizontal_flip_mask_instability
219,000247.jpg,e829e2ca72d37810764855ff49828700faf161536cd4e0375898aa8fa48409bd,4,4,4,4,4,0,1,2744,2598,0.9467930029154519,4115,4317,0.9330985915492958,0.14261975924726122,5,5,0,5,0,0,4,0,0,True,True,
220,000245.jpg,1018d63f2fb92cf6969849e39c231c859e6afca45465fcdf5ddbeb52f25a77d2,24,24,23,23,21,3,0,147438,137191,0.9304995998317938,262661,256548,0.9651997201585768,0.05889444702805544,21,21,0,10,11,0,10,11,0,True,True,
221,000244.jpg,8e68ef56a3bec03a49c66ebf16cebd340c68e13a480cbc53e62863213ead3b3b,4,4,4,4,2,2,1,3035,1916,0.6313014827018122,4851,4760,0.9528118939883645,0.23266631510741428,3,3,0,3,0,0,2,0,0,True,True,
222,000242.jpg,8425bd9170b86438ccf79ba3257b6d378f01fad1e8e236f07210f27646aefb1b,2,2,2,2,1,1,0,1227,453,0.3691931540342298,1695,1682,0.9123222748815166,0.7826592117595922,1,1,0,1,0,0,1,0,0,True,True,
223,000241.jpg,9e42bbda529a7917a71f464d35d0a0cf12c05a713f0f7314644165ff9f5c1405,11,11,15,15,8,3,3,51946,44403,0.8547915142648135,105536,110495,0.8579403933694065,0.6155034617407824,11,11,0,9,2,0,6,2,0,True,True,
224,000239.jpg,fa5f87f94e509972d841929e6d9b0c32f901f79e3aa368659dcff3edbcb7e1b7,14,14,18,18,12,2,5,78543,63303,0.8059661586646805,149519,148617,0.679252786584625,2.4068863534648535,17,17,0,13,4,0,10,2,0,True,True,
225,000237.jpg,2b6054e7bc6bf3c42fdcd811e73214ed624da4d5ea92bb8892a2d311b5d5a2a7,12,12,12,12,11,1,1,48226,45284,0.9389955625596151,104787,106343,0.9569323686183904,0.10603221145694433,12,12,0,9,3,0,8,3,0,True,True,
226,000236.jpg,89cb5d200f13b70bb7570f8ed605da0a1a0d0fee80567f6cda90431c7292d37b,9,9,12,12,8,1,3,23946,21639,0.9036582310197946,47610,52638,0.8615684974398644,2.3014900769824314,11,11,0,11,0,0,8,0,0,True,True,
227,000234.jpg,d3f8d5c0d02ab04404fb603aa895b5b631dbe9a0a9cb738711eb8218ab6a597f,19,19,20,20,13,6,1,92074,81718,0.887525251428199,161360,165829,0.9433436919932425,0.5231270863180231,14,14,0,9,5,0,8,5,0,True,True,
228,000232.jpg,5074781f1fd538391f8a132eb400e45088fb602fe6d5a3326e2626cd9a88c6e8,12,12,11,11,5,7,3,223435,15729,0.07039631212656924,221295,40301,0.08668614969908056,30.114997535440274,8,8,0,7,1,0,4,1,0,True,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability
229,000231.jpg,daebe776f230d5e40b91f9595bed9aa35e495ab1f57efc487c2b29c79138c473,2,2,3,3,1,1,1,5271,4781,0.9070385126162018,8389,57788,0.20046683524606107,25.94088275610275,2,2,0,1,1,0,1,0,0,True,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability
230,000229.jpg,092cb245de12f482a772efc11284fecb1b5013d13f1ae059cc4c0fadfc29877a,30,30,28,28,27,3,1,81734,79518,0.972887659970147,145996,141766,0.9220106032518214,0.12202437004638804,28,28,0,27,1,0,26,1,0,True,True,
231,000228.jpg,9a0037da412d6a5254dfcff4eec423847fc39318a97924b3e1da29e94fd3614c,11,11,7,7,7,4,2,6657,5594,0.8403184617695658,11061,8873,0.7644646257506957,1.0672029904277496,9,9,0,9,0,0,7,0,0,True,True,
232,000225.jpg,3ed005bd21a7f7da89a57993bd0807233f5e96e558ac2c7988e6f1d1181096f7,2,2,3,3,2,0,0,3750,3616,0.9642666666666667,6876,7585,0.8856593802546241,2.566923597189821,2,2,0,2,0,0,2,0,0,True,True,
233,000224.jpg,fc6ee4040bd61bac70edc98b993ca81ace7538d362c0ffdab8bca7c45cc88612,12,12,12,12,7,5,4,28439,20932,0.7360315060304511,75291,68852,0.694296746423598,4.13701220557755,11,11,0,6,5,0,3,4,0,True,True,
234,000223.jpg,f469efd5cdebfe2b6dbd950f2eaadef1a9c55ea3913bf76533b1767be3f2bc39,8,8,10,10,8,0,3,20838,20462,0.9819560418466263,39894,42967,0.8947718210013292,0.7409586699296128,11,11,0,5,6,0,3,5,0,True,True,
235,000218.jpg,9475b61fa35f5bafca5b09674f104d4c51098f0abbb60c90e581e5be19656f0b,18,18,20,20,16,2,7,1088,951,0.8740808823529411,1773,1910,0.90595340811044,0.262586096185518,23,23,0,23,0,0,16,0,0,True,True,
236,000217.jpg,9735f511824bc43522d5fb553b65971eff55787b523d791dd6b37b61cc8d06ef,51,51,51,51,43,8,6,2744,2376,0.8658892128279884,3964,4116,0.8745704467353952,1.7252129102572187,49,49,0,49,0,0,43,0,0,True,True,
237,000216.jpg,bfd11a8c770ba9930938358d5c8e41fc8b314141a20293757475f0a159a64ab2,1,1,1,1,1,0,1,1690,1690,1.0,3432,3380,0.9552238805970149,0.7561963007486034,2,2,0,2,0,0,1,0,0,True,True,
238,000214.jpg,d46134cefdbaedefe8241abfc0f8d4f4ea2f2544f78f82c332d84736b4b3d993,2,2,2,2,2,0,1,575,537,0.9339130434782609,716,737,0.9477234401349073,0.3365420822682309,3,3,0,3,0,0,2,0,0,True,True,
239,000212.jpg,bee3c3e24fb731ff75a0cbdbedd3ec54827eca93401acd150b48e67dfed2537b,1,1,1,1,1,0,4,1514,1475,0.9742404227212682,2508,2417,0.9623513870541611,1.5627505693352068,5,5,0,4,1,0,1,0,0,True,True,
240,000211.jpg,3486265d7dfb7e9cef21b77b0884b3b7a21b72692f53184e2dff011b88272719,8,8,8,8,6,2,0,5277,4995,0.946560545764639,7928,8771,0.8871147419235054,1.73266498093022,6,6,0,5,1,0,5,1,0,True,True,
241,000210.jpg,50bfd03e2a2a3c89f353e178bb3ff486a9133adaa0f6bddb49793ec5031bd205,2,2,1,1,1,1,1,2179,2025,0.9293253786140432,4509,4203,0.9255079006772009,0.2864632689105036,2,2,0,2,0,0,1,0,0,True,True,
242,000208.jpg,7448eda7d62ec24feab8829abfd97f5e43f0e1d3f0ad22f3f36d0ae919a256f7,23,23,21,21,16,7,4,108227,105464,0.974470326258697,125720,125430,0.9496106775210561,0.5374574005442619,20,20,0,9,11,0,5,11,0,True,True,
243,000206.jpg,f6ff75cd6b49ffd50cc24eaaa5a8d87385f0515c595a6bbbfadf51601ab12bac,28,28,30,30,25,3,2,75295,74505,0.9895079354538814,110222,109680,0.9612406132665833,0.25881710592998664,27,27,0,16,11,0,14,11,0,True,True,
244,000205.jpg,407730e03012379bc9a53be2fffd9a85b625670e592a11ef350c65e7e06b37a5,17,17,17,17,13,4,2,10875,8960,0.8239080459770115,20467,19058,0.8208390646492435,2.0972053297826645,15,15,0,14,1,0,12,1,0,True,True,
245,000202.jpg,3940ec274063e3ae84ea52202b135edbefda0a20b7e9e94791fc5a0656578d8b,33,33,30,30,26,7,2,38568,36075,0.935360920970753,69331,66906,0.9461420932009167,0.28893396444168284,28,28,0,21,7,0,19,7,0,True,True,
246,000201.jpg,d305b905f66e2a12fd5935e42a5cd7e41ac92595a73490520d36e8834538b93d,1,1,1,1,1,0,1,1004,922,0.9183266932270916,1075,1122,0.9065238558909445,1.4861139347281553,2,2,0,2,0,0,1,0,0,True,True,
247,000200.jpg,6a6844def1e9d020051ec64abe7e05676efa20345d537fc369e0223b661890fa,2,2,3,3,2,0,0,2080,2069,0.9947115384615385,3355,3579,0.9178145087235996,0.934399998780416,2,2,0,2,0,0,2,0,0,True,True,
248,000198.jpg,06cc9abaa42eaf4fb543d3270406c4cadfe3cc1d2f071aa8e006fd4eb0719ec8,6,6,5,5,6,0,0,7673,7476,0.9743255571484426,12850,13122,0.9029697900665643,1.1652257000668043,6,6,0,6,0,0,6,0,0,True,True,
249,000197.jpg,775cea254b6870c3e7a649d7bcbe355988ac0c2d25b45044cedd736535f86aea,3,3,3,3,3,0,0,4774,4632,0.9702555509007121,8384,8081,0.9622486663931062,0.25524870620645046,3,3,0,3,0,0,3,0,0,True,True,
250,000194.jpg,8d80d84ac3a610adcdc021180b87e3b158518e7f277d3c4045e44bd4452a129b,11,11,11,11,11,0,0,16586,16256,0.9801037019172796,26275,26313,0.9480974925477819,0.5261400451575754,11,11,0,11,0,0,11,0,0,True,True,
251,000193.jpg,e0e7528c7f35b4ff440a550fea1ef690911be32f348fd15a0d8f5712caefe1da,7,7,7,7,6,1,0,15226,14350,0.9424668330487325,25792,25774,0.9671289162814587,0.6295863055229038,6,6,0,6,0,0,6,0,0,True,True,
252,000192.jpg,abc9b98257a49b52d3d3d00e57d893890556a507363b2995dd8468dadf8a7c88,4,4,3,3,2,2,0,8773,3840,0.437706599794825,16628,15470,0.8990918264379415,0.8626490497685851,2,2,0,2,0,0,2,0,0,True,True,
253,000190.jpg,8b5adb6fad84faa6651c7fc03ac811322427d137bdb5e406ff82fd52df946289,6,6,7,7,5,1,0,9678,8910,0.9206447613143212,15983,17712,0.8419360600107162,7.6138006084401715,5,5,0,5,0,0,5,0,0,True,False,horizontal_flip_colour_instability
254,000189.jpg,ce5086b8e52bdc6b30c53ea833e841f4572e11b7a0373a8f22e5239027da0479,6,6,8,8,6,0,0,20330,19804,0.9741269060501722,37353,38986,0.9301613800779076,1.432817020743616,6,6,0,6,0,0,6,0,0,True,True,
255,000188.jpg,64a48bbe0c28254a87fdf246e27b18d9aabf4468d049126fd5619d7aeef8e1b6,6,6,6,6,6,0,1,16890,16581,0.9817051509769095,29781,29266,0.9677306002928258,0.31827405092853234,7,7,0,7,0,0,6,0,0,True,True,
256,000187.jpg,9794992146523ee3f7d670ab6b75edaa12a0d3d285db2901e6aeb0a05ecd9792,11,11,11,11,11,0,1,41891,40888,0.9760569095987205,74711,77210,0.9619845965999813,0.11062904764478515,12,12,0,12,0,0,11,0,0,True,True,
257,000186.jpg,d938b40cc743de9dc6e54fa110668a2ddc482e98596c1820a4d204b5431fd4d6,3,3,3,3,3,0,0,8868,8618,0.971808750563825,14641,14477,0.9460892620415378,0.22871641435248774,3,3,0,3,0,0,3,0,0,True,True,
258,000185.jpg,39f25dcee8f12b2d4c06ad395ce44bd97c97c5f0671357e0776b546368614866,2,2,2,2,1,1,1,7986,4611,0.5773854244928626,12986,12618,0.9443478260869566,0.899777927399289,2,2,0,2,0,0,1,0,0,True,True,
259,000182.jpg,70a0fb9d67225db9f442a7b3436bb1221d6c4030730b41328036ad5139e41822,9,9,11,11,7,2,3,1148,780,0.6794425087108014,2095,2192,0.800302571860817,0.6538402709641545,10,10,0,10,0,0,7,0,0,True,True,
260,000181.jpg,3b9074a4fce13eb51c61bcbb1beb9a8deb91c828c190f1b63dabd5d5eb2c41ef,14,14,17,17,14,0,1,866,824,0.9515011547344111,1317,1510,0.8005808325266215,0.8001763093663534,15,15,0,15,0,0,14,0,0,True,True,
261,000180.jpg,2775eadfbc759a260fd95167c783d922cc434f227238d49245b9d92fda640049,11,11,10,10,9,2,28,36140,35573,0.9843110127282789,113673,97122,0.7264997416263447,0.32968582256551787,37,37,0,35,2,0,8,1,0,True,True,
262,000179.jpg,6145a48b7fe33af18c79427829965ae6dde4683caf78dc2d991a89020a25d385,8,8,7,7,7,1,0,20165,18752,0.9299280932308456,34907,34287,0.9270726839004917,0.7476721477775474,7,7,0,7,0,0,7,0,0,True,True,
263,000175.jpg,96de27d9e1a0619d8a9f9d6abc9d1027f3d259df4f60a4ce53f322dc449267f6,39,39,36,36,23,16,7,22714,22113,0.973540547679845,29701,30072,0.9558612907425893,0.9614472964231219,30,30,0,17,13,0,12,11,0,True,True,
264,000174.jpg,a2245c2816e2e8fcfe99665ad8106f62f44c4b5bd8dbb1e2fd172e3590ab49ab,14,14,12,12,11,3,0,12933,12670,0.9796644243408336,24325,23677,0.9557082856051928,1.061975900740913,11,11,0,5,6,0,5,6,0,True,True,
265,000172.jpg,378f2f6026da0dbfccce0e7012222864a0baa9fd1492a09ee55903240c9e3efd,4,4,5,5,3,1,0,6307,4903,0.7773902013635643,9762,10402,0.7850758396533044,3.3654316920583893,3,3,0,3,0,0,3,0,0,True,True,
266,000171.jpg,a867581752c3e53793f8bf9491bda776f545d24c2c9db98e7d80a766d3bfa198,10,10,13,13,8,2,2,24977,21202,0.8488609520759098,36266,43758,0.8122524337025847,5.252632604756617,10,10,0,10,0,0,8,0,0,True,False,horizontal_flip_colour_instability
267,000168.jpg,9fd245b9e2a5973a02163bd35df192156fd2954b527a7650d4a462cbcbfc93fe,11,11,11,11,9,2,10,76976,72127,0.9370063396383288,241006,166014,0.5117919980034712,2.7034224229978854,19,19,0,13,6,0,7,2,0,True,True,
268,000166.jpg,1e70a1a9248d9464594fc32cac7d43641bf0aa2a8e88e99f0e5a85dfc98c6951,11,11,10,10,10,1,8,152782,149151,0.9762341113481955,433689,485088,0.6909022117070087,3.1442398213347857,18,18,0,11,5,2,6,2,2,True,True,
269,000164.jpg,afc8e3ad50c66becdc5c3d5cdf0ab9f788d661adcc8888d8aec9cb6ea60f5880,12,12,10,10,9,3,0,17210,15934,0.9258570598489251,26440,25195,0.8466986393040374,0.8117362644549883,9,9,0,9,0,0,9,0,0,True,True,
270,000162.jpg,720f0ee46999f7f46153778c5ce5454863200f0fbe3bd5940c842b5dc260aac1,12,12,11,11,10,2,0,20469,20221,0.9878841174458938,31708,31512,0.9693745506829619,0.26810349857499144,10,10,0,10,0,0,10,0,0,True,True,
271,000161.jpg,0f5f5c0fa6ed6241fb821091d30f66bbc10efe18bb50bba5fe244eba55844bfc,8,8,5,5,5,3,3,13410,11872,0.8853094705443699,25989,22490,0.8635498975709687,2.808945659932533,8,8,0,8,0,0,5,0,0,True,True,
272,000159.jpg,896c5c6345610ae2a8446995e59f01c5e34594a1ec90821239d2d258e6612507,11,11,7,7,8,3,4,612,431,0.704248366013072,1005,652,0.6285714285714286,3.6433789367886495,12,12,0,12,0,0,8,0,0,True,True,
273,000158.jpg,412e1879aaa5480601021fb666f34deb15eb1877d54d6e3cf6efeee03c868693,2,2,1,1,2,0,5,310,294,0.9483870967741935,398,290,0.7403846153846154,8.248011891454905,7,7,0,7,0,0,2,0,0,True,False,horizontal_flip_colour_instability
274,000157.jpg,285a19883fa6a53643c343c86aaaa15f695e6d9bc6a7533cd9682e32b44cc87a,8,8,9,9,6,2,1,1549,877,0.566171723692705,2754,1949,0.4689473684210526,14.143650036343352,7,7,0,7,0,0,6,0,0,True,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability
275,000156.jpg,72ff9530dde57d1bd8e970492d46c577a65f9367acb34b1dcaf75ea4144d2b83,2,2,3,3,2,0,0,379,353,0.9313984168865436,601,726,0.8433179723502304,4.077848698964253,2,2,0,2,0,0,2,0,0,True,True,
276,000154.jpg,4fe8245986d96d3f80f030d5d1974641fc451aa2b673354602b1cf0228902039,11,11,11,11,8,3,5,2100,1573,0.7490476190476191,3622,3433,0.875626423690205,2.15177252704891,13,13,0,13,0,0,8,0,0,True,True,
277,000153.jpg,2f057b699b521c8f3f185dd432381efb63818e85e359dbab1860574920c861d8,8,8,9,9,5,3,3,1934,1841,0.9519131334022751,2743,4656,0.4385673624288425,12.694396856815755,8,8,0,6,2,0,4,1,0,True,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability
278,000150.jpg,5173504c8b6e1c03f45cfd92a820571961fd08926e18a28899d6678862cf5f5b,9,9,7,7,7,2,8,5092,3896,0.7651217596229379,8015,6270,0.7297040971168437,3.631474547544938,15,15,0,15,0,0,7,0,0,True,True,
279,000149.jpg,699d2d8482033791a76e0674eb2e9132dbff99c8eff932e8d7714325c860c0aa,5,5,5,5,4,1,2,3383,2749,0.8125923736328702,5578,5454,0.9336219336219336,0.6086902909700821,6,6,0,6,0,0,4,0,0,True,True,
280,000146.jpg,1c4033fe65198c686529126ada1077c93f41ed9969d49a8fa67b607e8fc4d8e5,11,11,12,12,9,2,7,1875,1758,0.9376,3534,4425,0.6996062992125984,1.1100578158840189,16,16,0,15,1,0,9,0,0,True,True,
281,000145.jpg,85bf3e4a1131523c831036ecd73f82d37a98c2fc9818dc40aa45ba5289928355,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,,1,1,0,1,0,0,0,0,0,False,False,no_retained_flower_instance;insufficient_flower_pixels;insufficient_background_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability
282,000144.jpg,a32e8b3033d5bf9c12280400cd0b8f86b717dc6e08ac40f592d06726aeb36e50,4,4,5,5,4,0,5,7199,6823,0.947770523683845,13719,12241,0.915508165744365,0.5505586670872321,9,9,0,9,0,0,4,0,0,True,True,
283,000143.jpg,dd61306d9823587254e59a7da1e68bfe30e88f56bd4ac2fe6b2245147d17244d,6,6,8,8,3,3,3,4919,3626,0.7371416954665583,7474,10675,0.5784669083098403,0.9964922031887105,6,6,0,6,0,0,3,0,0,True,True,
284,000142.jpg,bb8902c0a6ce91a71ce078be45a670201f67ac32684b9e9a414c67baed1aa42e,2,2,3,3,1,1,0,2112,2036,0.9640151515151515,3874,4164,0.9655647382920111,1.4141108073541737,1,1,0,0,1,0,0,1,0,True,True,
285,000141.jpg,638485940580db51b89a68e9e98fe2a471672b3227d0aa3fb77c3f1d65f145dc,1,1,1,1,1,0,0,470,461,0.9808510638297873,606,636,0.9643605870020965,0.1333694439535746,1,1,0,1,0,0,1,0,0,True,True,
286,000139.jpg,11de8a1173c4dca51849f80f411e54d1e1edc4867af4985717b51b07f602d461,0,0,0,0,0,0,2,0,0,0.0,0,0,0.0,,2,2,0,2,0,0,0,0,0,False,False,no_retained_flower_instance;insufficient_flower_pixels;insufficient_background_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability
287,000138.jpg,74e42dc64ea511fbe491d6bff25aa05101fa9cd428b6f79be246dea198ffdaaf,1,1,1,1,1,0,0,151,139,0.9205298013245033,289,297,0.993421052631579,0.35488887474052777,1,1,0,1,0,0,1,0,0,True,True,
288,000137.jpg,1823bec3e3e2c66d77b0cb208cfda206f12edb6425b1ec7ca8ee4225e42661da,9,9,6,6,7,2,0,4522,3424,0.75718708536046,7560,7019,0.7632583792957149,5.187728877771422,7,7,0,7,0,0,7,0,0,True,False,horizontal_flip_colour_instability
289,000135.jpg,8fe384cdeff9b21500cdd7a747665e1fcb9222cf96fbbf2fc0dc911744aee782,24,24,24,24,15,9,1,11561,9397,0.8128189602975521,20448,20173,0.8546558704453441,1.2248261917722016,16,16,0,16,0,0,15,0,0,True,True,
290,000133.jpg,0eec918fca9e80effdd1ccde2c43b2ad8e963cf98616c69472183e98bb2529a7,16,16,15,15,9,7,4,40356,37057,0.9182525522846665,68332,62772,0.8880447725648964,0.2806972452389842,13,13,0,11,1,1,7,1,1,True,True,
291,000132.jpg,9397ad64a3b181683269f785dda60213c054386d45fb9b7351e23827b108035d,6,6,9,9,5,1,7,10304,9445,0.9166343167701864,14210,17480,0.8313802083333334,2.272472922605005,12,12,0,11,1,0,4,1,0,True,True,
292,000131.jpg,af0161ec19f59b4c356ef012a871a02401b431e066e6c3239e5cef9462e3b8ba,10,10,10,10,9,1,5,14477,13972,0.9651170822684257,24338,22950,0.8198881532429132,1.394749465758381,14,14,0,12,2,0,7,2,0,True,True,
293,000130.jpg,3e32267f3dbad7368ada13165d5f70760da5e690df4911b6c4d60c219e8110a0,2,2,2,2,2,0,0,10149,10033,0.9885703024928565,16062,16182,0.9306681576740286,1.7520783984079267,2,2,0,2,0,0,2,0,0,True,True,
294,000128.jpg,0ada1c9c0b56e359cfb2879ad79dfd611d70fa823029733989c5413960001ba2,12,12,14,14,6,6,2,42166,38439,0.9116112507707632,85115,92564,0.8418440884569451,0.7518720889410074,8,8,0,6,2,0,4,2,0,True,True,
295,000127.jpg,a8054896b57f7628caf7e9f0c6345e83d58464dfd8dc2307da0fdfa65546e58e,5,5,5,5,3,2,1,19593,18927,0.9660082682590722,44632,53743,0.7029017587636335,3.365074841461912,4,4,0,3,1,0,2,1,0,True,True,
296,000125.jpg,5541aa3edb75a2c3e551e2d0a38e3332e4f66a11b76b06bff7fb5dead6a30cd0,40,40,39,39,33,7,0,51373,43147,0.8398769781791992,84191,84235,0.9196493654561426,0.35358838527816616,33,33,0,33,0,0,33,0,0,True,True,
297,000123.jpg,dfb3e39b35728d9900c8d19e08b3ea2bcbd7260a48db2749fb90f6f635016115,64,64,70,70,54,10,10,47536,42525,0.8945851565129586,82256,90907,0.8201145024249717,1.9626944720859658,64,64,0,64,0,0,54,0,0,True,True,
298,000119.jpg,8504ba72746f59ce253eb9796663f55fce8508e0f7b378560e085e0f716c3c8a,2,2,2,2,1,1,0,19738,19134,0.9693991285844564,49079,48085,0.9142405219712323,1.0867369414077976,1,1,0,0,0,1,0,0,1,True,True,
299,000118.jpg,08b88c300f5d28cc9f02502970a78b125dac5cc026c003ca4245b58924866302,6,6,5,5,4,2,2,12398,12150,0.9799967736731731,18254,18466,0.9707166097928736,0.22688154264728388,6,6,0,2,4,0,0,4,0,True,True,
300,000117.jpg,1fa3455876987d2f6fc43003c73ca803eab4f681eb2d241b853b6b456990f99a,9,9,11,11,7,2,1,29636,29322,0.9894047779727358,53711,57960,0.9051144848183176,1.7550380081333827,8,8,0,7,1,0,6,1,0,True,True,
301,000116.jpg,760192f7779805d9dd9121348290bd2a0556c618c4462596c2c2f1b048686b62,2,2,3,3,1,1,1,3565,3023,0.8479663394109397,8703,9403,0.8362395754359363,3.2356523487192512,2,2,0,2,0,0,1,0,0,True,True,
302,000114.jpg,e81c3177300f473711d202fb77afaab38f444bda416632feb04d0e1e3f91374e,6,6,7,7,4,2,0,27488,20520,0.7465075669383003,48700,49688,0.9397288842544317,0.26954784578006585,4,4,0,4,0,0,4,0,0,True,True,
303,000112.jpg,ef692a1612fb6a290617969d6fd0e1a5ac95d860859c395a9603c0064ea0a72b,10,10,10,10,8,2,2,17695,16680,0.9426391636055382,28994,28001,0.9447194719471947,0.38057229881896393,10,10,0,10,0,0,8,0,0,True,True,
304,000111.jpg,cc21161b278bee0e5e749876f5928e5c65f000f822fef3946f1f98d1e9add090,2,2,3,3,1,1,0,2588,1887,0.7291344667697064,6536,10210,0.513489409141583,5.870453225647296,1,1,0,0,1,0,0,1,0,True,False,horizontal_flip_colour_instability
305,000110.jpg,715b484f71ce145ead294f81bdc4791ba54039440294999949b82ee664086fe6,5,5,5,5,5,0,0,26190,26147,0.9983581519663994,48177,48003,0.9308294445280747,2.5485546420643086,5,5,0,0,5,0,0,5,0,True,True,
306,000105.jpg,96ba0cc09d80b5ddd99fa507d9f65d334bb9d2954702fc72a0e6fb2a8c942786,76,76,77,77,55,21,6,75583,64367,0.851606842808568,139594,130557,0.8284486175800218,2.810285144626554,61,61,0,61,0,0,55,0,0,True,True,
307,000104.jpg,250a99225860e88500806d389a7cdc19800c736f2530c646f928c0682ef096d5,45,45,48,48,37,8,7,50193,47030,0.9369832446755524,90973,92969,0.8906788564687667,1.4689650271122034,44,44,0,44,0,0,37,0,0,True,True,
308,000103.jpg,7047309c7c09b4365f91144115656c007d8ad4e3285ef41ed7bd51645bc89fb4,42,42,42,42,39,3,2,171636,167721,0.9771900999790254,293079,293762,0.9570878874168045,0.13840770204276273,41,41,0,40,1,0,38,1,0,True,True,
309,000100.jpg,5fb0336e3a084442dd156aed34825621e0a1308097b516714142e3cdbf47102b,42,42,42,42,34,8,1,134552,126303,0.9386928473749926,235523,230576,0.9444785298214969,0.4564324467948689,35,35,0,34,1,0,33,1,0,True,True,
310,000099.jpg,ebd98af6190d27423a8a35df749d744d1053d2aa8d10c8399e03313bae1a1d51,22,22,25,25,22,0,4,55690,53946,0.9686837852397199,109708,112611,0.8437796694720242,0.5457241090323568,26,26,0,26,0,0,22,0,0,True,True,
311,000098.jpg,cfd2c93094364b5b8ee06f2a8bb4dfe17249132dda34986a87ee34297916182c,17,17,17,17,12,5,0,82696,77793,0.9407105543194351,161523,163327,0.8932003121168208,0.5994631796183361,12,12,0,9,3,0,9,3,0,True,True,
312,000095.jpg,450125fa97de13c87fb774e5dcf62decf7cb15987d6df9567113fbbac418eadb,19,19,18,18,14,5,3,10859,8751,0.8058753108020996,17337,14809,0.7675079679558963,1.8020123797019056,17,17,0,17,0,0,14,0,0,True,True,
313,000094.jpg,9a2a7d188205ab0542419ee48235a47bc05bf98e70d2fdd4af2c1efd68ca7e93,23,23,28,28,15,8,0,14194,10319,0.726997322812456,24098,41012,0.6357275254865616,10.223201261163203,15,15,0,15,0,0,15,0,0,True,False,horizontal_flip_colour_instability
314,000091.jpg,942ed0209e72e59d09d73106d51265dc27e376861ba33816c7e10d20cacfff8a,12,12,11,11,10,2,4,3811,3722,0.9766465494620834,6818,6305,0.8924485125858124,0.36095935841213334,14,14,0,14,0,0,10,0,0,True,True,
315,000088.jpg,970c36b1a6548a6c2f8d5866d332cb3228110e638757dac420b5ee75efd258b3,30,30,32,32,23,7,1,13945,12072,0.8656866260308355,25884,25345,0.953658194073866,0.24301716232323348,24,24,0,24,0,0,23,0,0,True,True,
316,000086.jpg,d1d3e3f9c2948e3e85a216aefb9c897e2470cd026e290efdf5c5d1143336cf90,71,71,75,75,46,25,3,898073,773758,0.8615758407167347,1088758,1150993,0.8602668003682272,0.3413281131094633,49,49,0,20,29,0,18,28,0,True,True,
317,000084.jpg,c29f008fb4b26cd7a9e9ad199a367ad6602033d27932a3b1ed7a5971bb10d6d7,78,78,73,73,46,32,4,1057306,940040,0.8890898188414706,1277007,1260997,0.8768713365662406,0.6764095338473777,50,50,0,11,39,0,8,38,0,True,True,
318,000082.jpg,98dba9441ef930d32b688224c66de17af1bc68bf2c422e919e7a6965a789674c,14,14,12,12,12,2,2,9068,6830,0.7531980591089545,15020,13206,0.7573040499697763,1.2673689077880599,14,14,0,14,0,0,12,0,0,True,True,
319,000081.jpg,d53a523e73a4578f9f6423e3da95cff1967d22aef9af1ac38931d2a020cae639,6,6,4,4,4,2,2,8185,5447,0.6654856444715944,13293,13323,0.8079774091069538,1.5993258607586234,6,6,0,6,0,0,4,0,0,True,True,
320,000079.jpg,f48581046f1024aa8bb931f552ba599dae981f02e62195f791431169412296c6,227,227,219,219,144,83,10,1029783,919695,0.8930959240927457,1230883,1263313,0.8779145693716894,0.1947365938796599,154,154,0,144,10,0,140,4,0,True,True,
321,000077.jpg,ffdc849fdeabf79493a2d192644b0534fd6c706cb58e30eb6c8c105763980078,199,199,197,197,126,73,8,608996,510538,0.8383273453356015,870260,872124,0.9030368167946716,0.20969551830266597,134,134,0,130,4,0,125,1,0,True,True,
322,000497.jpg,12324bb0541c55912b297e25e767011e24b475f4d52080e6ff71934d9b7f62e8,8,8,6,6,5,3,0,39862,35608,0.8932818222868898,72773,68874,0.9144236031643366,0.718195981588784,5,5,0,4,1,0,4,1,0,True,True,
323,000494.jpg,65d4d43fb589456ee89257c82b893c9ba55da620d1190fe848ef14c51c8a6f97,40,40,42,42,32,8,0,172668,170331,0.9864653554798805,247775,255501,0.9553362704549542,0.3430103735763974,32,32,0,26,6,0,26,6,0,True,True,
