species,genus,family,n_classifiable,D,second_fraction,maximum_span_km_after_observer_cap,log1p_span_primary,maximum_span_km,log1p_span_sensitivity,mean_latitude,abs_mean_latitude,pollination_guild_raw,pollination_guild_mapped,inat_taxon_id_endpoint,n_classifiable_reconstructed,ambiguous_count,technical_failure_count,no_biological_palette_count,ambiguous_palette_rate,technical_failure_rate,D_observed_reconstructed,D_min4,D_max4,D_interval_width,count_white,Dmin_count_white,Dmax_count_white,count_yellow_orange,Dmin_count_yellow_orange,Dmax_count_yellow_orange,count_red_pink,Dmin_count_red_pink,Dmax_count_red_pink,count_blue_purple,Dmin_count_blue_purple,Dmax_count_blue_purple
Hofmeisteria fasciculata,Hofmeisteria,Asteraceae,56,0.1670918367346938,0.0535714285714285,880.3678010332937,6.781475020124178,880.3678010332937,6.781475020124178,24.809783512676,24.809783512676,,,288699,56,8,36,0,0.08,0.36,0.16709183673469385,0.1474609375,0.35107421875,0.20361328125,51,59,51,3,3,5,1,1,4,1,1,4
Homogyne alpina,Homogyne,,50,0.3656,0.14,2362.0117322467963,7.767692242154183,2362.0117322467963,7.767692242154183,46.283025465645,46.283025465645,mixed,mixed,130479,50,6,44,0,0.06,0.44,0.36560000000000004,0.3335459183673469,0.4834183673469389,0.14987244897959195,39,45,39,7,7,7,4,4,5,0,0,5
Hyacinthoides non-scripta,Hyacinthoides,,61,0.1504971781779092,0.081967213114754,8617.491632966474,9.061665363771496,8721.947076304434,9.07371242727099,51.004185072467,51.004185072467,mixed,mixed,56132,61,4,35,0,0.04,0.35,0.1504971781779092,0.14201183431952646,0.24994082840236687,0.1079289940828404,5,5,5,0,0,2,0,0,2,56,60,56
Hypocalymma robustum,Hypocalymma,Myrtaceae,47,0.2670891806247171,0.0638297872340425,315.1223597069479,5.75612935290131,315.1223597069479,5.75612935290131,-32.438223564523,32.438223564523,,,415333,47,14,39,0,0.14,0.39,0.2670891806247171,0.21123353937113676,0.5305025530771299,0.31926901370599314,3,3,7,1,1,7,40,54,40,3,3,7
Iliamna rivularis,Iliamna,Malvaceae,52,0.2122781065088758,0.0576923076923076,1711.7629338129868,7.445863096343614,1711.7629338129868,7.445863096343614,45.513945893547,45.513945893547,,,77489,52,17,31,0,0.17,0.31,0.2122781065088758,0.16341104809913898,0.5183784919134635,0.35496744381432455,46,63,46,1,1,8,2,2,8,3,3,7
Ipomoea cairica,Ipomoea,Convolvulaceae,48,0.5720486111111112,0.2083333333333333,19805.364416201093,9.893758600195085,19615.747264112644,9.884138932632736,-3.28827987362,3.28827987362,,,77494,48,10,42,0,0.1,0.42,0.5720486111111112,0.5047562425683709,0.6664684898929845,0.16171224732461353,29,39,29,3,3,10,6,6,9,10,10,10
Ipomoea pes-caprae,Ipomoea,Convolvulaceae,48,0.5512152777777778,0.1875,19874.11955437814,9.897223954819063,19689.34269463717,9.887883575983349,4.679829971279,4.679829971279,,,60879,48,20,32,0,0.2,0.32,0.5512152777777778,0.4303633217993078,0.7011245674740485,0.2707612456747407,7,7,13,2,2,13,30,50,30,9,9,12
Jacobaea adonidifolia,Jacobaea,Asteraceae,75,0.0263111111111109,0.0133333333333333,915.7943513279936,6.820883184650039,915.7943513279936,6.820883184650039,43.346561932328,43.346561932328,,,547457,75,0,25,0,0.0,0.25,0.026311111111110952,0.026311111111110952,0.026311111111110952,0.0,1,1,1,74,74,74,0,0,0,0,0,0
Jaumea carnosa,Jaumea,Asteraceae,75,0.051911111111111,0.0266666666666666,2535.5775822278865,7.838571042869718,2535.5775822278865,7.838571042869718,39.07052136414,39.07052136414,,,60969,75,1,24,0,0.01,0.24,0.05191111111111102,0.05124653739612173,0.0765235457063711,0.02527700831024937,2,2,2,73,74,73,0,0,1,0,0,0
Johnstonella angustifolia,Johnstonella,,60,0.0,0.0,993.574171912392,6.902314677626938,827.4841063003,6.719597652977479,33.547464372103,33.547464372103,,,770224,60,1,39,0,0.01,0.39,0.0,0.0,0.03224939532383764,0.03224939532383764,60,61,60,0,0,1,0,0,0,0,0,0
Lachenalia reflexa,Lachenalia,Asparagaceae,54,0.0713305898491085,0.037037037037037,8733.187859781512,9.075000242834284,8735.073821025884,9.07521614815799,-33.720578721413,33.720578721413,,,588419,54,0,46,0,0.0,0.46,0.07133058984910856,0.07133058984910856,0.07133058984910856,0.0,2,2,2,52,52,52,0,0,0,0,0,0
Lamprocapnos spectabilis,Lamprocapnos,Papaveraceae,60,0.1550000000000001,0.0666666666666666,11546.114244368831,9.35419083576009,11546.114244368831,9.35419083576009,42.936839929711006,42.936839929711006,bees,bee,204340,60,4,36,0,0.04,0.36,0.15500000000000014,0.14599609375,0.25439453125,0.1083984375,4,4,4,1,1,3,55,59,55,0,0,2
Lantana involucrata,Lantana,Verbenaceae,56,0.1945153061224489,0.0892857142857142,2895.4146815180097,7.971228934386644,2895.4146815180097,7.971228934386644,22.811814172197,22.811814172197,,,133331,56,1,43,0,0.01,0.43,0.19451530612244894,0.19144352108341023,0.22222222222222232,0.030778701138812092,50,51,50,5,5,5,1,1,1,0,0,1
Lathyrus japonicus,Lathyrus,Fabaceae,47,0.5015844273426889,0.2978723404255319,11432.063345385111,9.344264730100846,11735.477002820937,9.370456963409,51.097058732511,51.097058732511,mixed,mixed,77638,47,11,42,0,0.11,0.42,0.5015844273426889,0.44054696789536274,0.6450653983353151,0.20451843043995233,2,2,7,1,1,7,14,14,14,30,41,30
Lathyrus palustris,Lathyrus,Fabaceae,41,0.62819750148721,0.2926829268292683,10439.943665920102,9.253490246807695,10439.943665920102,9.253490246807695,49.947257074069,49.947257074069,mixed,mixed,77642,41,19,40,0,0.19,0.4,0.62819750148721,0.5044444444444445,0.7366666666666667,0.23222222222222222,12,12,13,2,2,13,6,6,13,21,40,21
Lathyrus pratensis,Lathyrus,Fabaceae,71,0.0817298155127951,0.028169014084507,19874.63148728224,9.897249711962802,8883.69750532893,9.092085694463767,52.990210844976,52.990210844976,mixed,mixed,125787,71,0,29,0,0.0,0.29,0.08172981551279512,0.08172981551279512,0.08172981551279512,0.0,2,2,2,68,68,68,0,0,0,1,1,1
Lepidium campestre,Lepidium,Brassicaceae,68,0.2076124567474049,0.1176470588235294,10886.030447097732,9.29532749252444,10886.030447097732,9.29532749252444,44.483737800336,44.483737800336,mixed,mixed,77663,68,8,24,0,0.08,0.24,0.20761245674740492,0.18836565096952906,0.3601108033240997,0.17174515235457066,60,68,60,8,8,8,0,0,4,0,0,4
Lepidium fremontii,Lepidium,Brassicaceae,72,0.0798611111111109,0.0416666666666666,870.335578591934,6.770027182320619,856.9437167394183,6.7545384991305,35.995900626406,35.995900626406,,,77668,72,1,27,0,0.01,0.27,0.07986111111111094,0.07881403640457885,0.10471007693751166,0.025896040532932818,69,70,69,3,3,3,0,0,1,0,0,0
Leucaena leucocephala,Leucaena,Fabaceae,49,0.3898375676801332,0.2653061224489796,19999.17946334293,9.903496525663016,19995.757841546947,9.903325431472568,6.950728057653,6.950728057653,,,47447,49,9,42,0,0.09,0.42,0.3898375676801332,0.3478002378121283,0.5523186682520809,0.20451843043995255,36,45,36,13,13,13,0,0,5,0,0,4
Leucopogon affinis,Leucopogon,Ericaceae,65,0.0596449704142012,0.0307692307692307,1527.542878387289,7.332070193529695,1527.542878387289,7.332070193529695,-34.174531327668,34.174531327668,,,904615,65,0,35,0,0.0,0.35,0.05964497041420125,0.05964497041420125,0.05964497041420125,0.0,63,63,63,2,2,2,0,0,0,0,0,0
Leucopogon microphyllus,Leucopogon,Ericaceae,68,0.028979238754325,0.0147058823529411,982.6718074012824,6.891292312355327,982.6718074012824,6.891292312355327,-33.582416920461,33.582416920461,mixed,mixed,321156,68,4,28,0,0.04,0.28,0.028979238754325065,0.02739197530864179,0.1323302469135803,0.10493827160493852,67,71,67,1,1,2,0,0,2,0,0,1
Ligustrum obtusifolium,Ligustrum,Oleaceae,61,0.0322493953238376,0.0163934426229508,12726.710351456542,9.451536812959228,4717.067399830037,8.459154545543843,40.086191521931,40.086191521931,,,204160,61,0,39,0,0.0,0.39,0.03224939532383764,0.03224939532383764,0.03224939532383764,0.0,60,60,60,1,1,1,0,0,0,0,0,0
Linum catharticum,Linum,Linaceae,57,0.1009541397353033,0.0350877192982456,19958.83138661816,9.901477102265554,19958.83138661816,9.901477102265554,35.657163991613004,35.657163991613004,mixed,mixed,84280,57,4,39,0,0.04,0.39,0.10095413973530332,0.0945982262832572,0.21177102929320069,0.11717280300994348,54,58,54,2,2,3,0,0,2,1,1,2
Linum lewisii,Linum,Linaceae,69,0.5402226423020373,0.463768115942029,5017.755165300129,8.520937206895066,4913.9524898922855,8.500037366185063,44.69259385497801,44.69259385497801,,,60490,69,5,26,0,0.05,0.26,0.5402226423020373,0.5336011687363039,0.5960555149744338,0.06245434623812984,32,32,32,3,3,4,0,0,4,34,39,34
Lithospermum canescens,Lithospermum,Boraginaceae,79,0.0,0.0,2900.3755901109885,7.972940244927821,2705.118795386393,7.903270708501194,43.090800567478,43.090800567478,,,48595,79,1,20,0,0.01,0.2,0.0,0.0,0.024687499999999973,0.024687499999999973,0,0,1,79,80,79,0,0,0,0,0,0
Lobelia erinus,Lobelia,,64,0.26806640625,0.140625,19787.84405225461,9.892873626191024,19685.95620172028,9.887711573686586,12.944369512735,12.944369512735,mixed,mixed,77797,64,2,34,0,0.02,0.34,0.26806640625,0.261248852157943,0.3108356290174471,0.04958677685950408,9,9,9,0,0,2,1,1,1,54,56,54
Loeselia glandulosa,Loeselia,Polemoniaceae,52,0.632396449704142,0.2884615384615384,3396.72396082127,8.130861063152576,3396.72396082127,8.130861063152576,20.244469138098,20.244469138098,,,194147,52,23,25,0,0.23,0.25,0.632396449704142,0.5247999999999999,0.7406222222222223,0.21582222222222236,25,48,25,0,0,17,12,12,17,15,15,16
Ludwigia peruviana,Ludwigia,Onagraceae,43,0.0,0.0,19866.695815170504,9.896850365820653,19866.695815170504,9.896850365820653,9.752433471789,9.752433471789,,,50338,43,0,57,0,0.0,0.57,0.0,0.0,0.0,0.0,0,0,0,43,43,43,0,0,0,0,0,0
Lupinus arizonicus,Lupinus,Fabaceae,46,0.2003780718336484,0.0652173913043478,1018.1482219076282,6.9267224808465,1502.5732401651387,7.315599714354968,33.516973030974,33.516973030974,,,69421,46,20,34,0,0.2,0.34,0.20037807183364842,0.14325068870523427,0.5661157024793388,0.42286501377410457,1,1,9,1,1,8,3,3,8,41,61,41
Lupinus havardii,Lupinus,Fabaceae,60,0.126111111111111,0.05,304.307396538789,5.721319126564259,235.9249362030817,5.467743366085701,29.36915441833,29.36915441833,,,164898,60,4,36,0,0.04,0.36,0.12611111111111106,0.11865234375,0.22900390625,0.1103515625,1,1,3,3,3,3,0,0,2,56,60,56
Lupinus microcarpus,Lupinus,Fabaceae,47,0.5667722951561793,0.1702127659574468,10161.563814205596,9.226466033216976,10161.96870861558,9.226505874181496,24.520075473282,24.520075473282,,,57069,47,6,47,0,0.06,0.47,0.5667722951561793,0.5226059095763618,0.6322534709861161,0.10964756140975429,29,35,29,8,8,8,4,4,8,6,6,8
Lysimachia loeflingii,Lysimachia,Primulaceae,64,0.14697265625,0.046875,19989.732489328708,9.903024069610945,19963.204553739168,9.901696176667,9.845592567624,9.845592567624,,,1467819,64,3,33,0,0.03,0.33,0.14697265625,0.1407885943417242,0.21964802851414578,0.07885943417242158,3,3,3,2,2,3,0,0,2,59,62,59
Lysimachia quadrifolia,Lysimachia,Primulaceae,66,0.059228650137741,0.0151515151515151,2011.4997553058363,7.607132887705549,2013.176021517781,7.607965468425568,40.877499464395,40.877499464395,,,82580,66,2,32,0,0.02,0.32,0.059228650137741035,0.05752595155709339,0.11288927335640131,0.05536332179930792,1,1,2,64,66,64,0,0,1,1,1,1
Malacothrix saxatilis,Malacothrix,,63,0.0619803476946334,0.0158730158730158,450.5422232785394,6.112668886266451,450.5422232785394,6.112668886266451,34.079916312484,34.079916312484,,,77940,63,6,31,0,0.06,0.31,0.06198034769463345,0.05671077504725908,0.21382062591892448,0.1571098508716654,61,67,61,1,1,3,0,0,3,1,1,2
Malva moschata,Malva,Malvaceae,53,0.481310074759701,0.2264150943396226,9776.87858687296,9.187877826092077,8905.721818026941,9.094561531107043,48.67132226591399,48.67132226591399,mixed,mixed,55977,53,4,43,0,0.04,0.43,0.481310074759701,0.45798707294552177,0.5441674361341953,0.0861803631886735,36,40,36,1,1,5,12,12,12,4,4,4
Malva thuringiaca,Malva,Malvaceae,58,0.4114149821640903,0.1896551724137931,9617.131603572716,9.171405304793767,9617.131603572716,9.171405304793767,51.637540812949,51.637540812949,mixed,mixed,775554,58,4,38,0,0.04,0.38,0.41141498216409034,0.3912591050988553,0.4791883454734651,0.08792924037460981,43,47,43,1,1,4,11,11,11,3,3,4
Mazus miquelii,Mazus,Mazaceae,61,0.4934157484547166,0.4426229508196721,12654.28371842978,9.445830092200833,12654.28371842978,9.445830092200833,37.303269756533,37.303269756533,,,127156,61,11,28,0,0.11,0.28,0.4934157484547166,0.46875,0.6246141975308642,0.15586419753086422,34,45,34,0,0,6,0,0,5,27,27,27
Mecardonia procumbens,Mecardonia,Plantaginaceae,50,0.2688000000000001,0.16,19700.047392280085,9.888427080433576,19700.047392280085,9.888427080433576,14.631354850933,14.631354850933,,,165207,50,1,49,0,0.01,0.49,0.26880000000000015,0.2645136485966937,0.29680891964628986,0.032295271049596175,8,8,8,42,43,42,0,0,1,0,0,0
Medicago lupulina,Medicago,Fabaceae,69,0.1361058601134215,0.0579710144927536,20008.409569362386,9.903957920363954,19725.639831097185,9.889725276914966,32.19908986425,32.19908986425,mixed,mixed,57056,69,1,30,0,0.01,0.3,0.13610586011342152,0.13428571428571423,0.16040816326530616,0.026122448979591928,4,4,4,64,65,64,1,1,1,0,0,1
Medicago marina,Medicago,Fabaceae,75,0.0767999999999999,0.04,3979.6036691526447,8.289188762443386,3979.6036691526447,8.289188762443386,40.007295814612,40.007295814612,,,210354,75,2,23,0,0.02,0.23,0.07679999999999998,0.07488615280823074,0.1237982796424355,0.04891212683420476,3,3,3,72,74,72,0,0,1,0,0,1
Melaleuca citrina,Melaleuca,Myrtaceae,40,0.40875,0.15,18125.2784745822,9.805118013763964,18125.2784745822,9.805118013763964,-31.367669313746,31.367669313746,,,77976,40,9,51,0,0.09,0.51,0.40875000000000006,0.34735526863806754,0.5747605164514786,0.2274052478134111,3,3,7,6,6,6,30,39,30,1,1,6
Melastoma candidum,Melastoma,Melastomataceae,52,0.7071005917159763,0.3076923076923077,7368.266839958945,8.905073501260658,7368.266839958945,8.905073501260658,19.999862964044,19.999862964044,,,165229,52,6,42,0,0.06,0.42,0.7071005917159763,0.6896551724137931,0.7395957193816884,0.049940546967895294,14,14,14,4,4,10,16,16,16,18,24,18
Melastoma malabathricum,Melastoma,,41,0.6329565734681737,0.3902439024390244,13001.3458208945,9.47288506792605,13001.3458208945,9.47288506792605,-4.719729707161,4.719729707161,mixed,mixed,165230,41,9,50,0,0.09,0.5,0.6329565734681737,0.5912,0.7168,0.12560000000000004,6,6,8,1,1,8,16,16,16,18,27,18
Melothria pendula,Melothria,Cucurbitaceae,52,0.176775147928994,0.0769230769230769,19880.154080885724,9.897527530884028,19880.154080885724,9.897527530884028,24.365490882259,24.365490882259,,,131557,52,2,46,0,0.02,0.46,0.17677514792899407,0.17078189300411517,0.23525377229080935,0.06447187928669418,4,4,4,47,49,47,0,0,2,1,1,1
Micranthes petiolaris,Micranthes,Saxifragaceae,49,0.0,0.0,665.1067435285103,6.501449933265966,665.1067435285103,6.501449933265966,36.02751140793,36.02751140793,,,357952,49,0,51,0,0.0,0.51,0.0,0.0,0.0,0.0,49,49,49,0,0,0,0,0,0,0,0,0
Mitchella repens,Mitchella,Rubiaceae,49,0.0399833402748854,0.0204081632653061,3188.1834683840084,8.067520196990175,3491.80671471458,8.158460908238455,37.551707039851,37.551707039851,,,83799,49,0,50,1,0.0,0.5,0.03998334027488548,0.03998334027488548,0.03998334027488548,0.0,48,48,48,1,1,1,0,0,0,0,0,0
Moraea flaccida,Moraea,Iridaceae,51,0.3752402921953095,0.196078431372549,11662.833897288525,9.36424821351677,11662.833897288525,9.36424821351677,-34.026249094893004,34.026249094893004,,,120416,51,6,43,0,0.06,0.43,0.3752402921953095,0.3447214527546937,0.4912280701754387,0.146506617420745,10,10,10,39,45,39,2,2,4,0,0,4
Muscari armeniacum,Muscari,Asparagaceae,80,0.0721874999999998,0.0375,19385.5880054014,9.872336766038009,19384.92341330485,9.872302484425996,34.565382981516,34.565382981516,mixed,mixed,57847,80,1,19,0,0.01,0.19,0.07218749999999985,0.07133058984910856,0.09480262155159269,0.02347203170248413,3,3,3,0,0,1,0,0,0,77,78,77
Muscari botryoides,Muscari,Asparagaceae,65,0.0880473372781063,0.0461538461538461,11397.119882324245,9.341203698178225,10297.126533337376,9.239717267706496,46.612305521773,46.612305521773,mixed,mixed,56134,65,4,31,0,0.04,0.31,0.08804733727810632,0.08317580340264641,0.18903591682419663,0.10586011342155022,3,3,3,0,0,2,0,0,2,62,66,62
Myosotis latifolia,Myosotis,Boraginaceae,76,0.375,0.25,18548.02849868482,9.828172694625565,18410.16441355836,9.820712521198114,33.019642978573,33.019642978573,,,49132,76,1,23,0,0.01,0.23,0.375,0.3717321639399561,0.39095968966098826,0.019227525721032146,57,58,57,0,0,1,0,0,0,19,19,19
Myosotis laxa,Myosotis,Boraginaceae,65,0.0889940828402365,0.0307692307692307,19919.32571481822,9.899495882150404,19919.32571481822,9.899495882150404,19.222182607663,19.222182607663,mixed,mixed,78150,65,7,28,0,0.07,0.28,0.08899408284023658,0.0806327160493826,0.25192901234567877,0.17129629629629617,62,69,62,2,2,4,0,0,3,1,1,3
Myosotis sparsiflora,Myosotis,Boraginaceae,74,0.0777940102264427,0.0405405405405405,4632.21176344597,8.441005592001263,4632.211763445969,8.441005592001261,53.900045110697,53.900045110697,mixed,mixed,513775,74,3,23,0,0.03,0.23,0.07779401022644272,0.07488615280823074,0.1474110305279136,0.07252487771968286,71,74,71,0,0,2,0,0,1,3,3,3
Myrica gale,Myrica,Myricaceae,40,0.3037500000000001,0.1,8415.440720244129,9.03794230055555,8415.440720244129,9.03794230055555,49.539438997075,49.539438997075,wind,wind,82203,40,0,60,0,0.0,0.6,0.3037500000000001,0.3037500000000001,0.3037500000000001,0.0,3,3,3,33,33,33,4,4,4,0,0,0
Myrtus communis,Myrtus,Myrtaceae,67,0.2102918244597906,0.1194029850746268,10738.937373394683,9.281724536890795,5148.586166946524,8.546671634496358,40.029069825441,40.029069825441,mixed,mixed,78159,67,3,30,0,0.03,0.3,0.21029182445979067,0.20244897959183672,0.2755102040816326,0.0730612244897959,59,62,59,8,8,8,0,0,2,0,0,1
Nama hispida,Nama,Boraginaceae,61,0.6057511421660844,0.2622950819672131,2010.7002549606584,7.606735541473425,2010.7002549606584,7.606735541473425,30.750173198945,30.750173198945,,,359066,61,21,18,0,0.21,0.18,0.6057511421660844,0.5101130279595478,0.7189173111243308,0.20880428316478294,16,16,17,1,1,16,11,11,16,33,54,33
Navarretia heterodoxa,Navarretia,Polemoniaceae,65,0.4373964497041419,0.3230769230769231,126.26160683198373,4.846244864096015,126.26160683198373,4.846244864096015,37.466604454186,37.466604454186,,,57209,65,12,23,0,0.12,0.23,0.43739644970414193,0.39669421487603307,0.5869455220104571,0.19025130713442406,21,21,21,0,0,6,0,0,6,44,56,44
Nelumbo nucifera,Nelumbo,Nelumbonaceae,43,0.6414277988101676,0.3953488372093023,19823.500352664018,9.894673843293344,19673.147461630848,9.8870607412988,24.505737859756,24.505737859756,mixed,mixed,82814,43,6,50,1,0.06,0.5,0.6414277988101676,0.6189087880049979,0.7038733860891295,0.08496459808413159,18,24,18,7,7,7,17,17,17,1,1,7
Nicandra physalodes,Nicandra,Solanaceae,45,0.5175308641975308,0.2222222222222222,19891.56121447996,9.898101132511249,19476.26373183359,9.8770031018187,11.464027105135,11.464027105135,mixed,mixed,78217,45,8,47,0,0.08,0.47,0.5175308641975308,0.4642221431114276,0.6301174795300819,0.16589533641865428,29,37,29,6,6,7,0,0,7,10,10,10
Nicotiana longiflora,Nicotiana,Solanaceae,51,0.075355632449058,0.0392156862745098,14707.977749832438,9.596213317627496,14707.977749832438,9.596213317627496,-32.305874347027995,32.305874347027995,,,165704,51,1,47,1,0.01,0.47,0.07535563244905807,0.07396449704142016,0.11020710059171601,0.03624260355029585,49,50,49,2,2,2,0,0,1,0,0,0
Ochna serrulata,Ochna,Ochnaceae,59,0.4699798908359667,0.3389830508474576,18687.72323507404,9.835675585386069,18687.72323507404,9.835675585386069,-27.175115521048,27.175115521048,,,165763,59,3,38,0,0.03,0.38,0.4699798908359667,0.45837669094693034,0.5182101977107181,0.059833506763787736,1,1,2,38,41,38,20,20,20,0,0,2
Odontites luteus,Odontites,Orobanchaceae,66,0.0298438934802571,0.0151515151515151,3800.913055135254,8.243259654595219,3800.913055135254,8.243259654595219,44.462688955342,44.462688955342,mixed,mixed,497526,66,1,33,0,0.01,0.33,0.029843893480257178,0.029405212742259046,0.05836489195811989,0.028959679215860845,1,1,1,65,66,65,0,0,1,0,0,0
Olearia lirata,Olearia,Asteraceae,68,0.028979238754325,0.0147058823529411,957.1795509858964,6.865035183150432,957.1795509858964,6.865035183150432,-38.346265631554,38.346265631554,mixed,mixed,404291,68,1,31,0,0.01,0.31,0.028979238754325065,0.02856542743121193,0.05671077504725908,0.028145347616047145,67,68,67,1,1,1,0,0,1,0,0,0
Olsynium biflorum,Olsynium,Iridaceae,47,0.2978723404255319,0.1063829787234042,983.8435104679796,6.892482755929157,983.8435104679796,6.892482755929157,-52.121046302291,52.121046302291,,,346964,47,0,53,0,0.0,0.53,0.2978723404255319,0.2978723404255319,0.2978723404255319,0.0,39,39,39,5,5,5,1,1,1,2,2,2
Omphalodes verna,Omphalodes,Boraginaceae,62,0.3668054110301768,0.2419354838709677,2638.4683097272773,7.878332778026518,2638.4683097272773,7.878332778026518,51.137817711701,51.137817711701,mixed,mixed,165840,62,6,32,0,0.06,0.32,0.36680541103017683,0.34385813148788924,0.4697231833910035,0.12586505190311426,15,15,15,0,0,3,0,0,3,47,53,47
Oreomecon alpina,Oreomecon,Papaveraceae,73,0.2927378495027211,0.1780821917808219,2011.2887673197304,7.6070280434459745,2011.2887673197304,7.6070280434459745,46.203167470834,46.203167470834,,,1473089,73,0,26,1,0.0,0.26,0.2927378495027211,0.2927378495027211,0.2927378495027211,0.0,13,13,13,60,60,60,0,0,0,0,0,0
Ornithopus compressus,Ornithopus,,52,0.1420118343195264,0.0769230769230769,19953.30890117819,9.901200384018066,19953.30890117819,9.901200384018066,15.161240451192,15.161240451192,mixed,mixed,334746,52,1,46,1,0.01,0.46,0.14201183431952646,0.13955144179423273,0.1737273050907796,0.03417586329654687,4,4,4,48,49,48,0,0,1,0,0,0
Oxalis violacea,Oxalis,Oxalidaceae,50,0.6232,0.24,3357.424669316605,8.119227294595788,2406.2638374529984,7.786246044344811,37.439447135673,37.439447135673,,,81796,50,19,31,0,0.19,0.31,0.6232,0.5187985717286284,0.7284183994959041,0.20961982776727572,26,45,26,1,1,15,11,11,14,12,12,14
Oxytropis campestris,Oxytropis,Fabaceae,45,0.4612345679012345,0.1555555555555555,9122.574088787103,9.118616901997656,9122.574088787103,9.118616901997656,51.34230471457701,51.34230471457701,,,154238,45,7,48,0,0.07,0.48,0.4612345679012345,0.4127218934911242,0.5717455621301775,0.15902366863905326,32,39,32,7,7,7,3,3,7,3,3,6
Papaver dubium,Papaver,Papaveraceae,44,0.5619834710743802,0.3636363636363636,19982.84418353291,9.902679435273958,19982.84418353291,9.902679435273958,37.841943678763,37.841943678763,mixed,mixed,55918,44,7,49,0,0.07,0.49,0.5619834710743802,0.5259515570934257,0.6566705113417917,0.130718954248366,4,4,6,24,31,24,16,16,16,0,0,5
Parthenium confertum,Parthenium,Asteraceae,82,0.0240928019036288,0.0121951219512195,1272.002404634444,7.149133487506482,1272.002404634444,7.149133487506482,29.32353430149,29.32353430149,,,166157,82,2,16,0,0.02,0.16,0.024092801903628835,0.02352607709750565,0.0697278911564626,0.04620181405895696,81,83,81,1,1,1,0,0,1,0,0,1
Passiflora mixta,Passiflora,Passifloraceae,41,0.3367043426531826,0.0975609756097561,8010.18199383726,8.988593593949485,8010.18199383726,8.988593593949485,0.421315120307,0.421315120307,mixed,mixed,51449,41,6,53,0,0.06,0.53,0.3367043426531826,0.29968311453146224,0.4771389769126302,0.17745586238116795,4,4,5,3,3,5,33,39,33,1,1,4
Pectis multiseta,Pectis,Asteraceae,82,0.0,0.0,195.6826436446867,5.281591483803245,195.6826436446867,5.281591483803245,23.615485013745,23.615485013745,,,273980,82,0,18,0,0.0,0.18,0.0,0.0,0.0,0.0,0,0,0,82,82,82,0,0,0,0,0,0
Pectis papposa,Pectis,Asteraceae,79,0.0,0.0,1920.6962820769488,7.560963555231274,1681.0485466159505,7.427767702551548,32.976552625214,32.976552625214,,,78362,79,0,21,0,0.0,0.21,0.0,0.0,0.0,0.0,0,0,0,79,79,79,0,0,0,0,0,0
Penstemon speciosus,Penstemon,,60,0.0327777777777777,0.0166666666666666,1520.3278416983603,7.327338812556045,1520.3278416983603,7.327338812556045,42.280145256062,42.280145256062,,,78422,60,3,37,0,0.03,0.37,0.032777777777777795,0.031242126480221843,0.12144116906021674,0.09019904257999489,0,0,2,0,0,1,1,1,1,59,62,59
Pentanema squarrosum,Pentanema,Asteraceae,42,0.0464852607709751,0.0238095238095238,4009.768538264264,8.296738157364556,4009.768538264264,8.296738157364556,46.161414358032,46.161414358032,mixed,mixed,1262449,42,0,58,0,0.0,0.58,0.046485260770975145,0.046485260770975145,0.046485260770975145,0.0,1,1,1,41,41,41,0,0,0,0,0,0
Persicaria nepalensis,Persicaria,Polygonaceae,61,0.2918570276807309,0.0655737704918032,19846.62740554876,9.895839752802686,19846.62740554876,9.895839752802686,21.176991737483,21.176991737483,,,204377,61,10,29,0,0.1,0.29,0.29185702768073096,0.25510811346954965,0.4574489188653046,0.20234080539575494,51,61,51,4,4,7,3,3,7,3,3,6
Persicaria pensylvanica,Persicaria,Polygonaceae,72,0.1315586419753086,0.0416666666666666,8990.823480868956,9.104070941254506,4636.084864047391,8.441841185722241,39.683114194807,39.683114194807,,,78455,72,7,21,0,0.07,0.21,0.13155864197530864,0.12049351065534375,0.2730331677615766,0.15253965710623285,67,74,67,3,3,4,2,2,4,0,0,4
Phlomoides tuberosa,Phlomoides,Lamiaceae,63,0.3764172335600906,0.1111111111111111,9529.280677744538,9.16222944823391,9529.280677744538,9.16222944823391,51.626518593407,51.626518593407,,,909773,63,13,24,0,0.13,0.24,0.3764172335600906,0.32167590027700843,0.5422437673130194,0.22056786703601095,49,62,49,7,7,9,3,3,9,4,4,9
Phlox diffusa,Phlox,,78,0.2287968441814595,0.1025641025641025,1800.8869350636105,7.496589692061947,1787.5767880930089,7.489175492131912,43.488762376631,43.488762376631,bumblebees,bee,78544,78,11,10,1,0.11,0.1,0.2287968441814595,0.203509657871481,0.39742456760510025,0.19391490973361925,68,79,68,0,0,7,2,2,6,8,8,8
Phlox longifolia,Phlox,Polemoniaceae,71,0.4784764927593732,0.2394366197183098,1968.2040766614573,7.585384718093896,1952.355334204599,7.577303857084194,42.095947684418,42.095947684418,,,166706,71,8,21,0,0.08,0.21,0.4784764927593732,0.44544143566736094,0.5688190995032847,0.12337766383592375,48,56,48,0,0,7,17,17,17,6,6,7
Phlox roemeriana,Phlox,Polemoniaceae,63,0.3335852859662385,0.1904761904761904,362.7539635892785,5.896477714891707,362.7539635892785,5.896477714891707,29.96279590525,29.96279590525,,,166722,63,8,29,0,0.08,0.29,0.3335852859662385,0.30390795477087873,0.467367585796469,0.16345963102559025,1,1,5,0,0,4,50,58,50,12,12,12
